# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = rectangles_model
# start_datetime = 2023-11-18 18:04:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3938723323 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_rectangle_data/../../data/rectangles/rectangles_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,v.1,v.2,r.1,r.2,r.3,m.1.1,m.2.1,m.1.2,m.2.2,m.1.3,m.2.3,threeD.1.1.1,threeD.2.1.1,threeD.3.1.1,threeD.4.1.1,threeD.1.2.1,threeD.2.2.1,threeD.3.2.1,threeD.4.2.1,threeD.1.1.2,threeD.2.1.2,threeD.3.1.2,threeD.4.1.2,threeD.1.2.2,threeD.2.2.2,threeD.3.2.2,threeD.4.2.2,threeD.1.1.3,threeD.2.1.3,threeD.3.1.3,threeD.4.1.3,threeD.1.2.3,threeD.2.2.3,threeD.3.2.3,threeD.4.2.3,nu,z.real,z.imag,zv.1.real,zv.1.imag,zv.2.real,zv.2.imag,zm.1.1.real,zm.1.1.imag,zm.2.1.real,zm.2.1.imag,zm.1.2.real,zm.1.2.imag,zm.2.2.real,zm.2.2.imag,zm.1.3.real,zm.1.3.imag,zm.2.3.real,zm.2.3.imag,z3D.1.1.1.real,z3D.1.1.1.imag,z3D.2.1.1.real,z3D.2.1.1.imag,z3D.3.1.1.real,z3D.3.1.1.imag,z3D.4.1.1.real,z3D.4.1.1.imag,z3D.1.2.1.real,z3D.1.2.1.imag,z3D.2.2.1.real,z3D.2.2.1.imag,z3D.3.2.1.real,z3D.3.2.1.imag,z3D.4.2.1.real,z3D.4.2.1.imag,z3D.1.1.2.real,z3D.1.1.2.imag,z3D.2.1.2.real,z3D.2.1.2.imag,z3D.3.1.2.real,z3D.3.1.2.imag,z3D.4.1.2.real,z3D.4.1.2.imag,z3D.1.2.2.real,z3D.1.2.2.imag,z3D.2.2.2.real,z3D.2.2.2.imag,z3D.3.2.2.real,z3D.3.2.2.imag,z3D.4.2.2.real,z3D.4.2.2.imag,z3D.1.1.3.real,z3D.1.1.3.imag,z3D.2.1.3.real,z3D.2.1.3.imag,z3D.3.1.3.real,z3D.3.1.3.imag,z3D.4.1.3.real,z3D.4.1.3.imag,z3D.1.2.3.real,z3D.1.2.3.imag,z3D.2.2.3.real,z3D.2.2.3.imag,z3D.3.2.3.real,z3D.3.2.3.imag,z3D.4.2.3.real,z3D.4.2.3.imag
-0.347849,1,1.30134,1,1,0,1.1286,0.834085,0.834085,1.66817,1.66817,2.50226,3.33634,4.17043,5.17133,6.17223,7.17313,8.17403,9.17494,4.17043,8.34085,12.5113,16.6817,5.17133,10.3427,15.514,20.6853,6.17223,12.3445,18.5167,24.6889,7.17313,14.3463,21.5194,28.6925,8.17403,16.3481,24.5221,32.6961,9.17494,18.3499,27.5248,36.6997,2.49352,2.49352,4.98704,7.48056,9.97408,12.4676,14.9611,4.17043,5.17043,5.17133,6.17133,6.17223,7.17223,7.17313,8.17313,8.17403,9.17403,9.17494,10.1749,4.17043,5.17043,8.34085,9.34085,12.5113,13.5113,16.6817,17.6817,5.17133,6.17133,10.3427,11.3427,15.514,16.514,20.6853,21.6853,6.17223,7.17223,12.3445,13.3445,18.5167,19.5167,24.6889,25.6889,7.17313,8.17313,14.3463,15.3463,21.5194,22.5194,28.6925,29.6925,8.17403,9.17403,16.3481,17.3481,24.5221,25.5221,32.6961,33.6961,9.17494,10.1749,18.3499,19.3499,27.5248,28.5248,36.6997,37.6997
-0.815073,0.855398,1.30134,1,1,0,0.878217,1.27677,1.27677,2.55354,2.55354,3.83031,5.10709,6.38386,7.91598,9.44811,10.9802,12.5124,14.0445,6.38386,12.7677,19.1516,25.5354,7.91598,15.832,23.7479,31.6639,9.44811,18.8962,28.3443,37.7924,10.9802,21.9605,32.9407,43.9209,12.5124,25.0247,37.5371,50.0494,14.0445,28.089,42.1335,56.1779,0.547373,0.547373,1.09475,1.64212,2.18949,2.73686,3.28424,6.38386,7.38386,7.91598,8.91598,9.44811,10.4481,10.9802,11.9802,12.5124,13.5124,14.0445,15.0445,6.38386,7.38386,12.7677,13.7677,19.1516,20.1516,25.5354,26.5354,7.91598,8.91598,15.832,16.832,23.7479,24.7479,31.6639,32.6639,9.44811,10.4481,18.8962,19.8962,28.3443,29.3443,37.7924,38.7924,10.9802,11.9802,21.9605,22.9605,32.9407,33.9407,43.9209,44.9209,12.5124,13.5124,25.0247,26.0247,37.5371,38.5371,50.0494,51.0494,14.0445,15.0445,28.089,29.089,42.1335,43.1335,56.1779,57.1779
-0.0331461,0.70601,1.30134,2,3,0,2.69302,0.257473,0.257473,0.514945,0.514945,0.772418,1.02989,1.28736,1.59633,1.9053,2.21426,2.52323,2.8322,1.28736,2.57473,3.86209,5.14945,1.59633,3.19266,4.78899,6.38532,1.9053,3.81059,5.71589,7.62119,2.21426,4.42853,6.64279,8.85706,2.52323,5.04646,7.56969,10.0929,2.8322,5.6644,8.4966,11.3288,1.17434,1.17434,2.34868,3.52301,4.69735,5.87169,7.04603,1.28736,2.28736,1.59633,2.59633,1.9053,2.9053,2.21426,3.21426,2.52323,3.52323,2.8322,3.8322,1.28736,2.28736,2.57473,3.57473,3.86209,4.86209,5.14945,6.14945,1.59633,2.59633,3.19266,4.19266,4.78899,5.78899,6.38532,7.38532,1.9053,2.9053,3.81059,4.81059,5.71589,6.71589,7.62119,8.62119,2.21426,3.21426,4.42853,5.42853,6.64279,7.64279,8.85706,9.85706,2.52323,3.52323,5.04646,6.04646,7.56969,8.56969,10.0929,11.0929,2.8322,3.8322,5.6644,6.6644,8.4966,9.4966,11.3288,12.3288
-0.997662,0.7792,1.30134,1,3,0,1.01426,1.41256,1.41256,2.82512,2.82512,4.23768,5.65024,7.0628,8.75787,10.4529,12.148,13.8431,15.5382,7.0628,14.1256,21.1884,28.2512,8.75787,17.5157,26.2736,35.0315,10.4529,20.9059,31.3588,41.8118,12.148,24.296,36.444,48.592,13.8431,27.6862,41.5292,55.3723,15.5382,31.0763,46.6145,62.1526,0.688756,0.688756,1.37751,2.06627,2.75502,3.44378,4.13253,7.0628,8.0628,8.75787,9.75787,10.4529,11.4529,12.148,13.148,13.8431,14.8431,15.5382,16.5382,7.0628,8.0628,14.1256,15.1256,21.1884,22.1884,28.2512,29.2512,8.75787,9.75787,17.5157,18.5157,26.2736,27.2736,35.0315,36.0315,10.4529,11.4529,20.9059,21.9059,31.3588,32.3588,41.8118,42.8118,12.148,13.148,24.296,25.296,36.444,37.444,48.592,49.592,13.8431,14.8431,27.6862,28.6862,41.5292,42.5292,55.3723,56.3723,15.5382,16.5382,31.0763,32.0763,46.6145,47.6145,62.1526,63.1526
-1.74926,0.777828,1.30134,1,1,0,1.9842,1.87043,1.87043,3.74086,3.74086,5.61129,7.48172,9.35216,11.5967,13.8412,16.0857,18.3302,20.5747,9.35216,18.7043,28.0565,37.4086,11.5967,23.1933,34.79,46.3867,13.8412,27.6824,41.5236,55.3648,16.0857,32.1714,48.2571,64.3428,18.3302,36.6605,54.9907,73.3209,20.5747,41.1495,61.7242,82.299,1.20843,1.20843,2.41686,3.62529,4.83371,6.04214,7.25057,9.35216,10.3522,11.5967,12.5967,13.8412,14.8412,16.0857,17.0857,18.3302,19.3302,20.5747,21.5747,9.35216,10.3522,18.7043,19.7043,28.0565,29.0565,37.4086,38.4086,11.5967,12.5967,23.1933,24.1933,34.79,35.79,46.3867,47.3867,13.8412,14.8412,27.6824,28.6824,41.5236,42.5236,55.3648,56.3648,16.0857,17.0857,32.1714,33.1714,48.2571,49.2571,64.3428,65.3428,18.3302,19.3302,36.6605,37.6605,54.9907,55.9907,73.3209,74.3209,20.5747,21.5747,41.1495,42.1495,61.7242,62.7242,82.299,83.299
-0.0883601,0.677783,1.30134,2,3,0,4.2018,0.420381,0.420381,0.840762,0.840762,1.26114,1.68152,2.1019,2.60636,3.11082,3.61528,4.11973,4.62419,2.1019,4.20381,6.30571,8.40762,2.60636,5.21272,7.81909,10.4254,3.11082,6.22164,9.33246,12.4433,3.61528,7.23055,10.8458,14.4611,4.11973,8.23947,12.3592,16.4789,4.62419,9.24838,13.8726,18.4968,0.286006,0.286006,0.572012,0.858019,1.14402,1.43003,1.71604,2.1019,3.1019,2.60636,3.60636,3.11082,4.11082,3.61528,4.61528,4.11973,5.11973,4.62419,5.62419,2.1019,3.1019,4.20381,5.20381,6.30571,7.30571,8.40762,9.40762,2.60636,3.60636,5.21272,6.21272,7.81909,8.81909,10.4254,11.4254,3.11082,4.11082,6.22164,7.22164,9.33246,10.3325,12.4433,13.4433,3.61528,4.61528,7.23055,8.23055,10.8458,11.8458,14.4611,15.4611,4.11973,5.11973,8.23947,9.23947,12.3592,13.3592,16.4789,17.4789,4.62419,5.62419,9.24838,10.2484,13.8726,14.8726,18.4968,19.4968
-0.000479463,1,1.30134,1,3,0,0.0633728,0.0309665,0.0309665,0.0619331,0.0619331,0.0928996,0.123866,0.154833,0.191993,0.229152,0.266312,0.303472,0.340632,0.154833,0.309665,0.464498,0.619331,0.191993,0.383985,0.575978,0.76797,0.229152,0.458305,0.687457,0.916609,0.266312,0.532624,0.798937,1.06525,0.303472,0.606944,0.910416,1.21389,0.340632,0.681264,1.0219,1.36253,-1.63272,-1.63272,-3.26545,-4.89817,-6.53089,-8.16361,-9.79634,0.154833,1.15483,0.191993,1.19199,0.229152,1.22915,0.266312,1.26631,0.303472,1.30347,0.340632,1.34063,0.154833,1.15483,0.309665,1.30967,0.464498,1.4645,0.619331,1.61933,0.191993,1.19199,0.383985,1.38399,0.575978,1.57598,0.76797,1.76797,0.229152,1.22915,0.458305,1.4583,0.687457,1.68746,0.916609,1.91661,0.266312,1.26631,0.532624,1.53262,0.798937,1.79894,1.06525,2.06525,0.303472,1.30347,0.606944,1.60694,0.910416,1.91042,1.21389,2.21389,0.340632,1.34063,0.681264,1.68126,1.0219,2.0219,1.36253,2.36253
-1.31372,0.705337,1.30134,1,3,0,1.40955,1.62094,1.62094,3.24188,3.24188,4.86281,6.48375,8.10469,10.0498,11.9949,13.9401,15.8852,17.8303,8.10469,16.2094,24.3141,32.4188,10.0498,20.0996,30.1494,40.1993,11.9949,23.9899,35.9848,47.9798,13.9401,27.8801,41.8202,55.7603,15.8852,31.7704,47.6556,63.5408,17.8303,35.6606,53.491,71.3213,-0.0778761,-0.0778761,-0.155752,-0.233628,-0.311505,-0.389381,-0.467257,8.10469,9.10469,10.0498,11.0498,11.9949,12.9949,13.9401,14.9401,15.8852,16.8852,17.8303,18.8303,8.10469,9.10469,16.2094,17.2094,24.3141,25.3141,32.4188,33.4188,10.0498,11.0498,20.0996,21.0996,30.1494,31.1494,40.1993,41.1993,11.9949,12.9949,23.9899,24.9899,35.9848,36.9848,47.9798,48.9798,13.9401,14.9401,27.8801,28.8801,41.8202,42.8202,55.7603,56.7603,15.8852,16.8852,31.7704,32.7704,47.6556,48.6556,63.5408,64.5408,17.8303,18.8303,35.6606,36.6606,53.491,54.491,71.3213,72.3213
-0.166344,0.931089,1.30134,1,3,0,1.39421,-0.57679,-0.57679,-1.15358,-1.15358,-1.73037,-2.30716,-2.88395,-3.5761,-4.26825,-4.9604,-5.65255,-6.34469,-2.88395,-5.7679,-8.65186,-11.5358,-3.5761,-7.1522,-10.7283,-14.3044,-4.26825,-8.5365,-12.8047,-17.073,-4.9604,-9.9208,-14.8812,-19.8416,-5.65255,-11.3051,-16.9576,-22.6102,-6.34469,-12.6894,-19.0341,-25.3788,-1.96511,-1.96511,-3.93021,-5.89532,-7.86043,-9.82554,-11.7906,-2.88395,-1.88395,-3.5761,-2.5761,-4.26825,-3.26825,-4.9604,-3.9604,-5.65255,-4.65255,-6.34469,-5.34469,-2.88395,-1.88395,-5.7679,-4.7679,-8.65186,-7.65186,-11.5358,-10.5358,-3.5761,-2.5761,-7.1522,-6.1522,-10.7283,-9.7283,-14.3044,-13.3044,-4.26825,-3.26825,-8.5365,-7.5365,-12.8047,-11.8047,-17.073,-16.073,-4.9604,-3.9604,-9.9208,-8.9208,-14.8812,-13.8812,-19.8416,-18.8416,-5.65255,-4.65255,-11.3051,-10.3051,-16.9576,-15.9576,-22.6102,-21.6102,-6.34469,-5.34469,-12.6894,-11.6894,-19.0341,-18.0341,-25.3788,-24.3788
-0.0632058,1,1.30134,2,3,0,0.139472,0.355544,0.355544,0.711088,0.711088,1.06663,1.42218,1.77772,2.20437,2.63103,3.05768,3.48433,3.91099,1.77772,3.55544,5.33316,7.11088,2.20437,4.40875,6.61312,8.8175,2.63103,5.26205,7.89308,10.5241,3.05768,6.11536,9.17304,12.2307,3.48433,6.96867,10.453,13.9373,3.91099,7.82197,11.733,15.6439,0.658916,0.658916,1.31783,1.97675,2.63566,3.29458,3.95349,1.77772,2.77772,2.20437,3.20437,2.63103,3.63103,3.05768,4.05768,3.48433,4.48433,3.91099,4.91099,1.77772,2.77772,3.55544,4.55544,5.33316,6.33316,7.11088,8.11088,2.20437,3.20437,4.40875,5.40875,6.61312,7.61312,8.8175,9.8175,2.63103,3.63103,5.26205,6.26205,7.89308,8.89308,10.5241,11.5241,3.05768,4.05768,6.11536,7.11536,9.17304,10.173,12.2307,13.2307,3.48433,4.48433,6.96867,7.96867,10.453,11.453,13.9373,14.9373,3.91099,4.91099,7.82197,8.82197,11.733,12.733,15.6439,16.6439
-0.794129,0.757106,1.30134,2,3,0,1.40057,-1.26026,-1.26026,-2.52052,-2.52052,-3.78078,-5.04105,-6.30131,-7.81362,-9.32593,-10.8382,-12.3506,-13.8629,-6.30131,-12.6026,-18.9039,-25.2052,-7.81362,-15.6272,-23.4409,-31.2545,-9.32593,-18.6519,-27.9778,-37.3037,-10.8382,-21.6765,-32.5147,-43.353,-12.3506,-24.7011,-37.0517,-49.4022,-13.8629,-27.7258,-41.5886,-55.4515,-2.1349,-2.1349,-4.26979,-6.40469,-8.53958,-10.6745,-12.8094,-6.30131,-5.30131,-7.81362,-6.81362,-9.32593,-8.32593,-10.8382,-9.83825,-12.3506,-11.3506,-13.8629,-12.8629,-6.30131,-5.30131,-12.6026,-11.6026,-18.9039,-17.9039,-25.2052,-24.2052,-7.81362,-6.81362,-15.6272,-14.6272,-23.4409,-22.4409,-31.2545,-30.2545,-9.32593,-8.32593,-18.6519,-17.6519,-27.9778,-26.9778,-37.3037,-36.3037,-10.8382,-9.83825,-21.6765,-20.6765,-32.5147,-31.5147,-43.353,-42.353,-12.3506,-11.3506,-24.7011,-23.7011,-37.0517,-36.0517,-49.4022,-48.4022,-13.8629,-12.8629,-27.7258,-26.7258,-41.5886,-40.5886,-55.4515,-54.4515
-1.6496,0.75128,1.30134,1,1,0,1.81164,-1.81637,-1.81637,-3.63274,-3.63274,-5.44912,-7.26549,-9.08186,-11.2615,-13.4412,-15.6208,-17.8004,-19.9801,-9.08186,-18.1637,-27.2456,-36.3274,-11.2615,-22.523,-33.7845,-45.046,-13.4412,-26.8823,-40.3235,-53.7646,-15.6208,-31.2416,-46.8624,-62.4832,-17.8004,-35.6009,-53.4013,-71.2018,-19.9801,-39.9602,-59.9403,-79.9204,-3.25411,-3.25411,-6.50822,-9.76232,-13.0164,-16.2705,-19.5246,-9.08186,-8.08186,-11.2615,-10.2615,-13.4412,-12.4412,-15.6208,-14.6208,-17.8004,-16.8004,-19.9801,-18.9801,-9.08186,-8.08186,-18.1637,-17.1637,-27.2456,-26.2456,-36.3274,-35.3274,-11.2615,-10.2615,-22.523,-21.523,-33.7845,-32.7845,-45.046,-44.046,-13.4412,-12.4412,-26.8823,-25.8823,-40.3235,-39.3235,-53.7646,-52.7646,-15.6208,-14.6208,-31.2416,-30.2416,-46.8624,-45.8624,-62.4832,-61.4832,-17.8004,-16.8004,-35.6009,-34.6009,-53.4013,-52.4013,-71.2018,-70.2018,-19.9801,-18.9801,-39.9602,-38.9602,-59.9403,-58.9403,-79.9204,-78.9204
