# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = rectangles_model
# start_datetime = 2023-11-18 15:45:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3930432349 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_rectangle_data/../../data/rectangles/rectangles_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,v.1,v.2,r.1,r.2,r.3,m.1.1,m.2.1,m.1.2,m.2.2,m.1.3,m.2.3,threeD.1.1.1,threeD.2.1.1,threeD.3.1.1,threeD.4.1.1,threeD.1.2.1,threeD.2.2.1,threeD.3.2.1,threeD.4.2.1,threeD.1.1.2,threeD.2.1.2,threeD.3.1.2,threeD.4.1.2,threeD.1.2.2,threeD.2.2.2,threeD.3.2.2,threeD.4.2.2,threeD.1.1.3,threeD.2.1.3,threeD.3.1.3,threeD.4.1.3,threeD.1.2.3,threeD.2.2.3,threeD.3.2.3,threeD.4.2.3,nu,z.real,z.imag,zv.1.real,zv.1.imag,zv.2.real,zv.2.imag,zm.1.1.real,zm.1.1.imag,zm.2.1.real,zm.2.1.imag,zm.1.2.real,zm.1.2.imag,zm.2.2.real,zm.2.2.imag,zm.1.3.real,zm.1.3.imag,zm.2.3.real,zm.2.3.imag,z3D.1.1.1.real,z3D.1.1.1.imag,z3D.2.1.1.real,z3D.2.1.1.imag,z3D.3.1.1.real,z3D.3.1.1.imag,z3D.4.1.1.real,z3D.4.1.1.imag,z3D.1.2.1.real,z3D.1.2.1.imag,z3D.2.2.1.real,z3D.2.2.1.imag,z3D.3.2.1.real,z3D.3.2.1.imag,z3D.4.2.1.real,z3D.4.2.1.imag,z3D.1.1.2.real,z3D.1.1.2.imag,z3D.2.1.2.real,z3D.2.1.2.imag,z3D.3.1.2.real,z3D.3.1.2.imag,z3D.4.1.2.real,z3D.4.1.2.imag,z3D.1.2.2.real,z3D.1.2.2.imag,z3D.2.2.2.real,z3D.2.2.2.imag,z3D.3.2.2.real,z3D.3.2.2.imag,z3D.4.2.2.real,z3D.4.2.2.imag,z3D.1.1.3.real,z3D.1.1.3.imag,z3D.2.1.3.real,z3D.2.1.3.imag,z3D.3.1.3.real,z3D.3.1.3.imag,z3D.4.1.3.real,z3D.4.1.3.imag,z3D.1.2.3.real,z3D.1.2.3.imag,z3D.2.2.3.real,z3D.2.2.3.imag,z3D.3.2.3.real,z3D.3.2.3.imag,z3D.4.2.3.real,z3D.4.2.3.imag
-0.443398,0.911085,1.06043,1,3,0,0.508351,-0.941699,-0.941699,-1.8834,-1.8834,-2.8251,-3.7668,-4.70849,-5.83853,-6.96857,-8.09861,-9.22865,-10.3587,-4.70849,-9.41699,-14.1255,-18.834,-5.83853,-11.6771,-17.5156,-23.3541,-6.96857,-13.9371,-20.9057,-27.8743,-8.09861,-16.1972,-24.2958,-32.3944,-9.22865,-18.4573,-27.6859,-36.9146,-10.3587,-20.7174,-31.0761,-41.4347,0.376352,0.376352,0.752704,1.12906,1.50541,1.88176,2.25811,-4.70849,-3.70849,-5.83853,-4.83853,-6.96857,-5.96857,-8.09861,-7.09861,-9.22865,-8.22865,-10.3587,-9.35869,-4.70849,-3.70849,-9.41699,-8.41699,-14.1255,-13.1255,-18.834,-17.834,-5.83853,-4.83853,-11.6771,-10.6771,-17.5156,-16.5156,-23.3541,-22.3541,-6.96857,-5.96857,-13.9371,-12.9371,-20.9057,-19.9057,-27.8743,-26.8743,-8.09861,-7.09861,-16.1972,-15.1972,-24.2958,-23.2958,-32.3944,-31.3944,-9.22865,-8.22865,-18.4573,-17.4573,-27.6859,-26.6859,-36.9146,-35.9146,-10.3587,-9.35869,-20.7174,-19.7174,-31.0761,-30.0761,-41.4347,-40.4347
-2.87896,0.667952,1.06043,1,3,0,2.93849,-2.39957,-2.39957,-4.79913,-4.79913,-7.1987,-9.59827,-11.9978,-14.8773,-17.7568,-20.6363,-23.5158,-26.3952,-11.9978,-23.9957,-35.9935,-47.9913,-14.8773,-29.7546,-44.6319,-59.5093,-17.7568,-35.5136,-53.2704,-71.0272,-20.6363,-41.2726,-61.9088,-82.5451,-23.5158,-47.0315,-70.5473,-94.063,-26.3952,-52.7905,-79.1857,-105.581,-2.13934,-2.13934,-4.27869,-6.41803,-8.55737,-10.6967,-12.8361,-11.9978,-10.9978,-14.8773,-13.8773,-17.7568,-16.7568,-20.6363,-19.6363,-23.5158,-22.5158,-26.3952,-25.3952,-11.9978,-10.9978,-23.9957,-22.9957,-35.9935,-34.9935,-47.9913,-46.9913,-14.8773,-13.8773,-29.7546,-28.7546,-44.6319,-43.6319,-59.5093,-58.5093,-17.7568,-16.7568,-35.5136,-34.5136,-53.2704,-52.2704,-71.0272,-70.0272,-20.6363,-19.6363,-41.2726,-40.2726,-61.9088,-60.9088,-82.5451,-81.5451,-23.5158,-22.5158,-47.0315,-46.0315,-70.5473,-69.5473,-94.063,-93.063,-26.3952,-25.3952,-52.7905,-51.7905,-79.1857,-78.1857,-105.581,-104.581
-0.29446,0.990369,1.06043,1,3,0,2.41157,-0.767411,-0.767411,-1.53482,-1.53482,-2.30223,-3.06964,-3.83706,-4.75795,-5.67884,-6.59974,-7.52063,-8.44152,-3.83706,-7.67411,-11.5112,-15.3482,-4.75795,-9.5159,-14.2738,-19.0318,-5.67884,-11.3577,-17.0365,-22.7154,-6.59974,-13.1995,-19.7992,-26.3989,-7.52063,-15.0413,-22.5619,-30.0825,-8.44152,-16.883,-25.3246,-33.7661,-1.63332,-1.63332,-3.26665,-4.89997,-6.5333,-8.16662,-9.79995,-3.83706,-2.83706,-4.75795,-3.75795,-5.67884,-4.67884,-6.59974,-5.59974,-7.52063,-6.52063,-8.44152,-7.44152,-3.83706,-2.83706,-7.67411,-6.67411,-11.5112,-10.5112,-15.3482,-14.3482,-4.75795,-3.75795,-9.5159,-8.5159,-14.2738,-13.2738,-19.0318,-18.0318,-5.67884,-4.67884,-11.3577,-10.3577,-17.0365,-16.0365,-22.7154,-21.7154,-6.59974,-5.59974,-13.1995,-12.1995,-19.7992,-18.7992,-26.3989,-25.3989,-7.52063,-6.52063,-15.0413,-14.0413,-22.5619,-21.5619,-30.0825,-29.0825,-8.44152,-7.44152,-16.883,-15.883,-25.3246,-24.3246,-33.7661,-32.7661
-0.355594,0.985785,1.06043,1,1,0,0.409939,-0.84332,-0.84332,-1.68664,-1.68664,-2.52996,-3.37328,-4.2166,-5.22858,-6.24056,-7.25255,-8.26453,-9.27652,-4.2166,-8.4332,-12.6498,-16.8664,-5.22858,-10.4572,-15.6857,-20.9143,-6.24056,-12.4811,-18.7217,-24.9623,-7.25255,-14.5051,-21.7576,-29.0102,-8.26453,-16.5291,-24.7936,-33.0581,-9.27652,-18.553,-27.8295,-37.1061,-2.61568,-2.61568,-5.23136,-7.84703,-10.4627,-13.0784,-15.6941,-4.2166,-3.2166,-5.22858,-4.22858,-6.24056,-5.24056,-7.25255,-6.25255,-8.26453,-7.26453,-9.27652,-8.27652,-4.2166,-3.2166,-8.4332,-7.4332,-12.6498,-11.6498,-16.8664,-15.8664,-5.22858,-4.22858,-10.4572,-9.45716,-15.6857,-14.6857,-20.9143,-19.9143,-6.24056,-5.24056,-12.4811,-11.4811,-18.7217,-17.7217,-24.9623,-23.9623,-7.25255,-6.25255,-14.5051,-13.5051,-21.7576,-20.7576,-29.0102,-28.0102,-8.26453,-7.26453,-16.5291,-15.5291,-24.7936,-23.7936,-33.0581,-32.0581,-9.27652,-8.27652,-18.553,-17.553,-27.8295,-26.8295,-37.1061,-36.1061
-0.953688,0.956433,1.06043,2,3,0,0.960043,-1.38108,-1.38108,-2.76216,-2.76216,-4.14323,-5.52431,-6.90539,-8.56268,-10.22,-11.8773,-13.5346,-15.1919,-6.90539,-13.8108,-20.7162,-27.6216,-8.56268,-17.1254,-25.6881,-34.2507,-10.22,-20.44,-30.6599,-40.8799,-11.8773,-23.7545,-35.6318,-47.5091,-13.5346,-27.0691,-40.6037,-54.1383,-15.1919,-30.3837,-45.5756,-60.7674,-3.7201,-3.7201,-7.4402,-11.1603,-14.8804,-18.6005,-22.3206,-6.90539,-5.90539,-8.56268,-7.56268,-10.22,-9.21998,-11.8773,-10.8773,-13.5346,-12.5346,-15.1919,-14.1919,-6.90539,-5.90539,-13.8108,-12.8108,-20.7162,-19.7162,-27.6216,-26.6216,-8.56268,-7.56268,-17.1254,-16.1254,-25.6881,-24.6881,-34.2507,-33.2507,-10.22,-9.21998,-20.44,-19.44,-30.6599,-29.6599,-40.8799,-39.8799,-11.8773,-10.8773,-23.7545,-22.7545,-35.6318,-34.6318,-47.5091,-46.5091,-13.5346,-12.5346,-27.0691,-26.0691,-40.6037,-39.6037,-54.1383,-53.1383,-15.1919,-14.1919,-30.3837,-29.3837,-45.5756,-44.5756,-60.7674,-59.7674
-0.724035,1,1.06043,1,1,0,1.01739,-1.20336,-1.20336,-2.40672,-2.40672,-3.61007,-4.81343,-6.01679,-7.46082,-8.90485,-10.3489,-11.7929,-13.2369,-6.01679,-12.0336,-18.0504,-24.0672,-7.46082,-14.9216,-22.3825,-29.8433,-8.90485,-17.8097,-26.7145,-35.6194,-10.3489,-20.6978,-31.0466,-41.3955,-11.7929,-23.5858,-35.3787,-47.1716,-13.2369,-26.4739,-39.7108,-52.9478,-1.15401,-1.15401,-2.30802,-3.46203,-4.61605,-5.77006,-6.92407,-6.01679,-5.01679,-7.46082,-6.46082,-8.90485,-7.90485,-10.3489,-9.34888,-11.7929,-10.7929,-13.2369,-12.2369,-6.01679,-5.01679,-12.0336,-11.0336,-18.0504,-17.0504,-24.0672,-23.0672,-7.46082,-6.46082,-14.9216,-13.9216,-22.3825,-21.3825,-29.8433,-28.8433,-8.90485,-7.90485,-17.8097,-16.8097,-26.7145,-25.7145,-35.6194,-34.6194,-10.3489,-9.34888,-20.6978,-19.6978,-31.0466,-30.0466,-41.3955,-40.3955,-11.7929,-10.7929,-23.5858,-22.5858,-35.3787,-34.3787,-47.1716,-46.1716,-13.2369,-12.2369,-26.4739,-25.4739,-39.7108,-38.7108,-52.9478,-51.9478
-0.72824,0.999859,1.06043,2,7,0,0.728718,1.20685,1.20685,2.41369,2.41369,3.62054,4.82739,6.03424,7.48245,8.93067,10.3789,11.8271,13.2753,6.03424,12.0685,18.1027,24.1369,7.48245,14.9649,22.4474,29.9298,8.93067,17.8613,26.792,35.7227,10.3789,20.7578,31.1367,41.5155,11.8271,23.6542,35.4813,47.3084,13.2753,26.5506,39.826,53.1013,1.5267,1.5267,3.0534,4.5801,6.1068,7.6335,9.1602,6.03424,7.03424,7.48245,8.48245,8.93067,9.93067,10.3789,11.3789,11.8271,12.8271,13.2753,14.2753,6.03424,7.03424,12.0685,13.0685,18.1027,19.1027,24.1369,25.1369,7.48245,8.48245,14.9649,15.9649,22.4474,23.4474,29.9298,30.9298,8.93067,9.93067,17.8613,18.8613,26.792,27.792,35.7227,36.7227,10.3789,11.3789,20.7578,21.7578,31.1367,32.1367,41.5155,42.5155,11.8271,12.8271,23.6542,24.6542,35.4813,36.4813,47.3084,48.3084,13.2753,14.2753,26.5506,27.5506,39.826,40.826,53.1013,54.1013
-0.266625,1,1.06043,1,1,0,0.624329,0.730239,0.730239,1.46048,1.46048,2.19072,2.92096,3.6512,4.52748,5.40377,6.28006,7.15635,8.03263,3.6512,7.30239,10.9536,14.6048,4.52748,9.05497,13.5825,18.1099,5.40377,10.8075,16.2113,21.6151,6.28006,12.5601,18.8402,25.1202,7.15635,14.3127,21.469,28.6254,8.03263,16.0653,24.0979,32.1305,-0.131177,-0.131177,-0.262354,-0.393531,-0.524708,-0.655884,-0.787061,3.6512,4.6512,4.52748,5.52748,5.40377,6.40377,6.28006,7.28006,7.15635,8.15635,8.03263,9.03263,3.6512,4.6512,7.30239,8.30239,10.9536,11.9536,14.6048,15.6048,4.52748,5.52748,9.05497,10.055,13.5825,14.5825,18.1099,19.1099,5.40377,6.40377,10.8075,11.8075,16.2113,17.2113,21.6151,22.6151,6.28006,7.28006,12.5601,13.5601,18.8402,19.8402,25.1202,26.1202,7.15635,8.15635,14.3127,15.3127,21.469,22.469,28.6254,29.6254,8.03263,9.03263,16.0653,17.0653,24.0979,25.0979,32.1305,33.1305
-0.479421,0.983795,1.06043,2,3,0,0.502887,0.979205,0.979205,1.95841,1.95841,2.93761,3.91682,4.89602,6.07107,7.24612,8.42116,9.59621,10.7713,4.89602,9.79205,14.6881,19.5841,6.07107,12.1421,18.2132,24.2843,7.24612,14.4922,21.7383,28.9845,8.42116,16.8423,25.2635,33.6847,9.59621,19.1924,28.7886,38.3848,10.7713,21.5425,32.3138,43.085,-0.417274,-0.417274,-0.834547,-1.25182,-1.66909,-2.08637,-2.50364,4.89602,5.89602,6.07107,7.07107,7.24612,8.24612,8.42116,9.42116,9.59621,10.5962,10.7713,11.7713,4.89602,5.89602,9.79205,10.792,14.6881,15.6881,19.5841,20.5841,6.07107,7.07107,12.1421,13.1421,18.2132,19.2132,24.2843,25.2843,7.24612,8.24612,14.4922,15.4922,21.7383,22.7383,28.9845,29.9845,8.42116,9.42116,16.8423,17.8423,25.2635,26.2635,33.6847,34.6847,9.59621,10.5962,19.1924,20.1924,28.7886,29.7886,38.3848,39.3848,10.7713,11.7713,21.5425,22.5425,32.3138,33.3138,43.085,44.085
-0.479421,0.918423,1.06043,1,1,0,0.802273,0.979205,0.979205,1.95841,1.95841,2.93761,3.91682,4.89602,6.07107,7.24612,8.42116,9.59621,10.7713,4.89602,9.79205,14.6881,19.5841,6.07107,12.1421,18.2132,24.2843,7.24612,14.4922,21.7383,28.9845,8.42116,16.8423,25.2635,33.6847,9.59621,19.1924,28.7886,38.3848,10.7713,21.5425,32.3138,43.085,0.798928,0.798928,1.59786,2.39679,3.19571,3.99464,4.79357,4.89602,5.89602,6.07107,7.07107,7.24612,8.24612,8.42116,9.42116,9.59621,10.5962,10.7713,11.7713,4.89602,5.89602,9.79205,10.792,14.6881,15.6881,19.5841,20.5841,6.07107,7.07107,12.1421,13.1421,18.2132,19.2132,24.2843,25.2843,7.24612,8.24612,14.4922,15.4922,21.7383,22.7383,28.9845,29.9845,8.42116,9.42116,16.8423,17.8423,25.2635,26.2635,33.6847,34.6847,9.59621,10.5962,19.1924,20.1924,28.7886,29.7886,38.3848,39.3848,10.7713,11.7713,21.5425,22.5425,32.3138,33.3138,43.085,44.085
-0.209704,0.924124,1.06043,1,3,0,1.14464,-0.647618,-0.647618,-1.29524,-1.29524,-1.94285,-2.59047,-3.23809,-4.01523,-4.79237,-5.56951,-6.34665,-7.12379,-3.23809,-6.47618,-9.71426,-12.9524,-4.01523,-8.03046,-12.0457,-16.0609,-4.79237,-9.58474,-14.3771,-19.1695,-5.56951,-11.139,-16.7085,-22.278,-6.34665,-12.6933,-19.04,-25.3866,-7.12379,-14.2476,-21.3714,-28.4952,-1.49501,-1.49501,-2.99001,-4.48502,-5.98002,-7.47503,-8.97003,-3.23809,-2.23809,-4.01523,-3.01523,-4.79237,-3.79237,-5.56951,-4.56951,-6.34665,-5.34665,-7.12379,-6.12379,-3.23809,-2.23809,-6.47618,-5.47618,-9.71426,-8.71426,-12.9524,-11.9524,-4.01523,-3.01523,-8.03046,-7.03046,-12.0457,-11.0457,-16.0609,-15.0609,-4.79237,-3.79237,-9.58474,-8.58474,-14.3771,-13.3771,-19.1695,-18.1695,-5.56951,-4.56951,-11.139,-10.139,-16.7085,-15.7085,-22.278,-21.278,-6.34665,-5.34665,-12.6933,-11.6933,-19.04,-18.04,-25.3866,-24.3866,-7.12379,-6.12379,-14.2476,-13.2476,-21.3714,-20.3714,-28.4952,-27.4952
