# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = rectangles_model
# start_datetime = 2023-11-21 14:19:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184456750 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_rectangle_data/../../data/rectangles/rectangles_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,v.1,v.2,r.1,r.2,r.3,m.1.1,m.2.1,m.1.2,m.2.2,m.1.3,m.2.3,threeD.1.1.1,threeD.2.1.1,threeD.3.1.1,threeD.4.1.1,threeD.1.2.1,threeD.2.2.1,threeD.3.2.1,threeD.4.2.1,threeD.1.1.2,threeD.2.1.2,threeD.3.1.2,threeD.4.1.2,threeD.1.2.2,threeD.2.2.2,threeD.3.2.2,threeD.4.2.2,threeD.1.1.3,threeD.2.1.3,threeD.3.1.3,threeD.4.1.3,threeD.1.2.3,threeD.2.2.3,threeD.3.2.3,threeD.4.2.3,nu,z.real,z.imag,zv.1.real,zv.1.imag,zv.2.real,zv.2.imag,zm.1.1.real,zm.1.1.imag,zm.2.1.real,zm.2.1.imag,zm.1.2.real,zm.1.2.imag,zm.2.2.real,zm.2.2.imag,zm.1.3.real,zm.1.3.imag,zm.2.3.real,zm.2.3.imag,z3D.1.1.1.real,z3D.1.1.1.imag,z3D.2.1.1.real,z3D.2.1.1.imag,z3D.3.1.1.real,z3D.3.1.1.imag,z3D.4.1.1.real,z3D.4.1.1.imag,z3D.1.2.1.real,z3D.1.2.1.imag,z3D.2.2.1.real,z3D.2.2.1.imag,z3D.3.2.1.real,z3D.3.2.1.imag,z3D.4.2.1.real,z3D.4.2.1.imag,z3D.1.1.2.real,z3D.1.1.2.imag,z3D.2.1.2.real,z3D.2.1.2.imag,z3D.3.1.2.real,z3D.3.1.2.imag,z3D.4.1.2.real,z3D.4.1.2.imag,z3D.1.2.2.real,z3D.1.2.2.imag,z3D.2.2.2.real,z3D.2.2.2.imag,z3D.3.2.2.real,z3D.3.2.2.imag,z3D.4.2.2.real,z3D.4.2.2.imag,z3D.1.1.3.real,z3D.1.1.3.imag,z3D.2.1.3.real,z3D.2.1.3.imag,z3D.3.1.3.real,z3D.3.1.3.imag,z3D.4.1.3.real,z3D.4.1.3.imag,z3D.1.2.3.real,z3D.1.2.3.imag,z3D.2.2.3.real,z3D.2.2.3.imag,z3D.3.2.3.real,z3D.3.2.3.imag,z3D.4.2.3.real,z3D.4.2.3.imag
-0.203729,0.924858,0.958013,1,3,0,0.958212,-0.638324,-0.638324,-1.27665,-1.27665,-1.91497,-2.5533,-3.19162,-3.95761,-4.7236,-5.48959,-6.25558,-7.02157,-3.19162,-6.38324,-9.57486,-12.7665,-3.95761,-7.91522,-11.8728,-15.8304,-4.7236,-9.4472,-14.1708,-18.8944,-5.48959,-10.9792,-16.4688,-21.9584,-6.25558,-12.5112,-18.7667,-25.0223,-7.02157,-14.0431,-21.0647,-28.0863,0.183791,0.183791,0.367582,0.551373,0.735164,0.918955,1.10275,-3.19162,-2.19162,-3.95761,-2.95761,-4.7236,-3.7236,-5.48959,-4.48959,-6.25558,-5.25558,-7.02157,-6.02157,-3.19162,-2.19162,-6.38324,-5.38324,-9.57486,-8.57486,-12.7665,-11.7665,-3.95761,-2.95761,-7.91522,-6.91522,-11.8728,-10.8728,-15.8304,-14.8304,-4.7236,-3.7236,-9.4472,-8.4472,-14.1708,-13.1708,-18.8944,-17.8944,-5.48959,-4.48959,-10.9792,-9.97918,-16.4688,-15.4688,-21.9584,-20.9584,-6.25558,-5.25558,-12.5112,-11.5112,-18.7667,-17.7667,-25.0223,-24.0223,-7.02157,-6.02157,-14.0431,-13.0431,-21.0647,-20.0647,-28.0863,-27.0863
-0.00159866,0.995074,0.958013,1,3,0,0.233315,-0.0565449,-0.0565449,-0.11309,-0.11309,-0.169635,-0.22618,-0.282725,-0.350578,-0.418432,-0.486286,-0.55414,-0.621994,-0.282725,-0.565449,-0.848174,-1.1309,-0.350578,-0.701157,-1.05174,-1.40231,-0.418432,-0.836865,-1.2553,-1.67373,-0.486286,-0.972573,-1.45886,-1.94515,-0.55414,-1.10828,-1.66242,-2.21656,-0.621994,-1.24399,-1.86598,-2.48798,0.729873,0.729873,1.45975,2.18962,2.91949,3.64936,4.37924,-0.282725,0.717275,-0.350578,0.649422,-0.418432,0.581568,-0.486286,0.513714,-0.55414,0.44586,-0.621994,0.378006,-0.282725,0.717275,-0.565449,0.434551,-0.848174,0.151826,-1.1309,-0.130898,-0.350578,0.649422,-0.701157,0.298843,-1.05174,-0.0517355,-1.40231,-0.402314,-0.418432,0.581568,-0.836865,0.163135,-1.2553,-0.255297,-1.67373,-0.67373,-0.486286,0.513714,-0.972573,0.0274274,-1.45886,-0.458859,-1.94515,-0.945145,-0.55414,0.44586,-1.10828,-0.10828,-1.66242,-0.662421,-2.21656,-1.21656,-0.621994,0.378006,-1.24399,-0.243988,-1.86598,-0.865982,-2.48798,-1.48798
-0.0287,0.986118,0.958013,2,3,0,0.107354,0.239583,0.239583,0.479166,0.479166,0.718749,0.958332,1.19791,1.48541,1.77291,2.06041,2.34791,2.63541,1.19791,2.39583,3.59374,4.79166,1.48541,2.97083,4.45624,5.94166,1.77291,3.54583,5.31874,7.09165,2.06041,4.12083,6.18124,8.24165,2.34791,4.69583,7.04374,9.39165,2.63541,5.27082,7.90624,10.5416,1.05427,1.05427,2.10854,3.16282,4.21709,5.27136,6.32563,1.19791,2.19791,1.48541,2.48541,1.77291,2.77291,2.06041,3.06041,2.34791,3.34791,2.63541,3.63541,1.19791,2.19791,2.39583,3.39583,3.59374,4.59374,4.79166,5.79166,1.48541,2.48541,2.97083,3.97083,4.45624,5.45624,5.94166,6.94166,1.77291,2.77291,3.54583,4.54583,5.31874,6.31874,7.09165,8.09165,2.06041,3.06041,4.12083,5.12083,6.18124,7.18124,8.24165,9.24165,2.34791,3.34791,4.69583,5.69583,7.04374,8.04374,9.39165,10.3917,2.63541,3.63541,5.27082,6.27082,7.90624,8.90624,10.5416,11.5416
-0.012145,0.994276,0.958013,1,3,0,0.0830277,-0.155853,-0.155853,-0.311705,-0.311705,-0.467558,-0.623411,-0.779263,-0.966287,-1.15331,-1.34033,-1.52736,-1.71438,-0.779263,-1.55853,-2.33779,-3.11705,-0.966287,-1.93257,-2.89886,-3.86515,-1.15331,-2.30662,-3.45993,-4.61324,-1.34033,-2.68067,-4.021,-5.36133,-1.52736,-3.05471,-4.58207,-6.10943,-1.71438,-3.42876,-5.14314,-6.85752,-0.586677,-0.586677,-1.17335,-1.76003,-2.34671,-2.93338,-3.52006,-0.779263,0.220737,-0.966287,0.0337133,-1.15331,-0.15331,-1.34033,-0.340333,-1.52736,-0.527356,-1.71438,-0.71438,-0.779263,0.220737,-1.55853,-0.558527,-2.33779,-1.33779,-3.11705,-2.11705,-0.966287,0.0337133,-1.93257,-0.932573,-2.89886,-1.89886,-3.86515,-2.86515,-1.15331,-0.15331,-2.30662,-1.30662,-3.45993,-2.45993,-4.61324,-3.61324,-1.34033,-0.340333,-2.68067,-1.68067,-4.021,-3.021,-5.36133,-4.36133,-1.52736,-0.527356,-3.05471,-2.05471,-4.58207,-3.58207,-6.10943,-5.10943,-1.71438,-0.71438,-3.42876,-2.42876,-5.14314,-4.14314,-6.85752,-5.85752
-0.0488317,0.984313,0.958013,2,7,0,0.124573,0.312512,0.312512,0.625023,0.625023,0.937535,1.25005,1.56256,1.93757,2.31259,2.6876,3.06261,3.43763,1.56256,3.12512,4.68767,6.25023,1.93757,3.87514,5.81271,7.75029,2.31259,4.62517,6.93776,9.25034,2.6876,5.3752,8.0628,10.7504,3.06261,6.12523,9.18784,12.2505,3.43763,6.87525,10.3129,13.7505,-1.99799,-1.99799,-3.99597,-5.99396,-7.99194,-9.98993,-11.9879,1.56256,2.56256,1.93757,2.93757,2.31259,3.31259,2.6876,3.6876,3.06261,4.06261,3.43763,4.43763,1.56256,2.56256,3.12512,4.12512,4.68767,5.68767,6.25023,7.25023,1.93757,2.93757,3.87514,4.87514,5.81271,6.81271,7.75029,8.75029,2.31259,3.31259,4.62517,5.62517,6.93776,7.93776,9.25034,10.2503,2.6876,3.6876,5.3752,6.3752,8.0628,9.0628,10.7504,11.7504,3.06261,4.06261,6.12523,7.12523,9.18784,10.1878,12.2505,13.2505,3.43763,4.43763,6.87525,7.87525,10.3129,11.3129,13.7505,14.7505
-0.28845,0.915029,0.958013,1,3,0,0.667985,-0.759539,-0.759539,-1.51908,-1.51908,-2.27862,-3.03816,-3.7977,-4.70914,-5.62059,-6.53204,-7.44348,-8.35493,-3.7977,-7.59539,-11.3931,-15.1908,-4.70914,-9.41828,-14.1274,-18.8366,-5.62059,-11.2412,-16.8618,-22.4824,-6.53204,-13.0641,-19.5961,-26.1281,-7.44348,-14.887,-22.3304,-29.7739,-8.35493,-16.7099,-25.0648,-33.4197,-0.535425,-0.535425,-1.07085,-1.60627,-2.1417,-2.67712,-3.21255,-3.7977,-2.7977,-4.70914,-3.70914,-5.62059,-4.62059,-6.53204,-5.53204,-7.44348,-6.44348,-8.35493,-7.35493,-3.7977,-2.7977,-7.59539,-6.59539,-11.3931,-10.3931,-15.1908,-14.1908,-4.70914,-3.70914,-9.41828,-8.41828,-14.1274,-13.1274,-18.8366,-17.8366,-5.62059,-4.62059,-11.2412,-10.2412,-16.8618,-15.8618,-22.4824,-21.4824,-6.53204,-5.53204,-13.0641,-12.0641,-19.5961,-18.5961,-26.1281,-25.1281,-7.44348,-6.44348,-14.887,-13.887,-22.3304,-21.3304,-29.7739,-28.7739,-8.35493,-7.35493,-16.7099,-15.7099,-25.0648,-24.0648,-33.4197,-32.4197
-0.000822106,0.992324,0.958013,1,3,0,0.343864,-0.0405489,-0.0405489,-0.0810978,-0.0810978,-0.121647,-0.162196,-0.202744,-0.251403,-0.300062,-0.34872,-0.397379,-0.446038,-0.202744,-0.405489,-0.608233,-0.810978,-0.251403,-0.502806,-0.754209,-1.00561,-0.300062,-0.600123,-0.900185,-1.20025,-0.34872,-0.697441,-1.04616,-1.39488,-0.397379,-0.794758,-1.19214,-1.58952,-0.446038,-0.892075,-1.33811,-1.78415,-0.680051,-0.680051,-1.3601,-2.04015,-2.72021,-3.40026,-4.08031,-0.202744,0.797256,-0.251403,0.748597,-0.300062,0.699938,-0.34872,0.65128,-0.397379,0.602621,-0.446038,0.553962,-0.202744,0.797256,-0.405489,0.594511,-0.608233,0.391767,-0.810978,0.189022,-0.251403,0.748597,-0.502806,0.497194,-0.754209,0.245791,-1.00561,-0.0056122,-0.300062,0.699938,-0.600123,0.399877,-0.900185,0.0998149,-1.20025,-0.200247,-0.34872,0.65128,-0.697441,0.302559,-1.04616,-0.0461611,-1.39488,-0.394881,-0.397379,0.602621,-0.794758,0.205242,-1.19214,-0.192137,-1.58952,-0.589516,-0.446038,0.553962,-0.892075,0.107925,-1.33811,-0.338113,-1.78415,-0.784151
-0.0386942,0.992609,0.958013,1,3,0,0.0491204,-0.278188,-0.278188,-0.556375,-0.556375,-0.834563,-1.11275,-1.39094,-1.72476,-2.05859,-2.39241,-2.72624,-3.06006,-1.39094,-2.78188,-4.17281,-5.56375,-1.72476,-3.44953,-5.17429,-6.89905,-2.05859,-4.11718,-6.17576,-8.23435,-2.39241,-4.78483,-7.17724,-9.56965,-2.72624,-5.45248,-8.17872,-10.905,-3.06006,-6.12013,-9.18019,-12.2403,0.878484,0.878484,1.75697,2.63545,3.51393,4.39242,5.2709,-1.39094,-0.390938,-1.72476,-0.724763,-2.05859,-1.05859,-2.39241,-1.39241,-2.72624,-1.72624,-3.06006,-2.06006,-1.39094,-0.390938,-2.78188,-1.78188,-4.17281,-3.17281,-5.56375,-4.56375,-1.72476,-0.724763,-3.44953,-2.44953,-5.17429,-4.17429,-6.89905,-5.89905,-2.05859,-1.05859,-4.11718,-3.11718,-6.17576,-5.17576,-8.23435,-7.23435,-2.39241,-1.39241,-4.78483,-3.78483,-7.17724,-6.17724,-9.56965,-8.56965,-2.72624,-1.72624,-5.45248,-4.45248,-8.17872,-7.17872,-10.905,-9.90495,-3.06006,-2.06006,-6.12013,-5.12013,-9.18019,-8.18019,-12.2403,-11.2403
-0.0367946,1,0.958013,2,7,0,0.0388276,0.271273,0.271273,0.542547,0.542547,0.81382,1.08509,1.35637,1.68189,2.00742,2.33295,2.65848,2.98401,1.35637,2.71273,4.0691,5.42547,1.68189,3.36379,5.04568,6.72758,2.00742,4.01485,6.02227,8.02969,2.33295,4.6659,6.99885,9.3318,2.65848,5.31696,7.97544,10.6339,2.98401,5.96801,8.95202,11.936,1.41157,1.41157,2.82314,4.23472,5.64629,7.05786,8.46943,1.35637,2.35637,1.68189,2.68189,2.00742,3.00742,2.33295,3.33295,2.65848,3.65848,2.98401,3.98401,1.35637,2.35637,2.71273,3.71273,4.0691,5.0691,5.42547,6.42547,1.68189,2.68189,3.36379,4.36379,5.04568,6.04568,6.72758,7.72758,2.00742,3.00742,4.01485,5.01485,6.02227,7.02227,8.02969,9.02969,2.33295,3.33295,4.6659,5.6659,6.99885,7.99885,9.3318,10.3318,2.65848,3.65848,5.31696,6.31696,7.97544,8.97544,10.6339,11.6339,2.98401,3.98401,5.96801,6.96801,8.95202,9.95202,11.936,12.936
-0.0370468,0.99995,0.958013,1,1,0,0.0442128,0.272201,0.272201,0.544402,0.544402,0.816604,1.0888,1.36101,1.68765,2.01429,2.34093,2.66757,2.99421,1.36101,2.72201,4.08302,5.44402,1.68765,3.3753,5.06294,6.75059,2.01429,4.02858,6.04287,8.05716,2.34093,4.68186,7.02279,9.36372,2.66757,5.33514,8.00272,10.6703,2.99421,5.98843,8.98264,11.9769,-1.21736,-1.21736,-2.43472,-3.65208,-4.86944,-6.0868,-7.30416,1.36101,2.36101,1.68765,2.68765,2.01429,3.01429,2.34093,3.34093,2.66757,3.66757,2.99421,3.99421,1.36101,2.36101,2.72201,3.72201,4.08302,5.08302,5.44402,6.44402,1.68765,2.68765,3.3753,4.3753,5.06294,6.06294,6.75059,7.75059,2.01429,3.01429,4.02858,5.02858,6.04287,7.04287,8.05716,9.05716,2.34093,3.34093,4.68186,5.68186,7.02279,8.02279,9.36372,10.3637,2.66757,3.66757,5.33514,6.33514,8.00272,9.00272,10.6703,11.6703,2.99421,3.99421,5.98843,6.98843,8.98264,9.98264,11.9769,12.9769
-0.0700131,0.977389,0.958013,1,3,0,0.22821,-0.374201,-0.374201,-0.748402,-0.748402,-1.1226,-1.4968,-1.871,-2.32005,-2.76909,-3.21813,-3.66717,-4.11621,-1.871,-3.74201,-5.61301,-7.48402,-2.32005,-4.64009,-6.96014,-9.28018,-2.76909,-5.53817,-8.30726,-11.0763,-3.21813,-6.43625,-9.65438,-12.8725,-3.66717,-7.33434,-11.0015,-14.6687,-4.11621,-8.23242,-12.3486,-16.4648,0.125379,0.125379,0.250758,0.376136,0.501515,0.626894,0.752273,-1.871,-0.871004,-2.32005,-1.32005,-2.76909,-1.76909,-3.21813,-2.21813,-3.66717,-2.66717,-4.11621,-3.11621,-1.871,-0.871004,-3.74201,-2.74201,-5.61301,-4.61301,-7.48402,-6.48402,-2.32005,-1.32005,-4.64009,-3.64009,-6.96014,-5.96014,-9.28018,-8.28018,-2.76909,-1.76909,-5.53817,-4.53817,-8.30726,-7.30726,-11.0763,-10.0763,-3.21813,-2.21813,-6.43625,-5.43625,-9.65438,-8.65438,-12.8725,-11.8725,-3.66717,-2.66717,-7.33434,-6.33434,-11.0015,-10.0015,-14.6687,-13.6687,-4.11621,-3.11621,-8.23242,-7.23242,-12.3486,-11.3486,-16.4648,-15.4648
