# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = pure_01_model
# start_datetime = 2023-12-14 14:11:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1876201643 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/pure_01/pure_01_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-97-g305c045
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,mu,nu,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2,z.real,z.imag,zv.1.real,zv.1.imag,zv.2.real,zv.2.imag
-8.70728,0.809915,0.501231,3,7,0,13.1355,-0.566224,0.133082,0.142225,-1.84209,-0.853402,-1.3098,-0.87419,-0.138568,-0.741445,-0.189412,0.787864,1.65892,-0.0314252,-2.09543,0.862209,-0.351265,-0.78299,-0.790921,0.142225,0.284449,0.426674,0.568898,0.711123,0.853348
-8.73502,0.760235,0.501231,3,7,0,18.8044,0.116795,1.81168,1.29439,2.07286,-1.68526,-0.2034,-0.0250737,-1.13081,1.00816,-0.680628,-0.19137,-0.212557,0.405564,0.876688,-0.591194,0.408044,-0.64648,1.42148,1.29439,2.58878,3.88317,5.17756,6.47195,7.76634
-10.8709,0.972906,0.501231,3,7,0,17.5083,0.0163854,-0.35597,-0.548139,-2.57362,1.3977,0.708676,-0.645294,0.852199,-0.847878,0.606499,2.34703,0.195881,-0.0595997,-0.434407,0.56714,-1.47355,1.18339,-0.797832,-0.548139,-1.09628,-1.64442,-2.19256,-2.7407,-3.28884
-14.5436,0.882824,0.501231,3,7,0,25.6241,-0.00634898,-2.00192,-2.58701,0.822198,0.247177,-1.49261,-2.4235,-0.0313965,1.67698,-0.367688,-1.3116,1.89683,-2.23013,1.1806,-0.789477,0.296538,-0.424017,0.611403,-2.58701,-5.17402,-7.76103,-10.348,-12.9351,-15.5221
-13.2188,0.994821,0.501231,3,7,0,25.1591,-0.495262,-2.03207,-3.22314,-0.152632,-0.201861,1.15453,2.01,-0.833978,-0.991466,-0.83375,1.11395,-0.165101,0.507591,-1.03444,2.87895,-0.278192,0.42219,1.30149,-3.22314,-6.44627,-9.66941,-12.8925,-16.1157,-19.3388
-9.83223,0.93667,0.501231,3,7,0,21.8364,0.3364,-1.44941,-1.49863,-0.180432,0.5867,-0.157287,-1.27026,-0.718562,-0.907035,0.246802,0.769216,-0.264026,0.638955,2.35754,-1.40955,1.22336,1.64035,-1.10961,-1.49863,-2.99725,-4.49588,-5.99451,-7.49314,-8.99176
-12.4483,0.928871,0.501231,3,7,0,18.887,-0.62723,1.13852,2.41535,-0.537948,-0.0695083,-0.149084,1.07395,0.830129,1.0713,-0.609625,0.468958,0.407163,0.238969,-1.48366,1.19809,-2.08682,-2.36198,1.97108,2.41535,4.8307,7.24604,9.66139,12.0767,14.4921
-13.0219,0.994539,0.501231,3,7,0,22.4445,-0.321363,1.90067,2.46457,-0.686423,2.04527,-1.16151,-0.122161,0.418521,1.32658,-0.821759,1.02635,1.30501,1.61881,-0.342801,2.05939,-0.91444,-0.615411,1.55913,2.46457,4.92915,7.39372,9.8583,12.3229,14.7874
-11.9933,0.853684,0.501231,3,7,0,29.0627,0.94884,0.181571,0.931266,-2.11624,2.25481,0.904395,0.0702445,0.807209,-0.428481,1.34104,-1.8316,0.0565018,-0.413897,-1.68807,-0.693988,1.42122,-0.7048,-0.308501,0.931266,1.86253,2.7938,3.72506,4.65633,5.5876
-9.28895,0.997729,0.501231,3,7,0,18.5283,-1.57335,-0.238272,-0.852869,1.95076,-1.17776,-1.30012,1.34667,-0.970311,-1.50089,-1.44016,0.338428,0.864769,-0.0927087,0.52267,-0.413813,0.402985,-0.284341,0.380379,-0.852869,-1.70574,-2.55861,-3.41148,-4.26435,-5.11721
-12.2446,0.807627,0.501231,3,7,0,21.1576,1.86611,-1.00261,-0.949102,0.144389,2.96252,1.35074,-0.121089,0.370145,1.69119,-0.653309,-0.758035,1.50495,-0.664182,-0.604572,-1.35393,-0.289123,0.481275,-0.379056,-0.949102,-1.8982,-2.84731,-3.79641,-4.74551,-5.69461
-13.6842,0.973682,0.501231,3,7,0,22.1238,-1.97793,-0.572528,-0.410912,-0.123553,-3.00658,-1.36026,0.199817,-0.357151,-1.98037,0.745412,0.263086,-1.49608,1.18545,0.83346,1.5173,0.625205,-0.360762,0.567101,-0.410912,-0.821824,-1.23274,-1.64365,-2.05456,-2.46547
-16.2807,0.870359,0.501231,3,7,0,24.8848,1.67336,1.71595,1.73131,0.138493,3.10612,1.363,-0.57078,0.413431,2.12136,-0.783756,0.156184,1.4847,-1.77905,-0.784757,-1.6778,-0.524003,0.356124,-0.674098,1.73131,3.46263,5.19394,6.92526,8.65657,10.3879
-15.8115,0.904276,0.501231,3,7,0,28.5533,-1.04896,-2.33095,-1.66836,-0.112529,-1.8477,-1.5894,0.689529,-1.30995,-1.13882,2.34409,1.82824,0.634058,1.10391,-1.26144,1.45942,-0.0116864,-0.0547371,1.01342,-1.66836,-3.33671,-5.00507,-6.67343,-8.34178,-10.0101
-18.2183,0.978939,0.501231,3,7,0,31.2949,-0.945062,-1.32582,-2.17304,1.33417,-1.73085,-0.826765,-1.09759,-0.705743,-3.00794,1.91942,1.14951,-1.20561,-0.597262,-1.6346,1.2712,0.58401,2.15752,-0.870878,-2.17304,-4.34609,-6.51913,-8.69218,-10.8652,-13.0383
-3.69861,0.938125,0.501231,3,7,0,24.4563,-0.12933,-0.0685077,-1.41012,1.44833,-0.143908,-0.171217,0.40604,-0.182884,-0.389826,-0.311557,0.609332,-0.358891,0.841358,-1.02248,-0.213747,0.730958,0.295339,-0.245363,-1.41012,-2.82024,-4.23036,-5.64048,-7.0506,-8.46072
-2.93292,0.952698,0.501231,3,7,0,9.35076,0.172154,-0.352211,-0.583794,-0.692179,0.377283,1.22102,0.169179,0.0856181,-0.344984,0.289204,-0.777648,0.384647,-0.0302979,0.69125,-0.266616,-0.867531,-0.0705192,1.1169,-0.583794,-1.16759,-1.75138,-2.33518,-2.91897,-3.50277
-11.1163,0.67373,0.501231,3,7,0,16.6498,-0.30219,-0.926631,0.765455,1.26073,-0.87575,-1.79143,-0.258305,-0.480624,1.85986,-0.0341995,1.84111,-0.533512,1.3989,-1.38971,0.598517,0.28623,0.892031,-0.54555,0.765455,1.53091,2.29637,3.06182,3.82728,4.59273
-13.3785,0.683895,0.501231,3,7,0,26.249,-0.366344,1.65132,-0.708386,-1.76177,0.360825,0.516593,0.202436,0.475881,-1.4196,-0.255425,-2.73447,0.48749,-0.980117,1.01238,0.824732,-0.721414,-1.00117,0.758621,-0.708386,-1.41677,-2.12516,-2.83354,-3.54193,-4.25032
-6.53365,0.98446,0.501231,3,7,0,19.5436,-1.10758,0.480581,0.0852918,0.0150406,-0.398926,0.368958,-1.54075,0.137945,-1.36632,0.0440188,-1.02356,-0.402035,-1.37486,1.89789,0.306937,0.0449339,-0.0719892,-0.305265,0.0852918,0.170584,0.255875,0.341167,0.426459,0.511751
-5.92862,0.974292,0.501231,3,7,0,12.4173,-0.554597,0.0700541,0.535867,0.0704834,0.955778,-1.75169,-0.532968,-0.754022,1.69884,0.281496,0.782821,-0.733006,-0.453627,0.00385006,0.195801,-0.236003,1.41172,0.283014,0.535867,1.07173,1.6076,2.14347,2.67934,3.2152
-5.0201,0.866794,0.501231,3,7,0,16.6909,-0.0623658,-0.0796606,0.468159,0.225135,-0.457639,1.44369,0.745345,0.306989,-2.02711,-0.126895,-0.548093,0.524651,0.403153,-0.206901,-0.0597866,-0.127258,-0.915908,-0.985278,0.468159,0.936319,1.40448,1.87264,2.3408,2.80896
-5.96245,0.821945,0.501231,3,7,0,17.3495,0.504563,-0.830036,-1.17445,-0.48124,0.675052,-0.708203,-1.64917,0.333439,0.62256,-1.85436,0.22656,-1.01881,-0.182878,-0.314406,-0.132816,-0.171689,-0.0419387,1.32146,-1.17445,-2.3489,-3.52335,-4.6978,-5.87225,-7.0467
-7.08709,0.890226,0.501231,3,7,0,13.1163,0.189861,-0.537464,-1.25763,-0.941943,-0.223289,0.630921,0.538903,0.362479,0.677564,-0.573705,2.4155,0.88734,-0.18466,1.0194,1.26141,-1.0307,0.656905,-0.0715567,-1.25763,-2.51526,-3.77289,-5.03052,-6.28815,-7.54578
-9.7976,0.718957,0.501231,3,7,0,20.3239,-0.357989,0.279434,-0.345346,-1.0399,-0.729298,-1.19853,-0.686701,-0.608017,0.397902,-0.235161,1.54935,1.72151,-0.0396419,-0.855764,-0.975158,1.23945,2.45274,-0.541249,-0.345346,-0.690693,-1.03604,-1.38139,-1.72673,-2.07208
-10.3818,0.802285,0.501231,3,7,0,22.537,0.113791,-0.148882,-1.37045,0.689718,0.200713,2.0125,0.58506,-0.204288,-0.47498,0.685643,-1.55142,-0.413237,-0.118651,0.868325,-0.3303,-1.41126,-2.70431,0.911323,-1.37045,-2.74089,-4.11134,-5.48179,-6.85224,-8.22268
-12.7224,0.894195,0.501231,3,7,0,23.2859,1.64738,-0.318307,0.334747,-2.84113,1.2487,1.35815,0.465727,0.219472,-0.814434,1.41463,1.96627,-0.367869,1.17413,1.04585,-0.406755,0.865317,0.468607,-0.435858,0.334747,0.669494,1.00424,1.33899,1.67374,2.00848
-9.28296,0.907189,0.501231,3,7,0,25.9552,-1.90547,0.578255,-0.490638,1.38989,-1.02796,-1.14175,0.285297,0.136173,1.05506,-0.935351,-0.0157837,0.218819,0.441043,-1.88479,-0.0378793,-1.03881,1.4011,0.489324,-0.490638,-0.981277,-1.47192,-1.96255,-2.45319,-2.94383
-14.1489,0.825346,0.501231,3,7,0,21.8439,2.18303,-0.27299,-0.0174668,-2.85015,1.73435,-0.890635,0.429135,-0.514115,-0.265974,-0.65472,-0.11651,-1.01465,-2.46436,-0.0830196,0.616737,1.57521,-0.472317,-0.558641,-0.0174668,-0.0349336,-0.0524004,-0.0698673,-0.0873341,-0.104801
-13.3607,0.993444,0.501231,3,7,0,21.2726,-1.86837,-0.337014,-1.64203,2.63162,-1.54265,0.681417,-0.10491,0.966645,-0.152571,-0.680188,0.602507,0.450641,1.72572,0.18099,-0.133855,-2.05645,1.39586,0.663826,-1.64203,-3.28406,-4.92609,-6.56812,-8.21016,-9.85219
-9.0961,0.974536,0.501231,3,7,0,19.3646,-0.0593739,-0.0869876,-1.54854,1.5219,-0.176219,0.269023,-0.122479,1.47922,-0.23232,-1.74386,-0.318635,-0.366319,0.940107,0.327452,-1.57049,-1.54273,0.839591,1.24465,-1.54854,-3.09709,-4.64563,-6.19418,-7.74272,-9.29126
-8.63304,0.868287,0.501231,3,7,0,23.0952,-0.229309,1.3551,1.16392,-1.52758,0.282103,-0.249174,-0.306477,-1.38471,0.329661,1.76091,0.691513,0.360772,-0.599187,-0.684541,1.69017,1.43624,-0.893857,-0.700177,1.16392,2.32784,3.49177,4.65569,5.81961,6.98353
-12.8727,0.873816,0.501231,3,7,0,21.0835,-1.75602,0.301235,0.95769,-1.18235,1.72769,-0.141981,0.267425,-1.26103,-1.4023,1.90053,-1.60898,0.197829,0.981753,0.434268,1.22756,1.46812,-1.64843,-0.580429,0.95769,1.91538,2.87307,3.83076,4.78845,5.74614
-12.2431,0.860914,0.501231,3,7,0,28.6185,-1.47756,2.22076,1.56756,-0.871803,-0.609214,-0.386691,-0.322789,-0.360173,-0.262754,-0.80964,-1.12186,0.709903,2.74191,-0.142193,1.7459,0.476451,1.37025,0.501851,1.56756,3.13512,4.70269,6.27025,7.83781,9.40537
-10.1537,0.962724,0.501231,3,7,0,21.4332,-1.09823,-0.639392,1.06315,-0.179883,1.13019,0.42371,1.69712,-0.251553,0.365945,-0.733836,1.23726,-0.144044,1.50302,1.67413,0.734715,0.62818,-1.76005,-0.207646,1.06315,2.1263,3.18945,4.2526,5.31574,6.37889
-9.41057,1,0.501231,3,7,0,17.7742,1.0326,-0.236456,1.56872,-0.300609,-0.330193,-0.94318,-1.75872,0.0673158,-0.162917,0.323162,-1.29054,0.532346,-1.1602,-1.93048,-1.12004,-0.671,1.14863,0.277357,1.56872,3.13744,4.70617,6.27489,7.84361,9.41233
-9.74834,0.989047,0.501231,3,7,0,16.3566,-1.11984,-1.62421,-0.281996,0.88319,-0.238571,0.376282,1.55372,0.105508,-0.173063,0.281675,1.29685,-0.208685,1.01956,1.91517,1.7204,0.656448,-0.62543,-0.274632,-0.281996,-0.563993,-0.845989,-1.12799,-1.40998,-1.69198
-9.63356,0.989158,0.501231,3,7,0,18.3333,0.111678,0.780497,-0.919554,0.910256,-1.04329,0.4783,-1.41826,-0.0365245,0.726026,0.921747,-0.786336,0.177182,1.88844,-0.240012,-0.96151,-1.22315,1.17228,1.46684,-0.919554,-1.83911,-2.75866,-3.67822,-4.59777,-5.51732
-12.7827,0.947674,0.501231,3,7,0,20.8745,-0.151044,0.786144,2.28479,-0.295608,2.64582,-0.34332,1.77496,-1.15332,-1.83628,0.656822,-0.787633,0.770878,-0.334941,-0.0799536,-0.15997,-0.680967,-0.484434,-2.26537,2.28479,4.56959,6.85438,9.13918,11.424,13.7088
-7.96333,0.994826,0.501231,3,7,0,18.442,0.134805,0.13524,-0.437607,-0.205452,-2.61291,0.341191,-0.593673,-0.314608,0.728038,-0.0808781,1.58806,-0.0930331,1.49304,-0.433474,1.35523,-0.247797,0.861485,0.0165457,-0.437607,-0.875214,-1.31282,-1.75043,-2.18804,-2.62564
-10.9625,0.90718,0.501231,3,7,0,17.3496,-0.41207,-0.704229,-0.0440666,-1.40521,1.4232,-0.292493,2.22442,-0.262838,-1.0131,-0.170427,-1.22943,1.14942,-0.48083,-1.91065,-0.965279,1.53007,-0.70176,-0.430568,-0.0440666,-0.0881332,-0.1322,-0.176266,-0.220333,-0.2644
-15.338,0.889786,0.501231,3,7,0,25.2396,0.319359,2.06801,1.9838,1.95021,-1.03718,0.130773,-2.06044,0.17352,1.16009,0.783862,-0.158705,-0.459477,0.0634258,0.425708,0.699944,-3.47721,1.39092,-0.470395,1.9838,3.96761,5.95141,7.93521,9.91901,11.9028
-10.6643,0.997181,0.501231,3,7,0,21.7231,-0.00747025,-0.792552,0.0264408,-1.97319,0.0120253,0.424316,1.37254,-1.08321,-1.26267,-0.843773,-0.245541,-0.327867,-0.582548,-0.625339,-0.983501,2.83234,-0.803059,-0.244925,0.0264408,0.0528815,0.0793223,0.105763,0.132204,0.158645
-16.7214,0.68664,0.501231,3,7,0,28.4464,0.629823,0.956186,0.933694,-2.36474,2.33345,2.11775,-0.50808,1.98885,-0.248499,0.789878,-1.18067,0.667605,0.106118,-2.65903,0.783452,-1.11545,-0.243935,-0.93339,0.933694,1.86739,2.80108,3.73478,4.66847,5.60217
-8.26551,0.935103,0.501231,3,7,0,21.8635,-0.593368,-1.21586,-0.117834,1.37975,-1.31844,-0.855795,0.248155,-0.436921,0.532279,-0.69212,1.92515,-0.947551,-1.21771,0.579094,-1.22742,0.219112,0.35806,-0.0276106,-0.117834,-0.235669,-0.353503,-0.471338,-0.589172,-0.707007
-12.8934,0.822813,0.501231,3,7,0,21.571,-1.36096,-1.43053,-1.65592,1.92969,0.30322,0.299405,0.637011,-1.9637,-0.256543,-0.776409,2.22933,-0.158387,-0.781908,-0.167567,0.178519,-2.70062,0.192519,-0.0690574,-1.65592,-3.31184,-4.96776,-6.62367,-8.27959,-9.93551
-10.0791,0.928273,0.501231,3,7,0,23.2249,-0.938455,-0.597071,-0.959972,0.536999,-0.359124,-1.79095,-0.176647,0.861803,-0.696269,2.12314,-1.22466,-0.0672609,1.0212,-0.510937,0.614272,0.121867,1.06259,-2.25134,-0.959972,-1.91994,-2.87992,-3.83989,-4.79986,-5.75983
-7.05295,0.978954,0.501231,3,7,0,16.5322,0.931021,-0.0291456,0.268271,1.88758,0.539492,0.334433,0.655185,-0.117269,1.1424,-0.407367,-0.982159,0.496807,0.680267,-1.15961,-1.06048,0.125621,-1.75327,-0.191387,0.268271,0.536541,0.804812,1.07308,1.34135,1.60962
-10.8393,0.894743,0.501231,3,7,0,17.8047,0.0710185,1.09867,1.44432,-2.05397,-0.28758,-2.87411,-0.87607,-1.78642,-0.339192,0.0212584,0.201056,-0.684495,0.0609909,-0.210531,1.20443,1.25363,0.0189158,-0.362083,1.44432,2.88865,4.33297,5.7773,7.22162,8.66595
-8.26589,0.997595,0.501231,3,7,0,16.976,0.107181,0.791668,1.09595,-1.17781,0.298976,-2.18339,-0.0340601,-2.21201,-0.32091,-0.183498,0.326371,-1.03628,0.410432,0.713665,1.03834,1.22134,-0.182673,-0.255025,1.09595,2.19189,3.28784,4.38378,5.47973,6.57567
-7.46073,0.9531,0.501231,3,7,0,15.5191,1.27926,0.121752,-0.102397,-0.26491,-1.05937,-0.000817863,-0.760638,0.744891,-0.302343,-2.10012,-1.12601,1.34384,-0.957157,-0.274764,-1.06876,0.952236,-0.284073,-0.443801,-0.102397,-0.204794,-0.307191,-0.409588,-0.511985,-0.614382
-8.34424,0.955243,0.501231,3,7,0,16.1382,-1.25492,1.42254,1.34295,0.288747,0.906256,0.0137434,0.532483,-0.737151,0.338398,2.09305,1.00381,-1.34637,1.02749,-0.154385,1.07535,-0.942742,0.411798,0.861337,1.34295,2.68591,4.02886,5.37181,6.71476,8.05772
-8.25486,0.930651,0.501231,3,7,0,18.6157,1.02877,-1.11946,-2.36366,-0.269204,-0.841912,-0.00749694,-0.352085,0.687075,-0.596767,-1.86406,-1.26565,1.30332,-0.853487,0.482838,-1.24817,0.679747,-0.433593,-0.98582,-2.36366,-4.72732,-7.09097,-9.45463,-11.8183,-14.1819
-4.9854,1,0.501231,3,7,0,13.3071,-0.583651,0.493824,1.1687,0.276182,-0.112473,-0.522273,0.250938,-0.343059,0.00918241,1.10049,1.03028,0.261686,-1.1003,0.552791,0.783442,1.83553,-0.0957067,0.734166,1.1687,2.33741,3.50611,4.67482,5.84352,7.01223
-8.52474,0.679029,0.501231,3,7,0,15.8443,-1.34025,1.01524,-0.0498317,-0.531517,-0.0838084,-1.05033,0.318461,-1.17421,0.225001,1.25563,1.25108,0.256225,-0.63615,1.61583,0.366344,1.79219,0.443522,0.631381,-0.0498317,-0.0996634,-0.149495,-0.199327,-0.249159,-0.29899
-7.36476,1,0.501231,3,7,0,13.1863,1.59415,-0.837715,0.0742108,0.355098,0.406468,0.199449,1.02518,1.02974,-0.696077,-1.42735,-0.682485,0.210721,0.673258,-0.411294,-1.11767,-1.24332,1.15806,0.649438,0.0742108,0.148422,0.222632,0.296843,0.371054,0.445265
-12.7133,0.851917,0.501231,3,7,0,18.234,2.14236,-1.46426,-1.31136,0.905159,1.3313,-1.55121,0.761305,-0.348162,-2.25268,-0.820039,-0.205177,0.256786,1.28915,-0.678109,-0.518024,-1.96764,0.14276,0.913049,-1.31136,-2.62273,-3.93409,-5.24546,-6.55682,-7.86819
-8.51674,0.980158,0.501231,3,7,0,21.3334,-1.07255,-0.690668,-1.88573,-1.66146,-0.317368,-0.198456,0.519791,-1.0625,-0.00791792,-0.328594,-2.39027,-1.22236,0.53332,0.340549,0.327234,0.561665,0.517995,-1.12757,-1.88573,-3.77146,-5.65719,-7.54293,-9.42866,-11.3144
-6.21847,0.82619,0.501231,3,7,0,20.7173,1.18673,0.396354,1.70411,1.03162,0.366534,1.61878,-0.387892,0.498926,0.204942,-0.333146,0.163567,0.338514,-1.52609,0.441376,-0.44394,-0.553655,-1.27321,-0.00988159,1.70411,3.40823,5.11234,6.81646,8.52057,10.2247
-11.458,0.638119,0.501231,3,7,0,20.5065,-0.415376,0.359288,0.836297,-0.0260162,0.136819,-3.21611,0.0716383,-0.546289,1.2082,0.957645,0.51352,1.16488,0.864241,-1.02805,-0.587434,-0.719217,-1.66704,1.50929,0.836297,1.67259,2.50889,3.34519,4.18149,5.01778
-8.3973,0.973686,0.501231,3,7,0,19.5133,0.492175,1.24521,1.93066,0.18288,0.441893,-0.157944,0.717033,0.702057,-0.954285,0.798175,-1.54975,-1.33868,2.23799,0.327066,0.473001,-1.46737,-0.135473,0.137645,1.93066,3.86131,5.79197,7.72262,9.65328,11.5839
-9.97585,0.948785,0.501231,3,7,0,16.258,2.31221,0.244338,0.936772,-0.125555,0.486426,-0.819584,0.547405,1.29184,-1.48137,-0.654606,-2.01804,0.0470621,0.774221,-0.183583,0.235134,-1.94042,0.0973334,0.113344,0.936772,1.87354,2.81032,3.74709,4.68386,5.62063
-11.6249,0.956039,0.501231,3,7,0,20.6826,-0.520896,0.196578,-0.340227,0.385936,2.11339,-0.495524,0.0264473,0.198477,-0.475625,1.94929,-0.375708,3.10918,1.2535,-0.0652614,1.11229,0.153127,-0.981567,0.342014,-0.340227,-0.680454,-1.02068,-1.36091,-1.70113,-2.04136
-9.97179,1,0.501231,3,7,0,16.2469,0.304847,0.340432,1.46895,-0.632477,-2.19008,0.627575,-0.0676301,-0.626877,-0.433466,-1.36548,-0.916626,-2.67774,-0.504622,0.00449657,-0.8466,-0.14856,1.05301,0.555072,1.46895,2.9379,4.40685,5.8758,7.34475,8.8137
-10.6358,0.99849,0.501231,3,7,0,19.7723,0.810826,-0.515405,-1.768,0.888312,0.172802,-0.652395,-0.902401,-0.297265,-0.790285,-0.410812,-1.32762,1.87105,2.75643,0.142528,0.619785,1.35024,-0.223745,-0.836632,-1.768,-3.53599,-5.30399,-7.07199,-8.83999,-10.608
-6.66974,0.999193,0.501231,3,7,0,17.6491,-1.35582,0.580713,1.70915,-1.4233,-1.13173,-1.04526,-0.77233,0.494295,-0.545736,0.184705,-0.324964,0.156533,-0.438489,0.248268,-0.941346,-1.58075,0.47105,-0.57264,1.70915,3.41829,5.12744,6.83658,8.54573,10.2549
-12.0332,0.748045,0.501231,3,7,0,16.7293,1.30434,-0.29226,-3.0965,1.67762,1.36747,1.11293,1.07844,-0.879027,0.734003,0.645659,0.886625,0.435274,0.650192,-1.20961,1.50345,0.691948,-0.0287564,-0.00678843,-3.0965,-6.193,-9.2895,-12.386,-15.4825,-18.579
-11.5963,0.959127,0.501231,3,7,0,20.7552,-1.33216,2.52302,0.629507,-0.592631,-1.58469,-1.08907,-0.786992,0.43645,-0.886506,0.148953,-1.01622,-0.660015,-0.71374,1.11277,-1.50104,-0.459177,-0.050135,0.343541,0.629507,1.25901,1.88852,2.51803,3.14753,3.77704
-7.62234,0.982516,0.501231,3,7,0,20.1458,1.17289,0.976957,-0.2457,0.597322,1.60479,1.09988,0.618353,-0.410358,0.830828,0.0567311,1.63099,0.648678,0.518399,-0.721049,1.44589,0.247747,0.0900589,-0.0622292,-0.2457,-0.4914,-0.7371,-0.9828,-1.2285,-1.4742
