# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = pure_01_model
# start_datetime = 2023-12-07 13:57:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1270553173 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/pure_01/pure_01_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,mu,nu,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2,z.real,z.imag,zv.1.real,zv.1.imag,zv.2.real,zv.2.imag
-19.0914,0.611031,0.610842,3,7,0,27.3436,-0.147429,-0.764933,-0.900976,-0.130456,1.35701,1.11863,-0.406458,1.94811,1.54039,1.45468,1.50348,2.05652,-1.81962,-0.78649,3.14612,1.0435,2.1274,-0.257553,-0.900976,-1.80195,-2.70293,-3.6039,-4.50488,-5.40586
-4.50455,1,0.610842,2,3,0,21.0857,-0.733259,-1.25432,-1.6332,0.357299,-0.194749,0.923349,-0.555904,-0.355572,1.35592,0.827877,0.0512736,0.728061,0.345174,0.53387,0.792983,0.933854,0.511185,-0.279181,-1.6332,-3.26641,-4.89961,-6.53282,-8.16602,-9.79923
-5.1316,0.727723,0.610842,3,7,0,12.1053,0.105578,1.0028,0.869165,-0.717289,-0.740204,-1.23664,0.72989,0.257426,-0.813232,-0.601943,0.269439,-0.467351,-1.2379,0.320126,-1.63396,-0.644819,0.0519786,-0.000842093,0.869165,1.73833,2.60749,3.47666,4.34582,5.21499
-5.46198,0.927041,0.610842,3,7,0,9.79052,1.18691,-0.880695,-2.43592,0.939312,0.375039,1.03979,-0.0101968,0.101262,0.628,0.665195,-0.460085,0.650967,1.05163,0.42169,1.11405,0.258332,0.202687,-0.318432,-2.43592,-4.87183,-7.30775,-9.74367,-12.1796,-14.6155
-7.09402,0.66801,0.610842,3,7,0,17.0539,-0.0160626,0.360873,1.71387,-0.964812,0.448148,-1.39618,-0.471548,1.44132,-0.55836,-1.31708,0.32169,-0.302398,-1.08817,-0.998962,-0.809354,-0.0799613,-1.30862,0.220808,1.71387,3.42774,5.14162,6.85549,8.56936,10.2832
-12.4429,0.880308,0.610842,3,7,0,16.0347,-0.114081,0.249973,-0.412397,1.48111,0.0273054,1.5149,0.767333,-2.19968,0.223994,1.5957,-0.297492,-0.522107,1.90397,1.96121,1.08761,0.315473,1.57141,-0.523502,-0.412397,-0.824794,-1.23719,-1.64959,-2.06198,-2.47438
-11.9533,0.976421,0.610842,3,7,0,22.0518,-0.860193,1.04574,1.44548,0.495125,-0.457387,0.669177,0.248665,-3.19451,1.0054,1.1484,1.07236,-1.3051,-0.360296,0.899399,1.43665,-0.63603,-0.354878,1.42421,1.44548,2.89096,4.33643,5.78191,7.22739,8.67287
-9.54048,0.984303,0.610842,3,7,0,19.055,0.106375,1.21097,0.917526,1.17264,-0.608774,-1.32784,0.200069,-2.09354,2.46004,-0.208273,0.376743,0.776703,0.590496,-0.296086,0.960426,0.933341,0.131935,0.70542,0.917526,1.83505,2.75258,3.6701,4.58763,5.50516
-6.92346,0.996727,0.610842,3,7,0,13.6351,1.7643,0.388426,1.43483,-0.0311608,-0.0450984,0.395069,-0.728378,0.824177,-2.1657,-0.317242,-0.0580379,-0.969405,0.173369,1.2159,-0.267293,-0.682239,-0.000897919,0.583155,1.43483,2.86965,4.30448,5.7393,7.17413,8.60895
-9.42315,0.700569,0.610842,3,7,0,17.4858,-1.98364,-0.109935,1.91073,0.274079,0.0705971,-0.415865,1.02933,-0.886055,2.11623,0.99381,0.168167,0.996374,-0.290112,-1.16234,0.225515,0.68038,-0.0338078,-0.53051,1.91073,3.82145,5.73218,7.64291,9.55363,11.4644
-10.4679,0.768808,0.610842,3,7,0,21.299,2.08192,-0.581754,-0.538459,-0.253113,-0.164409,0.400826,-0.717361,0.912171,-2.4284,-2.28598,0.052718,-1.0031,-0.0228888,1.29636,-0.225211,-0.679298,0.0472525,0.579125,-0.538459,-1.07692,-1.61538,-2.15384,-2.69229,-3.23075
-8.10064,0.989243,0.610842,3,7,0,17.5581,-2.47943,1.47651,2.5816,-0.18222,0.292712,0.00600043,0.893415,-0.486522,0.898671,0.507846,-0.162568,0.329271,-0.22148,-1.69593,0.448656,0.780337,0.134575,-0.738008,2.5816,5.1632,7.74479,10.3264,12.908,15.4896
-9.02042,0.869769,0.610842,3,7,0,17.1744,1.42587,1.52124,2.64685,0.24435,-0.824332,0.239121,-1.73684,1.02025,-0.705717,-0.0328202,-0.0987448,-0.146339,0.568402,1.48251,-0.0976901,-1.59151,-0.321025,1.36965,2.64685,5.29369,7.94054,10.5874,13.2342,15.8811
-7.18929,0.967043,0.610842,3,7,0,15.5458,-0.846958,-1.45352,-1.6933,-0.607973,0.259076,-0.287435,1.8603,-1.02088,-0.514756,-0.751574,-0.537454,-0.116348,-1.06544,-1.40796,-0.134445,0.718142,1.25686,-0.324772,-1.6933,-3.3866,-5.07991,-6.77321,-8.46651,-10.1598
-6.23093,0.753802,0.610842,3,7,0,15.7929,-0.0724461,-0.87483,0.459603,0.816999,0.0392326,-0.341441,-1.19414,-0.139458,0.622171,0.929799,0.376666,0.538806,0.732973,0.850152,-1.52141,-1.15852,-0.920559,0.48107,0.459603,0.919205,1.37881,1.83841,2.29801,2.75762
-8.22748,0.741001,0.610842,3,7,0,16.0268,0.393774,1.21351,-1.01904,-1.42104,-0.432236,-0.266525,-0.190389,-1.27003,-0.553809,-0.737472,0.428425,-0.226395,-0.996628,-0.391759,1.82048,0.589157,-0.132362,0.0754497,-1.01904,-2.03808,-3.05712,-4.07616,-5.0952,-6.11424
-4.61405,0.993714,0.610842,3,7,0,11.8664,1.07759,0.391596,1.20098,-1.06255,-0.620688,-0.115123,-0.321667,1.12715,-1.04344,-0.23048,-0.650499,-1.43208,-0.572513,0.0214331,0.403098,0.359992,0.0383519,0.34541,1.20098,2.40196,3.60294,4.80392,6.0049,7.20588
-7.55202,0.707593,0.610842,3,7,0,15.1407,-0.278593,-0.879734,-0.846702,1.11112,-0.260958,-0.0338784,0.100487,-0.730325,1.963,0.534381,0.790146,1.00019,-0.938945,-0.326038,-2.35513,-0.175488,-0.111829,-0.250295,-0.846702,-1.6934,-2.54011,-3.38681,-4.23351,-5.08021
-11.5226,0.86742,0.610842,3,7,0,17.5189,0.339909,-1.24189,-2.18119,1.06731,0.233562,-0.692847,0.374919,-0.473726,2.77124,-0.284891,1.67999,0.023507,-1.25089,-0.812184,-2.18583,-0.929542,-0.0809588,0.0980451,-2.18119,-4.36238,-6.54357,-8.72476,-10.9059,-13.0871
-6.72798,0.992444,0.610842,3,7,0,15.7303,-0.386767,0.102616,0.431584,-1.03178,-1.31769,0.411709,-0.726019,0.816451,-1.69981,0.571969,-0.309988,-1.29703,1.10487,0.421692,-0.250835,1.49522,0.575281,0.0236222,0.431584,0.863167,1.29475,1.72633,2.15792,2.5895
-10.0342,0.574718,0.610842,3,7,0,16.7727,-0.40976,0.604532,3.04528,0.102449,-0.554626,-0.00804363,0.139099,1.45226,-1.18791,-1.51162,-1.20017,-1.06521,0.391634,1.73046,-0.195248,0.448898,0.325354,1.169,3.04528,6.09055,9.13583,12.1811,15.2264,18.2717
-10.7944,0.960431,0.610842,3,7,0,19.6497,-0.849005,1.21585,-0.360802,-0.150374,1.17853,0.237046,1.21445,0.248637,2.76481,-1.04866,-0.41633,1.5756,-0.269829,-0.132495,-0.469219,0.930821,-1.13265,0.199731,-0.360802,-0.721603,-1.0824,-1.44321,-1.80401,-2.16481
-8.21534,1,0.610842,3,7,0,14.3498,0.62569,-1.74783,-0.933128,0.23059,-1.14565,-0.227087,-0.907966,-0.484102,-2.21165,1.26781,1.18575,-0.692183,0.0305218,0.464792,-0.159098,-0.26551,0.914761,-0.557784,-0.933128,-1.86626,-2.79938,-3.73251,-4.66564,-5.59877
-9.64223,0.93288,0.610842,3,7,0,17.351,1.40579,-0.508163,-1.44253,1.68496,-1.43082,-0.182679,-0.981623,-1.09445,-0.317711,-1.1159,-0.31614,1.90476,0.530216,-0.6892,-0.29005,1.74795,-0.0265441,0.353938,-1.44253,-2.88505,-4.32758,-5.7701,-7.21263,-8.65515
-9.84551,0.989909,0.610842,3,7,0,15.5444,-2.04697,0.248838,1.39251,0.085463,1.81249,-0.224639,1.31744,0.810341,0.757298,0.996116,0.656669,-1.38522,-0.652392,0.235541,0.613826,-1.90196,-0.0221238,-0.0650781,1.39251,2.78502,4.17754,5.57005,6.96256,8.35507
-9.01523,0.945991,0.610842,3,7,0,21.5892,1.12959,-0.999847,-0.76676,0.173848,-0.57515,-1.71976,-1.16188,-0.638727,0.677284,-0.490891,-2.02805,0.610595,1.39124,1.69254,0.646878,-0.205925,-0.42115,8.38737e-05,-0.76676,-1.53352,-2.30028,-3.06704,-3.8338,-4.60056
-6.72699,0.886104,0.610842,3,7,0,17.9284,-1.47032,0.33152,0.347641,-0.587679,0.514157,1.01529,0.931912,-0.639536,-1.08018,0.978836,0.324355,-0.0968407,-0.536135,-1.63922,-0.823384,0.289269,1.47172,0.349831,0.347641,0.695281,1.04292,1.39056,1.7382,2.08584
-7.62298,0.685786,0.610842,3,7,0,19.9233,1.65768,-0.166159,0.298182,0.941983,-0.542795,-1.05341,-0.710112,0.663804,1.29613,-1.10444,-0.148515,0.0371971,0.820301,1.60295,0.802581,-0.282104,-1.41089,-0.372084,0.298182,0.596364,0.894546,1.19273,1.49091,1.78909
-6.18346,0.976829,0.610842,3,7,0,14.0596,-1.39932,-0.224297,-0.291488,-0.835268,0.682743,1.08296,0.472616,-0.500273,-1.24004,0.264383,-0.0626844,-0.0683724,-0.868564,-1.5275,-0.764273,0.283781,1.42119,0.394291,-0.291488,-0.582976,-0.874464,-1.16595,-1.45744,-1.74893
-5.24946,0.993412,0.610842,3,7,0,10.5825,0.669001,-0.810156,-1.19906,1.37577,-1.08344,-1.05599,-0.405378,0.614825,0.952847,-0.496799,-0.81086,-0.405156,0.21787,1.12703,0.245801,-0.699425,-0.821708,-0.0296214,-1.19906,-2.39812,-3.59719,-4.79625,-5.99531,-7.19437
-6.08468,0.663438,0.610842,3,7,0,16.6978,-1.51506,0.566015,0.517164,-0.472757,0.907678,0.905079,0.25977,-0.30106,-0.413426,0.825668,-1.42481,0.575118,-0.201194,0.269356,-0.73408,-0.317306,1.88658,0.03525,0.517164,1.03433,1.55149,2.06866,2.58582,3.10299
-6.13055,0.824766,0.610842,3,7,0,14.3175,1.35565,-0.0828472,0.183098,0.518182,-0.985912,-0.959967,-0.573727,0.364074,0.447342,-0.806228,1.42777,-0.621453,-0.285276,-0.223728,0.780101,0.318564,-1.89884,0.00509501,0.183098,0.366195,0.549293,0.73239,0.915488,1.09859
-4.95098,0.969573,0.610842,3,7,0,11.4492,0.145541,-0.590006,-1.1305,0.822149,-0.238233,-0.549948,0.25913,-0.873126,-0.935765,0.277521,-0.428207,0.324867,-0.277527,-0.295742,-0.320482,-1.24482,-0.44941,-2.0287,-1.1305,-2.261,-3.3915,-4.522,-5.6525,-6.783
-7.1854,0.435933,0.610842,3,7,0,21.7065,-0.530455,1.07234,-0.708656,0.652468,-0.4208,1.73483,-0.0897939,-0.535075,-0.339466,0.141304,-0.354943,0.97686,-0.0431951,0.316848,0.621192,0.712696,1.32019,1.3807,-0.708656,-1.41731,-2.12597,-2.83462,-3.54328,-4.25193
-9.29187,0.86621,0.610842,3,7,0,15.7178,-0.873207,1.1563,-0.397663,-0.53855,-1.8853,1.6347,0.335391,-0.852505,-0.558041,0.326904,0.00187092,0.804403,-0.768577,1.09746,1.11123,0.597615,0.743644,1.30693,-0.397663,-0.795326,-1.19299,-1.59065,-1.98831,-2.38598
-7.88925,0.960503,0.610842,3,7,0,17.2271,0.690881,-0.385286,-1.35285,0.678238,1.98433,-1.62087,-0.0910287,0.932873,0.459608,0.174883,0.040535,-0.816244,0.738257,-0.995312,-1.09762,-0.606312,-0.732087,-1.32646,-1.35285,-2.70571,-4.05856,-5.41141,-6.76427,-8.11712
-4.10566,0.94428,0.610842,3,7,0,12.1618,0.5804,-0.844455,-0.626693,0.528721,1.16138,-0.517252,-0.512706,0.713456,0.214583,0.108035,-0.365913,0.14378,0.738591,-0.377517,-1.33238,0.0611955,0.205408,-1.31326,-0.626693,-1.25339,-1.88008,-2.50677,-3.13346,-3.76016
-5.93043,0.881296,0.610842,3,7,0,11.0252,-0.4953,0.832587,1.2038,0.353364,-0.994976,1.51109,-0.101732,-0.52181,0.0976796,-0.0424114,0.147118,-0.941316,-0.84054,0.999934,1.72615,-1.02668,0.407247,0.527933,1.2038,2.4076,3.6114,4.8152,6.019,7.2228
-5.49485,0.957971,0.610842,3,7,0,11.2503,-0.063487,1.05036,0.817109,0.570693,-1.28149,0.59247,0.666025,-1.21499,0.125279,-0.41373,0.313134,-0.809381,-0.230725,1.57842,0.820654,-0.405233,0.734534,0.852879,0.817109,1.63422,2.45133,3.26844,4.08555,4.90265
-10.5958,0.831208,0.610842,3,7,0,15.7127,0.188232,-0.640187,-0.341059,-0.0619556,-0.193125,-0.296928,-0.778983,1.19463,0.440753,0.157416,-3.54591,0.100734,0.31804,-0.0965417,-1.1098,0.395693,-1.328,1.55842,-0.341059,-0.682118,-1.02318,-1.36424,-1.70529,-2.04635
-8.11361,0.809883,0.610842,3,7,0,20.6614,0.208891,0.302893,-0.0635443,0.580492,-0.444328,-0.919926,0.55431,-0.788812,-0.61569,-1.09146,-0.109292,-0.428739,-1.67704,-1.40756,-1.10324,-2.2211,-0.19696,-0.947829,-0.0635443,-0.127089,-0.190633,-0.254177,-0.317721,-0.381266
-8.52509,0.900448,0.610842,3,7,0,17.5947,-0.225131,1.04828,1.95431,-0.571107,0.190464,0.93065,-0.768209,0.606313,0.540413,0.636866,-0.281075,0.321145,1.68292,1.44896,1.10785,2.22176,0.159848,0.944875,1.95431,3.90862,5.86292,7.81723,9.77154,11.7258
-6.3069,0.874225,0.610842,3,7,0,14.1768,-0.298133,0.810068,0.314501,0.642172,0.768331,-0.892626,0.631529,1.74808,-0.680613,0.358389,-0.345777,0.479513,-1.69695,-0.820514,-0.583613,-0.527344,-1.11431,0.120688,0.314501,0.629002,0.943504,1.258,1.57251,1.88701
-7.25219,0.801637,0.610842,3,7,0,13.5361,0.274881,-1.30559,-1.17165,-0.696185,-0.688817,0.949351,-0.68836,-1.76745,0.613682,-1.17985,0.191709,-0.39069,1.63459,0.878769,0.533507,0.525446,1.12353,-0.151609,-1.17165,-2.34329,-3.51494,-4.68658,-5.85823,-7.02988
-4.51882,0.839508,0.610842,3,7,0,14.798,0.390458,-0.860071,-1.46669,0.331408,0.445533,0.274053,-0.765869,-0.490634,-0.265928,-0.729812,0.337153,-0.564041,1.88088,0.777255,0.0139486,-0.865213,0.735333,-0.316671,-1.46669,-2.93337,-4.40006,-5.86674,-7.33343,-8.80011
-7.41728,0.646522,0.610842,3,7,0,15.2371,0.326188,0.644497,-0.392711,0.356139,0.550967,0.144253,1.02824,0.804696,0.320877,0.686645,-1.26328,0.561001,-1.27805,-2.40491,-0.115221,-0.402099,-0.989798,0.155783,-0.392711,-0.785422,-1.17813,-1.57084,-1.96355,-2.35627
-7.31604,0.885745,0.610842,3,7,0,15.409,-0.85089,0.212966,1.43199,0.989274,-0.710452,-0.053263,-0.544157,-2.4013,-0.211638,-0.929509,0.194574,0.597037,0.0679435,-1.32664,0.00155679,0.529062,1.15173,-0.392445,1.43199,2.86398,4.29597,5.72796,7.15996,8.59195
-9.18866,0.946936,0.610842,3,7,0,12.2228,0.66352,-0.704789,-0.260787,-0.988044,1.20954,0.571293,0.799261,2.29357,-0.858623,0.760064,-0.397775,-0.643822,0.348777,1.20464,-0.265081,-1.35356,-1.67184,0.648396,-0.260787,-0.521574,-0.782361,-1.04315,-1.30393,-1.56472
-8.96905,0.90628,0.610842,3,7,0,18.8877,-0.623498,-1.00377,-1.02502,0.831623,-0.969676,-0.530511,-0.542848,-2.23008,0.869697,-1.29763,0.18975,0.660946,-0.313349,-1.0241,0.336261,1.35886,1.69399,-0.686191,-1.02502,-2.05004,-3.07507,-4.10009,-5.12511,-6.15013
-11.3717,0.940741,0.610842,3,7,0,14.1712,1.29539,0.809045,1.0236,-0.882679,1.50769,0.6831,1.10143,2.62209,-0.815529,0.98259,-0.581214,-0.894817,0.146383,1.37008,-0.329589,-0.903361,-1.76674,0.208909,1.0236,2.04721,3.07081,4.09441,5.11801,6.14162
-10.9069,0.992669,0.610842,3,7,0,20.8159,-0.894125,0.199311,0.508831,0.717999,-1.36216,-0.713668,-1.35699,-2.71002,0.935792,-0.829492,0.349698,0.770144,-0.191318,-1.48412,0.359696,0.902954,1.81676,-0.221514,0.508831,1.01766,1.52649,2.03532,2.54416,3.05299
-10.8212,0.961033,0.610842,3,7,0,17.3666,0.824338,-0.0307975,0.0935351,-0.86369,1.4516,0.705939,0.937512,2.65194,-1.2118,1.18746,-0.326528,-0.745513,-0.0389701,1.40289,-0.368205,-0.906125,-1.78306,0.191875,0.0935351,0.18707,0.280605,0.374141,0.467676,0.561211
-10.3039,0.806035,0.610842,3,7,0,20.2357,-0.549459,1.5597,0.349381,0.59693,1.03175,0.0211128,1.31786,0.577882,-1.19522,-0.543609,-1.93249,-0.911583,1.04133,0.87644,0.294096,-2.00197,0.176347,-0.805494,0.349381,0.698762,1.04814,1.39752,1.7469,2.09629
-13.3312,0.778575,0.610842,3,7,0,23.0832,-0.457411,-0.673519,-2.7007,-0.0516546,-0.166602,-0.0646461,-0.805055,0.74256,1.10165,0.523648,2.93084,0.87599,-0.111534,-0.50152,-0.556178,2.54013,-1.09002,1.26379,-2.7007,-5.40141,-8.10211,-10.8028,-13.5035,-16.2042
-9.23871,0.733544,0.610842,3,7,0,27.4645,-0.919587,1.61538,0.840114,1.40376,-0.550106,0.683437,-1.01139,-0.606678,-1.25361,-0.139044,-1.12645,-0.586518,0.609643,0.988957,-0.843863,-1.59843,1.2045,-1.00931,0.840114,1.68023,2.52034,3.36045,4.20057,5.04068
-9.15247,0.907331,0.610842,3,7,0,18.5977,0.76053,0.440665,1.21418,1.70496,0.76108,0.0278011,-1.99612,-0.173742,-0.592124,0.574758,1.45223,-0.3882,0.765178,0.440331,1.08858,1.91531,0.922495,-0.0895543,1.21418,2.42836,3.64255,4.85673,6.07091,7.28509
-8.0146,0.999874,0.610842,3,7,0,15.8405,0.988569,1.90229,1.96982,-1.77669,-0.83776,0.744072,0.502654,0.239957,-1.277,-0.427849,0.399002,-0.59712,0.423762,-1.52988,-0.558311,-1.08237,-0.0014765,-0.611097,1.96982,3.93964,5.90945,7.87927,9.84909,11.8189
-8.39796,0.931976,0.610842,3,7,0,15.7341,-0.874931,-1.97325,-3.58568,1.00097,0.598119,-0.912375,-0.0918288,0.428197,0.525374,-0.0870211,-0.351295,0.00925493,1.07011,1.4518,1.1842,0.459689,0.570488,1.24652,-3.58568,-7.17137,-10.7571,-14.3427,-17.9284,-21.5141
-8.04112,0.887945,0.610842,3,7,0,14.9381,1.35957,-0.103847,1.56157,-0.934568,-0.00732796,1.1293,0.673238,0.0952383,-1.02421,-0.135859,0.155964,0.228533,-1.72049,-1.10696,-0.516175,-1.24545,-0.431335,-1.22686,1.56157,3.12314,4.68472,6.24629,7.80786,9.36943
-8.46315,0.946012,0.610842,3,7,0,16.2278,-1.07721,-0.613836,-0.322536,1.9671,-0.309315,-0.153843,-0.616213,1.04808,-1.03611,0.179438,0.659641,-0.766679,-2.04959,0.251692,0.505359,0.0858202,-1.76116,-0.282852,-0.322536,-0.645072,-0.967608,-1.29014,-1.61268,-1.93522
-16.6061,0.592536,0.610842,3,7,0,26.3937,-3.15537,-0.604153,-0.868449,0.145848,-0.135669,0.303215,0.105345,-0.274892,0.384073,-1.726,0.980382,-1.95489,1.82004,2.35336,0.531291,-0.403516,1.69366,1.59023,-0.868449,-1.7369,-2.60535,-3.47379,-4.34224,-5.21069
-16.9873,0.928364,0.610842,3,7,0,27.5855,3.28462,0.164927,-1.03154,-0.0633294,0.0769525,-0.366078,0.000841132,0.396384,-0.377785,1.68657,-1.12686,1.8279,-1.64545,-2.25495,-0.607549,0.397488,-1.71287,-1.60453,-1.03154,-2.06308,-3.09463,-4.12617,-5.15771,-6.18925
-12.5648,0.850605,0.610842,3,7,0,30.8921,-0.2186,-1.07365,-1.67434,-1.40181,-1.81002,-0.768564,-0.660264,-1.45173,-1.11419,-1.47019,-0.645102,-0.451421,0.00789132,-1.63657,0.398158,0.76684,2.37811,-1.44556,-1.67434,-3.34868,-5.02302,-6.69736,-8.3717,-10.046
-13.8077,0.839632,0.610842,3,7,0,24.2647,-1.07119,-1.07591,-1.7086,0.716834,1.10642,-0.9206,-0.0255297,0.886912,0.334678,0.778214,-1.45704,1.25669,-0.373333,2.45354,-1.91052,1.48577,-0.612098,2.17392,-1.7086,-3.4172,-5.12579,-6.83439,-8.54299,-10.2516
-12.3917,0.992099,0.610842,3,7,0,22.9493,-2.36062,-1.10929,-1.13621,0.310699,0.866358,-0.626582,0.286533,2.81724,-1.48189,-0.472759,0.719985,1.45057,0.835345,1.46962,-0.0790844,0.851402,-0.192361,0.230702,-1.13621,-2.27241,-3.40862,-4.54483,-5.68104,-6.81724
-8.48885,0.992672,0.610842,3,7,0,17.2565,1.68866,0.892615,1.79956,-1.07281,-0.686002,0.0296226,-0.451576,-1.87033,1.27445,-0.171378,-1.15379,-1.45065,-0.875687,-0.668183,-0.238313,-0.810854,0.206711,-0.350501,1.79956,3.59913,5.39869,7.19825,8.99782,10.7974
-10.3511,0.448796,0.610842,3,7,0,25.0888,-1.74558,-0.173351,-1.42501,1.29012,0.996061,-0.0709995,0.86468,1.78452,-1.4378,-0.189707,1.56956,1.58914,0.900996,0.807963,0.188038,0.812612,-0.281296,0.364839,-1.42501,-2.85002,-4.27503,-5.70003,-7.12504,-8.55005
-9.11677,0.905939,0.610842,3,7,0,18.2075,1.38425,0.130277,-0.0478669,-1.29539,-1.2838,0.0998362,-0.713812,-1.75241,1.29766,-0.437537,-1.49717,-1.56102,-0.952429,-1.0195,-0.163159,-0.81061,0.262484,-0.315112,-0.0478669,-0.0957338,-0.143601,-0.191468,-0.239334,-0.287201
-10.3347,0.755916,0.610842,3,7,0,18.6898,1.59079,-1.84534,-0.498294,0.146163,-0.16938,0.626489,-1.61011,-1.13728,-0.824201,-0.212996,-1.0459,0.220222,-0.813461,-0.359249,0.897408,-1.71569,-1.25057,0.787315,-0.498294,-0.996588,-1.49488,-1.99318,-2.49147,-2.98976
