# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = mixed_01_model
# start_datetime = 2023-12-07 22:50:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1302539520 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/mixed_01/mixed_01_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-93-g992ff90
# stancflags = --warn-pedantic
lp__,accept_stat__,base,a.1.1:1,a.1.1:2.1,a.1.1:2.2,a.2.1:1,a.2.1:2.1,a.2.1:2.2,a.3.1:1,a.3.1:2.1,a.3.1:2.2,a.1.2:1,a.1.2:2.1,a.1.2:2.2,a.2.2:1,a.2.2:2.1,a.2.2:2.2,a.3.2:1,a.3.2:2.1,a.3.2:2.2
0,0,-0.475716,-5.70859,-6.18431,-0.475716,-7.61146,-8.08717,-0.475716,-9.51432,-9.99004,-0.475716,-6.66002,-7.13574,-0.475716,-8.56289,-9.0386,-0.475716,-10.4658,-10.9415,-0.475716
0,0,0.247237,2.96685,3.21409,0.247237,3.9558,4.20304,0.247237,4.94475,5.19199,0.247237,3.46132,3.70856,0.247237,4.45027,4.69751,0.247237,5.43922,5.68646,0.247237
0,0,-2.34941,-28.1929,-30.5423,-2.34941,-37.5905,-39.9399,-2.34941,-46.9881,-49.3375,-2.34941,-32.8917,-35.2411,-2.34941,-42.2893,-44.6387,-2.34941,-51.6869,-54.0363,-2.34941
0,0,0.971286,11.6554,12.6267,0.971286,15.5406,16.5119,0.971286,19.4257,20.397,0.971286,13.598,14.5693,0.971286,17.4832,18.4544,0.971286,21.3683,22.3396,0.971286
0,0,-1.39595,-16.7515,-18.1474,-1.39595,-22.3353,-23.7312,-1.39595,-27.9191,-29.315,-1.39595,-19.5434,-20.9393,-1.39595,-25.1272,-26.5231,-1.39595,-30.711,-32.1069,-1.39595
0,0,0.659959,7.91951,8.57947,0.659959,10.5593,11.2193,0.659959,13.1992,13.8591,0.659959,9.23943,9.89938,0.659959,11.8793,12.5392,0.659959,14.5191,15.1791,0.659959
0,0,-0.797614,-9.57137,-10.369,-0.797614,-12.7618,-13.5594,-0.797614,-15.9523,-16.7499,-0.797614,-11.1666,-11.9642,-0.797614,-14.357,-15.1547,-0.797614,-17.5475,-18.3451,-0.797614
0,0,-0.968282,-11.6194,-12.5877,-0.968282,-15.4925,-16.4608,-0.968282,-19.3656,-20.3339,-0.968282,-13.556,-14.5242,-0.968282,-17.4291,-18.3974,-0.968282,-21.3022,-22.2705,-0.968282
0,0,0.831149,9.97378,10.8049,0.831149,13.2984,14.1295,0.831149,16.623,17.4541,0.831149,11.6361,12.4672,0.831149,14.9607,15.7918,0.831149,18.2853,19.1164,0.831149
0,0,-1.98997,-23.8796,-25.8696,-1.98997,-31.8395,-33.8295,-1.98997,-39.7994,-41.7893,-1.98997,-27.8596,-29.8495,-1.98997,-35.8194,-37.8094,-1.98997,-43.7793,-45.7693,-1.98997
0,0,0.505458,6.0655,6.57096,0.505458,8.08733,8.59279,0.505458,10.1092,10.6146,0.505458,7.07642,7.58188,0.505458,9.09825,9.60371,0.505458,11.1201,11.6255,0.505458
0,0,-0.184334,-2.21201,-2.39634,-0.184334,-2.94935,-3.13368,-0.184334,-3.68668,-3.87102,-0.184334,-2.58068,-2.76501,-0.184334,-3.31802,-3.50235,-0.184334,-4.05535,-4.23969,-0.184334
0,0,-1.51439,-18.1726,-19.687,-1.51439,-24.2302,-25.7446,-1.51439,-30.2877,-31.8021,-1.51439,-21.2014,-22.7158,-1.51439,-27.2589,-28.7733,-1.51439,-33.3165,-34.8309,-1.51439
0,0,0.184761,2.21713,2.40189,0.184761,2.95617,3.14093,0.184761,3.69521,3.87997,0.184761,2.58665,2.77141,0.184761,3.32569,3.51045,0.184761,4.06473,4.24949,0.184761
0,0,0.0554088,0.664906,0.720315,0.0554088,0.886541,0.94195,0.0554088,1.10818,1.16358,0.0554088,0.775723,0.831132,0.0554088,0.997359,1.05277,0.0554088,1.21899,1.2744,0.0554088
0,0,1.10332,13.2399,14.3432,1.10332,17.6532,18.7565,1.10332,22.0665,23.1698,1.10332,15.4465,16.5499,1.10332,19.8598,20.9632,1.10332,24.2731,25.3765,1.10332
0,0,-1.44752,-17.3702,-18.8177,-1.44752,-23.1603,-24.6078,-1.44752,-28.9504,-30.3979,-1.44752,-20.2652,-21.7128,-1.44752,-26.0553,-27.5028,-1.44752,-31.8454,-33.2929,-1.44752
0,0,-0.591257,-7.09508,-7.68634,-0.591257,-9.46011,-10.0514,-0.591257,-11.8251,-12.4164,-0.591257,-8.27759,-8.86885,-0.591257,-10.6426,-11.2339,-0.591257,-13.0076,-13.5989,-0.591257
0,0,0.656345,7.87614,8.53248,0.656345,10.5015,11.1579,0.656345,13.1269,13.7832,0.656345,9.18883,9.84517,0.656345,11.8142,12.4706,0.656345,14.4396,15.0959,0.656345
0,0,1.2607,15.1284,16.3891,1.2607,20.1712,21.4319,1.2607,25.214,26.4747,1.2607,17.6498,18.9105,1.2607,22.6926,23.9533,1.2607,27.7354,28.9961,1.2607
0,0,-0.00967091,-0.116051,-0.125722,-0.00967091,-0.154735,-0.164406,-0.00967091,-0.193418,-0.203089,-0.00967091,-0.135393,-0.145064,-0.00967091,-0.174076,-0.183747,-0.00967091,-0.21276,-0.222431,-0.00967091
0,0,0.724806,8.69767,9.42247,0.724806,11.5969,12.3217,0.724806,14.4961,15.2209,0.724806,10.1473,10.8721,0.724806,13.0465,13.7713,0.724806,15.9457,16.6705,0.724806
0,0,-0.947548,-11.3706,-12.3181,-0.947548,-15.1608,-16.1083,-0.947548,-18.951,-19.8985,-0.947548,-13.2657,-14.2132,-0.947548,-17.0559,-18.0034,-0.947548,-20.8461,-21.7936,-0.947548
0,0,0.0196485,0.235783,0.255431,0.0196485,0.314377,0.334025,0.0196485,0.392971,0.412619,0.0196485,0.27508,0.294728,0.0196485,0.353674,0.373322,0.0196485,0.432268,0.451916,0.0196485
0,0,-0.991588,-11.8991,-12.8906,-0.991588,-15.8654,-16.857,-0.991588,-19.8318,-20.8234,-0.991588,-13.8822,-14.8738,-0.991588,-17.8486,-18.8402,-0.991588,-21.8149,-22.8065,-0.991588
0,0,1.32552,15.9062,17.2318,1.32552,21.2083,22.5338,1.32552,26.5104,27.8359,1.32552,18.5573,19.8828,1.32552,23.8594,25.1849,1.32552,29.1614,30.487,1.32552
0,0,0.514856,6.17828,6.69313,0.514856,8.2377,8.75256,0.514856,10.2971,10.812,0.514856,7.20799,7.72284,0.514856,9.26741,9.78227,0.514856,11.3268,11.8417,0.514856
0,0,2.32328,27.8793,30.2026,2.32328,37.1725,39.4957,2.32328,46.4656,48.7888,2.32328,32.5259,34.8492,2.32328,41.819,44.1423,2.32328,51.1121,53.4354,2.32328
0,0,1.0174,12.2088,13.2262,1.0174,16.2785,17.2959,1.0174,20.3481,21.3655,1.0174,14.2436,15.261,1.0174,18.3133,19.3307,1.0174,22.3829,23.4003,1.0174
0,0,0.365987,4.39184,4.75783,0.365987,5.85579,6.22178,0.365987,7.31974,7.68573,0.365987,5.12382,5.48981,0.365987,6.58777,6.95375,0.365987,8.05172,8.4177,0.365987
0,0,-1.54207,-18.5048,-20.0469,-1.54207,-24.6731,-26.2152,-1.54207,-30.8414,-32.3835,-1.54207,-21.589,-23.1311,-1.54207,-27.7573,-29.2993,-1.54207,-33.9256,-35.4676,-1.54207
0,0,-1.38317,-16.5981,-17.9812,-1.38317,-22.1307,-23.5139,-1.38317,-27.6634,-29.0466,-1.38317,-19.3644,-20.7476,-1.38317,-24.8971,-26.2803,-1.38317,-30.4298,-31.8129,-1.38317
0,0,0.836648,10.0398,10.8764,0.836648,13.3864,14.223,0.836648,16.733,17.5696,0.836648,11.7131,12.5497,0.836648,15.0597,15.8963,0.836648,18.4063,19.2429,0.836648
0,0,0.380113,4.56136,4.94147,0.380113,6.08181,6.46192,0.380113,7.60226,7.98238,0.380113,5.32158,5.7017,0.380113,6.84204,7.22215,0.380113,8.36249,8.7426,0.380113
0,0,-1.26325,-15.159,-16.4222,-1.26325,-20.212,-21.4752,-1.26325,-25.265,-26.5282,-1.26325,-17.6855,-18.9487,-1.26325,-22.7385,-24.0017,-1.26325,-27.7915,-29.0547,-1.26325
0,0,-0.0531157,-0.637388,-0.690504,-0.0531157,-0.849851,-0.902966,-0.0531157,-1.06231,-1.11543,-0.0531157,-0.743619,-0.796735,-0.0531157,-0.956082,-1.0092,-0.0531157,-1.16854,-1.22166,-0.0531157
0,0,0.423276,5.07931,5.50258,0.423276,6.77241,7.19568,0.423276,8.46551,8.88879,0.423276,5.92586,6.34913,0.423276,7.61896,8.04224,0.423276,9.31206,9.73534,0.423276
0,0,-0.918972,-11.0277,-11.9466,-0.918972,-14.7036,-15.6225,-0.918972,-18.3794,-19.2984,-0.918972,-12.8656,-13.7846,-0.918972,-16.5415,-17.4605,-0.918972,-20.2174,-21.1364,-0.918972
0,0,1.13587,13.6305,14.7664,1.13587,18.174,19.3099,1.13587,22.7175,23.8533,1.13587,15.9022,17.0381,1.13587,20.4457,21.5816,1.13587,24.9892,26.1251,1.13587
0,0,-0.451853,-5.42224,-5.8741,-0.451853,-7.22966,-7.68151,-0.451853,-9.03707,-9.48892,-0.451853,-6.32595,-6.7778,-0.451853,-8.13336,-8.58522,-0.451853,-9.94078,-10.3926,-0.451853
0,0,-0.315523,-3.78628,-4.1018,-0.315523,-5.04837,-5.3639,-0.315523,-6.31047,-6.62599,-0.315523,-4.41733,-4.73285,-0.315523,-5.67942,-5.99494,-0.315523,-6.94151,-7.25704,-0.315523
0,0,-0.213918,-2.56701,-2.78093,-0.213918,-3.42268,-3.6366,-0.213918,-4.27835,-4.49227,-0.213918,-2.99485,-3.20876,-0.213918,-3.85052,-4.06443,-0.213918,-4.70619,-4.9201,-0.213918
0,0,-0.771535,-9.25842,-10.03,-0.771535,-12.3446,-13.1161,-0.771535,-15.4307,-16.2022,-0.771535,-10.8015,-11.573,-0.771535,-13.8876,-14.6592,-0.771535,-16.9738,-17.7453,-0.771535
0,0,0.048673,0.584076,0.63275,0.048673,0.778769,0.827442,0.048673,0.973461,1.02213,0.048673,0.681423,0.730096,0.048673,0.876115,0.924788,0.048673,1.07081,1.11948,0.048673
0,0,-0.667945,-8.01534,-8.68328,-0.667945,-10.6871,-11.3551,-0.667945,-13.3589,-14.0268,-0.667945,-9.35123,-10.0192,-0.667945,-12.023,-12.691,-0.667945,-14.6948,-15.3627,-0.667945
0,0,0.844032,10.1284,10.9724,0.844032,13.5045,14.3485,0.844032,16.8806,17.7247,0.844032,11.8164,12.6605,0.844032,15.1926,16.0366,0.844032,18.5687,19.4127,0.844032
0,0,0.558614,6.70337,7.26198,0.558614,8.93783,9.49644,0.558614,11.1723,11.7309,0.558614,7.8206,8.37921,0.558614,10.0551,10.6137,0.558614,12.2895,12.8481,0.558614
0,0,-0.584323,-7.01188,-7.5962,-0.584323,-9.34917,-9.9335,-0.584323,-11.6865,-12.2708,-0.584323,-8.18053,-8.76485,-0.584323,-10.5178,-11.1021,-0.584323,-12.8551,-13.4394,-0.584323
0,0,-0.487278,-5.84733,-6.33461,-0.487278,-7.79644,-8.28372,-0.487278,-9.74556,-10.2328,-0.487278,-6.82189,-7.30917,-0.487278,-8.771,-9.25828,-0.487278,-10.7201,-11.2074,-0.487278
0,0,-0.700756,-8.40907,-9.10983,-0.700756,-11.2121,-11.9129,-0.700756,-14.0151,-14.7159,-0.700756,-9.81059,-10.5113,-0.700756,-12.6136,-13.3144,-0.700756,-15.4166,-16.1174,-0.700756
0,0,1.2039,14.4467,15.6506,1.2039,19.2623,20.4662,1.2039,24.0779,25.2818,1.2039,16.8545,18.0584,1.2039,21.6701,22.874,1.2039,26.4857,27.6896,1.2039
0,0,-2.61291,-31.355,-33.9679,-2.61291,-41.8066,-44.4195,-2.61291,-52.2583,-54.8712,-2.61291,-36.5808,-39.1937,-2.61291,-47.0325,-49.6454,-2.61291,-57.4841,-60.097,-2.61291
0,0,-0.942326,-11.3079,-12.2502,-0.942326,-15.0772,-16.0195,-0.942326,-18.8465,-19.7888,-0.942326,-13.1926,-14.1349,-0.942326,-16.9619,-17.9042,-0.942326,-20.7312,-21.6735,-0.942326
0,0,-0.300535,-3.60642,-3.90696,-0.300535,-4.80857,-5.1091,-0.300535,-6.01071,-6.31124,-0.300535,-4.20749,-4.50803,-0.300535,-5.40964,-5.71017,-0.300535,-6.61178,-6.91231,-0.300535
0,0,-1.56158,-18.739,-20.3006,-1.56158,-24.9854,-26.5469,-1.56158,-31.2317,-32.7933,-1.56158,-21.8622,-23.4238,-1.56158,-28.1085,-29.6701,-1.56158,-34.3549,-35.9165,-1.56158
0,0,1.93338,23.2005,25.1339,1.93338,30.934,32.8674,1.93338,38.6675,40.6009,1.93338,27.0673,29.0006,1.93338,34.8008,36.7341,1.93338,42.5343,44.4677,1.93338
0,0,1.14455,13.7346,14.8792,1.14455,18.3128,19.4574,1.14455,22.891,24.0356,1.14455,16.0237,17.1683,1.14455,20.6019,21.7465,1.14455,25.1801,26.3247,1.14455
0,0,-0.402835,-4.83402,-5.23685,-0.402835,-6.44536,-6.84819,-0.402835,-8.0567,-8.45953,-0.402835,-5.63969,-6.04252,-0.402835,-7.25103,-7.65386,-0.402835,-8.86237,-9.2652,-0.402835
0,0,2.4782,29.7384,32.2166,2.4782,39.6512,42.1294,2.4782,49.564,52.0422,2.4782,34.6948,37.173,2.4782,44.6076,47.0858,2.4782,54.5204,56.9986,2.4782
0,0,0.903238,10.8389,11.7421,0.903238,14.4518,15.355,0.903238,18.0648,18.968,0.903238,12.6453,13.5486,0.903238,16.2583,17.1615,0.903238,19.8712,20.7745,0.903238
0,0,-0.988081,-11.857,-12.8451,-0.988081,-15.8093,-16.7974,-0.988081,-19.7616,-20.7497,-0.988081,-13.8331,-14.8212,-0.988081,-17.7855,-18.7735,-0.988081,-21.7378,-22.7259,-0.988081
0,0,-0.430373,-5.16448,-5.59485,-0.430373,-6.88597,-7.31635,-0.430373,-8.60747,-9.03784,-0.430373,-6.02523,-6.4556,-0.430373,-7.74672,-8.17709,-0.430373,-9.46822,-9.89859,-0.430373
0,0,0.305283,3.66339,3.96868,0.305283,4.88452,5.18981,0.305283,6.10566,6.41094,0.305283,4.27396,4.57924,0.305283,5.49509,5.80037,0.305283,6.71622,7.0215,0.305283
0,0,-0.280245,-3.36294,-3.64318,-0.280245,-4.48391,-4.76416,-0.280245,-5.60489,-5.88514,-0.280245,-3.92343,-4.20367,-0.280245,-5.0444,-5.32465,-0.280245,-6.16538,-6.44563,-0.280245
0,0,-0.436518,-5.23822,-5.67474,-0.436518,-6.98429,-7.42081,-0.436518,-8.73036,-9.16688,-0.436518,-6.11125,-6.54777,-0.436518,-7.85733,-8.29384,-0.436518,-9.6034,-10.0399,-0.436518
0,0,-0.939676,-11.2761,-12.2158,-0.939676,-15.0348,-15.9745,-0.939676,-18.7935,-19.7332,-0.939676,-13.1555,-14.0951,-0.939676,-16.9142,-17.8538,-0.939676,-20.6729,-21.6125,-0.939676
0,0,-1.50471,-18.0565,-19.5612,-1.50471,-24.0753,-25.58,-1.50471,-30.0941,-31.5989,-1.50471,-21.0659,-22.5706,-1.50471,-27.0847,-28.5894,-1.50471,-33.1036,-34.6083,-1.50471
0,0,-1.23771,-14.8525,-16.0902,-1.23771,-19.8033,-21.041,-1.23771,-24.7541,-25.9918,-1.23771,-17.3279,-18.5656,-1.23771,-22.2787,-23.5164,-1.23771,-27.2295,-28.4672,-1.23771
0,0,0.731796,8.78156,9.51335,0.731796,11.7087,12.4405,0.731796,14.6359,15.3677,0.731796,10.2451,10.9769,0.731796,13.1723,13.9041,0.731796,16.0995,16.8313,0.731796
0,0,-1.64929,-19.7915,-21.4408,-1.64929,-26.3887,-28.038,-1.64929,-32.9858,-34.6351,-1.64929,-23.0901,-24.7394,-1.64929,-29.6873,-31.3366,-1.64929,-36.2844,-37.9337,-1.64929
0,0,-1.58203,-18.9844,-20.5664,-1.58203,-25.3125,-26.8945,-1.58203,-31.6406,-33.2227,-1.58203,-22.1484,-23.7305,-1.58203,-28.4766,-30.0586,-1.58203,-34.8047,-36.3867,-1.58203
0,0,0.567474,6.80969,7.37716,0.567474,9.07958,9.64705,0.567474,11.3495,11.917,0.567474,7.94463,8.51211,0.567474,10.2145,10.782,0.567474,12.4844,13.0519,0.567474
0,0,0.732935,8.79522,9.52816,0.732935,11.727,12.4599,0.732935,14.6587,15.3916,0.732935,10.2611,10.994,0.732935,13.1928,13.9258,0.732935,16.1246,16.8575,0.732935
0,0,-0.163881,-1.96657,-2.13046,-0.163881,-2.6221,-2.78598,-0.163881,-3.27762,-3.4415,-0.163881,-2.29434,-2.45822,-0.163881,-2.94986,-3.11374,-0.163881,-3.60539,-3.76927,-0.163881
0,0,-0.0609901,-0.731882,-0.792872,-0.0609901,-0.975842,-1.03683,-0.0609901,-1.2198,-1.28079,-0.0609901,-0.853862,-0.914852,-0.0609901,-1.09782,-1.15881,-0.0609901,-1.34178,-1.40277,-0.0609901
0,0,-0.252237,-3.02684,-3.27908,-0.252237,-4.03579,-4.28803,-0.252237,-5.04474,-5.29697,-0.252237,-3.53132,-3.78355,-0.252237,-4.54026,-4.7925,-0.252237,-5.54921,-5.80145,-0.252237
0,0,-0.352052,-4.22463,-4.57668,-0.352052,-5.63283,-5.98489,-0.352052,-7.04104,-7.39309,-0.352052,-4.92873,-5.28078,-0.352052,-6.33694,-6.68899,-0.352052,-7.74515,-8.0972,-0.352052
0,0,0.720354,8.64424,9.3646,0.720354,11.5257,12.246,0.720354,14.4071,15.1274,0.720354,10.085,10.8053,0.720354,12.9664,13.6867,0.720354,15.8478,16.5681,0.720354
0,0,-0.0107212,-0.128654,-0.139376,-0.0107212,-0.171539,-0.18226,-0.0107212,-0.214424,-0.225145,-0.0107212,-0.150097,-0.160818,-0.0107212,-0.192982,-0.203703,-0.0107212,-0.235866,-0.246588,-0.0107212
0,0,-0.916635,-10.9996,-11.9163,-0.916635,-14.6662,-15.5828,-0.916635,-18.3327,-19.2493,-0.916635,-12.8329,-13.7495,-0.916635,-16.4994,-17.4161,-0.916635,-20.166,-21.0826,-0.916635
0,0,-1.61138,-19.3366,-20.948,-1.61138,-25.7821,-27.3935,-1.61138,-32.2277,-33.839,-1.61138,-22.5594,-24.1707,-1.61138,-29.0049,-30.6163,-1.61138,-35.4504,-37.0618,-1.61138
0,0,-0.685804,-8.22964,-8.91545,-0.685804,-10.9729,-11.6587,-0.685804,-13.7161,-14.4019,-0.685804,-9.60125,-10.2871,-0.685804,-12.3445,-13.0303,-0.685804,-15.0877,-15.7735,-0.685804
0,0,1.14503,13.7403,14.8853,1.14503,18.3204,19.4654,1.14503,22.9005,24.0455,1.14503,16.0304,17.1754,1.14503,20.6105,21.7555,1.14503,25.1906,26.3356,1.14503
0,0,0.616153,7.39384,8.00999,0.616153,9.85845,10.4746,0.616153,12.3231,12.9392,0.616153,8.62615,9.2423,0.616153,11.0908,11.7069,0.616153,13.5554,14.1715,0.616153
0,0,-0.374987,-4.49984,-4.87483,-0.374987,-5.99979,-6.37477,-0.374987,-7.49973,-7.87472,-0.374987,-5.24981,-5.6248,-0.374987,-6.74976,-7.12475,-0.374987,-8.24971,-8.62469,-0.374987
0,0,0.353739,4.24487,4.5986,0.353739,5.65982,6.01356,0.353739,7.07478,7.42852,0.353739,4.95234,5.30608,0.353739,6.3673,6.72104,0.353739,7.78225,8.13599,0.353739
0,0,-1.61754,-19.4105,-21.0281,-1.61754,-25.8807,-27.4982,-1.61754,-32.3509,-33.9684,-1.61754,-22.6456,-24.2631,-1.61754,-29.1158,-30.7333,-1.61754,-35.5859,-37.2035,-1.61754
0,0,-0.3741,-4.4892,-4.8633,-0.3741,-5.9856,-6.3597,-0.3741,-7.482,-7.8561,-0.3741,-5.2374,-5.6115,-0.3741,-6.7338,-7.1079,-0.3741,-8.2302,-8.6043,-0.3741
0,0,1.434,17.208,18.642,1.434,22.9441,24.3781,1.434,28.6801,30.1141,1.434,20.076,21.51,1.434,25.8121,27.2461,1.434,31.5481,32.9821,1.434
0,0,-0.00415965,-0.0499158,-0.0540755,-0.00415965,-0.0665544,-0.0707141,-0.00415965,-0.0831931,-0.0873527,-0.00415965,-0.0582351,-0.0623948,-0.00415965,-0.0748738,-0.0790334,-0.00415965,-0.0915124,-0.095672,-0.00415965
0,0,-0.202123,-2.42547,-2.62759,-0.202123,-3.23396,-3.43608,-0.202123,-4.04245,-4.24458,-0.202123,-2.82972,-3.03184,-0.202123,-3.63821,-3.84033,-0.202123,-4.4467,-4.64882,-0.202123
0,0,0.467033,5.6044,6.07143,0.467033,7.47253,7.93956,0.467033,9.34066,9.80769,0.467033,6.53846,7.00549,0.467033,8.40659,8.87363,0.467033,10.2747,10.7418,0.467033
0,0,0.627401,7.52881,8.15621,0.627401,10.0384,10.6658,0.627401,12.548,13.1754,0.627401,8.78361,9.41101,0.627401,11.2932,11.9206,0.627401,13.8028,14.4302,0.627401
0,0,-0.0442639,-0.531166,-0.57543,-0.0442639,-0.708222,-0.752486,-0.0442639,-0.885277,-0.929541,-0.0442639,-0.619694,-0.663958,-0.0442639,-0.796749,-0.841013,-0.0442639,-0.973805,-1.01807,-0.0442639
0,0,1.40193,16.8231,18.2251,1.40193,22.4308,23.8328,1.40193,28.0386,29.4405,1.40193,19.627,21.0289,1.40193,25.2347,26.6366,1.40193,30.8424,32.2443,1.40193
0,0,1.5527,18.6324,20.1851,1.5527,24.8432,26.3959,1.5527,31.0539,32.6066,1.5527,21.7378,23.2905,1.5527,27.9485,29.5012,1.5527,34.1593,35.712,1.5527
