# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tup_01_model
# start_datetime = 2023-12-04 22:51:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1043408203 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/tup_01/tup_01_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,base,base_i,pair:1,pair:2,nested:1,nested:2:1,nested:2:2.real,nested:2:2.imag,arr_pair.1:1,arr_pair.1:2,arr_pair.2:1,arr_pair.2:2,arr_very_nested.1:1:1,arr_very_nested.1:1:2:1,arr_very_nested.1:1:2:2.real,arr_very_nested.1:1:2:2.imag,arr_very_nested.1:2,arr_very_nested.2:1:1,arr_very_nested.2:1:2:1,arr_very_nested.2:1:2:2.real,arr_very_nested.2:1:2:2.imag,arr_very_nested.2:2,arr_very_nested.3:1:1,arr_very_nested.3:1:2:1,arr_very_nested.3:1:2:2.real,arr_very_nested.3:1:2:2.imag,arr_very_nested.3:2,arr_2d_pair.1.1:1,arr_2d_pair.1.1:2,arr_2d_pair.2.1:1,arr_2d_pair.2.1:2,arr_2d_pair.3.1:1,arr_2d_pair.3.1:2,arr_2d_pair.1.2:1,arr_2d_pair.1.2:2,arr_2d_pair.2.2:1,arr_2d_pair.2.2:2,arr_2d_pair.3.2:1,arr_2d_pair.3.2:2,basep1,basep2,basep3,basep4,basep5
0,0,0.447559,10,0.447559,0.895118,1.34268,10,0,1.79024,0.447559,0.895118,2.23779,2.68535,1.34268,10,0,1.79024,3.13291,3.58047,20,0,4.02803,4.47559,1.34268,10,0,1.79024,4.92315,5.37071,5.81827,7.16094,7.6085,8.95118,9.39874,6.26583,6.71338,8.05606,8.50362,9.8463,10.2939,1.44756,2.44756,3.44756,4.44756,5.44756
0,0,0.727117,17,0.727117,1.45423,2.18135,17,0,2.90847,0.727117,1.45423,3.63559,4.3627,2.18135,17,0,2.90847,5.08982,5.81694,34,0,6.54406,7.27117,2.18135,17,0,2.90847,7.99829,8.72541,9.45253,11.6339,12.361,14.5423,15.2695,10.1796,10.9068,13.0881,13.8152,15.9966,16.7237,1.72712,2.72712,3.72712,4.72712,5.72712
0,0,-0.280166,34,-0.280166,-0.560332,-0.840497,34,-0,-1.12066,-0.280166,-0.560332,-1.40083,-1.68099,-0.840497,34,-0,-1.12066,-1.96116,-2.24133,68,-0,-2.52149,-2.80166,-0.840497,34,-0,-1.12066,-3.08182,-3.36199,-3.64216,-4.48265,-4.76282,-5.60332,-5.88348,-3.92232,-4.20249,-5.04298,-5.32315,-6.16365,-6.44381,0.719834,1.71983,2.71983,3.71983,4.71983
0,0,-0.36573,8,-0.36573,-0.73146,-1.09719,8,-0,-1.46292,-0.36573,-0.73146,-1.82865,-2.19438,-1.09719,8,-0,-1.46292,-2.56011,-2.92584,16,-0,-3.29157,-3.6573,-1.09719,8,-0,-1.46292,-4.02303,-4.38876,-4.75449,-5.85168,-6.21741,-7.3146,-7.68033,-5.12022,-5.48595,-6.58314,-6.94887,-8.04606,-8.41179,0.63427,1.63427,2.63427,3.63427,4.63427
0,0,0.650071,0,0.650071,1.30014,1.95021,0,0,2.60028,0.650071,1.30014,3.25035,3.90043,1.95021,0,0,2.60028,4.5505,5.20057,0,0,5.85064,6.50071,1.95021,0,0,2.60028,7.15078,7.80085,8.45092,10.4011,11.0512,13.0014,13.6515,9.10099,9.75106,11.7013,12.3513,14.3016,14.9516,1.65007,2.65007,3.65007,4.65007,5.65007
0,0,1.83706,3,1.83706,3.67412,5.51119,3,0,7.34825,1.83706,3.67412,9.18531,11.0224,5.51119,3,0,7.34825,12.8594,14.6965,6,0,16.5336,18.3706,5.51119,3,0,7.34825,20.2077,22.0447,23.8818,29.393,31.2301,36.7412,38.5783,25.7189,27.5559,33.0671,34.9042,40.4154,42.2524,2.83706,3.83706,4.83706,5.83706,6.83706
0,0,0.356232,-2,0.356232,0.712463,1.06869,-2,0,1.42493,0.356232,0.712463,1.78116,2.13739,1.06869,-2,0,1.42493,2.49362,2.84985,-4,0,3.20608,3.56232,1.06869,-2,0,1.42493,3.91855,4.27478,4.63101,5.6997,6.05594,7.12463,7.48086,4.98724,5.34347,6.41217,6.7684,7.83709,8.19333,1.35623,2.35623,3.35623,4.35623,5.35623
0,0,-0.607783,21,-0.607783,-1.21557,-1.82335,21,-0,-2.43113,-0.607783,-1.21557,-3.03892,-3.6467,-1.82335,21,-0,-2.43113,-4.25448,-4.86226,42,-0,-5.47005,-6.07783,-1.82335,21,-0,-2.43113,-6.68561,-7.2934,-7.90118,-9.72453,-10.3323,-12.1557,-12.7634,-8.50896,-9.11675,-10.9401,-11.5479,-13.3712,-13.979,0.392217,1.39222,2.39222,3.39222,4.39222
0,0,-0.783299,-1,-0.783299,-1.5666,-2.3499,-1,-0,-3.13319,-0.783299,-1.5666,-3.91649,-4.69979,-2.3499,-1,-0,-3.13319,-5.48309,-6.26639,-2,-0,-7.04969,-7.83299,-2.3499,-1,-0,-3.13319,-8.61628,-9.39958,-10.1829,-12.5328,-13.3161,-15.666,-16.4493,-10.9662,-11.7495,-14.0994,-14.8827,-17.2326,-18.0159,0.216701,1.2167,2.2167,3.2167,4.2167
0,0,-1.76525,7,-1.76525,-3.5305,-5.29575,7,-0,-7.061,-1.76525,-3.5305,-8.82626,-10.5915,-5.29575,7,-0,-7.061,-12.3568,-14.122,14,-0,-15.8873,-17.6525,-5.29575,7,-0,-7.061,-19.4178,-21.183,-22.9483,-28.244,-30.0093,-35.305,-37.0703,-24.7135,-26.4788,-31.7745,-33.5398,-38.8355,-40.6008,-0.765251,0.234749,1.23475,2.23475,3.23475
0,0,2.02423,-2,2.02423,4.04846,6.07269,-2,0,8.09692,2.02423,4.04846,10.1212,12.1454,6.07269,-2,0,8.09692,14.1696,16.1938,-4,0,18.2181,20.2423,6.07269,-2,0,8.09692,22.2665,24.2908,26.315,32.3877,34.4119,40.4846,42.5088,28.3392,30.3635,36.4361,38.4604,44.5331,46.5573,3.02423,4.02423,5.02423,6.02423,7.02423
0,0,0.566546,16,0.566546,1.13309,1.69964,16,0,2.26618,0.566546,1.13309,2.83273,3.39928,1.69964,16,0,2.26618,3.96582,4.53237,32,0,5.09891,5.66546,1.69964,16,0,2.26618,6.23201,6.79855,7.3651,9.06474,9.63128,11.3309,11.8975,7.93164,8.49819,10.1978,10.7644,12.464,13.0306,1.56655,2.56655,3.56655,4.56655,5.56655
0,0,-0.2884,23,-0.2884,-0.576801,-0.865201,23,-0,-1.1536,-0.2884,-0.576801,-1.442,-1.7304,-0.865201,23,-0,-1.1536,-2.0188,-2.3072,46,-0,-2.5956,-2.884,-0.865201,23,-0,-1.1536,-3.17241,-3.46081,-3.74921,-4.61441,-4.90281,-5.76801,-6.05641,-4.03761,-4.32601,-5.19121,-5.47961,-6.34481,-6.63321,0.7116,1.7116,2.7116,3.7116,4.7116
0,0,0.58184,14,0.58184,1.16368,1.74552,14,0,2.32736,0.58184,1.16368,2.9092,3.49104,1.74552,14,0,2.32736,4.07288,4.65472,28,0,5.23656,5.8184,1.74552,14,0,2.32736,6.40024,6.98208,7.56392,9.30944,9.89128,11.6368,12.2186,8.14576,8.7276,10.4731,11.055,12.8005,13.3823,1.58184,2.58184,3.58184,4.58184,5.58184
0,0,-0.39468,5,-0.39468,-0.789361,-1.18404,5,-0,-1.57872,-0.39468,-0.789361,-1.9734,-2.36808,-1.18404,5,-0,-1.57872,-2.76276,-3.15744,10,-0,-3.55212,-3.9468,-1.18404,5,-0,-1.57872,-4.34148,-4.73617,-5.13085,-6.31489,-6.70957,-7.89361,-8.28829,-5.52553,-5.92021,-7.10425,-7.49893,-8.68297,-9.07765,0.60532,1.60532,2.60532,3.60532,4.60532
0,0,1.36627,18,1.36627,2.73255,4.09882,18,0,5.46509,1.36627,2.73255,6.83136,8.19764,4.09882,18,0,5.46509,9.56391,10.9302,36,0,12.2965,13.6627,4.09882,18,0,5.46509,15.029,16.3953,17.7615,21.8604,23.2266,27.3255,28.6917,19.1278,20.4941,24.5929,25.9592,30.058,31.4243,2.36627,3.36627,4.36627,5.36627,6.36627
0,0,0.916239,24,0.916239,1.83248,2.74872,24,0,3.66496,0.916239,1.83248,4.5812,5.49744,2.74872,24,0,3.66496,6.41368,7.32992,48,0,8.24616,9.16239,2.74872,24,0,3.66496,10.0786,10.9949,11.9111,14.6598,15.5761,18.3248,19.241,12.8274,13.7436,16.4923,17.4085,20.1573,21.0735,1.91624,2.91624,3.91624,4.91624,5.91624
0,0,1.45366,3,1.45366,2.90733,4.36099,3,0,5.81466,1.45366,2.90733,7.26832,8.72198,4.36099,3,0,5.81466,10.1756,11.6293,6,0,13.083,14.5366,4.36099,3,0,5.81466,15.9903,17.444,18.8976,23.2586,24.7123,29.0733,30.5269,20.3513,21.805,26.166,27.6196,31.9806,33.4343,2.45366,3.45366,4.45366,5.45366,6.45366
0,0,-0.812225,1,-0.812225,-1.62445,-2.43668,1,-0,-3.2489,-0.812225,-1.62445,-4.06113,-4.87335,-2.43668,1,-0,-3.2489,-5.68558,-6.4978,2,-0,-7.31003,-8.12225,-2.43668,1,-0,-3.2489,-8.93448,-9.7467,-10.5589,-12.9956,-13.8078,-16.2445,-17.0567,-11.3712,-12.1834,-14.6201,-15.4323,-17.869,-18.6812,0.187775,1.18777,2.18777,3.18777,4.18777
0,0,0.393963,0,0.393963,0.787925,1.18189,0,0,1.57585,0.393963,0.787925,1.96981,2.36378,1.18189,0,0,1.57585,2.75774,3.1517,0,0,3.54566,3.93963,1.18189,0,0,1.57585,4.33359,4.72755,5.12152,6.3034,6.69737,7.87925,8.27322,5.51548,5.90944,7.09133,7.48529,8.66718,9.06114,1.39396,2.39396,3.39396,4.39396,5.39396
0,0,0.640714,-5,0.640714,1.28143,1.92214,-5,0,2.56286,0.640714,1.28143,3.20357,3.84429,1.92214,-5,0,2.56286,4.485,5.12571,-10,0,5.76643,6.40714,1.92214,-5,0,2.56286,7.04786,7.68857,8.32929,10.2514,10.8921,12.8143,13.455,8.97,9.61071,11.5329,12.1736,14.0957,14.7364,1.64071,2.64071,3.64071,4.64071,5.64071
0,0,-1.05533,-3,-1.05533,-2.11067,-3.166,-3,-0,-4.22134,-1.05533,-2.11067,-5.27667,-6.33201,-3.166,-3,-0,-4.22134,-7.38734,-8.44268,-6,-0,-9.49801,-10.5533,-3.166,-3,-0,-4.22134,-11.6087,-12.664,-13.7194,-16.8854,-17.9407,-21.1067,-22.162,-14.7747,-15.83,-18.996,-20.0514,-23.2174,-24.2727,-0.055335,0.944665,1.94467,2.94467,3.94467
0,0,1.01191,6,1.01191,2.02383,3.03574,6,0,4.04765,1.01191,2.02383,5.05957,6.07148,3.03574,6,0,4.04765,7.0834,8.09531,12,0,9.10722,10.1191,3.03574,6,0,4.04765,11.1311,12.143,13.1549,16.1906,17.2025,20.2383,21.2502,14.1668,15.1787,18.2144,19.2264,22.2621,23.274,2.01191,3.01191,4.01191,5.01191,6.01191
0,0,-1.40207,6,-1.40207,-2.80415,-4.20622,6,-0,-5.60829,-1.40207,-2.80415,-7.01037,-8.41244,-4.20622,6,-0,-5.60829,-9.81451,-11.2166,12,-0,-12.6187,-14.0207,-4.20622,6,-0,-5.60829,-15.4228,-16.8249,-18.227,-22.4332,-23.8352,-28.0415,-29.4435,-19.629,-21.0311,-25.2373,-26.6394,-30.8456,-32.2477,-0.402073,0.597927,1.59793,2.59793,3.59793
0,0,-0.109642,9,-0.109642,-0.219283,-0.328925,9,-0,-0.438567,-0.109642,-0.219283,-0.548209,-0.65785,-0.328925,9,-0,-0.438567,-0.767492,-0.877134,18,-0,-0.986775,-1.09642,-0.328925,9,-0,-0.438567,-1.20606,-1.3157,-1.42534,-1.75427,-1.86391,-2.19283,-2.30248,-1.53498,-1.64463,-1.97355,-2.08319,-2.41212,-2.52176,0.890358,1.89036,2.89036,3.89036,4.89036
0,0,-0.257046,23,-0.257046,-0.514091,-0.771137,23,-0,-1.02818,-0.257046,-0.514091,-1.28523,-1.54227,-0.771137,23,-0,-1.02818,-1.79932,-2.05636,46,-0,-2.31341,-2.57046,-0.771137,23,-0,-1.02818,-2.8275,-3.08455,-3.34159,-4.11273,-4.36977,-5.14091,-5.39796,-3.59864,-3.85568,-4.62682,-4.88386,-5.655,-5.91205,0.742954,1.74295,2.74295,3.74295,4.74295
0,0,-0.478442,-3,-0.478442,-0.956883,-1.43532,-3,-0,-1.91377,-0.478442,-0.956883,-2.39221,-2.87065,-1.43532,-3,-0,-1.91377,-3.34909,-3.82753,-6,-0,-4.30597,-4.78442,-1.43532,-3,-0,-1.91377,-5.26286,-5.7413,-6.21974,-7.65507,-8.13351,-9.56883,-10.0473,-6.69818,-7.17662,-8.61195,-9.09039,-10.5257,-11.0042,0.521558,1.52156,2.52156,3.52156,4.52156
0,0,1.08463,-2,1.08463,2.16926,3.25388,-2,0,4.33851,1.08463,2.16926,5.42314,6.50777,3.25388,-2,0,4.33851,7.59239,8.67702,-4,0,9.76165,10.8463,3.25388,-2,0,4.33851,11.9309,13.0155,14.1002,17.354,18.4387,21.6926,22.7772,15.1848,16.2694,19.5233,20.6079,23.8618,24.9464,2.08463,3.08463,4.08463,5.08463,6.08463
0,0,1.31311,20,1.31311,2.62623,3.93934,20,0,5.25246,1.31311,2.62623,6.56557,7.87869,3.93934,20,0,5.25246,9.1918,10.5049,40,0,11.818,13.1311,3.93934,20,0,5.25246,14.4443,15.7574,17.0705,21.0098,22.323,26.2623,27.5754,18.3836,19.6967,23.6361,24.9492,28.8885,30.2016,2.31311,3.31311,4.31311,5.31311,6.31311
0,0,0.596411,-8,0.596411,1.19282,1.78923,-8,0,2.38564,0.596411,1.19282,2.98205,3.57846,1.78923,-8,0,2.38564,4.17488,4.77129,-16,0,5.3677,5.96411,1.78923,-8,0,2.38564,6.56052,7.15693,7.75334,9.54257,10.139,11.9282,12.5246,8.34975,8.94616,10.7354,11.3318,13.121,13.7174,1.59641,2.59641,3.59641,4.59641,5.59641
0,0,-1.18465,20,-1.18465,-2.36929,-3.55394,20,-0,-4.73859,-1.18465,-2.36929,-5.92324,-7.10788,-3.55394,20,-0,-4.73859,-8.29253,-9.47718,40,-0,-10.6618,-11.8465,-3.55394,20,-0,-4.73859,-13.0311,-14.2158,-15.4004,-18.9544,-20.139,-23.6929,-24.8776,-16.5851,-17.7697,-21.3237,-22.5083,-26.0622,-27.2469,-0.184647,0.815353,1.81535,2.81535,3.81535
0,0,-0.533936,20,-0.533936,-1.06787,-1.60181,20,-0,-2.13574,-0.533936,-1.06787,-2.66968,-3.20361,-1.60181,20,-0,-2.13574,-3.73755,-4.27149,40,-0,-4.80542,-5.33936,-1.60181,20,-0,-2.13574,-5.87329,-6.40723,-6.94116,-8.54297,-9.07691,-10.6787,-11.2127,-7.4751,-8.00904,-9.61084,-10.1448,-11.7466,-12.2805,0.466064,1.46606,2.46606,3.46606,4.46606
0,0,-1.09926,11,-1.09926,-2.19852,-3.29778,11,-0,-4.39704,-1.09926,-2.19852,-5.4963,-6.59555,-3.29778,11,-0,-4.39704,-7.69481,-8.79407,22,-0,-9.89333,-10.9926,-3.29778,11,-0,-4.39704,-12.0918,-13.1911,-14.2904,-17.5881,-18.6874,-21.9852,-23.0844,-15.3896,-16.4889,-19.7867,-20.8859,-24.1837,-25.283,-0.0992591,0.900741,1.90074,2.90074,3.90074
0,0,1.79368,6,1.79368,3.58736,5.38103,6,0,7.17471,1.79368,3.58736,8.96839,10.7621,5.38103,6,0,7.17471,12.5557,14.3494,12,0,16.1431,17.9368,5.38103,6,0,7.17471,19.7305,21.5241,23.3178,28.6988,30.4925,35.8736,37.6672,25.1115,26.9052,32.2862,34.0799,39.4609,41.2546,2.79368,3.79368,4.79368,5.79368,6.79368
0,0,-1.50871,6,-1.50871,-3.01742,-4.52614,6,-0,-6.03485,-1.50871,-3.01742,-7.54356,-9.05227,-4.52614,6,-0,-6.03485,-10.561,-12.0697,12,-0,-13.5784,-15.0871,-4.52614,6,-0,-6.03485,-16.5958,-18.1045,-19.6133,-24.1394,-25.6481,-30.1742,-31.683,-21.122,-22.6307,-27.1568,-28.6655,-33.1917,-34.7004,-0.508712,0.491288,1.49129,2.49129,3.49129
0,0,-0.324907,12,-0.324907,-0.649815,-0.974722,12,-0,-1.29963,-0.324907,-0.649815,-1.62454,-1.94944,-0.974722,12,-0,-1.29963,-2.27435,-2.59926,24,-0,-2.92417,-3.24907,-0.974722,12,-0,-1.29963,-3.57398,-3.89889,-4.2238,-5.19852,-5.52343,-6.49815,-6.82306,-4.5487,-4.87361,-5.84833,-6.17324,-7.14796,-7.47287,0.675093,1.67509,2.67509,3.67509,4.67509
0,0,-1.24013,-2,-1.24013,-2.48026,-3.7204,-2,-0,-4.96053,-1.24013,-2.48026,-6.20066,-7.44079,-3.7204,-2,-0,-4.96053,-8.68093,-9.92106,-4,-0,-11.1612,-12.4013,-3.7204,-2,-0,-4.96053,-13.6415,-14.8816,-16.1217,-19.8421,-21.0822,-24.8026,-26.0428,-17.3619,-18.602,-22.3224,-23.5625,-27.2829,-28.523,-0.240132,0.759868,1.75987,2.75987,3.75987
0,0,0.57301,6,0.57301,1.14602,1.71903,6,0,2.29204,0.57301,1.14602,2.86505,3.43806,1.71903,6,0,2.29204,4.01107,4.58408,12,0,5.15709,5.7301,1.71903,6,0,2.29204,6.30311,6.87612,7.44914,9.16817,9.74118,11.4602,12.0332,8.02215,8.59516,10.3142,10.8872,12.6062,13.1792,1.57301,2.57301,3.57301,4.57301,5.57301
0,0,0.096047,12,0.096047,0.192094,0.288141,12,0,0.384188,0.096047,0.192094,0.480235,0.576282,0.288141,12,0,0.384188,0.672329,0.768376,24,0,0.864423,0.96047,0.288141,12,0,0.384188,1.05652,1.15256,1.24861,1.53675,1.6328,1.92094,2.01699,1.34466,1.44071,1.72885,1.82489,2.11303,2.20908,1.09605,2.09605,3.09605,4.09605,5.09605
0,0,0.75611,17,0.75611,1.51222,2.26833,17,0,3.02444,0.75611,1.51222,3.78055,4.53666,2.26833,17,0,3.02444,5.29277,6.04888,34,0,6.80499,7.5611,2.26833,17,0,3.02444,8.31721,9.07332,9.82943,12.0978,12.8539,15.1222,15.8783,10.5855,11.3417,13.61,14.3661,16.6344,17.3905,1.75611,2.75611,3.75611,4.75611,5.75611
0,0,-0.27211,14,-0.27211,-0.544219,-0.816329,14,-0,-1.08844,-0.27211,-0.544219,-1.36055,-1.63266,-0.816329,14,-0,-1.08844,-1.90477,-2.17688,28,-0,-2.44899,-2.7211,-0.816329,14,-0,-1.08844,-2.99321,-3.26531,-3.53742,-4.35375,-4.62586,-5.44219,-5.7143,-3.80953,-4.08164,-4.89797,-5.17008,-5.98641,-6.25852,0.72789,1.72789,2.72789,3.72789,4.72789
0,0,-1.07141,24,-1.07141,-2.14282,-3.21423,24,-0,-4.28563,-1.07141,-2.14282,-5.35704,-6.42845,-3.21423,24,-0,-4.28563,-7.49986,-8.57127,48,-0,-9.64268,-10.7141,-3.21423,24,-0,-4.28563,-11.7855,-12.8569,-13.9283,-17.1425,-18.2139,-21.4282,-22.4996,-14.9997,-16.0711,-19.2854,-20.3568,-23.571,-24.6424,-0.0714086,0.928591,1.92859,2.92859,3.92859
0,0,-0.632304,20,-0.632304,-1.26461,-1.89691,20,-0,-2.52922,-0.632304,-1.26461,-3.16152,-3.79383,-1.89691,20,-0,-2.52922,-4.42613,-5.05843,40,-0,-5.69074,-6.32304,-1.89691,20,-0,-2.52922,-6.95535,-7.58765,-8.21995,-10.1169,-10.7492,-12.6461,-13.2784,-8.85226,-9.48456,-11.3815,-12.0138,-13.9107,-14.543,0.367696,1.3677,2.3677,3.3677,4.3677
