# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tup_01_model
# start_datetime = 2023-12-04 22:51:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1043408203 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/tup_01/tup_01_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,base,base_i,pair:1,pair:2,nested:1,nested:2:1,nested:2:2.real,nested:2:2.imag,arr_pair.1:1,arr_pair.1:2,arr_pair.2:1,arr_pair.2:2,arr_very_nested.1:1:1,arr_very_nested.1:1:2:1,arr_very_nested.1:1:2:2.real,arr_very_nested.1:1:2:2.imag,arr_very_nested.1:2,arr_very_nested.2:1:1,arr_very_nested.2:1:2:1,arr_very_nested.2:1:2:2.real,arr_very_nested.2:1:2:2.imag,arr_very_nested.2:2,arr_very_nested.3:1:1,arr_very_nested.3:1:2:1,arr_very_nested.3:1:2:2.real,arr_very_nested.3:1:2:2.imag,arr_very_nested.3:2,arr_2d_pair.1.1:1,arr_2d_pair.1.1:2,arr_2d_pair.2.1:1,arr_2d_pair.2.1:2,arr_2d_pair.3.1:1,arr_2d_pair.3.1:2,arr_2d_pair.1.2:1,arr_2d_pair.1.2:2,arr_2d_pair.2.2:1,arr_2d_pair.2.2:2,arr_2d_pair.3.2:1,arr_2d_pair.3.2:2,basep1,basep2,basep3,basep4,basep5
0,0,0.547496,0,0.547496,1.09499,1.64249,0,0,2.18999,0.547496,1.09499,2.73748,3.28498,1.64249,0,0,2.18999,3.83248,4.37997,0,0,4.92747,5.47496,1.64249,0,0,2.18999,6.02246,6.56996,7.11745,8.75994,9.30744,10.9499,11.4974,7.66495,8.21245,9.85494,10.4024,12.0449,12.5924,1.5475,2.5475,3.5475,4.5475,5.5475
0,0,0.13904,-3,0.13904,0.278079,0.417119,-3,0,0.556158,0.13904,0.278079,0.695198,0.834238,0.417119,-3,0,0.556158,0.973277,1.11232,-6,0,1.25136,1.3904,0.417119,-3,0,0.556158,1.52944,1.66848,1.80751,2.22463,2.36367,2.78079,2.91983,1.94655,2.08559,2.50271,2.64175,3.05887,3.19791,1.13904,2.13904,3.13904,4.13904,5.13904
0,0,-0.0113405,2,-0.0113405,-0.0226809,-0.0340214,2,-0,-0.0453619,-0.0113405,-0.0226809,-0.0567024,-0.0680428,-0.0340214,2,-0,-0.0453619,-0.0793833,-0.0907238,4,-0,-0.102064,-0.113405,-0.0340214,2,-0,-0.0453619,-0.124745,-0.136086,-0.147426,-0.181448,-0.192788,-0.226809,-0.23815,-0.158767,-0.170107,-0.204128,-0.215469,-0.24949,-0.260831,0.98866,1.98866,2.98866,3.98866,4.98866
0,0,0.603975,12,0.603975,1.20795,1.81193,12,0,2.4159,0.603975,1.20795,3.01988,3.62385,1.81193,12,0,2.4159,4.22783,4.8318,24,0,5.43578,6.03975,1.81193,12,0,2.4159,6.64373,7.2477,7.85168,9.6636,10.2676,12.0795,12.6835,8.45565,9.05963,10.8716,11.4755,13.2875,13.8914,1.60398,2.60398,3.60398,4.60398,5.60398
0,0,0.841343,11,0.841343,1.68269,2.52403,11,0,3.36537,0.841343,1.68269,4.20671,5.04806,2.52403,11,0,3.36537,5.8894,6.73074,22,0,7.57209,8.41343,2.52403,11,0,3.36537,9.25477,10.0961,10.9375,13.4615,14.3028,16.8269,17.6682,11.7788,12.6201,15.1442,15.9855,18.5095,19.3509,1.84134,2.84134,3.84134,4.84134,5.84134
0,0,-1.97032,19,-1.97032,-3.94064,-5.91097,19,-0,-7.88129,-1.97032,-3.94064,-9.85161,-11.8219,-5.91097,19,-0,-7.88129,-13.7923,-15.7626,38,-0,-17.7329,-19.7032,-5.91097,19,-0,-7.88129,-21.6735,-23.6439,-25.6142,-31.5251,-33.4955,-39.4064,-41.3768,-27.5845,-29.5548,-35.4658,-37.4361,-43.3471,-45.3174,-0.970322,0.0296783,1.02968,2.02968,3.02968
0,0,-0.933958,14,-0.933958,-1.86792,-2.80187,14,-0,-3.73583,-0.933958,-1.86792,-4.66979,-5.60375,-2.80187,14,-0,-3.73583,-6.5377,-7.47166,28,-0,-8.40562,-9.33958,-2.80187,14,-0,-3.73583,-10.2735,-11.2075,-12.1414,-14.9433,-15.8773,-18.6792,-19.6131,-13.0754,-14.0094,-16.8112,-17.7452,-20.5471,-21.481,0.0660424,1.06604,2.06604,3.06604,4.06604
0,0,-2.47236,9,-2.47236,-4.94473,-7.41709,9,-0,-9.88945,-2.47236,-4.94473,-12.3618,-14.8342,-7.41709,9,-0,-9.88945,-17.3065,-19.7789,18,-0,-22.2513,-24.7236,-7.41709,9,-0,-9.88945,-27.196,-29.6684,-32.1407,-39.5578,-42.0302,-49.4473,-51.9196,-34.6131,-37.0854,-44.5025,-46.9749,-54.392,-56.8643,-1.47236,-0.472363,0.527637,1.52764,2.52764
0,0,0.429505,24,0.429505,0.85901,1.28851,24,0,1.71802,0.429505,0.85901,2.14752,2.57703,1.28851,24,0,1.71802,3.00653,3.43604,48,0,3.86554,4.29505,1.28851,24,0,1.71802,4.72455,5.15406,5.58356,6.87208,7.30158,8.5901,9.0196,6.01307,6.44257,7.73109,8.16059,9.44911,9.87861,1.4295,2.4295,3.4295,4.4295,5.4295
0,0,-0.480476,-6,-0.480476,-0.960953,-1.44143,-6,-0,-1.92191,-0.480476,-0.960953,-2.40238,-2.88286,-1.44143,-6,-0,-1.92191,-3.36333,-3.84381,-12,-0,-4.32429,-4.80476,-1.44143,-6,-0,-1.92191,-5.28524,-5.76572,-6.24619,-7.68762,-8.1681,-9.60953,-10.09,-6.72667,-7.20714,-8.64857,-9.12905,-10.5705,-11.051,0.519524,1.51952,2.51952,3.51952,4.51952
0,0,-0.538559,-10,-0.538559,-1.07712,-1.61568,-10,-0,-2.15423,-0.538559,-1.07712,-2.69279,-3.23135,-1.61568,-10,-0,-2.15423,-3.76991,-4.30847,-20,-0,-4.84703,-5.38559,-1.61568,-10,-0,-2.15423,-5.92414,-6.4627,-7.00126,-8.61694,-9.1555,-10.7712,-11.3097,-7.53982,-8.07838,-9.69405,-10.2326,-11.8483,-12.3868,0.461441,1.46144,2.46144,3.46144,4.46144
0,0,0.780161,26,0.780161,1.56032,2.34048,26,0,3.12064,0.780161,1.56032,3.9008,4.68096,2.34048,26,0,3.12064,5.46112,6.24128,52,0,7.02145,7.80161,2.34048,26,0,3.12064,8.58177,9.36193,10.1421,12.4826,13.2627,15.6032,16.3834,10.9222,11.7024,14.0429,14.8231,17.1635,17.9437,1.78016,2.78016,3.78016,4.78016,5.78016
0,0,-0.683635,12,-0.683635,-1.36727,-2.0509,12,-0,-2.73454,-0.683635,-1.36727,-3.41817,-4.10181,-2.0509,12,-0,-2.73454,-4.78544,-5.46908,24,-0,-6.15271,-6.83635,-2.0509,12,-0,-2.73454,-7.51998,-8.20362,-8.88725,-10.9382,-11.6218,-13.6727,-14.3563,-9.57089,-10.2545,-12.3054,-12.9891,-15.04,-15.7236,0.316365,1.31637,2.31637,3.31637,4.31637
0,0,-0.397003,22,-0.397003,-0.794006,-1.19101,22,-0,-1.58801,-0.397003,-0.794006,-1.98502,-2.38202,-1.19101,22,-0,-1.58801,-2.77902,-3.17603,44,-0,-3.57303,-3.97003,-1.19101,22,-0,-1.58801,-4.36704,-4.76404,-5.16104,-6.35205,-6.74906,-7.94006,-8.33707,-5.55805,-5.95505,-7.14606,-7.54306,-8.73407,-9.13107,0.602997,1.603,2.603,3.603,4.603
0,0,0.881205,22,0.881205,1.76241,2.64361,22,0,3.52482,0.881205,1.76241,4.40602,5.28723,2.64361,22,0,3.52482,6.16843,7.04964,44,0,7.93084,8.81205,2.64361,22,0,3.52482,9.69325,10.5745,11.4557,14.0993,14.9805,17.6241,18.5053,12.3369,13.2181,15.8617,16.7429,19.3865,20.2677,1.8812,2.8812,3.8812,4.8812,5.8812
0,0,-0.0594062,-1,-0.0594062,-0.118812,-0.178219,-1,-0,-0.237625,-0.0594062,-0.118812,-0.297031,-0.356437,-0.178219,-1,-0,-0.237625,-0.415843,-0.475249,-2,-0,-0.534656,-0.594062,-0.178219,-1,-0,-0.237625,-0.653468,-0.712874,-0.77228,-0.950499,-1.0099,-1.18812,-1.24753,-0.831686,-0.891093,-1.06931,-1.12872,-1.30694,-1.36634,0.940594,1.94059,2.94059,3.94059,4.94059
0,0,-0.721485,-1,-0.721485,-1.44297,-2.16446,-1,-0,-2.88594,-0.721485,-1.44297,-3.60743,-4.32891,-2.16446,-1,-0,-2.88594,-5.0504,-5.77188,-2,-0,-6.49337,-7.21485,-2.16446,-1,-0,-2.88594,-7.93634,-8.65783,-9.37931,-11.5438,-12.2653,-14.4297,-15.1512,-10.1008,-10.8223,-12.9867,-13.7082,-15.8727,-16.5942,0.278515,1.27851,2.27851,3.27851,4.27851
0,0,-0.245655,12,-0.245655,-0.491309,-0.736964,12,-0,-0.982618,-0.245655,-0.491309,-1.22827,-1.47393,-0.736964,12,-0,-0.982618,-1.71958,-1.96524,24,-0,-2.21089,-2.45655,-0.736964,12,-0,-0.982618,-2.7022,-2.94786,-3.19351,-3.93047,-4.17613,-4.91309,-5.15875,-3.43916,-3.68482,-4.42178,-4.66744,-5.4044,-5.65006,0.754345,1.75435,2.75435,3.75435,4.75435
0,0,0.87706,8,0.87706,1.75412,2.63118,8,0,3.50824,0.87706,1.75412,4.3853,5.26236,2.63118,8,0,3.50824,6.13942,7.01648,16,0,7.89354,8.7706,2.63118,8,0,3.50824,9.64766,10.5247,11.4018,14.033,14.91,17.5412,18.4183,12.2788,13.1559,15.7871,16.6641,19.2953,20.1724,1.87706,2.87706,3.87706,4.87706,5.87706
0,0,-0.539317,9,-0.539317,-1.07863,-1.61795,9,-0,-2.15727,-0.539317,-1.07863,-2.69659,-3.2359,-1.61795,9,-0,-2.15727,-3.77522,-4.31454,18,-0,-4.85385,-5.39317,-1.61795,9,-0,-2.15727,-5.93249,-6.47181,-7.01112,-8.62907,-9.16839,-10.7863,-11.3257,-7.55044,-8.08976,-9.70771,-10.247,-11.865,-12.4043,0.460683,1.46068,2.46068,3.46068,4.46068
0,0,1.93054,7,1.93054,3.86108,5.79162,7,0,7.72216,1.93054,3.86108,9.6527,11.5832,5.79162,7,0,7.72216,13.5138,15.4443,14,0,17.3749,19.3054,5.79162,7,0,7.72216,21.2359,23.1665,25.097,30.8886,32.8192,38.6108,40.5413,27.0276,28.9581,34.7497,36.6802,42.4719,44.4024,2.93054,3.93054,4.93054,5.93054,6.93054
0,0,-2.01311,11,-2.01311,-4.02621,-6.03932,11,-0,-8.05243,-2.01311,-4.02621,-10.0655,-12.0786,-6.03932,11,-0,-8.05243,-14.0918,-16.1049,22,-0,-18.118,-20.1311,-6.03932,11,-0,-8.05243,-22.1442,-24.1573,-26.1704,-32.2097,-34.2228,-40.2621,-42.2753,-28.1835,-30.1966,-36.2359,-38.249,-44.2884,-46.3015,-1.01311,-0.0131073,0.986893,1.98689,2.98689
0,0,-0.733357,12,-0.733357,-1.46671,-2.20007,12,-0,-2.93343,-0.733357,-1.46671,-3.66678,-4.40014,-2.20007,12,-0,-2.93343,-5.1335,-5.86685,24,-0,-6.60021,-7.33357,-2.20007,12,-0,-2.93343,-8.06692,-8.80028,-9.53364,-11.7337,-12.4671,-14.6671,-15.4005,-10.267,-11.0004,-13.2004,-13.9338,-16.1338,-16.8672,0.266643,1.26664,2.26664,3.26664,4.26664
0,0,-0.505277,16,-0.505277,-1.01055,-1.51583,16,-0,-2.02111,-0.505277,-1.01055,-2.52639,-3.03166,-1.51583,16,-0,-2.02111,-3.53694,-4.04222,32,-0,-4.54749,-5.05277,-1.51583,16,-0,-2.02111,-5.55805,-6.06333,-6.5686,-8.08444,-8.58971,-10.1055,-10.6108,-7.07388,-7.57916,-9.09499,-9.60027,-11.1161,-11.6214,0.494723,1.49472,2.49472,3.49472,4.49472
0,0,-1.1338,4,-1.1338,-2.26761,-3.40141,4,-0,-4.53522,-1.1338,-2.26761,-5.66902,-6.80283,-3.40141,4,-0,-4.53522,-7.93663,-9.07044,8,-0,-10.2042,-11.338,-3.40141,4,-0,-4.53522,-12.4719,-13.6057,-14.7395,-18.1409,-19.2747,-22.6761,-23.8099,-15.8733,-17.0071,-20.4085,-21.5423,-24.9437,-26.0775,-0.133805,0.866195,1.8662,2.8662,3.8662
0,0,0.682943,24,0.682943,1.36589,2.04883,24,0,2.73177,0.682943,1.36589,3.41471,4.09766,2.04883,24,0,2.73177,4.7806,5.46354,48,0,6.14649,6.82943,2.04883,24,0,2.73177,7.51237,8.19532,8.87826,10.9271,11.61,13.6589,14.3418,9.5612,10.2441,12.293,12.9759,15.0247,15.7077,1.68294,2.68294,3.68294,4.68294,5.68294
0,0,1.01644,5,1.01644,2.03288,3.04932,5,0,4.06577,1.01644,2.03288,5.08221,6.09865,3.04932,5,0,4.06577,7.11509,8.13153,10,0,9.14797,10.1644,3.04932,5,0,4.06577,11.1809,12.1973,13.2137,16.2631,17.2795,20.3288,21.3453,14.2302,15.2466,18.2959,19.3124,22.3617,23.3782,2.01644,3.01644,4.01644,5.01644,6.01644
0,0,0.813132,16,0.813132,1.62626,2.4394,16,0,3.25253,0.813132,1.62626,4.06566,4.87879,2.4394,16,0,3.25253,5.69193,6.50506,32,0,7.31819,8.13132,2.4394,16,0,3.25253,8.94446,9.75759,10.5707,13.0101,13.8233,16.2626,17.0758,11.3839,12.197,14.6364,15.4495,17.8889,18.702,1.81313,2.81313,3.81313,4.81313,5.81313
0,0,1.02371,11,1.02371,2.04742,3.07114,11,0,4.09485,1.02371,2.04742,5.11856,6.14227,3.07114,11,0,4.09485,7.16598,8.1897,22,0,9.21341,10.2371,3.07114,11,0,4.09485,11.2608,12.2845,13.3083,16.3794,17.4031,20.4742,21.498,14.332,15.3557,18.4268,19.4505,22.5217,23.5454,2.02371,3.02371,4.02371,5.02371,6.02371
0,0,-1.3621,14,-1.3621,-2.72421,-4.08631,14,-0,-5.44842,-1.3621,-2.72421,-6.81052,-8.17263,-4.08631,14,-0,-5.44842,-9.53473,-10.8968,28,-0,-12.2589,-13.621,-4.08631,14,-0,-5.44842,-14.9832,-16.3453,-17.7074,-21.7937,-23.1558,-27.2421,-28.6042,-19.0695,-20.4316,-24.5179,-25.88,-29.9663,-31.3284,-0.362105,0.637895,1.6379,2.6379,3.6379
0,0,-1.00703,22,-1.00703,-2.01405,-3.02108,22,-0,-4.0281,-1.00703,-2.01405,-5.03513,-6.04215,-3.02108,22,-0,-4.0281,-7.04918,-8.0562,44,-0,-9.06323,-10.0703,-3.02108,22,-0,-4.0281,-11.0773,-12.0843,-13.0913,-16.1124,-17.1194,-20.1405,-21.1475,-14.0984,-15.1054,-18.1265,-19.1335,-22.1546,-23.1616,-0.00702553,0.992974,1.99297,2.99297,3.99297
0,0,0.528036,0,0.528036,1.05607,1.58411,0,0,2.11214,0.528036,1.05607,2.64018,3.16821,1.58411,0,0,2.11214,3.69625,4.22429,0,0,4.75232,5.28036,1.58411,0,0,2.11214,5.80839,6.33643,6.86446,8.44857,8.97661,10.5607,11.0887,7.3925,7.92053,9.50464,10.0327,11.6168,12.1448,1.52804,2.52804,3.52804,4.52804,5.52804
0,0,0.079661,4,0.079661,0.159322,0.238983,4,0,0.318644,0.079661,0.159322,0.398305,0.477966,0.238983,4,0,0.318644,0.557627,0.637288,8,0,0.716949,0.79661,0.238983,4,0,0.318644,0.876272,0.955933,1.03559,1.27458,1.35424,1.59322,1.67288,1.11525,1.19492,1.4339,1.51356,1.75254,1.8322,1.07966,2.07966,3.07966,4.07966,5.07966
0,0,0.440195,23,0.440195,0.880391,1.32059,23,0,1.76078,0.440195,0.880391,2.20098,2.64117,1.32059,23,0,1.76078,3.08137,3.52156,46,0,3.96176,4.40195,1.32059,23,0,1.76078,4.84215,5.28234,5.72254,7.04313,7.48332,8.80391,9.2441,6.16274,6.60293,7.92352,8.36371,9.6843,10.1245,1.4402,2.4402,3.4402,4.4402,5.4402
0,0,-0.842294,20,-0.842294,-1.68459,-2.52688,20,-0,-3.36917,-0.842294,-1.68459,-4.21147,-5.05376,-2.52688,20,-0,-3.36917,-5.89606,-6.73835,40,-0,-7.58064,-8.42294,-2.52688,20,-0,-3.36917,-9.26523,-10.1075,-10.9498,-13.4767,-14.319,-16.8459,-17.6882,-11.7921,-12.6344,-15.1613,-16.0036,-18.5305,-19.3728,0.157706,1.15771,2.15771,3.15771,4.15771
