# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = one_row_model
# start_datetime = 2023-11-18 18:04:01 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3938723752 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_edge_data/../../data/one_row/one_row_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,z.1.1,z.2.1,z.3.1,z.4.1,z.1.2,z.2.2,z.3.2,z.4.2,z.1.3,z.2.3,z.3.3,z.4.3
-8.43475,0.766737,0.939242,2,7,0,8.47217,0.0762596,1,2,3,4,1,2,3,4,1,2,3,4
-7.03299,0.98208,0.939242,2,7,0,8.22095,0.351221,1,2,3,4,1,2,3,4,1,2,3,4
-7.27145,0.937782,0.939242,1,1,0,7.30408,0.389711,1,2,3,4,1,2,3,4,1,2,3,4
-7.27145,0.590111,0.939242,1,1,0,8.59797,0.389711,1,2,3,4,1,2,3,4,1,2,3,4
-7.83115,0.951411,0.939242,2,3,0,7.88619,0.455609,1,2,3,4,1,2,3,4,1,2,3,4
-7.00424,1,0.939242,2,7,0,7.66041,0.168348,1,2,3,4,1,2,3,4,1,2,3,4
-6.91625,0.940662,0.939242,2,7,0,7.5437,0.326709,1,2,3,4,1,2,3,4,1,2,3,4
-7.09809,0.953725,0.939242,1,1,0,7.11144,0.362857,1,2,3,4,1,2,3,4,1,2,3,4
-7.09175,1,0.939242,2,7,0,7.09466,0.156985,1,2,3,4,1,2,3,4,1,2,3,4
-7.23451,0.979069,0.939242,1,1,0,7.25715,0.141966,1,2,3,4,1,2,3,4,1,2,3,4
-6.74869,0.989681,0.939242,1,3,0,7.35862,0.245461,1,2,3,4,1,2,3,4,1,2,3,4
-7.07539,0.924096,0.939242,1,3,0,7.21795,0.158955,1,2,3,4,1,2,3,4,1,2,3,4
-7.5041,0.861542,0.939242,1,3,0,8.66892,0.419887,1,2,3,4,1,2,3,4,1,2,3,4
-7.48352,1,0.939242,2,7,0,7.49183,0.121907,1,2,3,4,1,2,3,4,1,2,3,4
-6.954,0.912714,0.939242,1,3,0,8.49794,0.335308,1,2,3,4,1,2,3,4,1,2,3,4
-7.16472,0.841315,0.939242,1,3,0,8.04464,0.148874,1,2,3,4,1,2,3,4,1,2,3,4
-7.49159,0.95588,0.939242,1,1,0,7.49657,0.121347,1,2,3,4,1,2,3,4,1,2,3,4
-6.77188,0.984945,0.939242,1,3,0,7.59037,0.223379,1,2,3,4,1,2,3,4,1,2,3,4
-7.31335,0.898258,0.939242,1,3,0,7.4674,0.134943,1,2,3,4,1,2,3,4,1,2,3,4
-7.05423,1,0.939242,1,1,0,7.27873,0.1616,1,2,3,4,1,2,3,4,1,2,3,4
-7.35472,0.985491,0.939242,2,3,0,7.35618,0.131533,1,2,3,4,1,2,3,4,1,2,3,4
-7.1222,1,0.939242,1,1,0,7.33304,0.153474,1,2,3,4,1,2,3,4,1,2,3,4
-7.1222,0.710229,0.939242,1,3,0,10.4979,0.153474,1,2,3,4,1,2,3,4,1,2,3,4
-7.03017,1,0.939242,1,1,0,7.13306,0.164753,1,2,3,4,1,2,3,4,1,2,3,4
-6.88387,1,0.939242,1,1,0,7.00644,0.188904,1,2,3,4,1,2,3,4,1,2,3,4
-7.72331,0.945788,0.939242,2,3,0,7.73118,0.444491,1,2,3,4,1,2,3,4,1,2,3,4
-7.72331,0.410307,0.939242,1,1,0,9.95302,0.444491,1,2,3,4,1,2,3,4,1,2,3,4
-6.88332,0.898561,0.939242,1,3,0,8.4262,0.189019,1,2,3,4,1,2,3,4,1,2,3,4
-6.78242,0.93917,0.939242,2,3,0,7.429,0.218209,1,2,3,4,1,2,3,4,1,2,3,4
-6.75901,0.993904,0.939242,2,7,0,6.8286,0.268832,1,2,3,4,1,2,3,4,1,2,3,4
-7.02156,0.904213,0.939242,2,3,0,7.37112,0.165923,1,2,3,4,1,2,3,4,1,2,3,4
-6.96816,1,0.939242,1,1,0,7.03798,0.173745,1,2,3,4,1,2,3,4,1,2,3,4
-6.94723,0.930313,0.939242,2,7,0,7.53496,0.333824,1,2,3,4,1,2,3,4,1,2,3,4
-7.3735,0.770498,0.939242,1,3,0,8.49607,0.130041,1,2,3,4,1,2,3,4,1,2,3,4
-7.33835,1,0.939242,1,1,0,7.45195,0.132862,1,2,3,4,1,2,3,4,1,2,3,4
-6.74809,0.984885,0.939242,1,3,0,7.5209,0.248544,1,2,3,4,1,2,3,4,1,2,3,4
-6.94596,0.955802,0.939242,1,3,0,7.00885,0.333542,1,2,3,4,1,2,3,4,1,2,3,4
-6.83919,1,0.939242,1,1,0,6.92477,0.305726,1,2,3,4,1,2,3,4,1,2,3,4
-6.75945,1,0.939242,2,3,0,6.82201,0.231425,1,2,3,4,1,2,3,4,1,2,3,4
-7.12607,0.961088,0.939242,2,3,0,7.15636,0.367549,1,2,3,4,1,2,3,4,1,2,3,4
-7.03191,0.848049,0.939242,1,3,0,8.04297,0.16452,1,2,3,4,1,2,3,4,1,2,3,4
-7.10262,0.996339,0.939242,2,3,0,7.13295,0.155709,1,2,3,4,1,2,3,4,1,2,3,4
-7.16149,0.991211,0.939242,1,1,0,7.20502,0.149212,1,2,3,4,1,2,3,4,1,2,3,4
-6.77996,0.991501,0.939242,1,3,0,7.16049,0.21933,1,2,3,4,1,2,3,4,1,2,3,4
-6.7577,0.967213,0.939242,2,3,0,7.03421,0.232885,1,2,3,4,1,2,3,4,1,2,3,4
-6.99898,0.940472,0.939242,1,3,0,7.13986,0.344655,1,2,3,4,1,2,3,4,1,2,3,4
-7.05746,0.8797,0.939242,1,3,0,7.88724,0.161189,1,2,3,4,1,2,3,4,1,2,3,4
-7.12077,0.990299,0.939242,1,1,0,7.15663,0.153634,1,2,3,4,1,2,3,4,1,2,3,4
-7.25016,0.993761,0.939242,2,3,0,7.27897,0.140511,1,2,3,4,1,2,3,4,1,2,3,4
-7.34295,0.987381,0.939242,1,1,0,7.397,0.132486,1,2,3,4,1,2,3,4,1,2,3,4
-7.45933,0.985017,0.939242,1,1,0,7.51834,0.123613,1,2,3,4,1,2,3,4,1,2,3,4
-7.65058,0.977187,0.939242,1,1,0,7.70327,0.111179,1,2,3,4,1,2,3,4,1,2,3,4
-7.381,1,0.939242,1,1,0,7.64589,0.129454,1,2,3,4,1,2,3,4,1,2,3,4
-7.74409,0.956574,0.939242,1,1,0,7.75869,0.105852,1,2,3,4,1,2,3,4,1,2,3,4
-7.25835,1,0.939242,1,1,0,7.68192,0.139763,1,2,3,4,1,2,3,4,1,2,3,4
-7.06611,1,0.939242,2,3,0,7.24155,0.160102,1,2,3,4,1,2,3,4,1,2,3,4
-6.76318,1,0.939242,2,3,0,7.00235,0.272174,1,2,3,4,1,2,3,4,1,2,3,4
-7.45874,0.797244,0.939242,1,3,0,8.05992,0.123655,1,2,3,4,1,2,3,4,1,2,3,4
-6.87096,0.997187,0.939242,2,3,0,7.50261,0.19168,1,2,3,4,1,2,3,4,1,2,3,4
-9.21818,0.620564,0.939242,1,3,0,10.3993,0.0548275,1,2,3,4,1,2,3,4,1,2,3,4
-6.74819,0.994922,0.939242,2,7,0,8.77881,0.247721,1,2,3,4,1,2,3,4,1,2,3,4
-9.11468,0.716967,0.939242,2,7,0,9.11546,0.0571775,1,2,3,4,1,2,3,4,1,2,3,4
-8.36839,1,0.939242,1,1,0,9.0731,0.0785475,1,2,3,4,1,2,3,4,1,2,3,4
-6.97401,0.956743,0.939242,1,3,0,8.47055,0.172835,1,2,3,4,1,2,3,4,1,2,3,4
-6.91394,1,0.939242,1,1,0,6.97932,0.182985,1,2,3,4,1,2,3,4,1,2,3,4
-7.2949,0.891187,0.939242,1,3,0,7.98426,0.393003,1,2,3,4,1,2,3,4,1,2,3,4
-6.83629,0.931518,0.939242,1,3,0,7.73901,0.200085,1,2,3,4,1,2,3,4,1,2,3,4
-6.91368,0.957104,0.939242,1,3,0,7.216,0.326091,1,2,3,4,1,2,3,4,1,2,3,4
-6.74968,0.998528,0.939242,1,3,0,6.90927,0.257247,1,2,3,4,1,2,3,4,1,2,3,4
-6.85095,0.984202,0.939242,2,3,0,6.88227,0.30935,1,2,3,4,1,2,3,4,1,2,3,4
-6.91385,0.984345,0.939242,1,1,0,6.92656,0.326132,1,2,3,4,1,2,3,4,1,2,3,4
-7.12634,0.946061,0.939242,1,1,0,7.1367,0.367593,1,2,3,4,1,2,3,4,1,2,3,4
-7.60711,0.875597,0.939242,1,1,0,7.63758,0.431821,1,2,3,4,1,2,3,4,1,2,3,4
-7.37638,1,0.939242,1,1,0,7.66408,0.403965,1,2,3,4,1,2,3,4,1,2,3,4
-7.37638,0.837911,0.939242,1,1,0,7.89525,0.403965,1,2,3,4,1,2,3,4,1,2,3,4
-6.76732,1,0.939242,1,3,0,7.29425,0.275079,1,2,3,4,1,2,3,4,1,2,3,4
-7.03229,0.912154,0.939242,1,3,0,7.30369,0.164469,1,2,3,4,1,2,3,4,1,2,3,4
-6.76913,0.9946,0.939242,1,3,0,7.02681,0.22492,1,2,3,4,1,2,3,4,1,2,3,4
-7.31674,0.877808,0.939242,1,3,0,7.61054,0.396011,1,2,3,4,1,2,3,4,1,2,3,4
-7.31674,0.906095,0.939242,1,1,0,7.6577,0.396011,1,2,3,4,1,2,3,4,1,2,3,4
-6.77957,0.965679,0.939242,2,3,0,7.55923,0.28224,1,2,3,4,1,2,3,4,1,2,3,4
-6.93258,0.979665,0.939242,2,7,0,6.93472,0.179627,1,2,3,4,1,2,3,4,1,2,3,4
-7.23988,0.923752,0.939242,2,3,0,7.94411,0.385168,1,2,3,4,1,2,3,4,1,2,3,4
-6.87848,1,0.939242,1,1,0,7.14624,0.317155,1,2,3,4,1,2,3,4,1,2,3,4
-6.74892,1,0.939242,2,3,0,6.86491,0.244716,1,2,3,4,1,2,3,4,1,2,3,4
-6.81334,0.986111,0.939242,1,3,0,6.83117,0.206733,1,2,3,4,1,2,3,4,1,2,3,4
-6.80729,0.976698,0.939242,2,7,0,6.98263,0.294588,1,2,3,4,1,2,3,4,1,2,3,4
-6.82726,0.348265,0.939242,3,7,0,12.5313,0.202569,1,2,3,4,1,2,3,4,1,2,3,4
-6.86669,0.992761,0.939242,1,1,0,6.87309,0.192635,1,2,3,4,1,2,3,4,1,2,3,4
-6.7482,0.996351,0.939242,1,3,0,6.89896,0.252333,1,2,3,4,1,2,3,4,1,2,3,4
-6.9296,0.960565,0.939242,1,3,0,6.97738,0.329843,1,2,3,4,1,2,3,4,1,2,3,4
-6.8127,1,0.939242,1,1,0,6.90191,0.296645,1,2,3,4,1,2,3,4,1,2,3,4
-6.77701,0.984903,0.939242,1,3,0,6.91808,0.220735,1,2,3,4,1,2,3,4,1,2,3,4
-6.75008,0.823174,0.939242,2,3,0,8.3901,0.258084,1,2,3,4,1,2,3,4,1,2,3,4
-6.74818,0.995865,0.939242,2,3,0,6.77896,0.247785,1,2,3,4,1,2,3,4,1,2,3,4
-6.89543,0.9653,0.939242,1,3,0,6.95525,0.186544,1,2,3,4,1,2,3,4,1,2,3,4
-6.81841,0.973574,0.939242,1,3,0,7.15002,0.298731,1,2,3,4,1,2,3,4,1,2,3,4
-6.82891,0.965112,0.939242,1,3,0,7.0451,0.202105,1,2,3,4,1,2,3,4,1,2,3,4
-7.27171,0.945224,0.939242,2,3,0,7.38932,0.13856,1,2,3,4,1,2,3,4,1,2,3,4
-6.84719,0.996047,0.939242,2,3,0,7.32835,0.197266,1,2,3,4,1,2,3,4,1,2,3,4
-6.84775,0.999898,0.939242,1,1,0,6.86692,0.197127,1,2,3,4,1,2,3,4,1,2,3,4
-6.83528,0.966088,0.939242,2,7,0,7.09953,0.304469,1,2,3,4,1,2,3,4,1,2,3,4
-6.89196,0.986005,0.939242,1,1,0,6.90207,0.320696,1,2,3,4,1,2,3,4,1,2,3,4
-7.40046,0.921621,0.939242,2,7,0,7.42921,0.127955,1,2,3,4,1,2,3,4,1,2,3,4
-7.88012,0.94429,0.939242,1,1,0,7.88465,0.0988051,1,2,3,4,1,2,3,4,1,2,3,4
-8.18025,0.971105,0.939242,1,1,0,8.24454,0.0855742,1,2,3,4,1,2,3,4,1,2,3,4
-7.04244,0.96233,0.939242,1,3,0,8.17397,0.163125,1,2,3,4,1,2,3,4,1,2,3,4
-6.92477,0.928874,0.939242,2,7,0,7.63064,0.32872,1,2,3,4,1,2,3,4,1,2,3,4
-11.9319,0.399958,0.939242,3,7,0,11.9352,0.0199007,1,2,3,4,1,2,3,4,1,2,3,4
-11.4948,1,0.939242,1,1,0,12.1022,0.023261,1,2,3,4,1,2,3,4,1,2,3,4
-12.2361,0.982573,0.939242,1,1,0,12.3298,0.0178707,1,2,3,4,1,2,3,4,1,2,3,4
-10.8413,1,0.939242,1,1,0,12.1975,0.0294812,1,2,3,4,1,2,3,4,1,2,3,4
-11.4576,0.993837,0.939242,2,3,0,11.5705,0.0235734,1,2,3,4,1,2,3,4,1,2,3,4
-11.1364,1,0.939242,1,1,0,11.6618,0.0264726,1,2,3,4,1,2,3,4,1,2,3,4
-7.94938,1,0.939242,2,3,0,11.0326,0.0954935,1,2,3,4,1,2,3,4,1,2,3,4
-7.53945,1,0.939242,1,1,0,7.92202,0.11812,1,2,3,4,1,2,3,4,1,2,3,4
-6.8252,0.981345,0.939242,1,3,0,7.55742,0.203159,1,2,3,4,1,2,3,4,1,2,3,4
-6.8252,0.940561,0.939242,1,3,0,7.2193,0.203159,1,2,3,4,1,2,3,4,1,2,3,4
-6.82382,0.999901,0.939242,2,7,0,6.82605,0.300635,1,2,3,4,1,2,3,4,1,2,3,4
-7.54506,0.733367,0.939242,1,3,0,8.50853,0.117752,1,2,3,4,1,2,3,4,1,2,3,4
-6.75585,0.986921,0.939242,1,3,0,7.7284,0.234579,1,2,3,4,1,2,3,4,1,2,3,4
-6.75585,0.653621,0.939242,1,3,0,8.9646,0.234579,1,2,3,4,1,2,3,4,1,2,3,4
-6.81825,0.943045,0.939242,2,3,0,7.15904,0.205214,1,2,3,4,1,2,3,4,1,2,3,4
-6.75046,0.995859,0.939242,1,3,0,6.85288,0.258789,1,2,3,4,1,2,3,4,1,2,3,4
-6.75187,0.998552,0.939242,2,7,0,6.76014,0.239138,1,2,3,4,1,2,3,4,1,2,3,4
-6.75206,0.999435,0.939242,2,3,0,6.75818,0.238886,1,2,3,4,1,2,3,4,1,2,3,4
-7.02223,0.942396,0.939242,1,3,0,7.11069,0.165832,1,2,3,4,1,2,3,4,1,2,3,4
-6.85652,0.959398,0.939242,1,3,0,7.45226,0.311003,1,2,3,4,1,2,3,4,1,2,3,4
-7.03131,0.985491,0.939242,2,3,0,7.03503,0.350906,1,2,3,4,1,2,3,4,1,2,3,4
-6.92688,1,0.939242,1,1,0,7.02858,0.329213,1,2,3,4,1,2,3,4,1,2,3,4
-6.78209,1,0.939242,2,7,0,6.89564,0.218354,1,2,3,4,1,2,3,4,1,2,3,4
-6.79031,0.998383,0.939242,1,1,0,6.79512,0.214873,1,2,3,4,1,2,3,4,1,2,3,4
-6.93571,0.95222,0.939242,1,3,0,7.14775,0.33124,1,2,3,4,1,2,3,4,1,2,3,4
-6.82756,1,0.939242,1,1,0,6.91234,0.301914,1,2,3,4,1,2,3,4,1,2,3,4
-7.46324,0.905569,0.939242,2,7,0,7.47204,0.123334,1,2,3,4,1,2,3,4,1,2,3,4
-6.88833,0.994181,0.939242,2,7,0,7.36317,0.319758,1,2,3,4,1,2,3,4,1,2,3,4
-7.57223,0.697973,0.939242,1,3,0,8.77774,0.115997,1,2,3,4,1,2,3,4,1,2,3,4
-6.74901,1,0.939242,2,3,0,7.41794,0.255574,1,2,3,4,1,2,3,4,1,2,3,4
-6.86953,0.974473,0.939242,1,3,0,6.8952,0.31471,1,2,3,4,1,2,3,4,1,2,3,4
-7.63786,0.882826,0.939242,2,7,0,7.65942,0.111938,1,2,3,4,1,2,3,4,1,2,3,4
-6.75018,0.972369,0.939242,2,3,0,8.09971,0.25827,1,2,3,4,1,2,3,4,1,2,3,4
-6.85158,0.971267,0.939242,1,3,0,6.92034,0.196183,1,2,3,4,1,2,3,4,1,2,3,4
-8.08402,0.906292,0.939242,2,3,0,8.14973,0.479708,1,2,3,4,1,2,3,4,1,2,3,4
-6.91247,1,0.939242,2,3,0,7.86294,0.183259,1,2,3,4,1,2,3,4,1,2,3,4
-6.81233,0.974384,0.939242,1,3,0,7.16567,0.296507,1,2,3,4,1,2,3,4,1,2,3,4
-7.28138,0.817896,0.939242,1,3,0,7.93379,0.137702,1,2,3,4,1,2,3,4,1,2,3,4
-7.67759,0.950427,0.939242,1,1,0,7.68309,0.109596,1,2,3,4,1,2,3,4,1,2,3,4
-7.44506,0.980408,0.939242,2,3,0,8.1772,0.12464,1,2,3,4,1,2,3,4,1,2,3,4
-6.82587,0.983928,0.939242,1,3,0,7.44257,0.202967,1,2,3,4,1,2,3,4,1,2,3,4
-6.75645,0.998947,0.939242,2,3,0,6.83592,0.234009,1,2,3,4,1,2,3,4,1,2,3,4
-6.76738,0.997751,0.939242,1,1,0,6.76752,0.225956,1,2,3,4,1,2,3,4,1,2,3,4
-6.74948,0.999781,0.939242,1,3,0,6.76575,0.243295,1,2,3,4,1,2,3,4,1,2,3,4
-9.49347,0.680939,0.939242,2,7,0,9.49725,0.0491258,1,2,3,4,1,2,3,4,1,2,3,4
-6.78207,1,0.939242,2,3,0,9.05493,0.218362,1,2,3,4,1,2,3,4,1,2,3,4
-6.76793,0.997438,0.939242,2,3,0,6.81166,0.225628,1,2,3,4,1,2,3,4,1,2,3,4
-6.75916,0.994754,0.939242,2,7,0,6.80552,0.268958,1,2,3,4,1,2,3,4,1,2,3,4
-7.04838,0.946589,0.939242,2,3,0,7.19095,0.354073,1,2,3,4,1,2,3,4,1,2,3,4
-6.93235,1,0.939242,1,1,0,7.04226,0.330475,1,2,3,4,1,2,3,4,1,2,3,4
-7.22028,0.926901,0.939242,1,1,0,7.22868,0.382279,1,2,3,4,1,2,3,4,1,2,3,4
-7.02088,1,0.939242,1,1,0,7.20114,0.348926,1,2,3,4,1,2,3,4,1,2,3,4
-7.05985,0.98974,0.939242,1,1,0,7.11937,0.356157,1,2,3,4,1,2,3,4,1,2,3,4
-7.95616,0.78078,0.939242,1,1,0,7.95843,0.467837,1,2,3,4,1,2,3,4,1,2,3,4
-6.75671,1,0.939242,2,3,0,7.95893,0.233767,1,2,3,4,1,2,3,4,1,2,3,4
-6.86504,0.980406,0.939242,1,3,0,6.88105,0.19301,1,2,3,4,1,2,3,4,1,2,3,4
-7.13405,0.91482,0.939242,1,3,0,7.62792,0.368857,1,2,3,4,1,2,3,4,1,2,3,4
-7.69109,0.856923,0.939242,1,1,0,7.71747,0.441055,1,2,3,4,1,2,3,4,1,2,3,4
-7.69109,0.787301,0.939242,1,1,0,8.40949,0.441055,1,2,3,4,1,2,3,4,1,2,3,4
-7.20635,1,0.939242,1,1,0,7.60306,0.380193,1,2,3,4,1,2,3,4,1,2,3,4
-6.88872,1,0.939242,1,1,0,7.12536,0.319858,1,2,3,4,1,2,3,4,1,2,3,4
-7.2727,0.792971,0.939242,1,3,0,8.13208,0.138471,1,2,3,4,1,2,3,4,1,2,3,4
-7.27183,1,0.939242,2,3,0,7.35867,0.138549,1,2,3,4,1,2,3,4,1,2,3,4
-7.77759,0.979161,0.939242,2,3,0,7.7778,0.104045,1,2,3,4,1,2,3,4,1,2,3,4
-7.74327,0.994744,0.939242,2,7,0,7.8143,0.446592,1,2,3,4,1,2,3,4,1,2,3,4
-6.79882,1,0.939242,2,3,0,7.61622,0.211635,1,2,3,4,1,2,3,4,1,2,3,4
-6.80285,0.986221,0.939242,1,3,0,6.94726,0.292829,1,2,3,4,1,2,3,4,1,2,3,4
-6.78011,0.991715,0.939242,2,3,0,6.87609,0.282522,1,2,3,4,1,2,3,4,1,2,3,4
-7.77107,0.795463,0.939242,2,3,0,8.39537,0.449485,1,2,3,4,1,2,3,4,1,2,3,4
-8.62683,0.780921,0.939242,1,1,0,8.77257,0.524531,1,2,3,4,1,2,3,4,1,2,3,4
-7.51356,1,0.939242,2,7,0,8.50403,0.119846,1,2,3,4,1,2,3,4,1,2,3,4
-7.12076,1,0.939242,2,3,0,7.45855,0.153635,1,2,3,4,1,2,3,4,1,2,3,4
-6.95154,0.936748,0.939242,1,3,0,7.8281,0.334771,1,2,3,4,1,2,3,4,1,2,3,4
-7.29111,0.770619,0.939242,1,3,0,8.32201,0.13685,1,2,3,4,1,2,3,4,1,2,3,4
-7.16504,0.981959,0.939242,2,3,0,7.65576,0.148841,1,2,3,4,1,2,3,4,1,2,3,4
-6.82443,0.959638,0.939242,1,3,0,7.61672,0.300847,1,2,3,4,1,2,3,4,1,2,3,4
-6.7773,1,0.939242,1,1,0,6.81384,0.281027,1,2,3,4,1,2,3,4,1,2,3,4
-6.97858,0.972174,0.939242,2,7,0,6.97961,0.172135,1,2,3,4,1,2,3,4,1,2,3,4
-6.85252,0.960699,0.939242,1,3,0,7.36748,0.30982,1,2,3,4,1,2,3,4,1,2,3,4
-6.84689,1,0.939242,2,7,0,6.84991,0.197342,1,2,3,4,1,2,3,4,1,2,3,4
-6.75153,0.99833,0.939242,1,3,0,6.84748,0.23963,1,2,3,4,1,2,3,4,1,2,3,4
-6.74951,1,0.939242,1,1,0,6.75113,0.243211,1,2,3,4,1,2,3,4,1,2,3,4
-6.89079,0.966083,0.939242,1,3,0,6.95339,0.320395,1,2,3,4,1,2,3,4,1,2,3,4
-6.92131,0.99228,0.939242,1,1,0,6.94903,0.32791,1,2,3,4,1,2,3,4,1,2,3,4
-6.79956,1,0.939242,2,7,0,6.89865,0.211369,1,2,3,4,1,2,3,4,1,2,3,4
-6.78464,0.995851,0.939242,2,3,0,6.85074,0.217231,1,2,3,4,1,2,3,4,1,2,3,4
-7.91542,0.860273,0.939242,2,3,0,7.96828,0.0970961,1,2,3,4,1,2,3,4,1,2,3,4
-6.75667,0.950432,0.939242,1,3,0,8.55714,0.266671,1,2,3,4,1,2,3,4,1,2,3,4
