# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = one_row_model
# start_datetime = 2023-11-21 14:19:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184457197 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_edge_data/../../data/one_row/one_row_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,z.1.1,z.2.1,z.3.1,z.4.1,z.1.2,z.2.2,z.3.2,z.4.2,z.1.3,z.2.3,z.3.3,z.4.3
-7.0018,0.92921,1.11314,1,3,0,8.36944,0.168698,1,2,3,4,1,2,3,4,1,2,3,4
-7.34104,0.96661,1.11314,2,3,0,7.34776,0.399296,1,2,3,4,1,2,3,4,1,2,3,4
-8.71402,0.57285,1.11314,1,1,0,8.85419,0.531049,1,2,3,4,1,2,3,4,1,2,3,4
-6.85848,1,1.11314,2,3,0,8.00153,0.311573,1,2,3,4,1,2,3,4,1,2,3,4
-6.76383,1,1.11314,2,3,0,6.85711,0.228224,1,2,3,4,1,2,3,4,1,2,3,4
-6.76383,0.768973,1.11314,1,3,0,7.56947,0.228224,1,2,3,4,1,2,3,4,1,2,3,4
-6.82804,0.980809,1.11314,1,3,0,6.86808,0.302078,1,2,3,4,1,2,3,4,1,2,3,4
-6.76237,1,1.11314,1,1,0,6.80659,0.271561,1,2,3,4,1,2,3,4,1,2,3,4
-7.19281,0.831488,1.11314,2,3,0,7.63757,0.146005,1,2,3,4,1,2,3,4,1,2,3,4
-7.55907,0.909723,1.11314,2,3,0,8.25402,0.116841,1,2,3,4,1,2,3,4,1,2,3,4
-7.03287,1,1.11314,2,3,0,7.45255,0.164392,1,2,3,4,1,2,3,4,1,2,3,4
-7.69554,0.946461,1.11314,2,3,0,7.78824,0.441532,1,2,3,4,1,2,3,4,1,2,3,4
-7.69554,0.29137,1.11314,1,3,0,10.4616,0.441532,1,2,3,4,1,2,3,4,1,2,3,4
-7.4495,1,1.11314,1,1,0,7.83802,0.413248,1,2,3,4,1,2,3,4,1,2,3,4
-7.35109,0.742668,1.11314,1,3,0,8.54724,0.131826,1,2,3,4,1,2,3,4,1,2,3,4
-7.6838,0.943153,1.11314,1,1,0,7.74059,0.109237,1,2,3,4,1,2,3,4,1,2,3,4
-7.52773,1,1.11314,2,3,0,7.78099,0.118896,1,2,3,4,1,2,3,4,1,2,3,4
-7.49076,1,1.11314,1,1,0,7.67284,0.121404,1,2,3,4,1,2,3,4,1,2,3,4
-6.80407,1,1.11314,2,3,0,7.32126,0.293321,1,2,3,4,1,2,3,4,1,2,3,4
-6.88441,0.76015,1.11314,2,3,0,7.80354,0.318733,1,2,3,4,1,2,3,4,1,2,3,4
-6.75917,1,1.11314,1,3,0,6.84269,0.268965,1,2,3,4,1,2,3,4,1,2,3,4
-7.33051,0.780996,1.11314,2,3,0,7.9499,0.133507,1,2,3,4,1,2,3,4,1,2,3,4
-7.18714,1,1.11314,2,3,0,7.37087,0.146574,1,2,3,4,1,2,3,4,1,2,3,4
-7.12626,1,1.11314,1,1,0,7.25091,0.15302,1,2,3,4,1,2,3,4,1,2,3,4
-7.06714,1,1.11314,2,3,0,7.17814,0.159974,1,2,3,4,1,2,3,4,1,2,3,4
-7.13545,0.985298,1.11314,1,1,0,7.198,0.152005,1,2,3,4,1,2,3,4,1,2,3,4
-6.9301,1,1.11314,1,1,0,7.10117,0.180062,1,2,3,4,1,2,3,4,1,2,3,4
-6.96492,0.883854,1.11314,2,3,0,8.11071,0.174256,1,2,3,4,1,2,3,4,1,2,3,4
-6.96546,0.944849,1.11314,2,3,0,7.42668,0.337773,1,2,3,4,1,2,3,4,1,2,3,4
-6.78279,1,1.11314,1,1,0,6.90328,0.283887,1,2,3,4,1,2,3,4,1,2,3,4
-7.35879,0.792685,1.11314,2,3,0,7.87577,0.131207,1,2,3,4,1,2,3,4,1,2,3,4
-8.09267,0.930555,1.11314,2,3,0,8.09888,0.48049,1,2,3,4,1,2,3,4,1,2,3,4
-9.84224,0.733261,1.11314,2,3,0,10.2455,0.603585,1,2,3,4,1,2,3,4,1,2,3,4
-9.04821,1,1.11314,1,1,0,10.3686,0.554644,1,2,3,4,1,2,3,4,1,2,3,4
-6.8466,1,1.11314,1,3,0,8.76048,0.197415,1,2,3,4,1,2,3,4,1,2,3,4
-7.67062,0.807388,1.11314,1,3,0,7.93177,0.438842,1,2,3,4,1,2,3,4,1,2,3,4
-7.07358,1,1.11314,1,1,0,7.51134,0.358603,1,2,3,4,1,2,3,4,1,2,3,4
-6.95528,0.935194,1.11314,1,3,0,7.42714,0.175803,1,2,3,4,1,2,3,4,1,2,3,4
-7.06105,0.975865,1.11314,1,1,0,7.0926,0.160736,1,2,3,4,1,2,3,4,1,2,3,4
-6.74914,0.821605,1.11314,2,3,0,8.41547,0.244108,1,2,3,4,1,2,3,4,1,2,3,4
-6.76108,0.986894,1.11314,2,3,0,6.81401,0.270555,1,2,3,4,1,2,3,4,1,2,3,4
-8.15022,0.688522,1.11314,1,3,0,8.17324,0.485629,1,2,3,4,1,2,3,4,1,2,3,4
-6.90162,0.822221,1.11314,2,3,0,9.12193,0.185325,1,2,3,4,1,2,3,4,1,2,3,4
-7.22703,0.927527,1.11314,1,1,0,7.22854,0.142672,1,2,3,4,1,2,3,4,1,2,3,4
-6.78719,0.92298,1.11314,2,3,0,8.0878,0.216148,1,2,3,4,1,2,3,4,1,2,3,4
-6.85563,0.981638,1.11314,1,1,0,6.8581,0.195204,1,2,3,4,1,2,3,4,1,2,3,4
-10.2897,0.432196,1.11314,1,3,0,11.5213,0.0361758,1,2,3,4,1,2,3,4,1,2,3,4
-8.4771,0.86615,1.11314,1,3,0,10.1248,0.0748467,1,2,3,4,1,2,3,4,1,2,3,4
-7.54339,1,1.11314,1,1,0,8.34296,0.117862,1,2,3,4,1,2,3,4,1,2,3,4
-7.55693,0.997694,1.11314,1,1,0,7.72489,0.11698,1,2,3,4,1,2,3,4,1,2,3,4
-7.23908,1,1.11314,1,1,0,7.54122,0.141537,1,2,3,4,1,2,3,4,1,2,3,4
-6.96945,1,1.11314,2,3,0,7.19144,0.173544,1,2,3,4,1,2,3,4,1,2,3,4
-8.13197,0.82859,1.11314,2,3,0,8.60916,0.08752,1,2,3,4,1,2,3,4,1,2,3,4
-8.32395,0.975997,1.11314,1,1,0,8.51917,0.0801326,1,2,3,4,1,2,3,4,1,2,3,4
-7.80944,1,1.11314,1,1,0,8.32938,0.102371,1,2,3,4,1,2,3,4,1,2,3,4
-6.85847,0.90758,1.11314,2,3,0,8.75463,0.311569,1,2,3,4,1,2,3,4,1,2,3,4
-6.85847,0.422172,1.11314,1,3,0,8.80649,0.311569,1,2,3,4,1,2,3,4,1,2,3,4
-6.84117,0.90034,1.11314,2,3,0,7.30084,0.198799,1,2,3,4,1,2,3,4,1,2,3,4
-7.18318,0.917519,1.11314,2,3,0,7.50114,0.146974,1,2,3,4,1,2,3,4,1,2,3,4
-6.8053,1,1.11314,1,3,0,7.09477,0.209365,1,2,3,4,1,2,3,4,1,2,3,4
-7.82009,0.835454,1.11314,2,3,0,8.12362,0.101821,1,2,3,4,1,2,3,4,1,2,3,4
-7.45318,1,1.11314,1,1,0,7.82312,0.124053,1,2,3,4,1,2,3,4,1,2,3,4
-6.80533,0.815576,1.11314,2,3,0,9.28761,0.209353,1,2,3,4,1,2,3,4,1,2,3,4
-6.83499,0.942665,1.11314,2,3,0,7.15709,0.304377,1,2,3,4,1,2,3,4,1,2,3,4
-7.3249,0.835404,1.11314,1,1,0,7.33003,0.397121,1,2,3,4,1,2,3,4,1,2,3,4
-6.82732,0.982412,1.11314,1,3,0,7.40612,0.202552,1,2,3,4,1,2,3,4,1,2,3,4
-6.76676,1,1.11314,1,1,0,6.81055,0.22634,1,2,3,4,1,2,3,4,1,2,3,4
-6.80727,0.986924,1.11314,1,3,0,6.84714,0.294578,1,2,3,4,1,2,3,4,1,2,3,4
-6.88508,0.991077,1.11314,2,3,0,6.89657,0.318907,1,2,3,4,1,2,3,4,1,2,3,4
-7.96117,0.663116,1.11314,1,1,0,7.968,0.468314,1,2,3,4,1,2,3,4,1,2,3,4
-6.96305,1,1.11314,1,1,0,7.59984,0.337258,1,2,3,4,1,2,3,4,1,2,3,4
-7.97448,0.675092,1.11314,1,1,0,8.00049,0.469576,1,2,3,4,1,2,3,4,1,2,3,4
-6.98724,1,1.11314,1,1,0,7.62279,0.342296,1,2,3,4,1,2,3,4,1,2,3,4
-6.89373,0.562012,1.11314,2,3,0,9.19163,0.321149,1,2,3,4,1,2,3,4,1,2,3,4
-6.75814,0.995588,1.11314,2,3,0,6.92577,0.232507,1,2,3,4,1,2,3,4,1,2,3,4
-7.06911,0.918634,1.11314,1,3,0,7.12817,0.357811,1,2,3,4,1,2,3,4,1,2,3,4
-6.86231,1,1.11314,2,3,0,7.01482,0.312677,1,2,3,4,1,2,3,4,1,2,3,4
-6.82631,1,1.11314,1,1,0,6.87125,0.301492,1,2,3,4,1,2,3,4,1,2,3,4
-6.86821,0.835523,1.11314,2,3,0,7.54996,0.192292,1,2,3,4,1,2,3,4,1,2,3,4
-6.86821,0.458797,1.11314,1,3,0,10.5004,0.192292,1,2,3,4,1,2,3,4,1,2,3,4
-7.06769,0.984279,1.11314,2,3,0,7.07252,0.159904,1,2,3,4,1,2,3,4,1,2,3,4
-6.75249,0.983774,1.11314,1,3,0,7.06312,0.261935,1,2,3,4,1,2,3,4,1,2,3,4
-6.74833,0.98555,1.11314,2,3,0,6.81881,0.253121,1,2,3,4,1,2,3,4,1,2,3,4
-6.99716,0.882475,1.11314,2,3,0,7.36382,0.169368,1,2,3,4,1,2,3,4,1,2,3,4
-7.31342,0.968496,1.11314,2,3,0,7.31805,0.395558,1,2,3,4,1,2,3,4,1,2,3,4
-6.75364,0.773129,1.11314,2,3,0,8.2268,0.236907,1,2,3,4,1,2,3,4,1,2,3,4
-6.74803,0.99742,1.11314,2,3,0,6.76778,0.250368,1,2,3,4,1,2,3,4,1,2,3,4
-6.80204,0.978094,1.11314,2,3,0,6.85857,0.292503,1,2,3,4,1,2,3,4,1,2,3,4
-6.96856,0.943091,1.11314,1,1,0,6.97411,0.338427,1,2,3,4,1,2,3,4,1,2,3,4
-6.8482,1,1.11314,1,1,0,6.94706,0.30852,1,2,3,4,1,2,3,4,1,2,3,4
-6.77262,0.992338,1.11314,1,3,0,6.88585,0.222979,1,2,3,4,1,2,3,4,1,2,3,4
-7.00559,0.952573,1.11314,2,3,0,7.12094,0.345962,1,2,3,4,1,2,3,4,1,2,3,4
-6.76676,0.987617,1.11314,2,3,0,7.08857,0.226339,1,2,3,4,1,2,3,4,1,2,3,4
-6.89342,0.973778,1.11314,1,3,0,6.89443,0.186947,1,2,3,4,1,2,3,4,1,2,3,4
-7.58787,0.911718,1.11314,2,3,0,7.89464,0.429647,1,2,3,4,1,2,3,4,1,2,3,4
-6.75645,1,1.11314,1,3,0,7.31612,0.266459,1,2,3,4,1,2,3,4,1,2,3,4
-6.75021,1,1.11314,1,1,0,6.7546,0.25833,1,2,3,4,1,2,3,4,1,2,3,4
-6.80635,0.983645,1.11314,1,3,0,6.82456,0.20901,1,2,3,4,1,2,3,4,1,2,3,4
-7.4022,0.884237,1.11314,2,3,0,7.6942,0.127822,1,2,3,4,1,2,3,4,1,2,3,4
-8.10859,0.891004,1.11314,1,1,0,8.12162,0.0884853,1,2,3,4,1,2,3,4,1,2,3,4
-7.52364,1,1.11314,1,1,0,8.05366,0.119169,1,2,3,4,1,2,3,4,1,2,3,4
-8.62228,0.907198,1.11314,2,3,0,8.64927,0.524186,1,2,3,4,1,2,3,4,1,2,3,4
-6.76105,1,1.11314,1,3,0,7.97995,0.270532,1,2,3,4,1,2,3,4,1,2,3,4
-6.74859,0.980335,1.11314,2,3,0,6.85107,0.245817,1,2,3,4,1,2,3,4,1,2,3,4
-6.74859,0.730144,1.11314,1,3,0,7.60744,0.245817,1,2,3,4,1,2,3,4,1,2,3,4
-6.75409,0.85464,1.11314,2,3,0,7.50476,0.236402,1,2,3,4,1,2,3,4,1,2,3,4
-6.74894,0.998848,1.11314,2,3,0,6.76126,0.244659,1,2,3,4,1,2,3,4,1,2,3,4
-8.55469,0.623294,1.11314,2,3,0,9.19677,0.0723481,1,2,3,4,1,2,3,4,1,2,3,4
-9.74597,0.964734,1.11314,2,3,0,9.76956,0.0445088,1,2,3,4,1,2,3,4,1,2,3,4
-10.3762,0.960861,1.11314,1,1,0,10.5673,0.0350217,1,2,3,4,1,2,3,4,1,2,3,4
-8.76301,1,1.11314,1,1,0,10.2425,0.0661624,1,2,3,4,1,2,3,4,1,2,3,4
-7.63652,1,1.11314,1,1,0,8.60549,0.112018,1,2,3,4,1,2,3,4,1,2,3,4
-7.57204,1,1.11314,1,1,0,7.78247,0.116009,1,2,3,4,1,2,3,4,1,2,3,4
-7.57204,0.814157,1.11314,1,3,0,9.5551,0.116009,1,2,3,4,1,2,3,4,1,2,3,4
-7.10186,1,1.11314,1,1,0,7.48814,0.155798,1,2,3,4,1,2,3,4,1,2,3,4
-7.29011,0.961848,1.11314,1,1,0,7.33461,0.136937,1,2,3,4,1,2,3,4,1,2,3,4
-8.18293,0.858752,1.11314,1,1,0,8.18307,0.0854677,1,2,3,4,1,2,3,4,1,2,3,4
-8.03891,1,1.11314,1,1,0,8.36276,0.0914556,1,2,3,4,1,2,3,4,1,2,3,4
-7.27568,1,1.11314,1,1,0,7.90918,0.138206,1,2,3,4,1,2,3,4,1,2,3,4
-7.69988,0.620876,1.11314,2,3,0,11.6571,0.108317,1,2,3,4,1,2,3,4,1,2,3,4
-6.81561,1,1.11314,2,3,0,7.47255,0.297718,1,2,3,4,1,2,3,4,1,2,3,4
-6.75336,0.997616,1.11314,1,3,0,6.8187,0.23723,1,2,3,4,1,2,3,4,1,2,3,4
-6.74879,0.998993,1.11314,2,3,0,6.75959,0.245113,1,2,3,4,1,2,3,4,1,2,3,4
-6.92445,0.959656,1.11314,2,3,0,7.00286,0.181066,1,2,3,4,1,2,3,4,1,2,3,4
-6.76785,0.985424,1.11314,1,3,0,6.95926,0.275428,1,2,3,4,1,2,3,4,1,2,3,4
-7.84073,0.72121,1.11314,1,3,0,8.32703,0.100768,1,2,3,4,1,2,3,4,1,2,3,4
-6.77489,1,1.11314,2,3,0,7.60268,0.279695,1,2,3,4,1,2,3,4,1,2,3,4
-7.78651,0.760263,1.11314,1,3,0,7.79356,0.451075,1,2,3,4,1,2,3,4,1,2,3,4
-7.72691,1,1.11314,1,1,0,8.13172,0.444871,1,2,3,4,1,2,3,4,1,2,3,4
-6.98629,1,1.11314,2,3,0,7.4796,0.342102,1,2,3,4,1,2,3,4,1,2,3,4
-6.99367,0.997267,1.11314,1,1,0,7.07647,0.343594,1,2,3,4,1,2,3,4,1,2,3,4
