# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = one_row_model
# start_datetime = 2023-11-18 15:07:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3928133195 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_edges_data/../../data/one_row/one_row_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,z.1.1,z.2.1,z.3.1,z.4.1,z.1.2,z.2.2,z.3.2,z.4.2,z.1.3,z.2.3,z.3.3,z.4.3
-6.80466,0.989998,0.866077,1,3,0,6.8068,0.209583,1,2,3,4,1,2,3,4,1,2,3,4
-9.11995,0.564436,0.866077,1,3,0,10.095,0.0570548,1,2,3,4,1,2,3,4,1,2,3,4
-9.61785,0.966549,0.866077,1,1,0,9.75159,0.0467844,1,2,3,4,1,2,3,4,1,2,3,4
-8.72953,1,0.866077,1,1,0,9.58465,0.0671086,1,2,3,4,1,2,3,4,1,2,3,4
-7.99097,1,0.866077,1,1,0,8.67448,0.0935856,1,2,3,4,1,2,3,4,1,2,3,4
-7.32622,1,0.866077,1,1,0,7.89601,0.133864,1,2,3,4,1,2,3,4,1,2,3,4
-6.91768,0.952204,0.866077,1,3,0,7.86671,0.327048,1,2,3,4,1,2,3,4,1,2,3,4
-6.82841,0.966914,0.866077,1,3,0,7.12205,0.202246,1,2,3,4,1,2,3,4,1,2,3,4
-7.38077,0.946452,0.866077,2,3,0,7.44031,0.404536,1,2,3,4,1,2,3,4,1,2,3,4
-9.16967,0.544097,0.866077,1,1,0,9.22359,0.562727,1,2,3,4,1,2,3,4,1,2,3,4
-7.64288,1,0.866077,1,1,0,8.781,0.435806,1,2,3,4,1,2,3,4,1,2,3,4
-7.47563,1,0.866077,1,1,0,7.79043,0.416454,1,2,3,4,1,2,3,4,1,2,3,4
-8.97253,0.825527,0.866077,2,3,0,9.06347,0.549481,1,2,3,4,1,2,3,4,1,2,3,4
-6.85948,0.981831,0.866077,2,3,0,9.35125,0.194293,1,2,3,4,1,2,3,4,1,2,3,4
-8.1622,0.860522,0.866077,2,3,0,8.48903,0.486684,1,2,3,4,1,2,3,4,1,2,3,4
-7.69175,1,0.866077,1,1,0,8.24041,0.441125,1,2,3,4,1,2,3,4,1,2,3,4
-7.46959,1,0.866077,1,1,0,7.81143,0.415719,1,2,3,4,1,2,3,4,1,2,3,4
-6.84148,1,0.866077,2,3,0,7.38747,0.198719,1,2,3,4,1,2,3,4,1,2,3,4
-7.0572,0.982041,0.866077,2,3,0,7.05748,0.355678,1,2,3,4,1,2,3,4,1,2,3,4
-7.28874,0.976084,0.866077,2,3,0,7.34922,0.392145,1,2,3,4,1,2,3,4,1,2,3,4
-6.89926,1,0.866077,1,1,0,7.1755,0.322548,1,2,3,4,1,2,3,4,1,2,3,4
-6.74846,1,0.866077,1,3,0,6.87963,0.253721,1,2,3,4,1,2,3,4,1,2,3,4
-6.78766,0.989274,0.866077,1,3,0,6.80251,0.215954,1,2,3,4,1,2,3,4,1,2,3,4
-6.78766,0.642898,0.866077,1,3,0,8.8891,0.215954,1,2,3,4,1,2,3,4,1,2,3,4
-6.82114,0.840924,0.866077,2,3,0,8.0712,0.204346,1,2,3,4,1,2,3,4,1,2,3,4
-6.75494,0.999839,0.866077,1,3,0,6.8085,0.235492,1,2,3,4,1,2,3,4,1,2,3,4
-6.76059,0.996782,0.866077,1,3,0,6.7785,0.270158,1,2,3,4,1,2,3,4,1,2,3,4
-6.95486,0.957413,0.866077,1,3,0,6.96097,0.335494,1,2,3,4,1,2,3,4,1,2,3,4
-6.95486,0.594516,0.866077,2,7,0,8.83941,0.335494,1,2,3,4,1,2,3,4,1,2,3,4
-6.91359,0.929939,0.866077,1,3,0,7.34314,0.183048,1,2,3,4,1,2,3,4,1,2,3,4
-6.9524,0.974977,0.866077,2,3,0,7.20994,0.176274,1,2,3,4,1,2,3,4,1,2,3,4
-7.75878,0.892545,0.866077,1,3,0,7.8029,0.105054,1,2,3,4,1,2,3,4,1,2,3,4
-7.03166,0.882768,0.866077,1,3,0,8.73196,0.350972,1,2,3,4,1,2,3,4,1,2,3,4
-8.2534,0.668888,0.866077,1,1,0,8.26047,0.494578,1,2,3,4,1,2,3,4,1,2,3,4
-10.9836,0.400171,0.866077,1,1,0,11.1965,0.661262,1,2,3,4,1,2,3,4,1,2,3,4
-10.4539,1,0.866077,1,1,0,11.9551,0.636043,1,2,3,4,1,2,3,4,1,2,3,4
-9.88133,1,0.866077,1,1,0,11.2198,0.60578,1,2,3,4,1,2,3,4,1,2,3,4
-6.75076,1,0.866077,1,3,0,9.21706,0.259328,1,2,3,4,1,2,3,4,1,2,3,4
-6.9091,0.955522,0.866077,1,3,0,6.98198,0.183891,1,2,3,4,1,2,3,4,1,2,3,4
-6.75189,1,0.866077,1,3,0,6.89512,0.239108,1,2,3,4,1,2,3,4,1,2,3,4
-6.76246,0.997382,0.866077,1,1,0,6.76247,0.229169,1,2,3,4,1,2,3,4,1,2,3,4
-7.04171,0.927763,0.866077,1,3,0,7.15548,0.352846,1,2,3,4,1,2,3,4,1,2,3,4
-7.98976,0.519527,0.866077,2,3,0,10.6062,0.0936402,1,2,3,4,1,2,3,4,1,2,3,4
-7.30909,1,0.866077,1,1,0,7.89117,0.135304,1,2,3,4,1,2,3,4,1,2,3,4
-7.10329,1,0.866077,2,3,0,7.2988,0.155632,1,2,3,4,1,2,3,4,1,2,3,4
-7.70701,0.848616,0.866077,1,3,0,8.64948,0.442759,1,2,3,4,1,2,3,4,1,2,3,4
-6.96586,1,0.866077,1,1,0,7.47675,0.337857,1,2,3,4,1,2,3,4,1,2,3,4
-6.94938,1,0.866077,1,1,0,7.01644,0.334296,1,2,3,4,1,2,3,4,1,2,3,4
-6.82512,1,0.866077,1,1,0,6.91928,0.301084,1,2,3,4,1,2,3,4,1,2,3,4
-6.9237,0.896563,0.866077,2,3,0,7.37869,0.328471,1,2,3,4,1,2,3,4,1,2,3,4
-6.84763,0.959937,0.866077,1,3,0,7.16937,0.197158,1,2,3,4,1,2,3,4,1,2,3,4
-6.8237,0.979361,0.866077,2,3,0,7.01613,0.300593,1,2,3,4,1,2,3,4,1,2,3,4
-6.75011,1,0.866077,1,3,0,6.80956,0.258129,1,2,3,4,1,2,3,4,1,2,3,4
-6.75011,0.352076,0.866077,1,3,0,10.8661,0.258129,1,2,3,4,1,2,3,4,1,2,3,4
-6.75011,0.619008,0.866077,1,3,0,8.40596,0.258129,1,2,3,4,1,2,3,4,1,2,3,4
-6.75719,0.999308,0.866077,2,3,0,6.75719,0.267176,1,2,3,4,1,2,3,4,1,2,3,4
-7.48895,0.841396,0.866077,1,3,0,7.53948,0.418068,1,2,3,4,1,2,3,4,1,2,3,4
-7.23329,0.75743,0.866077,1,3,0,8.72473,0.14208,1,2,3,4,1,2,3,4,1,2,3,4
-8.81346,0.900646,0.866077,2,3,0,8.8682,0.538292,1,2,3,4,1,2,3,4,1,2,3,4
-7.77743,1,0.866077,2,3,0,8.66916,0.450142,1,2,3,4,1,2,3,4,1,2,3,4
-8.12784,0.406715,0.866077,1,3,0,11.2573,0.0876891,1,2,3,4,1,2,3,4,1,2,3,4
-6.74802,0.941819,0.866077,1,3,0,8.4335,0.25015,1,2,3,4,1,2,3,4,1,2,3,4
-6.80572,0.908137,0.866077,2,3,0,7.27822,0.209222,1,2,3,4,1,2,3,4,1,2,3,4
-6.91363,0.976532,0.866077,1,1,0,6.91399,0.183041,1,2,3,4,1,2,3,4,1,2,3,4
-7.01047,0.980826,0.866077,1,1,0,7.02603,0.167463,1,2,3,4,1,2,3,4,1,2,3,4
-6.77613,0.977916,0.866077,1,3,0,7.13936,0.280387,1,2,3,4,1,2,3,4,1,2,3,4
-6.9975,0.968006,0.866077,2,3,0,7.00021,0.169319,1,2,3,4,1,2,3,4,1,2,3,4
-6.98871,0.945648,0.866077,1,3,0,7.49782,0.342594,1,2,3,4,1,2,3,4,1,2,3,4
-6.74816,0.987102,0.866077,2,3,0,7.06808,0.252109,1,2,3,4,1,2,3,4,1,2,3,4
-6.7723,0.994927,0.866077,2,3,0,6.78357,0.278195,1,2,3,4,1,2,3,4,1,2,3,4
-6.7723,0.746293,0.866077,1,3,0,7.70815,0.278195,1,2,3,4,1,2,3,4,1,2,3,4
-6.7723,0.687612,0.866077,1,3,0,8.32739,0.278195,1,2,3,4,1,2,3,4,1,2,3,4
-6.75,0.997752,0.866077,2,3,0,6.78696,0.257913,1,2,3,4,1,2,3,4,1,2,3,4
-6.75407,0.992022,0.866077,2,3,0,6.79702,0.236423,1,2,3,4,1,2,3,4,1,2,3,4
-7.1112,0.912539,0.866077,1,3,0,7.21057,0.365077,1,2,3,4,1,2,3,4,1,2,3,4
-6.74973,0.999807,0.866077,1,3,0,7.09657,0.242749,1,2,3,4,1,2,3,4,1,2,3,4
-6.86193,0.97083,0.866077,1,3,0,6.89613,0.312567,1,2,3,4,1,2,3,4,1,2,3,4
-8.44745,0.479202,0.866077,2,7,0,10.102,0.0758323,1,2,3,4,1,2,3,4,1,2,3,4
-8.41637,1,0.866077,1,1,0,8.67973,0.0768843,1,2,3,4,1,2,3,4,1,2,3,4
-7.19243,0.990683,0.866077,2,3,0,8.6311,0.146043,1,2,3,4,1,2,3,4,1,2,3,4
-7.35473,0.973534,0.866077,1,1,0,7.40041,0.131533,1,2,3,4,1,2,3,4,1,2,3,4
-7.62187,0.961017,0.866077,1,1,0,7.66705,0.112904,1,2,3,4,1,2,3,4,1,2,3,4
-7.10959,1,0.866077,1,1,0,7.53737,0.154905,1,2,3,4,1,2,3,4,1,2,3,4
-7.03887,1,0.866077,1,1,0,7.13881,0.163594,1,2,3,4,1,2,3,4,1,2,3,4
-6.84094,0.987272,0.866077,2,3,0,7.18631,0.198861,1,2,3,4,1,2,3,4,1,2,3,4
-6.75077,0.914315,0.866077,2,3,0,7.45502,0.240809,1,2,3,4,1,2,3,4,1,2,3,4
-8.01816,0.740447,0.866077,1,3,0,8.21655,0.473668,1,2,3,4,1,2,3,4,1,2,3,4
-6.78211,0.994926,0.866077,1,3,0,8.05897,0.218347,1,2,3,4,1,2,3,4,1,2,3,4
-6.76942,1,0.866077,2,3,0,6.78182,0.224757,1,2,3,4,1,2,3,4,1,2,3,4
-8.05448,0.760483,0.866077,2,3,0,8.73883,0.477019,1,2,3,4,1,2,3,4,1,2,3,4
-7.37015,1,0.866077,1,1,0,7.93823,0.403151,1,2,3,4,1,2,3,4,1,2,3,4
-8.59419,0.858484,0.866077,2,3,0,8.67283,0.522048,1,2,3,4,1,2,3,4,1,2,3,4
-7.28778,1,0.866077,1,1,0,8.20619,0.392011,1,2,3,4,1,2,3,4,1,2,3,4
-6.74807,1,0.866077,1,3,0,7.22673,0.248776,1,2,3,4,1,2,3,4,1,2,3,4
-6.74807,0.695774,0.866077,1,3,0,8.05162,0.248776,1,2,3,4,1,2,3,4,1,2,3,4
-7.17966,0.76365,0.866077,2,3,0,8.18267,0.147333,1,2,3,4,1,2,3,4,1,2,3,4
-6.77936,0.898736,0.866077,2,3,0,8.30329,0.282128,1,2,3,4,1,2,3,4,1,2,3,4
-6.92075,0.946072,0.866077,1,3,0,7.08027,0.181732,1,2,3,4,1,2,3,4,1,2,3,4
-7.90647,0.789107,0.866077,1,3,0,8.5519,0.463055,1,2,3,4,1,2,3,4,1,2,3,4
-7.2553,1,0.866077,1,1,0,7.77183,0.387403,1,2,3,4,1,2,3,4,1,2,3,4
-7.16825,1,0.866077,1,1,0,7.34068,0.374331,1,2,3,4,1,2,3,4,1,2,3,4
-7.16623,1,0.866077,2,3,0,7.29432,0.374013,1,2,3,4,1,2,3,4,1,2,3,4
-6.7742,1,0.866077,2,3,0,7.14744,0.222153,1,2,3,4,1,2,3,4,1,2,3,4
-6.74823,0.999447,0.866077,1,3,0,6.7765,0.25256,1,2,3,4,1,2,3,4,1,2,3,4
-8.61682,0.565381,0.866077,1,3,0,9.70723,0.0704264,1,2,3,4,1,2,3,4,1,2,3,4
-8.18809,1,0.866077,1,1,0,8.66399,0.085264,1,2,3,4,1,2,3,4,1,2,3,4
-7.49714,1,0.866077,1,1,0,8.10161,0.120965,1,2,3,4,1,2,3,4,1,2,3,4
-7.77614,0.962104,0.866077,1,1,0,7.83521,0.104122,1,2,3,4,1,2,3,4,1,2,3,4
-7.69246,1,0.866077,1,1,0,7.90107,0.10874,1,2,3,4,1,2,3,4,1,2,3,4
-6.80802,0.923372,0.866077,1,3,0,8.14578,0.294869,1,2,3,4,1,2,3,4,1,2,3,4
-6.80802,0.412122,0.866077,2,3,0,10.2141,0.294869,1,2,3,4,1,2,3,4,1,2,3,4
-7.12276,0.935663,0.866077,1,3,0,7.12278,0.367002,1,2,3,4,1,2,3,4,1,2,3,4
-7.29457,0.945843,0.866077,1,1,0,7.38214,0.392958,1,2,3,4,1,2,3,4,1,2,3,4
-7.00572,1,0.866077,1,1,0,7.24246,0.345989,1,2,3,4,1,2,3,4,1,2,3,4
-6.77033,1,0.866077,2,3,0,6.97699,0.224236,1,2,3,4,1,2,3,4,1,2,3,4
-9.39534,0.556578,0.866077,1,3,0,9.85715,0.577134,1,2,3,4,1,2,3,4,1,2,3,4
-7.23816,1,0.866077,1,1,0,8.68202,0.384916,1,2,3,4,1,2,3,4,1,2,3,4
-6.78134,0.978546,0.866077,1,3,0,7.34338,0.218693,1,2,3,4,1,2,3,4,1,2,3,4
-7.68842,0.868206,0.866077,2,3,0,8.01769,0.440768,1,2,3,4,1,2,3,4,1,2,3,4
-7.09327,1,0.866077,1,1,0,7.53534,0.362031,1,2,3,4,1,2,3,4,1,2,3,4
-7.93136,0.576434,0.866077,2,7,0,9.62996,0.0963387,1,2,3,4,1,2,3,4,1,2,3,4
-10.6789,0.836329,0.866077,2,3,0,11.082,0.0312964,1,2,3,4,1,2,3,4,1,2,3,4
-8.12527,0.891559,0.866077,1,3,0,10.7029,0.0877951,1,2,3,4,1,2,3,4,1,2,3,4
-7.11002,0.967293,0.866077,1,3,0,8.00388,0.154856,1,2,3,4,1,2,3,4,1,2,3,4
-6.79906,0.996513,0.866077,1,3,0,7.05771,0.211551,1,2,3,4,1,2,3,4,1,2,3,4
-6.86556,0.985228,0.866077,1,1,0,6.86744,0.192891,1,2,3,4,1,2,3,4,1,2,3,4
-6.79061,0.972516,0.866077,2,3,0,7.08608,0.287608,1,2,3,4,1,2,3,4,1,2,3,4
-7.42769,0.799955,0.866077,1,3,0,7.94446,0.125911,1,2,3,4,1,2,3,4,1,2,3,4
-6.91835,0.94911,0.866077,1,3,0,8.01653,0.327208,1,2,3,4,1,2,3,4,1,2,3,4
-7.16875,0.92494,0.866077,1,1,0,7.18865,0.374409,1,2,3,4,1,2,3,4,1,2,3,4
-6.82215,0.958797,0.866077,1,3,0,7.38878,0.204048,1,2,3,4,1,2,3,4,1,2,3,4
-7.59363,0.894166,0.866077,2,3,0,7.78214,0.114646,1,2,3,4,1,2,3,4,1,2,3,4
-7.66303,0.990496,0.866077,1,1,0,7.79066,0.110444,1,2,3,4,1,2,3,4,1,2,3,4
-8.33471,0.973818,0.866077,2,3,0,8.34773,0.0797446,1,2,3,4,1,2,3,4,1,2,3,4
-6.91503,0.987725,0.866077,1,3,0,8.31409,0.182782,1,2,3,4,1,2,3,4,1,2,3,4
-7.51118,0.852599,0.866077,1,3,0,8.05654,0.420731,1,2,3,4,1,2,3,4,1,2,3,4
-7.00799,1,0.866077,1,1,0,7.37514,0.346433,1,2,3,4,1,2,3,4,1,2,3,4
-7.65101,0.811935,0.866077,1,1,0,7.67058,0.436699,1,2,3,4,1,2,3,4,1,2,3,4
-9.13817,0.600904,0.866077,1,1,0,9.27718,0.560654,1,2,3,4,1,2,3,4,1,2,3,4
-7.66969,1,0.866077,1,1,0,8.78066,0.438741,1,2,3,4,1,2,3,4,1,2,3,4
-6.89023,1,0.866077,2,3,0,7.55377,0.187593,1,2,3,4,1,2,3,4,1,2,3,4
-6.77105,0.889592,0.866077,2,3,0,7.74898,0.223837,1,2,3,4,1,2,3,4,1,2,3,4
-6.82174,0.988215,0.866077,1,1,0,6.82184,0.204167,1,2,3,4,1,2,3,4,1,2,3,4
-6.74802,1,0.866077,2,3,0,6.81829,0.249718,1,2,3,4,1,2,3,4,1,2,3,4
-6.74853,0.985612,0.866077,2,3,0,6.83059,0.246036,1,2,3,4,1,2,3,4,1,2,3,4
-6.97791,0.943895,0.866077,1,3,0,7.02564,0.340383,1,2,3,4,1,2,3,4,1,2,3,4
-6.86316,0.86985,0.866077,2,3,0,7.64305,0.31292,1,2,3,4,1,2,3,4,1,2,3,4
-6.93526,0.978592,0.866077,1,1,0,6.95661,0.331138,1,2,3,4,1,2,3,4,1,2,3,4
-6.93526,0.681207,0.866077,1,1,0,7.74051,0.331138,1,2,3,4,1,2,3,4,1,2,3,4
-7.30575,0.889735,0.866077,1,1,0,7.32233,0.394505,1,2,3,4,1,2,3,4,1,2,3,4
-7.30575,0.728528,0.866077,1,1,0,8.0056,0.394505,1,2,3,4,1,2,3,4,1,2,3,4
-6.74832,1,0.866077,1,3,0,7.22625,0.253043,1,2,3,4,1,2,3,4,1,2,3,4
-6.74826,0.998446,0.866077,2,3,0,6.75737,0.247288,1,2,3,4,1,2,3,4,1,2,3,4
-7.11283,0.780909,0.866077,2,3,0,8.07552,0.154533,1,2,3,4,1,2,3,4,1,2,3,4
-6.83464,0.956589,0.866077,1,3,0,7.40391,0.304264,1,2,3,4,1,2,3,4,1,2,3,4
-7.14016,0.963794,0.866077,2,3,0,7.14156,0.369851,1,2,3,4,1,2,3,4,1,2,3,4
-7.03,1,0.866077,1,1,0,7.17158,0.350659,1,2,3,4,1,2,3,4,1,2,3,4
-7.06442,0.996408,0.866077,2,3,0,7.14208,0.356976,1,2,3,4,1,2,3,4,1,2,3,4
-6.74815,0.980879,0.866077,2,3,0,7.18177,0.252038,1,2,3,4,1,2,3,4,1,2,3,4
-6.98699,0.938914,0.866077,1,3,0,7.06863,0.170866,1,2,3,4,1,2,3,4,1,2,3,4
-6.83707,1,0.866077,2,3,0,6.95604,0.199877,1,2,3,4,1,2,3,4,1,2,3,4
-8.2838,0.827601,0.866077,2,3,0,8.75528,0.497153,1,2,3,4,1,2,3,4,1,2,3,4
-6.96715,1,0.866077,2,3,0,8.15606,0.173905,1,2,3,4,1,2,3,4,1,2,3,4
-7.08409,0.807824,0.866077,2,3,0,8.70664,0.1579,1,2,3,4,1,2,3,4,1,2,3,4
-6.85857,1,0.866077,1,1,0,7.03793,0.194506,1,2,3,4,1,2,3,4,1,2,3,4
-6.74997,1,0.866077,1,3,0,6.84929,0.242257,1,2,3,4,1,2,3,4,1,2,3,4
-7.59645,0.805237,0.866077,1,3,0,7.905,0.11447,1,2,3,4,1,2,3,4,1,2,3,4
-7.18705,1,0.866077,1,1,0,7.53977,0.146583,1,2,3,4,1,2,3,4,1,2,3,4
-7.58557,0.938314,0.866077,1,1,0,7.59518,0.115151,1,2,3,4,1,2,3,4,1,2,3,4
-7.36644,1,0.866077,1,1,0,7.60947,0.130598,1,2,3,4,1,2,3,4,1,2,3,4
-6.77637,0.93946,0.866077,2,3,0,8.00532,0.28052,1,2,3,4,1,2,3,4,1,2,3,4
-7.00664,0.920865,0.866077,1,3,0,7.21001,0.168006,1,2,3,4,1,2,3,4,1,2,3,4
-6.76285,0.99983,0.866077,1,3,0,6.97699,0.228898,1,2,3,4,1,2,3,4,1,2,3,4
-7.6939,0.804439,0.866077,1,3,0,7.96694,0.108658,1,2,3,4,1,2,3,4,1,2,3,4
-6.75216,0.980671,0.866077,1,3,0,7.78959,0.23874,1,2,3,4,1,2,3,4,1,2,3,4
-6.80184,0.993594,0.866077,2,3,0,6.80693,0.292424,1,2,3,4,1,2,3,4,1,2,3,4
-6.87922,0.958527,0.866077,1,3,0,7.05483,0.189886,1,2,3,4,1,2,3,4,1,2,3,4
-6.80373,0.979932,0.866077,1,3,0,7.02611,0.293186,1,2,3,4,1,2,3,4,1,2,3,4
-6.80373,0.725047,0.866077,1,3,0,8.1438,0.293186,1,2,3,4,1,2,3,4,1,2,3,4
-6.97857,0.94984,0.866077,1,1,0,6.97958,0.34052,1,2,3,4,1,2,3,4,1,2,3,4
-7.51601,0.841563,0.866077,1,1,0,7.53393,0.421305,1,2,3,4,1,2,3,4,1,2,3,4
-6.81545,0.960879,0.866077,1,3,0,7.71814,0.206071,1,2,3,4,1,2,3,4,1,2,3,4
-8.0258,0.783668,0.866077,1,3,0,8.30382,0.0920307,1,2,3,4,1,2,3,4,1,2,3,4
-7.23234,0.983454,0.866077,2,3,0,8.38313,0.14217,1,2,3,4,1,2,3,4,1,2,3,4
-6.89137,0.921547,0.866077,2,3,0,7.87815,0.320543,1,2,3,4,1,2,3,4,1,2,3,4
-6.74848,0.99766,0.866077,2,3,0,6.90881,0.246236,1,2,3,4,1,2,3,4,1,2,3,4
-6.79145,0.914171,0.866077,2,3,0,7.25182,0.21442,1,2,3,4,1,2,3,4,1,2,3,4
-7.46353,0.703953,0.866077,2,3,0,8.90167,0.123314,1,2,3,4,1,2,3,4,1,2,3,4
-7.54092,0.958317,0.866077,2,3,0,8.25535,0.118024,1,2,3,4,1,2,3,4,1,2,3,4
-6.81513,1,0.866077,2,3,0,7.3601,0.297544,1,2,3,4,1,2,3,4,1,2,3,4
-7.56165,0.712161,0.866077,2,3,0,8.4144,0.116675,1,2,3,4,1,2,3,4,1,2,3,4
-8.20861,0.920469,0.866077,1,1,0,8.21886,0.0844596,1,2,3,4,1,2,3,4,1,2,3,4
