# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = one_row_model
# start_datetime = 2023-11-18 15:07:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3928133195 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_edges_data/../../data/one_row/one_row_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,z.1.1,z.2.1,z.3.1,z.4.1,z.1.2,z.2.2,z.3.2,z.4.2,z.1.3,z.2.3,z.3.3,z.4.3
-6.82163,0.966746,0.856707,1,3,0,7.28027,0.299872,1,2,3,4,1,2,3,4,1,2,3,4
-6.81415,0.973058,0.856707,1,3,0,7.03937,0.206479,1,2,3,4,1,2,3,4,1,2,3,4
-7.851,0.800198,0.856707,1,3,0,8.57752,0.457596,1,2,3,4,1,2,3,4,1,2,3,4
-7.64314,1,0.856707,1,1,0,7.97709,0.435834,1,2,3,4,1,2,3,4,1,2,3,4
-6.80064,0.937744,0.856707,1,3,0,8.11665,0.210982,1,2,3,4,1,2,3,4,1,2,3,4
-6.79335,1,0.856707,1,1,0,6.80582,0.213682,1,2,3,4,1,2,3,4,1,2,3,4
-7.59901,0.861893,0.856707,1,3,0,7.87844,0.114311,1,2,3,4,1,2,3,4,1,2,3,4
-7.01261,0.928807,0.856707,2,3,0,8.71153,0.167163,1,2,3,4,1,2,3,4,1,2,3,4
-6.76311,0.993866,0.856707,1,3,0,7.02628,0.228717,1,2,3,4,1,2,3,4,1,2,3,4
-7.12131,0.917111,0.856707,1,3,0,7.36008,0.366762,1,2,3,4,1,2,3,4,1,2,3,4
-7.11485,0.894946,0.856707,2,3,0,7.97739,0.365687,1,2,3,4,1,2,3,4,1,2,3,4
-6.75016,0.988352,0.856707,1,3,0,7.20512,0.24189,1,2,3,4,1,2,3,4,1,2,3,4
-7.17085,0.953643,0.856707,2,3,0,7.21657,0.374738,1,2,3,4,1,2,3,4,1,2,3,4
-7.64818,0.60621,0.856707,1,3,0,9.85511,0.111321,1,2,3,4,1,2,3,4,1,2,3,4
-6.76032,0.951381,0.856707,1,3,0,8.25136,0.269936,1,2,3,4,1,2,3,4,1,2,3,4
-7.06723,0.912455,0.856707,2,7,0,7.36968,0.159962,1,2,3,4,1,2,3,4,1,2,3,4
-7.06723,0.982085,0.856707,1,1,0,7.19587,0.159962,1,2,3,4,1,2,3,4,1,2,3,4
-7.37214,0.958858,0.856707,1,1,0,7.37265,0.130148,1,2,3,4,1,2,3,4,1,2,3,4
-6.75437,1,0.856707,2,3,0,7.25487,0.264258,1,2,3,4,1,2,3,4,1,2,3,4
-6.75437,0.850817,0.856707,1,3,0,7.64695,0.264258,1,2,3,4,1,2,3,4,1,2,3,4
-6.75138,0.7488,0.856707,3,7,0,8.50789,0.239853,1,2,3,4,1,2,3,4,1,2,3,4
-8.10759,0.759774,0.856707,1,3,0,8.56767,0.481833,1,2,3,4,1,2,3,4,1,2,3,4
-6.97958,1,0.856707,2,7,0,7.88816,0.171982,1,2,3,4,1,2,3,4,1,2,3,4
-6.80813,0.971062,0.856707,1,3,0,7.30935,0.294912,1,2,3,4,1,2,3,4,1,2,3,4
-6.9071,0.977456,0.856707,1,1,0,6.90785,0.324492,1,2,3,4,1,2,3,4,1,2,3,4
-7.173,0.834081,0.856707,1,3,0,8.04698,0.148015,1,2,3,4,1,2,3,4,1,2,3,4
-6.80128,0.962455,0.856707,1,3,0,7.62829,0.292193,1,2,3,4,1,2,3,4,1,2,3,4
-6.78904,0.992342,0.856707,2,3,0,6.87705,0.286885,1,2,3,4,1,2,3,4,1,2,3,4
-6.76099,0.997158,0.856707,2,3,0,6.815,0.270485,1,2,3,4,1,2,3,4,1,2,3,4
-6.9313,0.946694,0.856707,1,3,0,7.12324,0.179852,1,2,3,4,1,2,3,4,1,2,3,4
-7.06476,0.993186,0.856707,2,3,0,7.0691,0.160269,1,2,3,4,1,2,3,4,1,2,3,4
-7.3498,0.960836,0.856707,2,3,0,7.61986,0.13193,1,2,3,4,1,2,3,4,1,2,3,4
-7.4502,0.987875,0.856707,1,1,0,7.50796,0.124268,1,2,3,4,1,2,3,4,1,2,3,4
-6.76455,0.96154,0.856707,2,3,0,8.00394,0.227746,1,2,3,4,1,2,3,4,1,2,3,4
-6.77441,0.999377,0.856707,2,3,0,6.77549,0.222043,1,2,3,4,1,2,3,4,1,2,3,4
-6.95109,0.983025,0.856707,2,7,0,6.9511,0.334673,1,2,3,4,1,2,3,4,1,2,3,4
-6.94362,1,0.856707,1,1,0,6.99231,0.333021,1,2,3,4,1,2,3,4,1,2,3,4
-6.90651,0.932898,0.856707,1,3,0,7.4897,0.184384,1,2,3,4,1,2,3,4,1,2,3,4
-7.30337,0.953126,0.856707,2,3,0,7.45928,0.135792,1,2,3,4,1,2,3,4,1,2,3,4
-7.37622,0.99092,0.856707,1,1,0,7.43669,0.129828,1,2,3,4,1,2,3,4,1,2,3,4
-6.79801,0.997696,0.856707,2,7,0,7.26899,0.290839,1,2,3,4,1,2,3,4,1,2,3,4
-6.82873,0.993075,0.856707,1,1,0,6.83348,0.302309,1,2,3,4,1,2,3,4,1,2,3,4
-6.95264,0.971421,0.856707,1,1,0,6.95423,0.335012,1,2,3,4,1,2,3,4,1,2,3,4
-6.89325,0.938577,0.856707,1,3,0,7.47182,0.186981,1,2,3,4,1,2,3,4,1,2,3,4
-6.88447,1,0.856707,1,1,0,6.91341,0.188779,1,2,3,4,1,2,3,4,1,2,3,4
-6.82625,1,0.856707,2,3,0,6.87707,0.202858,1,2,3,4,1,2,3,4,1,2,3,4
-6.77429,0.999413,0.856707,2,7,0,6.822,0.279353,1,2,3,4,1,2,3,4,1,2,3,4
-6.99298,0.919844,0.856707,1,3,0,7.29067,0.169978,1,2,3,4,1,2,3,4,1,2,3,4
-9.64994,0.863915,0.856707,2,3,0,9.72481,0.592517,1,2,3,4,1,2,3,4,1,2,3,4
-7.59667,0.977875,0.856707,3,7,0,9.71602,0.430645,1,2,3,4,1,2,3,4,1,2,3,4
-6.81707,0.952955,0.856707,2,3,0,7.95355,0.29825,1,2,3,4,1,2,3,4,1,2,3,4
-6.8905,0.972718,0.856707,2,3,0,7.06011,0.320319,1,2,3,4,1,2,3,4,1,2,3,4
-6.86644,1,0.856707,1,1,0,6.90569,0.313846,1,2,3,4,1,2,3,4,1,2,3,4
-6.82076,0.961502,0.856707,1,3,0,7.13569,0.204458,1,2,3,4,1,2,3,4,1,2,3,4
-6.90432,0.985729,0.856707,1,1,0,6.90468,0.184803,1,2,3,4,1,2,3,4,1,2,3,4
-7.32461,0.84765,0.856707,2,3,0,8.33718,0.133998,1,2,3,4,1,2,3,4,1,2,3,4
-6.74907,0.986121,0.856707,2,3,0,7.52435,0.244316,1,2,3,4,1,2,3,4,1,2,3,4
-6.90638,0.979955,0.856707,2,3,0,6.91709,0.18441,1,2,3,4,1,2,3,4,1,2,3,4
-10.8988,0.737975,0.856707,2,3,0,11.2524,0.657385,1,2,3,4,1,2,3,4,1,2,3,4
-11.2592,1,0.856707,3,7,0,11.3408,0.025321,1,2,3,4,1,2,3,4,1,2,3,4
-11.1448,1,0.856707,1,1,0,11.5302,0.0263919,1,2,3,4,1,2,3,4,1,2,3,4
-7.29578,0.935085,0.856707,3,7,0,10.9878,0.393125,1,2,3,4,1,2,3,4,1,2,3,4
-7.45162,0.960112,0.856707,1,1,0,7.55264,0.41351,1,2,3,4,1,2,3,4,1,2,3,4
-7.28528,0.402161,0.856707,2,3,0,12.6537,0.137359,1,2,3,4,1,2,3,4,1,2,3,4
-7.02118,0.90828,0.856707,1,3,0,8.39912,0.348985,1,2,3,4,1,2,3,4,1,2,3,4
-6.85917,1,0.856707,1,1,0,6.98557,0.311773,1,2,3,4,1,2,3,4,1,2,3,4
-7.68008,0.678338,0.856707,1,3,0,9.05893,0.109451,1,2,3,4,1,2,3,4,1,2,3,4
-7.65729,1,0.856707,1,1,0,7.79519,0.110782,1,2,3,4,1,2,3,4,1,2,3,4
-7.34503,1,0.856707,1,1,0,7.63445,0.132317,1,2,3,4,1,2,3,4,1,2,3,4
-8.45994,0.913514,0.856707,2,3,0,8.74841,0.0754151,1,2,3,4,1,2,3,4,1,2,3,4
-8.7152,0.9817,0.856707,1,1,0,8.82139,0.067519,1,2,3,4,1,2,3,4,1,2,3,4
-7.01733,0.989558,0.856707,2,3,0,8.99352,0.166507,1,2,3,4,1,2,3,4,1,2,3,4
-6.78711,0.999043,0.856707,2,7,0,6.97641,0.285985,1,2,3,4,1,2,3,4,1,2,3,4
-7.67564,0.878809,0.856707,2,7,0,7.68288,0.109709,1,2,3,4,1,2,3,4,1,2,3,4
-6.74838,1,0.856707,2,3,0,7.5145,0.246663,1,2,3,4,1,2,3,4,1,2,3,4
-7.30622,0.869272,0.856707,1,3,0,7.63465,0.135548,1,2,3,4,1,2,3,4,1,2,3,4
-6.76016,0.974034,0.856707,1,3,0,7.67554,0.269804,1,2,3,4,1,2,3,4,1,2,3,4
-6.74839,0.92484,0.856707,2,3,0,7.32755,0.246597,1,2,3,4,1,2,3,4,1,2,3,4
-6.98854,0.944776,0.856707,1,3,0,7.10621,0.170635,1,2,3,4,1,2,3,4,1,2,3,4
-6.76159,0.986036,0.856707,1,3,0,7.17307,0.270959,1,2,3,4,1,2,3,4,1,2,3,4
-6.97799,0.964343,0.856707,2,3,0,7.0713,0.340399,1,2,3,4,1,2,3,4,1,2,3,4
-7.27759,0.927838,0.856707,1,1,0,7.28846,0.390579,1,2,3,4,1,2,3,4,1,2,3,4
-6.92006,1,0.856707,1,1,0,7.19074,0.327613,1,2,3,4,1,2,3,4,1,2,3,4
-7.17481,0.979795,0.856707,2,3,0,7.18022,0.375357,1,2,3,4,1,2,3,4,1,2,3,4
-6.97372,1,0.856707,1,1,0,7.14349,0.339512,1,2,3,4,1,2,3,4,1,2,3,4
-7.02113,0.996149,0.856707,2,3,0,7.0625,0.348976,1,2,3,4,1,2,3,4,1,2,3,4
-6.76989,0.989987,0.856707,2,3,0,7.09891,0.276728,1,2,3,4,1,2,3,4,1,2,3,4
-6.75108,0.927483,0.856707,2,3,0,7.30974,0.240308,1,2,3,4,1,2,3,4,1,2,3,4
-6.75108,0.90313,0.856707,1,3,0,7.31494,0.240308,1,2,3,4,1,2,3,4,1,2,3,4
-6.8061,0.984973,0.856707,1,3,0,6.8507,0.294123,1,2,3,4,1,2,3,4,1,2,3,4
-6.80321,1,0.856707,2,7,0,6.8055,0.210082,1,2,3,4,1,2,3,4,1,2,3,4
-7.10375,0.963656,0.856707,2,3,0,7.18013,0.155578,1,2,3,4,1,2,3,4,1,2,3,4
-7.12232,0.999122,0.856707,2,3,0,7.17403,0.15346,1,2,3,4,1,2,3,4,1,2,3,4
-7.21565,0.987226,0.856707,1,1,0,7.24845,0.143762,1,2,3,4,1,2,3,4,1,2,3,4
-9.37917,0.782193,0.856707,1,3,0,10.0549,0.0514019,1,2,3,4,1,2,3,4,1,2,3,4
-8.56519,0.986198,0.856707,2,7,0,9.30621,0.519822,1,2,3,4,1,2,3,4,1,2,3,4
-8.62302,0.99625,0.856707,2,7,0,8.66872,0.0702384,1,2,3,4,1,2,3,4,1,2,3,4
-7.19131,0.960618,0.856707,3,7,0,8.63367,0.146155,1,2,3,4,1,2,3,4,1,2,3,4
-7.20781,0.878677,0.856707,3,7,0,8.57125,0.144524,1,2,3,4,1,2,3,4,1,2,3,4
-9.99695,0.730703,0.856707,1,3,0,11.2012,0.040415,1,2,3,4,1,2,3,4,1,2,3,4
-7.62751,0.957849,0.856707,2,7,0,10.0903,0.434104,1,2,3,4,1,2,3,4,1,2,3,4
-7.10519,1,0.856707,1,1,0,7.50853,0.364063,1,2,3,4,1,2,3,4,1,2,3,4
-6.8464,1,0.856707,2,7,0,7.06389,0.197464,1,2,3,4,1,2,3,4,1,2,3,4
-7.82429,0.934473,0.856707,2,3,0,7.83716,0.454919,1,2,3,4,1,2,3,4,1,2,3,4
-7.31927,1,0.856707,2,7,0,7.89501,0.134444,1,2,3,4,1,2,3,4,1,2,3,4
-7.51141,0.868749,0.856707,2,3,0,9.50611,0.420758,1,2,3,4,1,2,3,4,1,2,3,4
-7.40548,1,0.856707,2,7,0,7.46929,0.127574,1,2,3,4,1,2,3,4,1,2,3,4
-7.75931,0.960662,0.856707,1,1,0,7.77175,0.105025,1,2,3,4,1,2,3,4,1,2,3,4
-8.20947,0.95824,0.856707,1,1,0,8.2289,0.0844261,1,2,3,4,1,2,3,4,1,2,3,4
-6.88792,0.957513,0.856707,1,3,0,8.42675,0.188064,1,2,3,4,1,2,3,4,1,2,3,4
-6.80262,0.969926,0.856707,2,7,0,7.13107,0.292739,1,2,3,4,1,2,3,4,1,2,3,4
-6.95401,0.979175,0.856707,2,7,0,6.96716,0.176011,1,2,3,4,1,2,3,4,1,2,3,4
-7.1045,0.992475,0.856707,2,3,0,7.10895,0.155491,1,2,3,4,1,2,3,4,1,2,3,4
-6.91563,1,0.856707,1,1,0,7.07534,0.182672,1,2,3,4,1,2,3,4,1,2,3,4
-6.91398,0.9585,0.856707,1,3,0,7.42336,0.326164,1,2,3,4,1,2,3,4,1,2,3,4
-6.8407,0.928811,0.856707,2,3,0,7.4832,0.198923,1,2,3,4,1,2,3,4,1,2,3,4
-6.74923,0.997749,0.856707,1,3,0,6.85353,0.243878,1,2,3,4,1,2,3,4,1,2,3,4
-6.76539,0.961037,0.856707,2,3,0,7.06136,0.273767,1,2,3,4,1,2,3,4,1,2,3,4
-6.75764,0.998315,0.856707,2,3,0,6.78228,0.267601,1,2,3,4,1,2,3,4,1,2,3,4
-7.68522,0.749625,0.856707,1,3,0,8.53978,0.109155,1,2,3,4,1,2,3,4,1,2,3,4
-7.37762,0.857326,0.856707,1,3,0,9.99359,0.404126,1,2,3,4,1,2,3,4,1,2,3,4
-6.74961,1,0.856707,2,3,0,7.33553,0.243004,1,2,3,4,1,2,3,4,1,2,3,4
-6.76577,0.935883,0.856707,2,3,0,7.2726,0.274027,1,2,3,4,1,2,3,4,1,2,3,4
-6.74873,0.99979,0.856707,1,3,0,6.7653,0.254735,1,2,3,4,1,2,3,4,1,2,3,4
-7.14042,0.949686,0.856707,2,3,0,7.22015,0.369894,1,2,3,4,1,2,3,4,1,2,3,4
-7.01209,1,0.856707,1,1,0,7.14461,0.347232,1,2,3,4,1,2,3,4,1,2,3,4
-6.94332,0.798515,0.856707,2,3,0,8.53138,0.177786,1,2,3,4,1,2,3,4,1,2,3,4
-6.89684,0.949481,0.856707,1,3,0,7.44545,0.321938,1,2,3,4,1,2,3,4,1,2,3,4
-6.86555,1,0.856707,1,1,0,6.90863,0.313595,1,2,3,4,1,2,3,4,1,2,3,4
-6.90617,0.926684,0.856707,1,3,0,7.34039,0.184449,1,2,3,4,1,2,3,4,1,2,3,4
-7.62379,0.944129,0.856707,2,7,0,7.62521,0.433689,1,2,3,4,1,2,3,4,1,2,3,4
-6.75006,0.9949,0.856707,1,3,0,7.64912,0.258034,1,2,3,4,1,2,3,4,1,2,3,4
-6.83687,0.989185,0.856707,2,3,0,6.83747,0.199931,1,2,3,4,1,2,3,4,1,2,3,4
-6.75501,0.969989,0.856707,2,3,0,7.10566,0.235418,1,2,3,4,1,2,3,4,1,2,3,4
-7.89211,0.79075,0.856707,1,3,0,8.33221,0.461654,1,2,3,4,1,2,3,4,1,2,3,4
-7.0528,1,0.856707,2,7,0,7.75277,0.161784,1,2,3,4,1,2,3,4,1,2,3,4
-6.93338,0.990127,0.856707,2,3,0,7.22164,0.179489,1,2,3,4,1,2,3,4,1,2,3,4
-6.91347,1,0.856707,1,1,0,6.95316,0.183071,1,2,3,4,1,2,3,4,1,2,3,4
-6.74825,0.995607,0.856707,1,3,0,6.95679,0.247335,1,2,3,4,1,2,3,4,1,2,3,4
-6.74825,0.747394,0.856707,1,3,0,8.32391,0.247335,1,2,3,4,1,2,3,4,1,2,3,4
-7.12233,0.956059,0.856707,2,3,0,7.17458,0.366932,1,2,3,4,1,2,3,4,1,2,3,4
-6.76116,1,0.856707,2,3,0,7.06203,0.230114,1,2,3,4,1,2,3,4,1,2,3,4
-7.33751,0.878492,0.856707,1,3,0,7.64781,0.398823,1,2,3,4,1,2,3,4,1,2,3,4
-7.5048,0.957046,0.856707,1,1,0,7.61443,0.41997,1,2,3,4,1,2,3,4,1,2,3,4
-7.5048,0.722915,0.856707,1,3,0,9.20073,0.41997,1,2,3,4,1,2,3,4,1,2,3,4
-8.21025,0.827522,0.856707,1,1,0,8.28773,0.490875,1,2,3,4,1,2,3,4,1,2,3,4
-7.2986,1,0.856707,1,1,0,7.99049,0.393517,1,2,3,4,1,2,3,4,1,2,3,4
-8.96864,0.640424,0.856707,1,1,0,8.96919,0.549213,1,2,3,4,1,2,3,4,1,2,3,4
-8.71271,1,0.856707,2,7,0,8.87239,0.0675905,1,2,3,4,1,2,3,4,1,2,3,4
-9.5838,0.870342,0.856707,3,7,0,11.4839,0.0474119,1,2,3,4,1,2,3,4,1,2,3,4
-9.85387,0.995807,0.856707,2,3,0,10.014,0.0426926,1,2,3,4,1,2,3,4,1,2,3,4
-9.36609,1,0.856707,1,1,0,9.91616,0.0516703,1,2,3,4,1,2,3,4,1,2,3,4
-6.95078,0.959376,0.856707,3,7,0,9.91,0.334605,1,2,3,4,1,2,3,4,1,2,3,4
-6.7538,1,0.856707,2,3,0,6.91756,0.236728,1,2,3,4,1,2,3,4,1,2,3,4
-6.90188,0.97179,0.856707,1,3,0,6.94166,0.185276,1,2,3,4,1,2,3,4,1,2,3,4
-6.74872,0.993077,0.856707,1,3,0,6.9664,0.254674,1,2,3,4,1,2,3,4,1,2,3,4
-6.74879,0.824303,0.856707,3,7,0,7.94265,0.25491,1,2,3,4,1,2,3,4,1,2,3,4
-7.19003,0.943308,0.856707,2,3,0,7.28238,0.377711,1,2,3,4,1,2,3,4,1,2,3,4
-6.75299,0.997011,0.856707,1,3,0,7.18703,0.262594,1,2,3,4,1,2,3,4,1,2,3,4
-6.85703,0.968031,0.856707,1,3,0,6.95503,0.19487,1,2,3,4,1,2,3,4,1,2,3,4
-6.89157,0.925323,0.856707,2,3,0,7.56619,0.18732,1,2,3,4,1,2,3,4,1,2,3,4
-6.98208,0.985541,0.856707,1,1,0,6.98765,0.171603,1,2,3,4,1,2,3,4,1,2,3,4
-6.75115,0.994018,0.856707,1,3,0,7.0234,0.240195,1,2,3,4,1,2,3,4,1,2,3,4
-6.89583,0.934026,0.856707,2,3,0,7.22773,0.186466,1,2,3,4,1,2,3,4,1,2,3,4
-6.87746,1,0.856707,2,3,0,6.91047,0.190262,1,2,3,4,1,2,3,4,1,2,3,4
-7.30266,0.887712,0.856707,1,3,0,7.98933,0.394079,1,2,3,4,1,2,3,4,1,2,3,4
-7.17372,0.86475,0.856707,2,3,0,8.39721,0.375187,1,2,3,4,1,2,3,4,1,2,3,4
-6.81135,0.592348,0.856707,3,7,0,9.75305,0.296138,1,2,3,4,1,2,3,4,1,2,3,4
-6.9542,0.980045,0.856707,2,7,0,6.97107,0.17598,1,2,3,4,1,2,3,4,1,2,3,4
-6.75476,0.995063,0.856707,1,3,0,6.97398,0.235681,1,2,3,4,1,2,3,4,1,2,3,4
-6.76131,0.998727,0.856707,1,1,0,6.7615,0.229999,1,2,3,4,1,2,3,4,1,2,3,4
-6.75449,1,0.856707,1,1,0,6.76013,0.235961,1,2,3,4,1,2,3,4,1,2,3,4
-6.85156,0.973724,0.856707,1,3,0,6.93333,0.309533,1,2,3,4,1,2,3,4,1,2,3,4
-7.15071,0.960983,0.856707,2,7,0,7.1799,0.150354,1,2,3,4,1,2,3,4,1,2,3,4
-7.12799,0.999305,0.856707,2,7,0,7.15759,0.367865,1,2,3,4,1,2,3,4,1,2,3,4
-7.13729,0.997652,0.856707,1,1,0,7.22555,0.369385,1,2,3,4,1,2,3,4,1,2,3,4
-6.95641,1,0.856707,1,1,0,7.11003,0.33583,1,2,3,4,1,2,3,4,1,2,3,4
-7.03169,0.981749,0.856707,1,1,0,7.06367,0.350978,1,2,3,4,1,2,3,4,1,2,3,4
-6.8094,0.952683,0.856707,1,3,0,7.35936,0.207999,1,2,3,4,1,2,3,4,1,2,3,4
-6.86608,0.975699,0.856707,1,3,0,7.10496,0.313747,1,2,3,4,1,2,3,4,1,2,3,4
-6.88826,0.994801,0.856707,1,1,0,6.90943,0.31974,1,2,3,4,1,2,3,4,1,2,3,4
-6.84513,0.950514,0.856707,2,7,0,7.2357,0.197786,1,2,3,4,1,2,3,4,1,2,3,4
-7.68827,0.909417,0.856707,2,3,0,7.77459,0.10898,1,2,3,4,1,2,3,4,1,2,3,4
-6.87972,0.918519,0.856707,1,3,0,8.83298,0.317488,1,2,3,4,1,2,3,4,1,2,3,4
-6.77151,0.980035,0.856707,1,3,0,7.01767,0.223582,1,2,3,4,1,2,3,4,1,2,3,4
-6.74868,0.994044,0.856707,2,3,0,6.82317,0.254566,1,2,3,4,1,2,3,4,1,2,3,4
-6.77158,0.988551,0.856707,2,3,0,6.82891,0.223541,1,2,3,4,1,2,3,4,1,2,3,4
-7.84461,0.797618,0.856707,1,3,0,8.38061,0.456958,1,2,3,4,1,2,3,4,1,2,3,4
-7.45112,0.611483,0.856707,1,3,0,10.5891,0.124202,1,2,3,4,1,2,3,4,1,2,3,4
-7.24626,1,0.856707,1,1,0,7.44801,0.140871,1,2,3,4,1,2,3,4,1,2,3,4
-7.6322,0.984557,0.856707,2,3,0,7.63436,0.112278,1,2,3,4,1,2,3,4,1,2,3,4
-6.75026,1,0.856707,2,3,0,7.46995,0.258432,1,2,3,4,1,2,3,4,1,2,3,4
-6.90042,0.958454,0.856707,1,3,0,7.0126,0.18556,1,2,3,4,1,2,3,4,1,2,3,4
-6.90042,0.612344,0.856707,1,3,0,10.4649,0.18556,1,2,3,4,1,2,3,4,1,2,3,4
-6.8438,0.935782,0.856707,2,3,0,7.5423,0.198123,1,2,3,4,1,2,3,4,1,2,3,4
-6.96384,0.945771,0.856707,1,3,0,7.35673,0.337427,1,2,3,4,1,2,3,4,1,2,3,4
-6.84,1,0.856707,1,1,0,6.93757,0.30598,1,2,3,4,1,2,3,4,1,2,3,4
-7.85364,0.63948,0.856707,1,3,0,9.38014,0.100118,1,2,3,4,1,2,3,4,1,2,3,4
-8.93796,0.918093,0.856707,2,7,0,9.2523,0.547088,1,2,3,4,1,2,3,4,1,2,3,4
-7.88522,1,0.856707,1,1,0,8.7771,0.46098,1,2,3,4,1,2,3,4,1,2,3,4
-6.83122,0.927246,0.856707,2,3,0,8.54926,0.20146,1,2,3,4,1,2,3,4,1,2,3,4
-6.74802,0.997453,0.856707,1,3,0,6.85473,0.249805,1,2,3,4,1,2,3,4,1,2,3,4
-6.75449,0.998504,0.856707,1,3,0,6.7573,0.264393,1,2,3,4,1,2,3,4,1,2,3,4
-6.75572,0.999739,0.856707,1,1,0,6.75675,0.265724,1,2,3,4,1,2,3,4,1,2,3,4
-6.74804,0.984619,0.856707,2,3,0,6.86913,0.24915,1,2,3,4,1,2,3,4,1,2,3,4
-7.09189,0.890841,0.856707,2,3,0,7.51973,0.156968,1,2,3,4,1,2,3,4,1,2,3,4
-7.28842,0.973322,0.856707,1,1,0,7.29876,0.137084,1,2,3,4,1,2,3,4,1,2,3,4
-6.78503,0.961623,0.856707,1,3,0,7.7685,0.28499,1,2,3,4,1,2,3,4,1,2,3,4
-7.14189,0.87785,0.856707,2,7,0,7.62293,0.151303,1,2,3,4,1,2,3,4,1,2,3,4
-6.85887,0.946066,0.856707,1,3,0,7.7387,0.311686,1,2,3,4,1,2,3,4,1,2,3,4
