# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = arrays_model
# start_datetime = 2023-11-20 20:48:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4121365788 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_array_data/../../data/arrays/arrays_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1,x.2,x.3,x.4,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,z.1.1.1,z.2.1.1,z.1.2.1,z.2.2.1,z.1.1.2,z.2.1.2,z.1.2.2,z.2.2.2,z.1.1.3,z.2.1.3,z.1.2.3,z.2.2.3
-18.8089,0.971215,0.24497,4,15,0,34.0222,-0.442866,-0.717965,0.382877,0.35673,0.26781,-1.41178,0.0381122,0.667092,-0.114325,1.36912,0.301611,1.05527,1.58917,2.70435,0.193971,0.294167,0.844097,0.393343,0.312447,0.0759468,1.47719,0.228064,0.196351
-17.4826,0.961201,0.24497,4,15,0,26.9481,0.677503,0.781291,-0.00589676,0.0509925,0.0589279,1.06657,-0.395215,-0.036099,0.788014,-1.01,0.989462,0.680249,0.372842,0.034878,0.762305,2.06824,0.545224,0.913441,0.939503,2.67051,0.638587,2.02543,2.20252
-15.5657,1,0.24497,4,15,0,24.1355,0.231205,0.158232,0.0981905,0.899188,-0.0903291,0.934205,-1.62107,0.0226259,-0.357947,-0.606251,0.0818823,0.377148,1.46776,0.203106,0.739635,0.274247,0.697658,0.327978,0.94725,0.103194,1.40304,0.322731,0.236228
-15.582,0.901783,0.24497,4,15,0,29.3413,-2.12591,1.3793,1.03077,-0.694251,0.0487969,-0.469974,-0.118693,-0.730142,0.869547,-0.165007,0.952313,1.47536,0.508247,0.674211,1.26591,0.822607,0.354756,2.00987,0.421709,1.19515,0.497243,2.2433,0.589109
-15.5516,0.999341,0.24497,4,15,0,26.0904,2.25176,-1.42555,-1.08659,0.508233,-0.0757656,0.447307,0.101725,0.757903,-0.967779,0.204634,-0.59705,0.960534,0.479889,1.62505,0.833704,1.46521,0.803298,0.534398,1.99061,0.839704,0.295466,0.195815,0.535717
-23.9718,0.917486,0.24497,4,15,0,34.237,-2.63974,2.29921,0.409058,-0.149374,-0.077379,-1.02818,-0.0679276,-2.07952,0.800486,-1.01387,0.257093,0.439598,0.65592,0.370017,0.796941,0.427956,1.2828,0.0310461,0.27241,0.0750855,1.25875,1.52441,1.59477
-17.5364,0.626517,0.24497,4,15,0,35.7413,0.233381,0.948601,0.274427,-0.711727,0.79587,0.383042,0.955,0.527787,0.738748,-0.742222,-0.74094,0.0567666,0.386554,0.942825,1.47752,1.34357,0.511281,0.0380027,2.2212,1.54077,0.828323,0.78778,0.190429
-15.7495,0.973947,0.24497,4,15,0,26.225,-0.610305,-0.475556,-0.446843,1.00857,0.602963,-0.484056,-0.986303,-1.23949,-0.0808185,-0.761371,1.49166,2.20584,1.65728,0.242585,0.593274,0.694327,1.12811,1.39061,0.208857,0.548791,1.07536,0.193965,0.414258
-18.0524,0.94134,0.24497,4,15,0,29.3623,-0.732525,-2.09622,-1.08784,-1.42893,0.475002,1.12313,0.177786,0.951535,-0.622758,-0.012511,-1.61126,0.0825741,0.423246,0.871912,1.45889,1.32117,0.839595,0.472748,1.94512,0.57997,0.940322,2.05022,0.505107
-12.9175,0.976443,0.24497,4,15,0,27.1919,-0.124181,-1.38905,0.343575,-1.62861,0.184744,0.393524,0.584179,-0.315833,-0.78872,-0.342844,-1.42026,0.440675,0.431259,1.51905,1.12729,1.32821,0.368012,0.991227,0.7954,1.00168,0.309014,0.565885,0.699395
-12.8463,0.997891,0.24497,4,15,0,18.6595,-0.122702,-1.16639,0.253924,-1.38969,0.715921,0.752253,-0.18293,-0.0310881,-0.124288,-0.767227,-1.44891,0.261907,0.559623,1.09221,0.923122,1.22374,0.345586,0.585835,0.880031,0.686793,0.309614,0.454617,0.887805
-12.4829,0.969376,0.24497,4,15,0,19.5132,-0.180507,-0.775827,0.866654,-0.857406,-0.101193,-0.124589,-0.450724,-0.799815,1.45146,-0.711386,-1.45432,0.888863,1.84968,1.28085,0.809256,0.989561,1.03791,0.872652,0.619878,1.19652,1.22534,1.59777,0.163664
-15.8356,0.773124,0.24497,3,7,0,23.858,0.401866,-0.21223,0.360704,-1.3232,-0.540656,-0.0512765,0.465675,-0.450533,1.36619,-0.285091,-1.50787,1.40955,0.671798,2.02081,1.21492,2.03477,1.35191,0.415247,1.95076,1.43156,1.83423,2.03812,0.152789
-21.2333,0.878674,0.24497,4,15,0,27.862,-1.5776,0.281676,1.03337,1.34268,-0.233101,-0.731587,0.443395,-1.22915,-0.0186671,-2.59099,0.444137,0.295906,1.23277,0.31927,0.567863,0.290482,0.274195,1.50169,0.217199,0.356771,0.313152,0.191344,0.277529
-24.2694,0.999917,0.24497,4,15,0,33.8913,-0.574036,-0.429796,0.589993,0.391817,1.8394,-0.654042,0.900037,-0.985492,-1.85992,-0.899628,1.06329,0.295607,0.827062,2.42777,1.22564,0.0707065,2.32467,0.692052,0.0594756,0.151232,0.44756,1.12033,0.0742142
-21.2288,0.880108,0.24497,4,15,0,38.6618,0.47343,0.557126,-0.554708,-0.476847,-1.80115,0.71259,-0.89923,0.867745,1.74531,1.03735,-0.843285,1.0981,1.11992,0.0197062,0.428675,0.436089,0.240534,1.11058,2.04532,0.189594,0.434258,1.1515,2.5585
-19.6288,0.991364,0.24497,4,15,0,29.5772,-0.303209,-0.575136,0.558562,0.139002,1.81592,-0.77998,0.906758,-0.839278,-1.69331,-0.96569,0.937437,1.37367,1.09232,3.2705,0.665359,0.0907789,0.889551,1.20879,0.485253,1.20278,1.53841,1.13382,0.115683
-20.9902,1,0.24497,4,15,0,31.3442,0.389506,-0.749227,0.824787,0.703063,-0.330335,-0.839049,-1.22335,1.31753,1.53024,-0.256655,-0.47501,0.328088,0.936897,0.0679077,1.0777,0.0482565,0.860402,0.759543,1.68733,0.658079,0.472402,0.200069,0.0248668
-15.3925,0.984293,0.24497,4,15,0,30.9737,-0.701646,0.844502,-0.799845,-0.919583,0.307456,0.810357,1.23871,-1.27651,-1.57145,0.236967,0.3697,0.724094,1.4555,0.263297,0.962615,0.320615,0.694822,0.906717,0.824874,0.0792747,1.12371,0.404062,0.555451
-16.2533,0.96419,0.24497,4,15,0,25.2196,0.643814,-0.672076,0.88235,1.11697,-0.0543789,-0.580375,-1.06043,1.00812,2.10863,-0.25399,0.0537787,0.132995,0.672027,0.854094,1.00181,2.07677,1.42013,0.395961,0.350404,0.532236,0.307366,0.839474,1.69889
-17.3638,0.934673,0.24497,4,15,0,25.4404,0.726373,-0.0954347,-0.526424,0.269316,-0.35791,-0.270725,0.138993,-0.0282607,-1.14125,-0.236572,-0.0427738,0.00690381,0.509621,1.15672,0.344105,0.214603,0.60927,1.55477,0.162394,1.43319,0.321321,0.816564,0.236639
-16.7985,0.819405,0.24497,4,15,0,29.7429,-1.65153,-1.33603,0.197769,-0.374702,0.00365662,-0.213117,-0.473255,1.10216,0.989175,0.426535,0.646227,1.01996,0.46946,0.855407,0.675738,1.45433,0.173276,0.215954,2.0894,0.0411635,0.926264,1.13332,0.552579
-18.625,0.974174,0.24497,4,15,0,26.6988,-1.23925,0.879526,-0.825346,-0.0865617,-0.219358,-0.348358,-0.799196,-0.278264,1.87052,1.31885,-0.110019,1.09934,1.98156,1.26334,1.36543,0.537532,1.79627,2.04851,0.372458,0.00673316,1.08879,0.934794,1.63052
-20.7332,0.984513,0.24497,4,15,0,27.4029,0.946776,-1.51054,1.05245,-0.0830045,0.246345,1.00203,1.4988,0.0567399,-1.34232,-0.911671,-0.356503,1.05612,0.306094,0.273015,0.173065,1.27874,0.403669,0.304377,1.92735,3.39735,1.01224,0.912707,0.331921
-14.7129,0.982986,0.24497,4,15,0,29.9847,-0.732691,-0.313492,0.246076,-0.52823,-1.31002,-0.1808,0.739952,0.643179,0.365415,-0.641031,1.33467,1.25982,0.439601,0.33817,0.173208,1.36773,1.65303,0.370929,0.819607,0.243141,0.578319,1.14566,0.215754
-18.7213,0.724843,0.24497,4,15,0,33.5095,-0.205888,0.401723,-0.517787,0.685155,-0.405572,0.469847,-0.47655,2.08633,-1.21725,0.678291,0.94559,0.498703,0.478651,1.02363,1.33623,0.0628332,0.084421,1.74544,1.00818,0.266806,0.498128,0.115135,1.13728
-21.3381,0.911933,0.24497,4,15,0,38.3407,1.3822,-0.620104,-0.164941,-2.17005,1.34007,-0.747833,2.57362,-0.345809,0.812105,-0.0260027,-2.04367,0.621946,0.868464,0.861452,0.316854,0.816538,0.260615,0.22765,1.03329,0.408422,1.04044,2.29639,0.556189
-20.5103,0.989531,0.24497,4,15,0,35.4555,0.474518,-0.463856,-0.227898,-0.401016,0.12307,-2.06185,2.57506,-1.60002,-0.780258,1.18576,1.48285,1.50795,1.06446,0.0981168,0.651989,0.734879,0.750475,2.26878,0.991391,0.564124,0.437977,0.281741,1.57972
-22.4608,0.972586,0.24497,4,15,0,33.5021,-0.195897,1.67267,1.37499,-1.02831,-1.91878,0.391353,-1.39691,0.20822,1.26439,0.110286,-2.62795,0.320114,0.59312,0.0453464,1.32647,1.12476,0.790214,0.126338,0.91344,1.51783,1.76669,1.44002,0.534169
-22.3264,0.998446,0.24497,4,15,0,31.2589,0.55912,1.13915,0.726791,-0.36303,-0.901971,0.893282,-2.11621,0.93184,1.59431,-1.18892,-1.71551,0.464115,0.198057,0.00926709,0.776965,0.869606,0.543866,0.129312,1.72506,0.911091,1.04191,1.22125,1.45866
-24.0563,0.840815,0.24497,4,15,0,39.951,-0.466619,-1.84688,-0.569635,0.843005,0.723596,-0.928621,2.20427,-0.44785,-2.04128,1.00125,1.06395,1.83372,0.624203,0.0123925,1.4083,1.49995,0.530024,1.22377,0.1145,0.626502,1.17443,0.13485,0.335177
-21.8729,0.94383,0.24497,4,15,0,41.4976,0.770273,1.30497,0.807522,0.230262,-1.29493,0.970107,-3.38745,0.13469,1.21467,-0.0561615,-0.966452,0.413827,0.168867,0.307818,0.648767,0.630531,0.762965,0.419435,0.493893,0.177373,0.203492,0.948335,1.35517
-19.8532,0.976872,0.24497,4,15,0,38.8518,0.421943,-0.440175,-0.29899,0.0179414,0.844186,-1.38452,2.61751,0.302526,-1.4647,0.135402,1.20164,0.565515,2.14859,1.15246,0.715054,0.212184,0.209538,0.550147,0.0865206,0.280775,1.66351,1.12767,0.719155
-20.7264,0.954337,0.24497,4,15,0,30.0284,-0.98561,0.435675,0.782801,-0.355709,-1.18854,0.772835,-2.81697,0.487664,1.20224,-0.135968,-1.28285,0.139425,0.342657,1.49245,0.669529,1.03974,1.03655,0.571556,0.100815,0.520378,0.130119,1.48401,0.349006
-17.6573,0.963135,0.24497,4,15,0,37.9861,1.0211,-0.482155,-0.330971,0.651785,1.21372,-0.992447,2.50624,0.0321023,-0.774044,-0.157951,-0.116319,1.69288,0.652109,0.405755,0.598707,0.590011,1.05807,0.0741682,0.22435,0.386309,0.915502,0.291634,0.588196
-19.1942,0.981082,0.24497,4,15,0,27.2067,0.0783197,-0.648494,0.589685,0.00610649,1.3268,-0.7224,2.06981,-0.0880973,-0.666478,-1.18236,-0.982525,1.04039,2.57679,0.675206,1.50143,0.241634,0.76453,0.0342821,0.19966,1.07029,0.55352,0.346622,0.877937
-15.5147,1,0.24497,4,15,0,27.0806,0.32134,1.55507,-0.976699,-0.0780971,-1.07756,0.205234,-2.10622,-0.389716,1.07,1.63451,0.773312,0.766332,0.0877358,1.30098,0.530695,0.668693,0.711269,1.00865,1.10474,0.815204,0.85006,0.987869,0.844454
-20.7114,0.889039,0.24497,4,15,0,29.0746,0.274397,1.2778,-0.973126,1.27189,-0.0324732,0.783647,-1.72464,-1.78745,0.555897,1.48984,-0.0665078,0.304276,0.094834,0.358983,1.10285,1.48096,0.200501,0.274473,1.59073,0.59452,1.6488,0.121644,1.31052
-17.5261,0.984067,0.24497,4,15,0,30.5656,0.528738,-1.09253,-0.7932,-0.523513,-1.12557,-0.0719864,1.65014,0.0271021,0.611135,-1.87047,0.518242,1.38017,0.103672,1.14164,0.641677,0.40426,0.145539,0.263797,0.493102,1.22793,0.369704,0.745975,0.453139
-19.7155,0.972369,0.24497,4,15,0,29.7258,0.207886,-0.458549,0.542227,-0.135425,1.04739,0.155416,2.01661,0.557889,-0.649844,-2.38367,0.793446,1.249,0.409751,0.523042,1.63539,1.4787,0.0996593,1.45858,0.14837,0.490776,0.57106,0.21373,0.251392
-17.6666,0.961481,0.24497,4,15,0,30.3079,-0.767173,-0.341225,-0.330406,1.02052,-0.491579,-1.48515,-0.522675,2.12166,-0.503092,0.59333,-0.746125,0.699864,1.91993,0.596866,0.371049,0.625184,0.131632,0.524602,2.48355,1.66025,0.592563,1.30462,1.91659
-21.333,0.70936,0.24497,4,15,0,26.9899,0.66597,0.359173,0.64983,-1.01159,0.451744,1.49488,0.222857,-2.13703,0.486485,-0.867016,0.761409,0.829924,0.378443,0.477707,1.89248,1.0232,0.476492,0.279906,0.0253223,0.0992385,1.61605,0.130456,0.44873
-24.203,0.94975,0.24497,4,15,0,29.4962,0.813716,1.36766,1.19271,-1.11416,-0.158445,1.46638,0.977026,-2.38182,0.420074,-0.887504,0.102282,1.33718,0.2919,0.801758,1.70247,1.40084,0.440251,0.397506,0.0275832,0.0345405,1.60694,0.140194,0.367942
-18.0751,0.947329,0.24497,4,15,0,32.8498,-0.613071,0.106367,-1.15136,0.625496,0.0179671,-1.48943,-0.841968,1.77693,-0.873455,0.398646,-0.00431064,0.543258,0.434304,0.41791,0.257802,0.602842,0.639734,0.341051,1.92868,2.1804,0.0816364,1.11663,0.320455
-18.9882,0.915926,0.24497,4,15,0,27.606,0.924546,-1.22216,0.493456,-1.03581,0.0903185,1.25799,0.816793,0.170619,1.31912,0.526429,-0.190702,1.52385,1.45398,1.46089,0.123883,1.41682,1.27415,1.76167,0.0508826,0.201304,2.25068,0.381996,1.9329
-12.9469,0.928181,0.24497,4,15,0,28.9191,-0.502768,-0.0610128,-0.224607,0.968923,1.1538,-1.05222,-0.345718,-0.159689,-0.411473,-1.10752,-0.435392,0.275513,0.706854,0.522985,1.2319,0.395584,0.684364,0.502219,1.21135,0.391265,0.369371,1.8542,0.496103
-15.7838,0.93835,0.24497,4,15,0,26.2988,-0.63142,0.0667686,0.0627547,-0.908933,-1.06612,1.12724,0.347016,-0.102118,0.001824,2.13541,0.748424,0.255359,0.460189,0.222206,0.323367,1.45504,0.548162,0.688244,1.91235,0.319218,1.30916,0.504873,1.18217
-17.1825,0.969013,0.24497,4,15,0,27.0587,0.98557,0.455082,0.0147013,-0.768317,1.01323,-0.4464,-0.302982,0.109434,-0.0264707,-2.35503,-0.911877,0.114622,1.39469,0.421014,1.69266,0.572261,1.62207,0.976119,0.285944,2.0383,0.200102,1.65369,0.755586
-15.9972,0.994743,0.24497,4,15,0,24.2838,-1.49258,-1.59044,-0.819018,0.047895,0.469213,0.6547,0.16375,-0.0507567,1.8493,0.657793,-0.939201,0.994322,0.708026,0.0891319,0.294732,1.55654,0.527732,0.721503,1.3345,0.308231,0.921452,0.575685,1.34533
-16.6735,0.855521,0.24497,4,15,0,28.9753,-1.06607,0.236971,-1.25653,-0.104318,1.98538,1.02098,0.865026,0.592884,0.225817,-0.23034,-1.55939,1.14679,1.41481,0.071557,0.96103,0.540196,1.03063,0.297996,0.81461,1.70025,0.401997,1.9143,1.11339
-19.7186,0.860913,0.24497,4,15,0,30.4347,-0.415763,1.44734,-0.509119,-0.478235,-1.61875,1.4515,1.86403,-0.149118,-0.464992,-1.17991,-0.161581,0.403722,0.474832,0.0789413,1.10124,0.541471,0.543571,2.03914,0.574333,0.146275,0.446231,0.222659,0.798814
-18.8911,1,0.24497,4,15,0,28.8678,0.285499,0.474004,0.412306,0.235139,-0.140958,1.37705,-1.6265,0.960601,-0.963269,0.347431,1.17954,0.257478,0.044218,0.59489,0.906887,1.59478,1.18852,0.29496,1.46832,2.46589,1.25964,0.248235,0.222619
-18.4668,0.993111,0.24497,4,15,0,25.1178,-0.069186,-0.869786,-0.198425,0.0086844,-1.01728,-1.73943,-0.0985907,0.0351349,0.882709,0.479617,-0.767911,2.14668,0.019856,1.35281,0.695077,0.38105,0.677155,1.15355,0.553688,0.0910768,0.284913,2.07332,0.886219
-23.6679,0.797076,0.24497,4,15,0,34.7449,0.830547,-0.110604,-1.20157,0.505735,0.0883903,0.492352,-1.97206,-0.364755,0.00481607,2.36793,0.622218,0.0987836,0.0328123,0.644408,0.428456,1.69243,0.293857,0.753795,1.51425,0.0680794,1.31178,0.222906,0.179468
-18.0119,0.981689,0.24497,4,15,0,33.3092,0.701813,0.513523,2.04986,-0.34756,-0.450462,-0.363509,0.0850876,-0.390368,0.187589,-1.74323,0.72298,1.03462,2.53109,0.74536,1.03248,0.449843,1.78857,1.08868,0.523166,2.57418,0.451358,1.6527,0.10713
-25.7391,0.807891,0.24497,4,15,0,32.9881,-0.678033,-0.540998,-1.69169,0.418002,0.191891,0.321423,0.108915,0.0690248,0.29268,1.76627,-0.143939,1.011,0.115708,1.11562,0.224906,1.09169,0.016098,0.0648009,0.123902,0.0558734,1.6531,0.413944,0.038034
-17.2128,0.84516,0.24497,4,15,0,39.1738,0.681349,-0.139122,1.36448,-0.27904,-0.402994,-0.328782,-0.755328,0.0558796,-0.492099,-1.47828,-0.168114,1.28489,1.0956,0.856109,0.635913,0.611942,2.99409,0.7739,0.714956,0.615722,0.00941349,0.388803,1.14302
-17.8432,0.775816,0.24497,4,15,0,27.909,0.970249,-0.546379,0.968462,0.089094,-0.349456,-1.4664,-0.939977,0.654426,-0.495548,-1.63952,-0.0482465,1.12014,1.19001,0.981983,0.308858,0.976367,1.75398,1.00504,0.312229,0.408964,0.00781485,0.318464,0.92882
-15.8348,0.96085,0.24497,4,15,0,32.1077,-0.962992,0.376686,-1.15333,-1.28518,0.332376,1.12524,0.412877,-1.19674,0.348544,1.42746,0.264161,0.750745,1.062,0.816644,0.545762,0.356047,0.535934,0.880552,0.779226,1.40487,3.2379,0.595193,0.9673
-17.5523,1,0.24497,4,15,0,29.3559,-1.08999,-0.0579751,-1.90033,-0.565329,0.122426,1.75989,-1.48662,-0.0482411,-0.263676,1.43571,0.804649,0.672207,0.633371,1.7313,1.80965,0.328354,0.668028,2.13715,0.226226,1.7308,0.61649,0.624534,1.22236
-17.8821,0.926051,0.24497,4,15,0,26.9193,-0.146414,0.463858,0.209271,1.08197,-0.172907,0.388084,-2.13854,0.675226,-0.934648,-1.41313,-0.320716,0.111778,1.51269,0.342503,0.462767,2.01483,1.22058,0.0797076,1.42375,0.336934,1.38585,1.5092,0.773354
-21.1471,0.97651,0.24497,4,15,0,29.2342,0.0643976,0.0338892,0.00554988,0.732591,0.402358,2.56022,-1.12483,0.840608,0.770922,-2.12921,-0.567165,0.138135,0.766117,0.924602,0.791117,0.80775,0.433545,0.0331249,0.941798,0.106874,0.514553,0.836169,1.96626
-19.7044,0.978119,0.24497,4,15,0,30.4162,-0.156741,0.0447847,0.100515,0.692306,0.129963,2.19423,-1.22226,0.740348,0.400332,-2.07261,-0.547779,0.13467,0.822935,0.899468,0.695648,1.12153,0.329188,0.0468948,1.82071,0.184611,0.561647,0.815036,1.92097
-20.304,0.927202,0.24497,4,15,0,31.1426,1.14631,0.890387,-1.04912,-1.63243,-1.34869,-0.58596,0.185525,-0.136692,0.452677,1.30419,-0.666413,2.97041,1.40606,1.24538,0.650375,0.830049,2.24291,0.134,0.289159,0.134159,0.630033,1.43553,0.384381
-22.2728,0.962255,0.24497,4,15,0,34.1096,0.0583264,0.864279,-1.23891,-1.60976,-0.926809,0.689281,0.87933,-0.542719,0.148148,-0.161774,-0.655186,0.435978,1.19309,0.424005,1.37565,0.566994,0.652942,0.0086085,0.278988,0.0316766,2.54633,0.742238,0.208897
-22.6055,0.938967,0.24497,4,31,0,36.9219,-0.56384,-0.908444,1.09976,1.59967,1.06149,-0.774599,-1.04646,0.670784,-0.174658,-0.347368,0.739197,0.794776,1.1583,0.711698,0.990951,0.0039508,0.490408,1.87473,1.37366,0.15109,0.127486,0.216142,0.0951957
-27.871,0.751971,0.24497,4,15,0,43.6889,-0.602321,0.0206529,0.700112,1.58027,0.59988,-1.29132,-1.42057,0.601097,0.263547,-0.138609,0.643429,3.05025,1.33944,2.46652,0.611245,0.00945594,0.98895,2.41906,3.09822,0.197278,0.394719,0.54336,0.0822687
-29.0885,1,0.24497,4,15,0,39.6754,1.87784,-0.205366,-0.30998,0.373109,1.64317,-0.710122,0.741905,-0.0457294,-1.66727,0.22006,0.818182,0.145901,0.885484,0.181256,1.7868,0.0183435,0.760024,0.209046,0.0956231,0.0536104,0.0465582,1.86571,0.063615
-28.4715,0.94289,0.24497,4,15,0,39.5561,1.37078,-0.435244,-0.109461,0.272172,1.80552,-0.693966,0.712729,0.0989507,-1.6716,0.583942,0.793033,0.110854,0.95775,0.168489,2.37529,0.019791,0.762706,0.146822,0.154373,0.078985,0.0577343,1.18234,0.0671338
-27.7138,0.947678,0.24497,4,15,0,40.1117,-1.11261,-1.51389,-0.0761312,-1.10124,-0.774955,0.166901,0.195398,-0.206235,0.0176676,0.149266,-0.918635,0.022923,0.544751,0.826596,0.106484,0.00543766,1.07703,0.362189,2.57679,2.22235,0.030521,0.112449,0.577586
-16.8398,0.97242,0.24497,4,15,0,34.7068,0.953621,2.06865,0.409008,-0.144149,0.822776,-0.358303,-0.509494,-0.0661651,-1.41009,0.396142,0.136037,0.696155,0.42483,1.22993,0.114219,1.33305,0.996176,1.47499,0.0661947,0.122597,1.19916,0.959243,1.32351
