# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = arrays_model
# start_datetime = 2023-11-21 14:19:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184456367 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_array_data/../../data/arrays/arrays_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1,x.2,x.3,x.4,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,z.1.1.1,z.2.1.1,z.1.2.1,z.2.2.1,z.1.1.2,z.2.1.2,z.1.2.2,z.2.2.2,z.1.1.3,z.2.1.3,z.1.2.3,z.2.2.3
-15.8637,0.982868,0.25717,4,15,0,29.4291,0.352992,-0.611531,0.862023,-0.262884,0.359204,1.24153,-0.43908,-0.0975554,-1.14543,-2.6146,-1.60948,0.905836,0.739568,0.594273,0.531255,0.882293,0.805525,0.393016,1.79614,1.09794,1.05627,0.557752,0.228517
-14.2681,0.989485,0.25717,4,15,0,25.8536,-0.113487,-0.836738,1.87638,0.217062,-0.409276,0.518496,0.08573,0.687912,-0.530799,1.30239,1.28935,0.962842,0.863879,0.380903,0.541937,1.0423,1.15623,1.26027,0.387539,1.0196,0.334248,0.495636,0.144758
-17.4252,0.883927,0.25717,4,15,0,28.4753,-0.397898,-0.0783631,-0.300322,-1.55762,-0.752548,1.37492,0.619956,0.860545,-0.0169711,0.80147,-1.10807,0.964972,1.17107,0.263282,1.42925,0.5047,0.0604429,0.727697,0.660319,0.91139,1.05041,0.0896358,2.41529
-17.4183,0.813828,0.25717,4,15,0,25.7653,0.322026,0.145359,0.364251,1.54733,0.690285,-1.37463,-0.642985,-0.888973,0.00535702,-0.684516,1.09428,0.447819,0.30699,1.83026,0.560997,0.32597,1.13773,0.176039,1.00264,0.917409,1.11109,0.685848,0.01905
-16.3736,0.856937,0.25717,4,15,0,28.1103,-0.820901,0.245875,-0.434103,-0.646678,-0.425392,0.849714,0.193329,1.4591,0.0684536,-0.629808,-1.14219,0.195763,0.383054,0.1785,1.56326,1.79792,0.576249,0.127497,0.832832,0.185416,0.594701,1.25726,1.60369
-16.8516,0.946073,0.25717,4,15,0,24.0494,0.422785,0.34065,0.689251,0.393275,-0.138319,0.389388,-1.06839,-1.0405,-1.31057,0.939831,1.0383,2.18758,1.66693,2.17445,0.205697,0.320453,0.945409,0.101953,1.20329,1.39695,1.44307,1.18709,0.282006
-17.9197,0.876219,0.25717,4,15,0,24.4518,0.0342151,-0.850535,-0.0738939,-1.15239,-0.569471,-0.645068,0.537886,1.11503,0.693511,-0.0104593,-0.757959,0.169566,0.478698,0.249648,2.14344,1.80633,1.05264,0.460883,0.103291,0.334668,0.525973,0.219688,2.09949
-15.7585,0.881814,0.25717,4,15,0,26.8717,0.308571,0.0768616,-0.606114,0.910362,-0.00668982,-0.320097,-0.474119,-0.563836,-0.798074,0.313009,0.712086,2.04651,1.01757,1.61947,0.202684,0.196287,0.523761,0.613302,2.00893,0.666369,1.06715,0.531438,0.0299771
-20.9378,0.955898,0.25717,4,15,0,30.1985,0.112477,-1.78634,2.11014,-0.117903,0.945572,0.511244,-0.36963,0.475666,0.149318,-1.53209,-0.740741,0.306568,0.408091,0.0929066,0.645048,1.27266,1.56499,0.0910751,0.290314,1.09592,0.797697,0.628113,2.80743
-22.1727,0.968456,0.25717,4,15,0,32.499,-0.630019,2.00618,-1.20072,0.803946,0.322382,1.67987,0.60733,-0.563024,0.595908,0.0298056,0.22265,0.411281,1.29343,0.112522,0.220356,0.448196,0.104395,0.0515223,1.5492,0.890639,1.22259,0.267841,0.0987687
-19.6242,0.979895,0.25717,4,15,0,31.5989,0.723477,-1.92864,1.21718,-0.804663,-0.0290497,-1.67277,-0.691937,0.542612,-0.653642,-0.0525418,-0.138375,0.250879,0.748507,2.45153,0.272909,0.386641,2.36353,2.07221,0.993102,1.62815,0.277065,0.284693,1.43187
-21.0526,1,0.25717,4,15,0,32.7516,0.893594,-1.69923,-0.82289,0.377976,1.95737,1.61813,2.33273,-1.02027,1.04692,0.220799,-0.796641,1.2317,1.16725,0.242798,2.26013,1.40283,0.224349,0.405345,1.04557,0.290389,0.428204,0.530962,0.810741
-15.094,0.786688,0.25717,4,15,0,33.3255,0.896764,1.62919,-0.0784433,1.10495,0.366386,-1.49214,-0.726144,-0.915885,0.787543,0.772806,-1.10604,0.992483,1.25652,0.724106,0.0783939,0.756338,1.28256,1.36267,1.19092,0.610898,0.59687,1.6458,1.73164
-18.6589,0.869073,0.25717,4,15,0,30.1654,0.398271,0.717663,-0.165821,1.33249,1.0179,1.1892,-1.98915,-1.93815,-0.567156,0.484413,-2.05324,0.521743,1.65418,1.95178,0.212792,1.87137,0.966566,1.35408,1.38935,0.706533,0.515539,0.576466,1.10343
-20.0592,0.971357,0.25717,4,15,0,30.8807,-0.521612,-0.780972,-0.267542,-0.731211,-1.57208,-1.37478,0.943117,1.3328,-0.684836,-0.858933,1.30714,0.651915,0.510986,0.34063,0.259621,0.121959,1.04934,0.393274,0.64426,0.154397,0.0432429,0.887859,0.735841
-15.8509,0.981556,0.25717,4,15,0,30.2396,1.3144,1.06074,0.410846,0.620505,0.428637,0.212451,-0.0951457,-0.862457,0.175226,-1.49156,-1.46953,1.34559,1.64785,0.550752,2.08483,1.66417,0.277116,1.12511,0.798923,0.0619473,1.50222,1.12976,1.14092
-15.7134,0.844334,0.25717,4,15,0,29.322,1.32444,0.403027,0.835116,-0.166914,1.17184,0.308576,0.114004,-0.228579,-0.192451,-1.30447,-0.243244,0.713842,1.81984,0.322009,0.831482,2.25341,0.31944,1.86399,2.20953,0.148587,0.631573,0.776879,1.2316
-24.32,0.653836,0.25717,4,15,0,34.3651,-0.709124,-1.06014,-1.89104,1.47889,1.23904,-0.590544,-1.75914,0.075568,1.38244,-0.318604,1.89938,1.2649,0.161877,1.48316,1.15613,0.211848,0.059933,0.412601,0.0928489,2.44926,1.51023,0.719927,0.823827
-23.6841,0.696475,0.25717,4,15,0,37.4389,0.649316,1.01616,1.93796,-1.49066,-1.19721,0.596706,1.76931,-0.019527,-1.5768,0.578158,-2.16033,0.177405,1.55201,0.491077,1.13423,2.157,0.285518,1.57403,0.317885,0.0403677,0.548612,0.810633,1.27915
-20.117,0.542173,0.25717,4,15,0,35.1881,-0.374832,0.743276,1.21037,-0.767059,-1.12309,0.518367,1.40208,-0.13039,-1.37811,-0.0805421,-1.33974,0.405969,0.985003,0.514865,1.18812,2.03389,0.29575,1.95508,0.394527,0.0129363,0.536865,0.16239,0.905423
-24.2205,0.909712,0.25717,4,15,0,36.0752,0.87199,2.1846,0.221132,-0.753673,0.156696,0.0762051,0.837989,-1.71134,-1.21471,-0.0710839,-1.20696,0.0227038,0.90214,1.00968,0.22578,0.435772,2.08812,0.292616,0.190004,0.0147476,1.60511,1.30961,1.32709
-22.5266,0.861102,0.25717,4,15,0,33.6012,-0.357442,-0.72356,-0.812965,-1.29285,-0.167926,0.799568,1.33895,-0.720112,0.285589,0.818762,-0.470567,0.0117395,0.849199,0.231655,1.10232,0.681614,0.119258,0.562588,2.5994,0.0230559,0.276845,0.732174,1.11141
-26.447,0.869993,0.25717,4,15,0,35.7936,0.256596,1.28275,0.625427,1.49024,-0.08011,-1.61842,-0.709443,1.29541,-0.310384,0.0225771,0.239713,0.00622696,0.480741,0.335819,0.539925,0.959828,0.122043,0.867549,0.0146641,2.92147,0.0902699,0.926593,0.930885
-17.6113,0.978073,0.25717,4,15,0,34.289,-0.275829,0.0861237,0.212735,-0.823172,-0.722432,-0.352607,-0.0677656,1.90341,-0.0496787,-0.53332,-0.378186,0.0636528,0.252729,2.05628,0.28632,0.993292,0.34406,0.479018,1.36515,0.0441092,1.17588,0.544218,1.04798
-16.1576,1,0.25717,4,15,0,25.1643,0.00162674,0.381312,-0.253342,0.734023,1.34797,-0.311498,-0.679937,-1.55882,0.301283,0.351308,0.553848,0.590621,1.17966,0.451529,0.428448,1.59953,0.152027,0.369591,0.700112,0.0181992,1.14361,0.840251,0.665746
-20.1353,0.903202,0.25717,4,15,0,28.8221,0.551179,-0.346277,-0.276322,-2.11183,-0.28266,-0.819225,0.483036,-0.65904,-1.71316,-0.671544,1.64099,1.62069,0.93369,1.24149,0.135954,0.475588,1.05723,0.99528,1.33457,3.71698,0.472641,1.08196,1.31078
-19.6227,0.819943,0.25717,4,15,0,29.0468,-0.0403088,-0.292365,0.208754,2.06366,0.721346,-0.318185,-1.07701,-0.622332,0.909299,0.495574,-1.39842,0.221475,0.395046,0.776721,1.57914,0.886449,0.438204,0.979071,0.30408,0.0028125,0.721307,1.2813,0.556143
-15.6856,0.667307,0.25717,4,15,0,23.8473,-0.32444,-0.67364,-0.0902578,1.07541,0.38512,0.752691,-0.165206,-0.130053,-0.0912063,0.220002,-1.26579,0.345577,0.432637,2.09536,0.934028,0.455886,0.236169,0.682762,0.318132,0.0288748,0.935266,0.517715,0.719357
-18.2899,0.916019,0.25717,4,15,0,24.9528,0.420382,-1.83653,-0.0131418,0.309788,0.406339,0.75562,0.515772,0.831891,-1.10714,1.37847,-0.809895,0.906291,0.808161,0.327692,0.756543,2.09367,0.358417,0.808686,0.0818176,0.062592,1.95264,0.513411,0.789351
-19.6642,0.968048,0.25717,4,15,0,27.7248,2.06957,0.455898,-0.959171,-0.191332,1.63143,-0.861945,-0.542246,-0.874293,-0.80611,-0.173961,0.177658,1.50603,1.48687,0.729765,0.877578,0.470499,0.315158,1.01638,0.0865106,3.49014,0.460781,0.748751,0.896693
-20.155,0.325186,0.25717,4,15,0,35.1228,1.2179,0.633489,0.613281,1.35678,1.71324,-0.560218,0.613465,-0.993218,-0.238469,-1.20248,-0.0230291,0.371664,0.225997,0.707079,1.24884,1.8994,1.68571,1.05193,0.212302,0.00374202,0.716823,0.91911,1.01661
-17.8802,0.987455,0.25717,4,15,0,24.4762,1.04322,0.325616,0.0382947,1.08033,1.27529,-0.523441,-0.00890939,-0.794063,-0.484286,-0.988597,0.382669,0.50115,0.418036,0.50592,1.84325,2.08711,1.08058,0.842309,0.210686,0.00491581,0.888563,0.644643,0.781433
-19.5351,0.845956,0.25717,4,15,0,32.1677,-0.276813,-1.50455,0.653429,-0.119817,-0.996517,0.939908,-0.170368,0.405413,-1.13197,1.29791,-0.016207,0.0982085,1.63598,0.257854,0.34101,0.21064,0.0386839,0.749811,0.195739,1.46038,0.701034,0.380513,1.23834
-21.9791,0.951235,0.25717,4,15,0,30.8959,-0.114588,1.12177,-0.332419,1.23225,1.98616,0.516425,0.618723,1.00479,-0.641657,0.0184958,1.60738,0.445728,0.292915,2.01978,1.60699,1.94957,3.44177,0.608101,2.36395,0.561373,0.208469,0.925184,0.829097
-16.0287,1,0.25717,4,15,0,31.879,0.244836,-0.0455771,0.595891,1.37316,1.19742,1.76991,0.822127,0.842652,0.569375,-0.774136,0.0709441,0.190445,0.32484,1.45961,1.12185,1.46515,0.329039,0.843885,0.748971,0.705503,0.157333,0.476904,0.348123
-17.4543,0.971113,0.25717,4,15,0,26.924,-0.179397,0.484152,-1.26987,-0.347705,-1.52834,-1.55449,-1.71828,0.302675,-0.13941,-0.099454,0.796724,2.15884,0.599073,0.306698,0.768931,0.598384,1.97003,0.219416,0.597481,0.82895,0.101093,0.625341,0.95802
-25.8846,0.931585,0.25717,4,15,0,33.0166,-0.0903004,-0.752098,1.66757,0.823888,0.997311,1.60643,0.78923,1.09164,-0.44911,0.354416,-0.0823956,0.230874,0.227124,1.97119,0.353053,0.441552,0.11533,0.00160453,0.162307,1.24193,0.308667,0.135138,1.04004
-21.7092,0.937907,0.25717,4,15,0,34.5142,0.161938,1.61724,-1.42712,-1.13197,-0.807086,-1.86559,-1.17021,-0.798754,0.822326,0.0896581,-0.154071,0.250749,0.31787,0.255819,0.606028,0.361873,1.71054,2.48885,0.086184,1.17044,1.26667,0.0938893,0.955833
-21.1069,0.989286,0.25717,4,15,0,32.9392,-0.124177,-1.64223,1.44322,1.12512,0.406178,1.8609,1.1848,0.770741,-0.887408,0.224998,-0.051245,2.07095,1.83898,0.276939,0.386327,0.0382768,0.382367,0.124954,1.60713,1.11057,0.97552,0.528756,0.395954
-18.9284,0.905161,0.25717,4,15,0,33.7331,-0.580866,-1.74954,-0.501311,1.42826,-0.149983,-0.0772661,0.387218,0.792459,0.922725,-1.08116,0.271299,0.344685,0.160604,0.253336,0.465111,0.0897017,0.832752,0.746125,0.603328,0.530127,0.338419,1.65332,0.0906297
-13.6773,0.982746,0.25717,4,15,0,28.8545,0.25024,1.10421,0.558071,-0.354454,-1.07761,0.515036,0.427993,-0.303759,-1.24795,1.24095,0.0730334,0.649096,1.8281,0.597812,0.587237,0.164855,0.622614,1.54398,0.674612,0.611584,0.336003,1.73674,0.627962
-17.8788,0.471028,0.25717,4,15,0,24.8183,0.0207804,-0.802007,0.760374,-0.699908,0.932598,-1.44347,0.02595,0.742529,1.70262,-0.443383,-0.877571,1.30914,0.380579,0.939189,1.06471,2.26279,1.3719,0.334298,1.30521,1.12377,1.3604,0.0079297,0.665538
-22.642,0.65155,0.25717,4,15,0,33.2487,0.18576,1.02911,-1.18051,0.470433,-0.292924,1.80746,-0.598645,-0.165936,-1.67019,0.493016,1.19182,0.460483,0.774506,0.435507,0.674863,0.00431407,0.463765,0.172186,0.199388,0.903853,0.141126,0.229136,1.04938
-23.2971,0.986012,0.25717,4,15,0,34.8678,1.15004,-1.43735,-0.00214211,0.0144813,0.693862,-0.868142,-1.30347,-0.767898,1.33673,-0.213982,-2.15245,0.359077,0.312032,1.45699,0.559043,0.00917922,0.437603,0.714395,1.36722,0.561034,2.339,0.0548826,0.827864
-21.5407,0.922384,0.25717,4,15,0,35.5748,-0.762878,-0.188868,-1.38167,0.209603,-0.302974,0.0827814,-1.50812,-0.0223474,0.80847,0.626787,-1.04921,0.118828,0.775073,0.687404,0.347172,0.00111972,0.625387,0.15557,0.26604,0.57908,0.691163,0.385229,0.829001
-21.759,0.946878,0.25717,4,15,0,34.3435,-0.0851464,-0.891905,-0.306938,0.578016,0.687283,0.651305,0.675986,0.923156,0.232275,1.31867,2.09764,2.71351,1.26168,0.198526,1.67439,0.0239925,1.28077,1.6077,1.87611,0.146715,0.871404,0.169582,0.603579
-22.3064,0.592662,0.25717,3,7,0,38.7671,0.417368,-1.65538,-0.779806,0.507738,0.862951,1.26126,0.186203,0.339802,0.788971,1.58617,1.95793,0.610015,1.191,0.294533,1.09316,0.0254113,0.1649,2.42074,1.98526,0.29842,1.13158,0.358352,0.389872
-20.8717,1,0.25717,4,15,0,31.5585,-1.43971,0.868836,0.318898,1.69472,0.731993,-2.13979,-0.0445837,-0.226601,-0.125755,-0.160808,0.303773,1.02109,0.71683,2.37957,0.997426,0.0143011,2.41924,0.235255,0.357145,0.675349,0.48612,1.31731,1.64467
-21.5735,0.978997,0.25717,4,15,0,35.8466,-1.19119,-1.40244,0.266886,-2.17439,-0.623385,0.754589,1.08623,-0.667925,-1.11189,0.411261,0.917187,0.842339,1.21196,0.112807,1.00511,0.0479966,0.14873,0.418119,1.81501,1.32743,0.246887,0.383131,0.288744
-18.4478,0.882737,0.25717,4,15,0,33.9938,-2.22641,-0.0169957,0.437886,0.276576,1.83035,0.841171,0.610959,-1.27451,0.356241,0.604598,-1.20882,1.27166,0.875393,1.48436,0.912466,1.79034,2.15441,0.854025,0.0545398,0.40264,0.574193,0.287476,1.16809
-19.237,0.973864,0.25717,4,15,0,29.653,1.35578,0.0883555,-0.379533,-0.0100986,-1.77813,-0.649859,-0.435223,1.53073,-0.437238,-1.09555,1.20044,0.334954,0.506133,0.416416,1.05075,0.178744,0.343694,1.22365,0.157417,2.11771,1.54206,2.28965,0.384558
-22.6581,0.970944,0.25717,4,15,0,30.4121,-1.73608,-0.895048,1.26181,-0.749029,1.95736,0.245352,0.0743705,-0.590872,2.21637,-0.0665033,-0.849208,0.304199,1.48194,1.33633,0.0748077,1.80148,1.78895,0.506096,2.28881,0.268551,0.486763,0.145498,1.60192
-16.4372,0.953899,0.25717,4,15,0,32.2741,-0.574564,-1.78676,1.3216,-0.172215,1.01871,-0.0935006,0.978981,-0.537778,0.54086,-0.520269,-0.0945412,0.569019,1.05145,1.27714,0.137149,0.639408,1.10156,2.86061,1.02726,0.996695,0.52878,0.133127,0.777221
-18.5591,0.99202,0.25717,4,15,0,27.1327,0.45757,1.68008,-0.0505323,-0.947997,-0.353864,0.472187,-1.27945,0.496985,-0.81858,0.370816,-0.463592,1.38153,0.0475861,0.302248,0.254412,0.629691,1.00338,0.0884461,1.24937,0.616404,1.08492,0.143091,0.265578
-16.4397,0.725394,0.25717,4,15,0,29.0413,-0.0690595,1.46989,0.422656,-0.489449,-0.579337,-0.628624,0.10396,-0.248353,-0.654622,0.43409,0.953481,0.623761,0.074755,0.515095,0.290923,1.44028,1.73332,0.0857344,0.395969,1.21776,1.20614,0.46162,0.207586
-14.452,0.920518,0.25717,4,15,0,30.2545,0.252542,-1.59739,-0.258756,0.271597,0.633543,0.715451,-0.998903,0.245099,0.0387529,-0.0634035,-1.03888,0.582304,0.351155,1.65506,0.0921106,0.432728,0.298895,0.597489,0.822392,1.4209,0.820995,0.667413,1.95622
-15.0231,0.975524,0.25717,4,15,0,23.2817,0.828199,-1.68634,0.170078,1.4362,0.863469,0.246938,-0.568072,0.553656,0.800367,0.211907,-1.02356,1.81128,0.14999,1.04455,0.170417,0.946713,1.13288,0.578902,1.37003,1.22414,0.605409,1.98945,0.921396
-15.0501,0.846242,0.25717,4,15,0,24.5408,-0.758028,1.5166,-0.269667,-1.52778,-1.06216,-0.0993217,0.807836,-0.720145,-0.780231,-0.223602,0.930927,0.524885,0.112767,1.07831,1.07848,0.919734,0.0590509,1.32903,1.14749,0.974266,1.06527,0.951059,1.21766
-14.1091,0.957166,0.25717,4,15,0,23.1215,-1.22243,-0.568744,0.150892,0.676945,1.27444,-0.629266,-0.216551,1.71902,1.75246,-1.38747,-0.279949,1.4665,0.267688,0.861699,0.745329,0.958416,1.22479,0.63812,0.42216,0.858753,0.853737,1.19994,0.809976
-17.0616,0.933795,0.25717,4,15,0,26.4689,-0.117344,0.664254,0.833351,-0.097766,0.589793,-1.20592,0.510359,-0.252517,-3.13376,1.76702,-0.216713,0.68146,1.72747,0.56071,0.576968,0.267159,0.765586,0.722127,1.44197,0.447195,0.627261,0.687302,0.7734
-16.44,0.977656,0.25717,4,15,0,30.371,1.8266,-0.775324,-0.127272,-2.5758,-0.593967,0.00949521,0.732611,0.218328,0.617357,-0.209603,-1.39215,1.19972,0.468652,0.789021,1.39889,0.430482,1.22711,1.26416,0.564869,1.43413,1.13363,0.0914856,0.808469
-13.9089,0.705939,0.25717,4,15,0,28.7068,1.57389,0.386387,-0.410308,0.842531,-0.324567,-0.696126,0.681136,0.81105,1.02318,-1.62789,-0.749122,0.227456,1.54811,0.749152,1.38974,1.07569,1.22564,1.15815,0.347895,0.775993,0.609351,1.97203,1.05673
-14.5803,0.760226,0.25717,4,15,0,26.5413,1.55461,0.735335,0.430336,-0.833416,1.43784,-0.41683,0.132749,-0.39167,-1.46932,0.481387,1.16655,1.25361,0.399985,1.14417,0.657196,0.82744,0.823022,0.515907,1.53324,0.866807,0.609668,0.0926859,0.612416
-13.9929,0.982123,0.25717,4,15,0,20.2964,-1.59805,-0.718609,-0.451657,0.836183,-1.43766,0.425458,-0.121434,0.454456,1.40833,-0.479227,-1.07113,0.628717,1.72094,0.351539,0.866263,0.850091,1.13112,0.920352,1.00687,0.881678,0.892361,2.51907,0.799399
-16.1135,0.875305,0.25717,4,15,0,22.9388,1.62348,0.790371,0.446951,-0.822215,1.42421,-0.424875,0.152877,-0.438906,-1.47541,0.035828,1.09131,1.32585,0.497378,0.665708,0.890167,0.438394,1.43453,0.749211,0.200046,0.567135,0.323961,0.20466,0.288087
-15.6117,0.98665,0.25717,4,15,0,28.0087,-0.380594,-0.939052,0.625529,0.49632,0.45206,1.22697,0.0478706,0.585756,-0.714573,1.20777,-1.36614,0.719871,1.44021,0.145924,0.930866,0.38067,0.51895,1.00779,1.79316,0.157921,0.70998,2.25094,1.34222
-19.2244,0.858722,0.25717,4,15,0,25.9283,-0.702209,0.311944,-2.12571,0.407126,-1.49511,0.672995,0.233972,-0.26601,-0.380359,0.373776,1.43785,1.30565,0.649924,0.236733,1.01095,0.841947,1.59106,0.318588,0.0453234,2.23631,1.31955,0.14909,0.404567
-15.336,1,0.25717,4,15,0,25.8856,0.119369,0.978123,0.700857,-1.35542,-1.3217,0.179973,0.277509,0.90657,-0.128006,-1.09005,-0.992003,0.934714,0.735543,2.64569,0.642949,0.478455,0.558615,1.5464,0.78952,0.226917,0.866438,0.33139,0.443778
-20.9037,0.992668,0.25717,4,15,0,30.9037,0.616405,1.0596,0.184181,0.948807,0.866799,-0.0158374,0.292932,-1.19888,1.11256,0.178485,0.971021,0.269878,0.00509562,0.113885,1.08399,0.206364,0.789518,0.538567,0.296043,0.839316,0.787138,0.34624,0.174561
-22.5464,0.985452,0.25717,4,23,0,30.182,1.83281,0.888595,0.7165,1.11085,0.614588,0.24192,0.570408,-1.12012,2.14185,0.543389,0.924644,0.306989,0.0298097,0.101441,1.36552,0.410983,0.991793,0.314062,0.405803,0.345703,1.3167,0.940516,0.113437
-24.1581,0.896497,0.25717,4,15,0,41.64,1.41953,0.407468,1.07455,1.24404,0.309138,0.594222,-0.0751134,-1.57076,2.28173,0.577554,0.365654,0.371687,0.0252526,0.111562,1.78304,0.243388,1.0217,0.196069,0.361519,0.33592,1.33312,0.497944,0.10859
-24.4416,0.970693,0.25717,4,15,0,35.1268,-1.79985,-0.30643,-0.677551,-1.01298,-0.199538,-0.505826,0.265024,1.53571,-2.04419,-0.60594,-0.572926,0.844263,2.59841,1.68149,0.200252,0.83226,0.36835,2.24808,0.371763,0.0371978,0.798981,1.49057,0.0213979
