# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = arrays_model
# start_datetime = 2023-11-18 18:04:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3938722959 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_array_data/../../data/arrays/arrays_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,z.1.1.1,z.2.1.1,z.1.2.1,z.2.2.1,z.1.1.2,z.2.1.2,z.1.2.2,z.2.2.2,z.1.1.3,z.2.1.3,z.1.2.3,z.2.2.3
-14.4598,0.78255,0.318742,4,15,0,23.1721,1.94343,-0.542749,-0.422109,-1.8986,0.478248,-0.060805,-0.226971,0.149324,0.333147,0.910067,0.348167,0.810177,0.652013,0.655196,1.3622,0.601006,0.49637,1.92252,1.24599
-12.7562,0.997945,0.318742,3,15,0,19.3918,0.34777,0.327527,-0.234383,0.00219293,-0.0563025,0.690341,0.0472557,0.0705215,0.756576,0.925189,0.0537645,1.25489,0.276467,1.17533,0.948,0.749906,0.509644,0.466591,1.2621
-16.1103,0.888224,0.318742,4,15,0,20.862,-0.235718,0.190539,-0.684966,-0.245712,-1.48205,1.23891,-1.40994,0.125127,1.65637,0.227907,0.139593,1.78185,0.223333,0.521808,1.23046,0.986788,0.591935,0.821084,1.68601
-14.9137,0.932562,0.318742,4,15,0,24.2488,0.153383,1.03459,0.124142,0.0704,-0.246547,-1.18049,1.3802,2.03517,0.357642,0.76041,0.0838619,0.341965,2.02698,0.916506,0.53374,0.813853,1.02699,0.206458,0.522482
-13.3484,0.899385,0.318742,3,15,0,22.7708,1.07827,0.741561,-0.403228,0.41202,-0.298869,-0.499383,0.926107,0.885392,0.57063,1.03975,0.0272647,0.839899,0.569705,1.46584,1.47632,0.941753,0.732049,0.200467,0.383744
-14.5797,0.910395,0.318742,3,15,0,18.6917,1.49172,0.322357,-0.232407,0.295715,-0.430471,0.113882,1.30786,0.345696,0.528843,0.540497,0.0267287,0.999692,0.712205,0.608001,0.742562,1.25212,1.34146,0.145251,0.63712
-12.7026,0.94716,0.318742,4,15,0,25.4724,-0.630247,-1.1684,0.921302,-2.16892,0.389662,0.280186,0.071907,0.181365,0.326436,1.09598,0.75544,0.49561,0.665685,1.31229,0.747135,0.755471,0.655986,1.09061,0.661278
-18.6051,0.944353,0.318742,3,7,0,22.594,-2.86472,-0.500797,-0.158399,-1.7424,0.874536,1.11645,0.206345,0.0701122,1.34031,0.403519,0.418691,2.38671,0.590957,0.496403,1.58007,0.742453,1.21201,0.637598,0.798068
-19.3002,0.535687,0.318742,3,15,0,28.5237,2.31661,0.576675,-0.264854,1.69031,-0.110489,-0.778,-1.50258,0.49535,0.335183,1.74937,1.2877,0.00972377,1.42908,0.69344,0.27594,1.05749,0.351479,0.614627,0.892305
-23.7536,0.939579,0.318742,3,15,0,34.756,0.852105,0.098134,0.833968,0.911624,-0.4228,-1.9083,-1.69298,0.0870507,1.03672,0.902123,0.728339,0.0189138,1.44428,0.109206,2.71483,1.72995,2.20091,2.62104,1.39121
-20.8319,0.0306786,0.318742,3,7,0,40.6515,-0.34433,-0.555036,1.19922,1.09608,-1.37031,-1.97307,-1.68975,0.117356,2.21231,1.42606,1.16486,0.0764759,1.39602,0.165737,0.185124,1.71947,0.434981,1.45407,1.50043
-17.0798,0.822976,0.318742,4,15,0,30.4317,0.0710414,-0.569246,-1.31128,-0.000148269,0.909849,-0.209117,-0.874543,0.183562,0.276155,0.106091,1.06846,2.73377,0.588575,0.114928,1.45275,0.531372,0.825651,0.57812,0.338883
-18.0164,0.812268,0.318742,4,15,0,25.0211,-0.271155,0.488146,0.925437,0.0183725,-0.869165,1.10727,0.69343,0.349277,1.15676,0.0613548,0.461518,0.0220111,1.90583,0.527329,1.02854,1.13438,0.861402,1.92302,0.091845
-16.6364,0.952286,0.318742,4,15,0,24.8422,0.253905,-0.900585,-0.542101,0.567962,0.213672,-0.716662,-1.26515,1.83226,0.203569,1.12726,0.885318,0.00318988,0.266709,1.15661,0.678441,0.946414,1.11806,0.283257,1.18217
-16.9652,0.926322,0.318742,3,15,0,22.5822,0.494947,-0.67223,-0.386847,0.739634,0.300987,-0.8882,-0.968531,1.36873,0.209425,1.0958,0.727376,0.00253448,0.23908,0.683719,1.00658,1.62781,1.09828,0.195607,1.10492
-15.4039,0.886333,0.318742,3,15,0,22.7612,-1.14339,0.775322,0.312119,-1.07908,-0.709416,-0.182221,0.362245,0.471585,1.64131,0.39531,0.736517,0.00909499,2.2087,0.891036,0.999084,0.450823,0.531732,1.07388,0.639571
-15.8378,0.913573,0.318742,4,15,0,24.9484,1.63563,-1.17591,-1.93785,-0.0854179,-0.759873,-0.620082,1.5503,0.430819,1.67476,0.374479,0.944604,0.539836,0.703563,0.888873,1.20209,0.44713,0.397628,1.08321,0.130855
-16.4814,0.974593,0.318742,3,15,0,29.4286,-0.347994,-0.645197,0.438692,-0.707609,2.0687,1.11109,1.31203,0.603304,0.480825,0.0712615,0.309348,0.397757,0.976852,1.0737,0.707484,1.58391,0.891187,0.457059,2.42317
-15.0464,0.999258,0.318742,4,15,0,22.6474,0.235662,0.244882,-1.70028,-0.260059,-0.878479,0.468999,0.603054,0.415531,0.640416,0.0513701,0.113428,0.932862,1.06878,0.655753,0.425436,0.635074,1.29431,0.396864,0.305047
-18.8469,0.947315,0.318742,4,15,0,25.2918,-1.81877,0.327406,1.69559,0.678462,-0.582826,-0.230843,0.153727,0.34316,0.703425,0.146797,2.65854,0.987827,1.01436,2.05899,0.412066,2.22444,1.21775,0.457202,0.0764023
-17.5122,0.578945,0.318742,4,15,0,29.1449,-1.18959,0.96056,0.94041,-0.0376508,0.747937,-0.0310364,-0.29175,1.00916,1.03419,0.154824,0.398041,0.0194241,0.449714,0.576299,1.12439,0.316011,0.589214,2.27982,0.144397
-16.8632,0.916289,0.318742,3,7,0,29.0047,0.384206,0.797559,-0.373434,-0.75839,-1.70773,1.39095,-0.901726,0.530809,0.790846,2.30146,1.50625,0.0202745,1.36765,0.647056,0.766083,0.715186,0.951961,0.140297,1.37726
-12.8166,1,0.318742,4,15,0,23.7273,-0.435845,0.458903,0.548316,-0.281566,1.83062,-1.75344,0.384741,1.54594,0.797357,0.186871,0.380423,1.33718,0.643518,0.91056,1.21663,0.398776,0.743033,0.71649,0.656189
-19.8599,0.850863,0.318742,3,7,0,27.5656,-0.143086,-0.293357,1.85945,-1.29583,1.13842,-2.47996,0.247546,0.917191,0.501007,2.85868,0.0591052,0.81023,1.16189,0.59261,0.835281,2.11449,0.590598,0.767862,1.96625
-18.6417,0.750903,0.318742,4,15,0,32.2309,-0.190783,-1.89062,2.63223,1.05814,-0.546154,-0.806297,-0.930671,1.20674,0.808155,0.0823149,1.7036,0.740829,0.456474,0.715265,1.11435,0.283129,0.164692,0.92415,0.311559
-13.8426,0.942861,0.318742,4,15,0,28.4688,-1.20163,1.07727,1.22693,1.06347,1.10666,-0.769371,-1.23189,0.489876,0.683583,0.412804,0.639649,1.24317,0.675459,1.38833,0.837813,1.04545,0.508796,1.22626,0.10159
-14.4779,0.929987,0.318742,4,15,0,22.2786,1.53643,-0.039744,-1.69627,-2.21762,-0.784365,0.0914317,-0.199999,1.34897,1.3568,0.718737,0.862373,0.244042,0.727674,0.550522,1.15482,0.462157,0.647,0.414854,0.42306
-10.3738,0.996428,0.318742,3,15,0,17.8523,-0.126194,0.0239147,-0.634142,0.756441,0.580888,-0.523693,-0.678688,0.831772,0.769782,0.320465,0.96389,0.640986,0.981994,1.73169,0.755958,1.19851,1.29834,0.233019,0.285403
-14.2989,0.828057,0.318742,4,15,0,21.1255,-0.0511422,1.38037,-0.278029,0.0306445,0.373454,2.27823,1.09212,1.01009,0.737897,0.213732,1.24524,1.54713,0.918485,0.438157,1.13173,0.472389,0.736775,0.399424,2.2417
-15.0349,0.944488,0.318742,4,15,0,24.3343,1.00431,-1.35649,1.31999,1.08911,1.24095,-0.379886,0.053684,0.87086,0.726114,0.221808,0.712622,0.940882,1.08395,1.3934,0.934097,0.424519,0.677564,0.0654395,0.199906
-19.5669,0.842437,0.318742,4,15,0,27.5172,-1.1626,1.17675,-0.711274,-1.69793,-1.05006,0.685981,0.0845477,0.170053,0.8404,1.65604,0.384833,0.609167,0.0658834,0.857834,0.228964,0.17442,0.876808,2.81686,0.466565
-19.5669,0.180914,0.318742,4,15,0,34.3985,-1.1626,1.17675,-0.711274,-1.69793,-1.05006,0.685981,0.0845477,0.170053,0.8404,1.65604,0.384833,0.609167,0.0658834,0.857834,0.228964,0.17442,0.876808,2.81686,0.466565
-15.7109,0.978937,0.318742,4,15,0,24.8383,-0.183055,-0.865175,0.307137,0.27357,1.82975,0.954009,-0.95748,0.322669,0.947644,1.29897,0.409654,1.8333,1.76219,1.59533,0.130221,0.203607,1.27686,0.229959,0.504712
-10.6395,0.899145,0.318742,3,7,0,20.2049,0.481414,-0.691461,0.324578,0.668835,0.512151,0.251782,-0.915459,0.523546,0.77246,0.6224,0.663437,0.9079,1.15748,1.2475,0.314495,0.20583,1.12026,0.596887,0.323179
-11.4716,0.943464,0.318742,4,15,0,16.608,-0.331719,0.227492,1.12058,-0.548501,-0.624495,-0.259289,-1.36556,1.60255,0.914303,0.269602,1.44286,1.0737,0.487993,0.312744,0.32345,0.945241,0.858886,1.23355,1.59062
-12.3315,0.917,0.318742,4,15,0,18.5495,-0.245115,0.325318,1.07985,-0.621162,-0.851409,0.00548147,-1.08013,2.03832,1.11805,0.182688,1.67993,0.666809,0.548985,0.573142,0.312407,0.562883,1.08224,1.54424,1.51312
-15.9988,0.82394,0.318742,4,15,0,21.9028,-0.423116,-0.0274974,-0.455588,0.933077,1.80849,0.247668,0.941793,0.276631,1.04675,0.187891,0.197045,0.231546,0.914497,0.22223,0.335651,0.289381,0.990866,0.891836,0.341235
-15.723,0.969506,0.318742,3,15,0,25.8266,-0.575244,0.992303,-1.13816,0.347347,-0.915353,1.49202,1.18061,0.465198,0.306962,0.0942312,0.475136,0.566665,0.96023,0.130565,1.52414,0.492016,1.2612,0.516578,1.33311
-18.7498,0.888652,0.318742,4,15,0,27.5701,-0.554289,-0.409994,-1.29823,-0.294542,0.159635,1.90537,0.106653,0.947709,0.310706,0.298452,0.744493,0.128361,1.52394,0.0859793,0.655899,0.2107,0.316802,0.0777576,1.78603
-17.0674,0.872686,0.318742,4,15,0,26.2357,-1.47764,-0.165182,-0.652644,0.372042,-1.48086,1.67609,1.12007,1.06374,0.38089,0.344852,0.913716,0.207951,1.33415,0.203449,0.380308,0.596564,0.891257,0.0637798,1.27706
-14.3009,0.765631,0.318742,4,15,0,24.1126,-1.12497,-0.298161,-0.504694,0.17163,-1.4275,1.22043,1.16906,0.803802,0.40811,0.451996,1.1738,0.278722,0.962007,0.294159,0.931976,0.432456,0.827037,0.0794878,1.01748
-17.9374,0.977562,0.318742,3,7,0,23.18,-0.796372,-1.54359,-0.949071,0.107097,2.84186,-0.215318,0.780998,1.23973,1.97286,1.64906,0.394254,1.65128,1.16491,1.17236,0.745746,1.90477,1.15687,0.0406492,1.19079
-18.5308,0.484234,0.318742,3,7,0,30.2665,-0.486236,-1.0675,-1.50244,0.204415,2.62337,0.268884,0.544242,1.54376,0.763952,2.56582,0.30417,1.72319,0.935703,1.48702,0.919366,1.61947,1.89177,0.0522185,0.750644
-17.6562,0.767206,0.318742,4,15,0,28.907,-1.32245,-0.832931,-1.50643,-1.49737,2.08714,1.57411,0.398176,1.39343,0.705001,0.486981,0.553469,1.7156,0.388802,1.51513,1.50703,1.31373,1.34237,0.063708,0.969617
-15.5641,0.947016,0.318742,4,15,0,25.2375,-0.106741,-0.0692284,0.799288,-0.854168,1.02207,-1.07423,-1.60709,1.06026,0.93518,2.06473,0.568865,0.799931,0.580069,0.617965,0.656747,1.02725,0.229979,0.0309329,0.282783
-15.5295,0.961679,0.318742,3,15,0,25.3318,0.432547,-1.30907,1.86257,-0.370818,-0.0447691,-0.31029,-0.814775,1.75007,1.30211,0.719897,1.01352,1.63417,0.422661,0.955325,2.17737,0.170601,0.243189,0.126786,0.761346
-16.1099,1,0.318742,4,15,0,21.4019,-0.569056,1.56889,-1.52426,0.456751,0.0370033,0.310386,0.6154,0.287426,0.865312,0.548126,0.725588,0.383818,1.55457,1.21748,0.260463,0.0523751,1.82855,2.29609,0.84704
-18.2024,0.524633,0.318742,4,15,0,28.9122,-0.675157,1.699,-0.924983,0.145917,0.117257,0.061954,0.973537,1.02939,0.0412308,0.671328,0.800275,0.319905,0.0840111,0.144155,1.65305,0.519022,0.205503,0.456479,1.76414
-19.4922,0.985064,0.318742,4,15,0,27.8262,0.928556,0.800967,-1.14156,2.036,-0.313625,-0.308522,-1.35667,0.780943,0.00814538,0.976196,1.86536,0.120411,0.292457,0.73308,0.45048,1.61081,1.25565,0.303452,0.84533
-17.0128,0.919994,0.318742,4,15,0,32.8499,-0.965133,-0.682065,0.378027,-1.62045,-0.188005,1.30304,1.47746,0.144419,0.39884,0.382545,0.235269,0.275707,0.957567,0.313979,0.29715,1.17735,0.967638,2.08149,0.540511
-13.775,0.904299,0.318742,4,15,0,25.7649,1.24862,-0.0535466,-0.117164,-0.422413,-0.233829,0.315119,1.45651,2.22025,0.678539,0.105679,0.601736,1.13942,0.819417,0.225121,0.883129,0.908577,1.08507,0.366431,2.03638
-19.8387,0.7809,0.318742,4,15,0,28.2101,-1.58961,0.460451,-0.177025,1.87834,0.119201,0.560354,0.121788,0.457644,0.387749,0.11445,0.496248,0.0309163,1.54702,0.0510364,0.69902,0.726492,1.09595,2.4326,0.660679
-14.975,0.342291,0.318742,3,7,0,27.4205,-1.17582,0.196387,0.551045,2.101,-0.411742,-0.0368356,0.035646,0.775647,0.930223,0.274722,0.489921,0.0378338,0.992337,0.140059,0.912943,1.15469,1.14631,1.40778,0.646202
-13.8316,0.958088,0.318742,4,15,0,20.6102,1.09898,-0.263389,-1.30086,-1.01588,0.0126591,-0.0181758,-0.43912,0.494952,0.648281,0.162664,1.38068,0.265206,0.219813,2.40651,1.09725,0.817649,0.892865,0.543427,0.745078
-11.474,0.967469,0.318742,4,15,0,21.3545,-0.889897,0.558927,-0.258848,0.865086,0.261883,-0.298201,-1.14327,1.92081,1.71716,1.63486,1.09991,0.431356,0.475371,0.414959,0.796087,1.57459,0.804234,0.335786,1.16549
-12.4964,0.996084,0.318742,3,7,0,16.5667,-1.38227,0.5193,-0.204386,0.969028,0.183493,-0.842963,-1.27218,1.79095,1.77604,1.57681,0.866206,0.612742,0.45483,0.41804,0.723947,1.29218,0.52632,0.27679,1.34653
-22.8414,0.901757,0.318742,3,7,0,30.0456,-1.94673,1.50889,-0.405692,1.23276,-1.26726,-3.83915,-0.0796202,0.902041,0.692287,1.11939,0.580942,0.419207,0.639729,2.21668,0.217852,0.83074,1.10548,2.20653,1.72806
-18.6034,0.930291,0.318742,3,7,0,32.636,-2.10355,1.28849,-0.833952,0.317391,-1.29901,-2.14889,-0.886497,2.63607,1.4281,1.78946,0.619126,0.302549,0.907646,1.42137,0.414797,0.171314,0.818068,1.26779,1.05555
-20.9393,0.994937,0.318742,4,15,0,25.7503,2.12975,-0.856123,0.974002,-0.179763,1.37864,2.14871,0.933165,0.0937208,0.658129,0.147769,0.145386,0.341154,0.670862,0.705222,0.246745,0.27624,0.371792,0.905011,0.742555
-22.0353,0.980886,0.318742,3,15,0,34.1048,1.7182,-1.07663,-0.104066,-1.05113,1.82139,0.883468,1.04195,0.226608,0.314112,0.0491861,0.237657,0.447686,0.657661,1.17996,0.0586182,0.158623,0.503529,1.42373,0.255072
-21.9266,0.835365,0.318742,3,7,0,34.4257,1.12138,-0.74049,0.472294,-1.41811,1.60733,0.17663,1.73045,0.145937,1.65886,0.00916714,0.260964,0.318316,0.172024,0.243047,0.968296,0.686542,0.231764,1.21866,0.623622
-13.9866,0.983242,0.318742,3,7,0,29.0572,-0.604732,-0.672025,0.119225,-0.244633,0.30665,-1.50413,0.592589,0.928532,0.765689,0.0490645,0.326246,0.693454,0.550582,0.329401,1.68773,1.93411,1.14112,1.37616,0.333099
-19.0009,0.529755,0.318742,4,15,0,29.1837,-0.76138,1.41944,-0.31295,0.564878,-0.934,0.447649,-1.07932,0.230078,1.91664,0.3799,0.690148,0.48306,0.390569,0.0437348,0.23701,0.0209257,1.49071,0.985117,0.916165
-19.2918,0.710674,0.318742,3,15,0,27.2743,0.121123,1.02664,-0.379269,0.429365,0.0657545,0.792761,-1.02499,0.94345,0.17819,1.04984,0.334135,0.476192,0.267137,0.0474273,0.108706,0.0444137,0.306791,2.03578,0.628123
-16.9736,0.911099,0.318742,4,15,0,29.7321,-0.192225,-1.71899,0.222522,-0.382878,-0.204868,-0.793401,0.768848,0.687214,1.82717,0.942416,0.3567,0.0352957,2.06939,0.666067,1.33756,2.52212,0.497865,0.297268,0.3356
-16.242,0.984124,0.318742,4,15,0,24.7664,-0.0690987,0.793203,0.231571,-0.277483,-1.37961,0.351552,0.68339,0.365396,0.374541,0.179911,1.88085,0.128641,0.270787,1.37785,0.200392,0.121881,1.30122,0.543601,1.08708
-17.2509,0.925361,0.318742,4,15,0,26.1107,0.693965,-0.186667,-1.7936,-1.54451,-0.572498,-0.455644,0.177225,0.0989624,0.113283,0.185131,0.480509,1.46339,0.353265,1.32585,0.222121,0.578946,1.56572,0.722942,0.474917
-15.036,0.973378,0.318742,3,15,0,21.5026,0.17526,-0.148425,0.931822,0.811064,0.0955672,0.0204048,-0.531274,0.368443,0.201777,0.0863677,0.800497,0.56086,0.618514,0.590409,0.047483,0.567008,0.531027,0.411329,1.57439
-15.4946,0.997755,0.318742,3,7,0,24.1484,-0.0804352,0.0643217,1.14786,0.961897,-0.112554,0.164263,-0.504551,0.400743,0.507191,0.0670616,1.67768,0.687309,0.486836,0.483301,0.0616694,0.52943,0.472538,0.417388,1.88652
-23.3262,0.475414,0.318742,3,15,0,29.714,-0.646945,1.45953,-0.879466,0.329326,-0.235609,-0.537902,0.322481,1.77481,0.713236,2.59202,0.159218,0.828367,0.39015,1.64591,0.0721983,0.592048,0.00207152,0.136916,0.201286
-29.3238,0.983532,0.318742,3,7,0,36.2244,1.57575,0.340295,2.02539,0.701034,-0.990941,1.67944,-1.10636,0.385635,0.511932,0.101546,0.0521115,1.21708,1.60202,0.2292,1.20275,1.25601,0.000180397,2.50676,0.271691
-21.1233,0.643652,0.318742,3,7,0,36.8477,1.34769,0.341027,1.02426,0.371779,-0.125288,1.40769,0.909768,0.828209,1.38427,0.728915,0.0960281,1.10382,0.206134,0.271825,0.860004,1.06984,0.00130403,0.292255,0.192562
-19.2438,0.516449,0.318742,4,15,0,28.3484,-0.917806,1.1191,-0.0697894,-1.21744,0.857757,-0.479989,-1.11402,0.223533,0.213845,1.15716,0.0951205,0.548014,1.0386,0.35816,1.16162,0.693128,3.46897,2.12793,1.36835
-13.5896,1,0.318742,4,15,0,24.3733,0.565969,-0.202207,-1.19833,0.834584,0.630535,0.689893,0.902889,0.12988,0.896713,1.35217,0.166853,0.664716,0.966118,0.272237,1.00462,0.649794,0.192686,1.00442,1.52927
-13.0066,0.936727,0.318742,4,15,0,21.3628,-0.527143,0.362193,0.702799,-1.5459,-0.843236,-1.19835,0.0418918,1.22005,1.12093,0.216366,1.50907,0.520431,0.534312,1.57379,0.954331,0.192579,0.53296,0.534891,0.453255
-13.0318,0.952196,0.318742,4,15,0,20.9035,0.789059,0.111725,-0.722764,-0.0148516,0.488249,-1.31364,1.04225,0.829016,0.868539,1.00381,0.372033,0.499527,0.554039,0.416795,0.961765,2.13977,1.13593,0.0842501,1.55809
-15.125,0.945559,0.318742,4,15,0,21.9557,-0.71788,-0.397588,0.498432,0.0502678,-0.158707,1.31335,-1.47278,1.09481,0.320891,0.590549,0.658709,0.88145,0.507,0.213463,0.854417,0.149007,0.879421,0.0484043,0.5126
-17.0945,0.885566,0.318742,3,15,0,25.0409,-0.565071,0.256481,-0.567458,2.50154,0.203079,0.592472,-0.576288,0.831108,1.59638,1.48123,1.52439,0.672846,1.80894,0.597081,0.649439,0.343952,0.331838,0.0804533,0.0702416
-13.7317,0.973859,0.318742,4,15,0,21.7743,0.468386,-0.347667,0.253019,-1.89262,-0.469481,-1.09387,0.0547457,1.65068,1.05962,1.35234,0.796026,1.72559,0.34598,0.29608,0.578445,0.514935,0.245503,2.19997,1.33781
-12.8798,0.881611,0.318742,4,15,0,22.7625,1.63891,0.548592,1.06335,-1.44085,-0.122577,-0.646901,-0.342889,1.52171,0.84299,0.865224,1.42131,0.762118,0.503618,0.133138,0.729418,0.93645,0.455552,1.63428,0.482127
-10.8085,0.979859,0.318742,4,15,0,17.8375,-1.40834,-0.0261745,-0.264444,1.28114,-0.37077,-0.968027,0.753976,0.983083,1.08129,1.00873,0.185712,0.800422,0.514118,0.494208,0.701033,0.926844,0.707432,0.898579,1.23368
-12.9594,0.917931,0.318742,4,15,0,21.2572,0.542156,-0.995934,1.25812,-1.68006,0.219145,-0.416154,0.203464,0.927312,0.911345,0.301713,1.1663,1.20462,1.29599,1.62743,0.180135,0.165288,0.983315,0.688815,0.720459
-12.8204,0.902716,0.318742,4,15,0,21.1046,0.633163,0.26449,0.0487578,0.449929,0.0792281,-1.00836,-1.2549,0.657389,0.893452,0.336087,1.19496,1.1547,1.43532,1.19237,0.0806949,0.21229,0.904844,0.547139,0.292407
