# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = arrays_model
# start_datetime = 2023-11-21 14:19:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184456367 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_array_data/../../data/arrays/arrays_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1,x.2,x.3,x.4,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,z.1.1.1,z.2.1.1,z.1.2.1,z.2.2.1,z.1.1.2,z.2.1.2,z.1.2.2,z.2.2.2,z.1.1.3,z.2.1.3,z.1.2.3,z.2.2.3
-16.0162,0.984492,0.260422,4,15,0,25.7165,-0.15797,1.64632,-0.250149,-0.0659049,-1.14585,-0.453105,-0.771565,-1.17037,0.0014083,1.61849,1.1178,1.01678,0.147109,0.55103,0.921486,0.76917,0.996138,1.13739,0.345136,2.128,2.18131,0.428291,1.09928
-16.364,0.949978,0.260422,4,15,0,25.6422,-0.141917,-0.2222,-0.251171,-0.309398,-1.16676,0.804567,0.0363155,1.46329,2.13131,-0.29232,-0.459954,0.561582,2.47407,1.05422,1.13071,0.31241,0.671075,0.722307,1.4819,0.188716,0.183007,1.10671,0.507263
-16.8649,0.999978,0.260422,4,15,0,26.5289,0.092483,-0.97675,0.526806,-1.55589,-0.788485,0.126301,1.4246,0.692236,1.69101,-0.990863,-0.0790755,2.63698,0.828539,0.705989,1.165,0.731628,0.374994,0.344829,1.03855,0.127303,0.379661,0.906957,1.00759
-17.1367,0.975109,0.260422,4,15,0,27.6995,-0.954657,-1.7994,-0.452791,-0.174241,1.45599,-0.00795842,1.60838,-1.08578,-0.455925,-0.844213,-0.553214,0.35005,0.855757,1.56556,0.0852267,1.61462,0.667919,0.7359,0.293997,0.849958,1.78879,0.415891,1.48869
-16.3718,0.806298,0.260422,4,15,0,27.9289,-0.890322,-0.751554,1.25169,1.85732,0.0624486,0.840644,0.270209,0.938161,-2.12978,-0.159838,-0.522764,0.593122,1.20109,0.265379,1.39975,0.229261,0.332926,1.32298,1.72868,1.0772,0.500438,1.39398,0.81931
-17.3186,0.977336,0.260422,4,15,0,22.745,1.04151,0.743206,-1.23763,-1.77232,0.0810207,-0.835923,-0.707221,-1.09793,2.13197,0.00327146,0.441603,1.36189,0.493939,2.19732,1.57557,0.998914,0.87746,0.765929,0.225552,0.482544,0.204498,0.710058,0.71566
-14.1342,0.591621,0.260422,4,15,0,25.9087,-1.09246,0.628105,-0.388854,0.368493,0.244608,-0.533065,-0.584432,-0.600775,-1.18945,-0.640703,-0.4052,0.700183,0.379639,0.0791192,0.301374,0.583306,1.29958,0.785788,2.05513,1.33357,0.371779,1.07001,1.64406
-20.5602,0.867348,0.260422,4,15,0,31.0527,0.588184,-0.280596,0.99833,-0.509103,1.64759,0.830272,0.266563,0.497913,1.4907,-0.865458,0.979212,0.71476,0.57318,0.548925,0.486354,0.796604,0.0190752,0.469976,0.27107,0.115801,0.0643546,0.904433,0.471789
-16.7507,0.973441,0.260422,4,15,0,31.5899,-0.370442,0.269525,-1.04155,0.486479,-1.08629,-1.01041,-0.232453,-0.752406,-1.46529,1.3909,-0.913489,0.202492,0.520495,0.68747,0.281519,0.726671,0.224549,0.523449,1.09497,2.47161,1.73293,1.27819,0.570325
-16.8514,0.922175,0.260422,4,15,0,25.9684,-0.0285697,0.673925,0.115302,-0.85209,0.190145,0.555636,0.0201746,0.531763,0.269319,-1.03995,0.247374,0.881036,0.941091,0.660355,0.287533,0.536917,0.0393835,1.35872,0.926072,0.104994,0.0584215,0.225484,1.41516
-16.0427,0.936005,0.260422,4,15,0,26.7756,0.421625,-1.10029,-0.363808,0.521199,-0.198761,0.00128923,-1.05819,-1.17123,-0.304585,0.786672,-0.750414,1.17895,0.274884,1.09538,1.77161,1.63767,0.664253,0.494908,0.323925,2.37681,0.110416,2.04413,0.47816
-18.6127,0.92263,0.260422,4,15,0,24.9336,-0.333643,-0.0543367,0.00536172,0.360323,-0.504894,-1.44319,1.94893,-0.289908,-0.493321,1.62273,-0.428282,0.588796,2.15966,0.265542,0.236067,0.518718,0.406003,0.460526,0.677586,0.220722,0.186015,0.1795,0.903735
-17.4361,0.986388,0.260422,4,15,0,30.4352,0.319349,0.0122243,-0.00527322,-0.344348,0.871905,1.63543,-1.40146,-0.119227,0.448097,-1.10978,0.512084,0.826639,0.261195,0.202806,0.346686,0.266328,0.902081,0.351113,0.372471,0.365358,0.141104,0.9521,0.217348
-18.4618,0.988662,0.260422,4,15,0,28.3549,-0.337682,-1.26585,0.97431,0.0502364,-1.32406,-1.00011,1.57455,-0.659289,-0.531084,0.521868,-1.2241,0.965989,0.848445,0.307066,2.64566,0.60558,1.26407,0.10097,0.49034,0.333466,0.233936,0.788527,1.70926
-20.7523,0.981107,0.260422,4,15,0,28.1424,0.577668,-0.324029,0.921541,0.252134,-2.07175,-1.53605,1.67967,-0.827427,1.03246,-0.0931474,-1.10947,1.9264,1.51036,0.36029,0.299574,0.305272,0.535098,0.133313,0.457923,0.302712,0.172861,1.18803,1.87186
-18.5081,0.988133,0.260422,4,15,0,32.9635,0.00893082,1.21583,-0.594028,-0.967404,0.310342,1.37668,-0.482289,-1.73202,-0.189789,1.19452,1.50366,0.290403,0.573658,1.72249,0.611413,0.668884,0.864009,0.801492,1.66933,0.0651008,2.26084,0.554149,0.300764
-20.3333,0.598479,0.260422,4,15,0,36.057,-0.63701,0.694836,-0.254533,0.3794,-0.38763,1.3777,-0.620532,-2.09496,-0.209981,-0.707588,0.795601,0.780302,0.249295,1.05626,0.0514102,2.58847,1.5102,1.73492,1.40636,0.143543,0.276185,1.83018,0.295118
-17.3334,0.888937,0.260422,4,15,0,32.9659,-1.36415,-0.192286,-0.209166,-0.991891,-1.04817,-0.0799422,-0.0341009,-0.305613,0.321729,0.901767,1.3008,1.73449,0.394473,0.0953716,0.225809,0.430673,0.52887,0.83858,0.691698,0.106532,0.340341,1.00157,0.252375
-13.1323,0.97227,0.260422,4,15,0,22.7126,0.352276,0.148513,0.346687,0.776713,0.808074,-0.273323,-0.269653,-0.394966,-0.213205,-0.590519,-0.991958,0.175495,1.8321,1.26456,0.515665,0.475258,0.203502,1.1869,0.831303,1.92481,1.04873,0.705092,2.1291
-15.1291,0.862158,0.260422,4,15,0,25.9064,-0.195583,-0.503023,-0.099769,-1.41734,-0.550103,1.79833,-0.123607,0.122129,-0.500046,0.342121,1.31768,1.31012,0.875205,1.23811,0.438469,0.426596,2.00573,0.326555,0.702923,0.677216,1.19726,1.77307,0.0933499
-14.6518,0.986571,0.260422,4,15,0,23.0418,0.153022,0.214094,0.0886796,0.877136,-0.0102841,-1.78118,0.125201,0.0281339,1.14724,0.215216,-2.12613,0.67714,1.14953,0.828413,1.73783,1.59275,0.271621,1.12339,1.44953,1.47132,0.381959,0.363512,0.440731
-17.2488,0.877821,0.260422,4,15,0,27.3291,1.05691,0.0452287,0.284025,-0.0496982,1.18555,-0.82318,-1.29227,-1.61587,-0.754434,-0.437919,0.885575,0.0274715,0.764991,1.15603,0.441458,0.288318,0.959384,0.83514,0.491275,0.251463,0.396023,0.555358,1.5822
-16.5771,0.967593,0.260422,4,15,0,26.4134,-0.828227,-0.0801765,-0.315041,-0.0117928,-1.29201,1.05311,1.3275,1.49912,0.611025,0.838193,-0.539689,0.95756,0.02332,0.72526,0.312624,1.28039,1.21096,0.761654,1.76146,1.05496,0.56385,0.296806,0.454562
-16.1462,0.956653,0.260422,4,15,0,28.3655,1.23137,1.19516,-0.996352,-0.647301,0.267459,-0.447454,-0.596323,2.07473,-1.06495,-1.5726,0.732115,0.736716,1.26929,0.975645,2.04049,0.620911,0.674228,0.917303,0.36298,0.929401,0.45249,1.57093,0.266644
-19.5127,0.907365,0.260422,4,15,0,27.5514,0.24886,-0.756865,0.33311,0.764189,-2.35251,0.544065,1.27181,-2.26602,1.46001,0.741757,-1.72886,0.726698,0.4634,1.00824,0.154724,1.07158,1.13426,0.655427,0.82544,0.505958,1.03036,0.534168,0.203847
-19.993,0.9975,0.260422,4,15,0,27.301,-0.221956,0.650995,-0.620674,-0.841282,2.34107,-0.560301,-1.27108,2.4318,-1.47028,-0.707628,1.72433,0.31799,1.94835,1.17932,0.168554,1.07627,1.01682,0.68811,1.13355,1.26449,1.42336,0.536062,0.478189
-14.8077,0.866803,0.260422,4,15,0,28.9801,-0.342599,0.948309,0.0997853,-0.592022,1.19817,0.837427,-1.09156,0.618912,-0.624715,-1.5149,1.4063,0.241615,0.279542,0.701206,0.396924,0.762182,0.338092,0.447176,0.879236,1.23121,1.52767,0.66859,0.854519
-15.8223,0.976602,0.260422,4,15,0,23.8182,1.03866,-0.440664,0.355064,-0.175961,-0.142082,0.0705431,0.952029,0.756783,0.289482,1.44885,-0.689915,0.117056,0.12295,1.34043,1.6833,0.914688,1.67923,0.170625,0.876149,0.625396,0.379682,0.391937,0.478243
-16.8258,0.942267,0.260422,4,15,0,25.1308,-0.0769208,0.154279,-1.09627,0.00694759,-0.252333,1.28189,-0.429478,-0.350965,-1.61886,0.0517693,0.0797582,0.057693,2.33174,0.522528,0.489766,1.08134,0.129049,1.95123,0.447871,1.37693,1.09874,0.526839,1.70867
-19.1149,0.910399,0.260422,4,15,0,30.5652,-0.124084,-0.42074,0.398319,0.613466,0.750822,0.178333,0.944216,0.0288513,-1.16257,0.89361,-1.03538,0.955116,0.132796,0.737165,1.27887,0.510901,0.0329293,0.222817,0.398212,0.123875,0.127891,0.859333,0.285607
-15.8595,0.955368,0.260422,4,15,0,28.4141,-0.246313,0.246685,-0.229888,-0.462183,-0.714698,0.588386,-0.381732,0.637843,-0.954023,-0.312214,1.87773,0.736383,0.645407,1.27664,0.65098,0.0170863,0.932408,1.1872,1.49504,1.34157,2.39449,1.10423,2.01258
-17.4956,0.987237,0.260422,4,15,0,24.5508,-0.0282898,0.530545,-2.06256,-0.0013314,-0.495331,1.0581,0.828998,-0.694279,0.607023,-0.280424,1.52449,1.90973,0.597952,0.619056,1.56687,0.0282206,1.77549,0.355802,0.462287,1.07579,0.496297,0.460877,1.00042
-21.7691,0.755761,0.260422,4,15,0,31.3865,1.56947,0.172646,0.0690541,0.432139,0.422005,-1.84934,-0.80561,0.94072,0.634573,-1.34186,-1.05685,0.260287,1.41641,1.27988,0.0723115,0.0196403,0.188906,0.770463,0.439991,0.115407,1.05356,1.46889,1.10662
-22.0055,0.977098,0.260422,4,15,0,29.9975,1.08855,0.731001,0.254434,2.47719,-0.905212,-0.484091,-1.35327,1.21552,-0.696584,-0.0989636,-1.29787,0.282359,0.726426,0.938272,0.0547067,0.0377968,0.445104,0.821396,1.05111,0.165939,0.913091,0.732259,0.266965
-20.0128,0.953504,0.260422,4,15,0,30.8424,-1.09022,-0.331388,-0.46126,-2.29425,0.900711,0.515512,1.35248,-1.26802,0.705181,0.00766517,1.27085,2.11375,1.48388,0.782434,1.49514,0.0173702,1.67903,1.22363,1.16785,2.46892,1.31401,0.891134,1.31136
-19.4853,0.996265,0.260422,4,15,0,26.7286,-0.36811,0.152273,0.140252,0.690772,-0.299229,0.194543,-1.4969,0.153096,-0.80248,1.20459,-0.930657,0.164047,0.559671,1.19266,0.718619,0.00531427,0.156129,0.346485,0.838422,0.128217,0.677291,1.10309,0.477247
-20.3562,0.943569,0.260422,4,15,0,30.604,-0.732923,-1.34944,1.09637,-1.0383,1.45838,-0.230863,-0.771923,-1.48162,0.775083,0.487876,-0.545619,2.37126,1.61876,1.01938,1.36479,0.0115207,0.792015,0.591053,1.25607,0.453904,1.41518,0.149898,0.266448
-18.5166,0.93171,0.260422,4,15,0,31.8304,1.61183,1.74111,-0.671826,-0.609397,-0.167949,-0.288493,0.167696,1.71199,-1.1787,0.126768,-0.438274,0.158492,0.314042,1.01042,1.05543,2.21145,1.08146,0.596535,0.136057,1.7049,0.660118,2.3701,1.19492
-15.471,0.975488,0.260422,4,15,0,28.2799,-0.252148,-0.441553,-0.182111,0.0190564,0.203576,0.221599,0.418827,0.774059,-0.101119,0.230815,0.953985,2.47235,0.662402,0.814561,0.744291,0.185861,0.718669,1.05162,2.41345,0.387181,1.35659,0.183965,0.0965295
-23.5628,0.694166,0.260422,4,15,0,32.0825,0.665008,-1.7137,2.208,0.168775,-1.06297,-0.697358,-0.911282,1.13475,0.150663,0.828449,0.0617707,0.274186,0.588922,1.27463,0.631929,2.26429,0.17225,0.815167,0.104459,0.10501,0.407482,2.81656,0.243272
-23.9253,1,0.260422,4,15,0,38.4298,-0.0198974,1.22249,-1.37264,-1.14343,0.758542,1.01143,-0.0587781,-0.020312,-1.80659,1.15604,0.593446,0.201565,0.722316,0.581783,1.46371,0.173671,1.08215,0.550679,2.12864,2.16684,1.77832,0.0621346,0.00819142
-21.9497,0.984212,0.260422,4,15,0,36.3569,1.89788,-0.53898,-0.525952,-0.586118,-1.24191,-0.407602,0.780164,-0.454415,0.467097,-1.035,-0.643814,2.23305,0.911387,0.569404,0.749306,0.130153,0.354197,0.482664,0.231976,0.164256,0.403515,0.790596,0.00524899
-23.3575,0.955646,0.260422,4,15,0,35.4645,-1.70559,0.619229,0.64683,0.305693,2.07349,-0.32391,-0.793988,0.160348,-1.33912,1.1691,0.188926,0.182721,1.29512,0.689194,1.37581,0.336855,0.67662,0.0536902,0.0750558,2.20489,1.24364,0.816764,0.0228393
-18.1619,0.992579,0.260422,4,15,0,33.707,1.03718,0.029679,-0.545545,-0.418516,-1.69106,-0.492338,1.66331,0.248939,0.549978,-0.83713,0.114981,1.24441,0.796841,1.51035,0.996895,0.200253,1.25966,0.237669,2.66409,0.210555,0.365688,1.18551,0.114356
-16.0248,0.603919,0.260422,3,7,0,25.7409,0.801469,0.0756346,-1.29352,-0.629037,-1.05462,-0.846243,1.38814,-0.210689,0.379618,-0.458415,-0.498194,0.943879,0.913888,1.40881,0.562835,0.259521,0.839423,0.145982,0.459245,0.291992,0.504161,1.75341,0.102639
-19.5604,0.912605,0.260422,3,7,0,32.3411,1.10365,0.445894,-0.289001,-0.519442,-2.58535,-1.60047,2.24538,0.0500985,-0.0484666,0.0921233,-0.570714,1.44861,0.795345,1.43741,1.09593,0.835274,0.796661,0.110502,0.680825,0.545599,0.985478,2.26734,0.129323
-17.7105,0.956114,0.260422,4,15,0,31.9608,-0.0372794,-2.04156,0.668211,-1.70236,-1.23911,-1.5105,0.160844,-1.13095,0.494126,-0.957615,1.09754,1.21096,0.845186,0.508807,1.00493,0.398927,1.98477,0.609541,0.298067,0.610686,0.833311,0.729186,0.162862
-17.422,0.998864,0.260422,4,15,0,27.0918,0.761826,-2.64186,1.01482,-1.52813,-0.700495,-1.03086,1.6722,-1.55193,-0.495428,-0.390876,-0.31638,1.60551,1.16629,0.774487,1.32632,0.430584,0.776179,1.10343,0.926913,0.748902,0.452177,0.541389,0.352172
-19.0289,0.958149,0.260422,4,15,0,27.6901,-1.29604,2.64163,-0.889693,0.697417,0.614161,1.37756,-1.68394,0.893528,0.451093,1.07463,0.174536,0.517436,0.315854,0.650585,1.27405,1.40812,0.954739,0.112594,0.838294,0.726971,1.75373,1.56957,0.39982
-19.8219,0.976377,0.260422,4,15,0,32.0379,1.34555,-2.61475,0.949352,-0.694154,-1.07755,-0.950759,1.65794,-1.00681,-1.13515,-0.929363,-0.0452238,1.07887,0.433336,1.19209,1.07781,0.226384,0.579732,2.23692,0.320454,0.475494,0.447486,0.617557,0.515928
-21.5162,0.829745,0.260422,4,15,0,37.7072,-0.726043,-0.0779965,0.220011,0.155088,-2.17075,0.698804,1.67,0.56828,-0.621629,-0.204108,-1.04194,0.61622,1.98538,1.0223,0.145462,0.050473,0.139,0.273893,1.75095,2.04862,0.179387,0.41729,1.2313
-24.0465,0.943225,0.260422,4,15,0,36.6999,-1.9989,1.38993,-0.139151,0.614762,0.481118,0.993005,-2.28943,-0.334011,-1.15126,-1.20518,-0.820892,0.659156,0.389935,1.18135,0.26811,0.224936,3.30844,0.537719,0.577471,0.194933,1.14693,0.118351,0.551325
-15.9025,0.973821,0.260422,4,15,0,33.4503,-0.756458,0.198499,0.257447,-0.166951,1.03596,-1.17764,0.177576,-0.158091,-1.12657,-0.85809,-1.29042,0.805045,0.86511,1.17307,0.964344,0.0815436,0.158718,0.272833,0.194246,1.51306,1.4932,0.374343,1.11346
-16.106,0.798973,0.260422,4,15,0,28.3729,0.552756,-0.273649,-0.227222,0.144648,-0.876988,0.887167,0.245811,0.38453,0.705979,0.985891,0.920401,1.182,0.912504,0.145079,0.810339,1.00643,0.123052,0.464025,2.11166,0.0510213,0.45457,1.75926,0.910652
-25.9101,0.944655,0.260422,4,15,0,34.9437,-1.07781,0.163636,-0.659166,-0.815104,1.6167,1.63722,1.91221,-0.415485,0.495018,-2.58817,-2.32584,0.708622,0.683471,1.7863,0.96664,0.182356,2.27036,1.56597,0.240226,0.0684829,0.299971,0.352883,0.771246
-22.6743,0.998494,0.260422,4,15,0,36.348,0.55474,-0.617248,0.0400769,0.981673,-1.05164,-2.3081,-1.23672,-0.265876,-0.369303,2.44886,2.03837,1.32637,0.508151,0.467836,1.72168,2.20203,0.182505,0.445896,0.306802,0.864047,1.95355,1.88267,0.358761
-17.2408,0.225797,0.260422,4,15,0,39.0267,-0.0356031,0.515326,-0.474987,-1.01135,-1.2308,0.441234,0.00067434,0.657075,0.0535716,1.7572,0.465387,1.37715,0.900071,1.5381,0.0148882,0.673245,1.03572,1.05141,1.78834,0.133249,0.291645,0.943889,0.311684
-18.244,0.743198,0.260422,4,15,0,29.0317,0.75557,0.293939,-0.336784,-1.7224,-1.09354,0.980868,-0.257982,1.39069,-0.54737,0.675494,0.66106,0.97099,0.894936,0.521935,0.0246031,0.453189,0.763997,0.625341,0.653147,0.0862567,0.20398,0.834563,0.484167
-13.5049,0.739279,0.260422,4,15,0,29.2183,-0.0390606,-0.385846,1.34599,0.893345,0.892541,0.364335,-0.13089,-1.08706,-0.429832,0.487332,-0.570178,0.665726,0.708721,0.340374,1.37839,0.767461,1.23847,0.434956,1.34125,0.184177,0.115744,1.18689,0.642927
-14.807,0.96148,0.260422,4,15,0,21.7716,-0.600713,0.751349,-0.0935081,1.3503,-0.125329,0.649227,-1.21608,-0.497438,-0.596713,-0.120219,-0.809886,0.884736,1.68483,1.75988,0.823149,1.84396,1.50614,0.641675,1.14137,0.71816,0.0413813,1.59324,2.02542
-14.6814,0.801618,0.260422,4,15,0,23.9488,-0.709352,-1.23524,0.484148,-0.816635,-0.637679,-0.285883,-1.61669,-0.010607,-0.356482,-0.79692,0.605958,1.20449,0.252279,0.161127,1.10671,0.458375,0.606038,1.12695,0.905135,1.17793,0.300644,0.617268,0.175005
-20.8845,0.780118,0.260422,4,15,0,29.4688,0.600421,1.18972,-0.493582,0.7315,0.595938,0.214919,1.41415,0.559165,0.386393,0.865383,-0.243357,0.0139251,0.0403825,0.310304,1.0294,1.53341,0.754964,0.512963,1.51044,0.165722,0.447424,0.13427,1.76868
-26.3121,0.852938,0.260422,4,15,0,34.8504,1.30958,-0.393834,0.114751,0.26046,-0.483999,-0.725144,1.73193,0.800031,2.81196,1.58532,-1.27204,0.0149597,0.0358248,1.14713,0.229682,0.474369,0.930194,0.675206,0.633046,0.138333,1.89767,0.636573,0.345036
-26.2233,0.905155,0.260422,4,15,0,39.8912,-1.71418,1.39056,1.26071,-0.932184,0.209033,0.720638,-0.336291,-0.59211,-1.34819,-0.744934,0.892364,0.0115129,1.98707,0.375567,0.675464,1.20604,0.916032,0.306281,1.2713,0.00402375,0.140918,0.124043,1.35272
-23.3381,0.851598,0.260422,4,15,0,45.4514,1.02064,-2.10631,-1.24974,2.08699,-0.0841677,-0.158923,0.131602,0.736189,1.722,0.841619,-0.690858,2.00817,0.58766,0.549215,2.63477,0.0435819,0.258876,0.362749,0.370502,2.13629,0.829315,1.32089,0.605442
-21.7948,0.987272,0.260422,4,15,0,35.2104,0.79717,-2.39287,-1.32633,2.67692,-0.36534,0.191925,0.22879,0.915488,1.42671,1.13181,-0.763646,1.49282,0.572812,0.579496,1.40033,0.0639364,0.266069,0.643299,0.28514,1.80096,1.20518,0.946789,0.550347
-21.0185,0.991048,0.260422,4,15,0,30.1923,-1.08425,2.37358,1.44314,-2.75306,0.246303,-0.100168,1.11483,-1.24103,-1.23326,-0.698202,0.32747,0.423042,0.421773,1.48317,0.74415,0.325203,1.06078,0.472479,0.42308,0.270551,0.886945,0.392535,1.54412
-21.3581,0.965077,0.260422,4,15,0,33.033,1.6599,-1.11994,-1.37162,1.92982,0.0616937,-0.333174,-1.03963,1.77457,1.53539,0.724549,0.827468,1.50979,0.331302,0.236217,1.66647,1.18691,0.494174,0.538425,1.24282,0.147145,0.526824,0.10987,0.542886
