# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tuples_model
# start_datetime = 2023-11-20 20:48:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4121364984 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_tuple_data/../../data/tuples/tuples_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2
-7.31364,0.951663,0.633803,3,7,0,18.9391,-0.74285,0.952914,1.49364,1.51098,1.35314,0.17197,-1.76684,-0.645209,-0.601319,0.853059,-0.237538,0.295072,0.799267,-0.245177,-0.88398,-0.735947
-7.59389,0.969005,0.633803,3,7,0,14.2527,1.34601,-0.745743,0.362195,-0.715507,1.76438,-0.179433,0.818504,1.95406,0.239995,0.95059,0.0152715,0.0509792,0.257122,1.84306,-0.0763783,-0.332251
-7.7612,0.979371,0.633803,3,7,0,14.5434,-1.06137,0.367797,-0.640282,0.831844,-0.588477,-0.713459,-0.847738,0.445495,0.41225,-1.12273,-0.0647681,1.94509,-0.702585,0.0418026,-0.127546,2.37836
-7.31722,0.721335,0.633803,3,7,0,23.0318,1.68169,0.61626,0.0724615,0.606365,0.513671,-0.983468,-1.08499,0.303125,-0.196182,1.66567,0.320435,-0.704197,0.890951,-1.11638,0.112938,-1.75759
-5.41985,0.99803,0.633803,3,7,0,10.8648,-2.22645,0.235359,-0.268513,-0.98816,0.237033,0.570605,-0.788971,-0.425262,-0.339625,-0.120341,-0.388496,0.46477,0.483366,0.3948,-0.137598,1.63961
-6.80527,0.866355,0.633803,3,7,0,13.3563,2.2534,-0.699804,0.913602,-0.427245,0.296759,-0.382621,1.86812,0.216815,-0.095751,0.234604,0.0835543,-0.370732,-0.210078,0.288307,0.99147,-1.39125
-6.32242,0.905,0.633803,3,7,0,13.9061,-1.00822,-0.270609,1.19433,0.243787,-0.3818,0.539997,1.0673,-0.0693218,1.3684,-0.903595,-2.12761,0.591423,-0.755946,-0.440389,-0.13185,-0.373686
-6.59367,0.955557,0.633803,3,7,0,11.572,1.0935,-0.329785,-1.08177,0.821017,0.581181,-0.756682,0.207935,0.188385,-1.60058,-0.364197,0.639464,-1.73278,-0.0845163,0.431862,-1.61078,-0.394027
-6.03114,0.990532,0.633803,3,7,0,12.132,0.0438188,-0.686358,0.534366,0.597692,-1.19343,0.966962,-1.65722,-0.482395,0.1058,0.725826,1.27982,-1.43842,-0.470387,0.164503,-1.0186,-0.27789
-6.98814,0.976691,0.633803,3,7,0,9.51077,0.667369,0.181979,-0.491031,-1.38263,0.563998,-0.883853,1.85879,0.510285,0.137842,-0.593245,-1.45767,1.16355,0.773723,0.585106,1.1121,0.70913
-7.59197,0.968781,0.633803,3,7,0,12.6139,-0.598057,0.541563,0.532144,0.933931,-0.0972408,0.757098,-1.86984,0.187286,-0.522048,0.517851,1.20729,-2.22798,-0.530206,-0.441385,-1.34661,0.110091
-9.22486,0.844569,0.633803,3,7,0,16.954,3.06429,-1.15853,-1.25664,-0.132399,1.3134,0.444187,0.44839,0.314385,-0.557638,0.163164,-0.193806,0.17226,0.785648,0.8796,-1.0029,1.04747
-6.09912,0.994175,0.633803,3,7,0,14.5394,-0.474726,0.374671,0.313935,0.76965,-1.69549,-1.56921,-0.308895,0.442686,1.34614,-0.969347,-0.712113,0.196756,0.300792,0.200121,-1.18439,-0.82597
-8.11252,0.903734,0.633803,3,7,0,13.436,1.3677,0.0803032,0.808396,-1.13076,-0.747203,-1.88303,0.850349,-0.82454,-0.809909,0.450566,-1.47636,0.636532,-0.408648,-0.411733,-1.60744,-0.737999
-8.84845,0.981888,0.633803,3,7,0,14.8847,-1.91432,-0.47467,-0.110367,0.942042,0.0850527,1.83805,-0.624736,0.497949,0.0797681,-1.23829,1.67465,-0.680248,1.07549,1.70424,0.0800913,-0.0947349
-8.98023,0.963948,0.633803,3,7,0,15.3653,-0.595974,-0.524185,-2.27212,1.84008,0.113643,0.812673,0.07555,0.853338,-0.42569,0.224939,0.82113,-1.54228,1.30487,1.06865,0.202149,-1.09753
-10.2314,0.967569,0.633803,3,7,0,15.3228,0.67217,0.809067,2.71591,-1.57909,-0.179412,-1.03717,0.851227,-0.722963,-0.420448,-0.555557,-1.4756,1.26842,-1.01165,-0.195218,-0.57859,1.20977
-11.5996,0.91333,0.633803,3,7,0,17.8953,-0.520636,-0.777866,-2.89979,1.59462,0.149601,0.97795,-0.97654,0.685438,0.406747,0.583244,1.4998,-1.38978,1.28976,0.380514,0.540622,-1.47723
-11.2863,0.998557,0.633803,3,7,0,17.3109,0.55577,0.752471,2.80369,-1.5784,-0.163303,-0.951216,0.953841,-0.663633,-0.295535,-0.727215,-1.0644,1.39402,-1.26487,-0.397892,-0.671639,1.77819
-7.53299,0.975351,0.633803,3,7,0,18.9183,-1.00536,-0.615817,-1.49948,1.48467,0.516561,1.20123,0.455611,-0.0651775,0.320717,1.23414,0.61271,0.613383,1.20779,0.672198,0.376367,-1.69464
-7.80974,0.99433,0.633803,3,7,0,13.2787,-0.507245,-0.453172,-1.65219,1.62797,-0.175174,1.2466,-0.567518,-0.0959321,-0.912529,0.947618,-0.145265,0.350045,1.6825,0.365532,-0.135742,-1.7331
-4.44522,0.996457,0.633803,3,7,0,11.2007,0.119629,0.234834,1.67435,-1.59334,-0.184046,-0.885502,1.16415,-0.202267,-0.0577879,0.398268,0.210854,-0.192105,-0.520086,-0.168297,0.706585,0.472469
-4.60414,0.786542,0.633803,3,7,0,12.8224,-0.15624,-0.242892,-1.69215,1.63964,0.135663,0.902998,-1.07661,0.479437,0.517925,-0.45033,-0.17205,0.18857,0.660759,0.0575121,-0.606732,-0.0781843
-6.62671,0.817197,0.633803,3,7,0,11.4738,-0.306782,0.842053,-1.03746,0.332462,-0.31632,0.457657,0.516016,0.106295,-2.02896,-0.323143,1.4196,-0.0236082,-0.316335,0.92598,0.192289,-1.85604
-7.59173,0.732826,0.633803,3,7,0,19.4918,1.50501,-0.637306,0.720419,0.795147,-0.470768,-0.595205,0.783274,0.801177,2.23874,0.226771,0.502945,0.361275,-0.199778,-0.907633,-1.15735,1.37101
-9.63932,0.79285,0.633803,3,7,0,18.0251,-1.5422,0.942243,-0.336896,-1.10644,0.85286,0.192677,-0.121576,-2.28711,-1.34444,0.0498044,0.37389,-0.392414,0.405096,0.871622,0.0688872,-2.37323
-7.62521,1,0.633803,3,7,0,14.8272,-0.143166,1.24434,0.507739,1.6482,0.0270344,0.228339,1.17012,2.34188,0.436048,0.658296,-0.0532661,-0.435765,-0.273689,-0.655955,0.91359,-1.28245
-8.63983,0.790753,0.633803,3,7,0,17.8852,0.0385624,-1.20005,-1.20466,-2.3456,0.180776,0.0788089,-1.08977,-2.20048,-0.47378,0.63568,-0.446112,0.472562,1.03759,0.726399,0.0486311,0.398618
-6.21452,1,0.633803,3,7,0,12.5968,0.0480769,0.670838,1.4956,1.67426,-0.0457892,1.15264,0.650213,1.07271,0.0613665,-1.05983,0.906785,-0.56709,-1.17569,-0.410916,-0.406044,-0.213884
-9.68409,0.646368,0.633803,3,7,0,19.9966,-0.0607958,0.418465,-0.468884,-1.66591,-1.10629,-1.21117,-0.333299,-2.86469,0.259036,1.14103,-1.70869,-0.18066,0.523378,-0.324587,0.0581527,0.694229
-12.2023,0.773674,0.633803,3,7,0,22.4574,0.516518,0.965864,-0.833199,1.71191,-1.88313,0.857764,-1.61876,-0.835161,-0.693221,1.99142,0.940432,-1.60204,0.358408,-0.343603,1.57627,1.16272
-7.05302,0.973957,0.633803,3,7,0,19.1175,-0.356474,-0.565888,0.716982,-1.27269,1.93086,-1.09303,-0.534921,0.584995,0.326702,-1.67203,0.124028,-0.298607,-0.459414,0.165864,-1.06429,-1.26309
-6.73934,0.990438,0.633803,3,7,0,12.9045,0.420676,0.631712,-0.621152,1.30422,-1.93794,1.07804,0.546373,-0.353706,-0.428324,1.65106,0.246367,0.241516,-0.00867233,-0.0281079,1.04453,1.16362
-6.01838,0.960086,0.633803,3,7,0,13.4447,-0.587294,-0.164034,0.636823,-1.1018,1.56138,0.150581,-1.01711,-1.47641,0.416604,-1.56271,0.170096,0.904233,0.0615698,-0.269079,-0.512852,-0.754424
-5.52334,0.692638,0.633803,3,7,0,16.7371,1.82788,1.08347,0.349675,1.39173,-1.0603,-0.269558,0.137158,1.15531,0.424197,0.578785,0.465052,-0.26733,-0.12469,-0.510284,0.684775,0.611939
-7.84778,0.817464,0.633803,3,7,0,13.5874,0.95824,-1.57317,-1.45961,0.58051,-1.37503,-0.866403,0.492593,0.0731565,-0.354333,0.361851,-1.69015,-0.118446,-0.430905,-1.66519,0.0523149,-0.925885
-8.01191,0.883209,0.633803,3,7,0,17.2215,-0.977115,1.57406,1.4269,-0.558578,1.4511,0.934835,-0.376688,0.117189,-0.0869465,-0.166292,1.7908,0.225037,0.491049,1.74561,0.10991,0.717607
-5.70639,0.890573,0.633803,3,7,0,15.6063,-0.246646,-0.33965,-1.0595,1.52333,-0.486151,-0.804979,0.978508,0.0317092,0.741723,1.06371,-1.35615,0.16307,0.683945,-1.16432,0.503117,0.571642
-7.80163,0.937562,0.633803,3,7,0,12.0025,-1.11713,-0.0317464,0.220166,-0.38286,-0.126954,0.790331,-2.38088,-0.849967,-0.252517,-0.147105,1.55292,-0.530413,0.457963,-1.1504,1.60532,0.488809
-5.32765,0.71731,0.633803,3,7,0,20.0372,-0.0418371,0.0341429,-0.474684,0.16708,-0.182298,0.677797,1.33319,1.02626,1.21923,0.308592,-1.62953,1.02356,-0.885728,0.574316,-0.503343,0.650692
-4.53411,0.804689,0.633803,3,7,0,12.7373,-0.21372,0.492663,-0.169735,0.188996,-0.137308,0.13504,-1.47105,-1.1624,-0.946867,0.499034,1.27822,-0.174978,0.115301,-0.00463314,0.720478,-1.3493
-5.0438,0.600293,0.633803,3,7,0,16.6974,1.35821,-0.56788,-0.0375486,1.77412,0.0833645,0.256972,1.44819,0.811383,0.581764,0.129277,0.266253,-0.417976,0.586627,-0.320216,-0.442637,0.836379
-3.49573,0.99056,0.633803,3,7,0,8.674,-0.236659,-0.95705,0.178794,-0.146842,-0.608695,0.492244,-0.645043,-0.0488724,1.24027,0.0173191,0.944276,0.433977,-0.498252,1.12235,-0.0155262,-0.898863
