# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tuples_model
# start_datetime = 2023-11-18 15:45:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3930433043 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_tuple_data/../../data/tuples/tuples_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2
-4.47084,0.57017,0.665599,3,7,0,16.719,-0.413377,0.525824,0.188565,-1.90629,0.00111954,-0.606708,0.458155,-0.202791,1.42757,-0.300608,-0.0423526,-0.632658,0.234082,0.65022,-1.08989,-0.0994019
-4.06475,0.93484,0.665599,3,7,0,9.4218,0.183913,-0.502442,0.0528369,0.32971,-0.580081,1.17631,0.279905,-0.94609,-1.94727,0.516039,0.152473,-0.11869,-0.361559,0.834889,-0.332711,-0.0644174
-5.38367,0.926158,0.665599,3,7,0,9.15059,0.136339,-0.725799,0.87785,0.564102,-0.152817,-0.734652,-1.83978,-0.233011,-1.22746,0.430781,-1.7233,0.120642,0.402058,-0.447014,0.20555,-0.225201
-6.78304,0.677863,0.665599,3,7,0,16.991,0.16506,0.705566,-0.837143,-1.54774,0.0633824,0.745884,1.94642,0.457629,1.15892,-0.630136,1.76995,-0.237165,-0.276519,-0.455057,-0.414239,0.0457158
-5.96726,1,0.665599,3,7,0,10.6704,-0.573181,-0.52758,1.31457,0.576521,-0.46988,-0.0221503,-0.676888,-0.0736667,-0.791799,0.443032,-1.89514,0.0751721,0.499269,0.767676,1.51035,-1.02084
-3.47511,0.970485,0.665599,3,7,0,9.72992,0.410635,0.298579,0.227702,-0.197185,1.72097,-0.0821363,-0.438025,-0.0879913,-1.0038,0.054997,1.0039,-0.0644256,0.127708,0.230743,0.421758,-1.07869
-3.47511,0.355445,0.665599,2,3,0,19.5791,0.410635,0.298579,0.227702,-0.197185,1.72097,-0.0821363,-0.438025,-0.0879913,-1.0038,0.054997,1.0039,-0.0644256,0.127708,0.230743,0.421758,-1.07869
-3.87057,0.963597,0.665599,3,7,0,7.29403,-1.23218,0.362021,0.392501,0.0977306,0.406227,0.59294,0.195932,-0.704722,0.350749,-0.0562346,0.43482,0.394841,1.87986,-0.465869,-0.615489,-0.525083
-4.59668,0.754011,0.665599,3,7,0,11.2563,0.89747,-0.633635,0.507872,0.533096,-0.03028,-0.496092,-0.343131,1.00473,-0.306627,-0.0244592,-0.0488302,0.534723,-2.13806,0.260202,0.59085,0.83607
-7.8613,0.820193,0.665599,3,7,0,12.6138,-0.419181,1.55464,-1.06228,-1.14946,0.116119,0.653339,-0.197765,-0.314449,1.07952,-0.59484,0.755445,1.35465,1.74849,-0.508132,-0.0900847,-1.68922
-3.36292,1,0.665599,3,7,0,10.5904,-0.411762,-0.753142,-1.10171,0.469844,0.847348,-0.749004,-0.249483,-0.709325,-0.972431,-0.351745,-0.490927,-0.282317,-0.00342235,0.559757,-0.426868,0.908047
-5.73472,0.771819,0.665599,3,7,0,11.0451,-0.189763,1.48585,-0.214435,0.915536,0.249439,1.32404,-0.843949,-0.561083,-1.67936,1.00276,-0.701437,0.450835,-0.688281,0.158207,-0.633711,-0.278776
-11.2656,0.722589,0.665599,3,7,0,15.254,0.916812,-0.653657,0.985271,-1.51283,-1.02593,-2.68834,0.927915,0.789402,-0.543227,0.0333501,0.990865,-2.19334,0.979333,0.192988,1.02858,-0.311326
-9.47937,0.951629,0.665599,3,7,0,20.9121,-1.25514,1.08991,0.624645,-0.400503,1.71871,1.06457,-0.157239,-2.47527,-0.145467,-0.69981,-0.624218,1.05277,0.726985,0.390264,-1.33575,0.96542
-5.59829,0.817001,0.665599,3,7,0,18.9684,0.684299,0.89192,-0.652408,1.65984,-1.41486,0.146407,1.14782,0.122353,0.122706,0.503143,0.260935,0.50277,-0.424112,-0.561266,1.00613,1.14022
-8.42257,0.75919,0.665599,3,7,0,14.8764,-0.72775,-2.62217,-1.08022,-1.67556,-0.379999,-0.398584,0.404721,0.787357,-0.2905,-1.02066,0.647168,-0.991442,-0.0201969,-0.711896,-0.00473547,1.15896
-5.42419,0.987898,0.665599,3,7,0,10.9485,0.80014,1.75673,1.3177,0.459191,0.737044,0.606195,-0.791182,-0.0891219,-0.0376948,0.358075,-1.4303,0.157269,0.411071,0.562812,0.769408,-0.593647
-6.26807,0.879213,0.665599,3,7,0,12.2297,-0.754186,-2.34197,0.0647925,-0.701548,-0.654007,-0.38961,1.04142,0.464211,-0.484208,-0.554718,1.28109,-0.589568,-0.589656,-0.677643,-0.253195,0.839427
-5.27134,0.998864,0.665599,3,7,0,10.5543,-0.0621745,-2.35669,1.15365,-0.281232,0.152726,-0.0912411,0.63659,-0.0530259,0.301525,-0.735715,0.875362,-0.335895,-0.59867,-0.542536,0.425186,0.888979
-3.50755,0.900028,0.665599,3,7,0,11.05,0.806673,1.12173,-0.856559,0.206725,0.167811,-0.26883,-0.616004,0.293694,0.027631,0.453969,0.03576,0.0413647,1.54288,0.625,-0.248658,-0.848968
-3.59413,0.747737,0.665599,3,7,0,11.1333,-0.757783,-1.08674,0.96516,-0.742166,0.12575,-0.0474963,0.204668,-0.333702,0.0798502,-0.583899,-0.00524143,-0.0102271,-1.2469,-0.302106,0.195217,1.32204
-3.85725,0.630009,0.665599,3,7,0,13.9957,0.730125,1.12768,-0.931815,1.33183,0.184825,-0.235216,-0.927921,0.0795682,-0.0791891,0.22821,-0.0359768,0.103914,1.29199,0.246481,-0.260921,-0.665077
-3.4427,0.700432,0.665599,3,7,0,11.8129,-0.282581,-1.41311,1.26652,-1.02628,-0.099242,-0.389485,1.1281,0.0338796,-0.153649,0.0623915,0.344777,-0.224298,-0.390609,0.193341,-0.573226,-0.0280618
-3.65445,0.903704,0.665599,3,7,0,8.07447,0.390773,0.643214,-0.718046,0.474099,1.00564,-0.579011,-0.342881,0.553871,0.0035503,0.199781,0.554332,-0.504115,0.364333,-1.721,0.531998,-0.502262
-7.26199,0.718179,0.665599,3,7,0,13.3231,-0.423907,-1.78276,0.270703,0.110184,-0.583025,-0.330796,-0.463166,-0.431186,-1.09361,-1.40715,-0.130962,-1.21108,1.03929,2.00695,0.0127026,-0.680254
-6.66703,0.929266,0.665599,3,7,0,13.9803,0.269632,1.31678,0.328223,-0.0682791,0.139219,0.435543,0.66513,0.586458,0.200555,0.97456,0.406232,1.61428,-1.73933,-1.56791,-0.419316,0.999643
-6.48358,0.970514,0.665599,3,7,0,12.8552,-0.774617,-0.561009,0.232003,0.594569,-0.222066,1.12382,0.45068,0.712134,-2.1971,1.81007,0.901681,0.233421,0.579644,-0.0474692,0.24304,0.504084
-4.69582,0.894104,0.665599,3,7,0,12.6267,-0.0278568,-1.56612,-0.564771,0.363742,-0.724069,-0.112442,-1.88211,-0.2598,0.364728,-0.142631,-0.2215,0.413481,0.961175,-0.775851,0.337981,0.571542
-5.25862,0.873612,0.665599,3,7,0,10.9913,-0.356031,0.379125,1.30333,1.35691,-0.0711186,0.387069,0.181203,0.570203,0.307586,0.903051,0.491638,-1.1275,-0.244168,0.759371,0.999399,1.46146
-5.63247,0.814952,0.665599,3,7,0,12.6092,0.396115,0.129001,-0.272592,-0.926715,1.07713,2.71049,0.446203,0.0602618,0.408003,0.506461,0.0471282,-0.308558,0.0279165,-0.595577,-0.755213,0.0483477
-7.96489,0.849548,0.665599,3,7,0,13.572,1.18435,-1.52769,-0.634349,0.369448,0.803039,2.77646,0.666024,-0.0837346,-0.0981153,0.559764,0.44759,-0.645512,0.162294,-1.10674,-0.742298,-0.328514
-10.1143,0.85552,0.665599,3,7,0,15.1305,-1.1636,1.47926,0.597453,0.0227771,-0.838248,-3.14374,-0.683646,0.721949,0.335187,-0.83033,-0.452073,0.94449,-0.2224,1.42894,0.818064,0.309654
-12.1826,0.905736,0.665599,3,7,0,21.3656,-2.44653,1.26167,0.514791,-0.83291,-1.43316,-2.813,-0.59036,0.589338,1.49051,-0.556882,-0.143986,1.03159,-0.175336,0.332696,-0.643651,-0.996968
-11.7969,0.909305,0.665599,3,7,0,23.3179,2.54265,-1.25307,0.0460143,0.497998,1.06313,2.24861,0.0766771,-1.06821,-0.696069,0.0271573,1.50604,-1.15335,1.11752,-0.746213,0.862048,1.15867
-11.2712,1,0.665599,3,7,0,16.4447,-2.10204,1.3249,0.478162,-0.683853,-1.19882,-1.8532,-0.231044,1.07104,1.3892,-0.135783,-1.04546,1.02261,-1.31327,0.375004,-1.24579,-1.44772
-7.99199,0.968516,0.665599,2,3,0,15.7541,-1.95606,0.815638,0.915109,0.352727,-0.703287,-0.937761,-0.0398906,-0.471952,-0.631382,-0.081889,-2.36268,-0.0152837,-0.913653,0.0942761,-0.851342,-1.17308
-4.05373,0.655715,0.665599,2,3,0,17.9477,-1.09462,1.49271,-0.0587415,-0.435394,-0.854223,-0.573494,-0.748381,1.01221,0.0151282,-0.501723,-0.857374,-0.16152,-0.0222859,-0.52902,0.52111,-0.528971
-6.12019,0.886749,0.665599,3,7,0,9.29543,-1.07381,0.226274,-0.778806,-1.14451,-1.56224,1.50631,0.409073,-0.220458,0.335001,-0.180076,-0.879617,-0.443241,1.11589,0.921048,0.680077,-0.723377
-6.62739,0.815427,0.665599,3,7,0,14.8076,0.781645,-0.196162,0.813196,0.964745,1.7709,-1.87631,-0.345411,-0.177684,-0.183339,0.373956,0.892836,0.809863,-1.40843,-0.149083,-0.610672,0.447784
-5.40976,0.907186,0.665599,3,7,0,12.3355,-1.84584,0.443773,-0.19525,-1.11834,-1.40185,1.07056,0.294105,0.0297137,0.123084,-0.496514,-0.643201,-0.573111,1.05822,-0.203897,0.0761065,-0.746296
-4.35749,0.998827,0.665599,3,7,0,8.92818,-0.789455,0.388597,0.00489752,0.381657,-0.344185,-1.1169,1.75878,0.660722,-0.786061,0.0881065,-0.726873,-0.941219,0.486177,0.191296,-0.745935,-0.173169
-9.40713,0.671368,0.665599,3,7,0,14.8934,-0.623646,1.30303,-0.166162,1.26983,1.29154,-0.95712,1.8463,1.06774,-0.694067,0.258359,0.0097852,-1.6876,1.64584,0.782113,-0.971923,-0.54091
-6.84091,0.926195,0.665599,3,7,0,16.8464,-0.632064,0.63801,-1.28681,0.780428,0.371965,-0.176149,1.57241,1.96184,0.0447349,-0.456118,-0.0543538,-1.02402,0.440007,1.28119,-0.794486,0.625906
-5.13285,0.899315,0.665599,3,7,0,12.9234,0.604705,-0.656721,1.37978,-0.710809,-0.436408,0.342391,-1.49686,-1.82522,0.152471,0.23138,0.0729422,0.438741,-0.260938,-0.255176,0.734182,-0.482907
-6.7899,0.860727,0.665599,3,7,0,12.558,-0.491451,-0.657605,-1.40196,0.21495,0.194759,-1.54475,-0.333979,0.0155869,-1.51554,0.253568,0.918863,-1.67866,1.20332,-0.151226,0.901684,0.225604
-5.68568,0.96441,0.665599,3,7,0,13.2084,0.266615,0.672683,0.577107,-0.285975,0.256665,0.453073,0.222944,-0.837965,1.18714,-0.0142772,0.479074,1.15596,-1.95281,-1.59197,0.114307,0.271562
-6.45375,0.97674,0.665599,3,7,0,9.45181,0.247237,-0.236936,-0.461011,0.302322,-0.991316,-0.0584039,-0.513226,0.747399,-0.981266,0.115189,-0.500737,-1.62511,1.97479,1.69553,-0.187637,0.0218064
-6.19247,0.995297,0.665599,3,7,0,11.7231,-0.852642,-0.134166,1.96407,0.174152,1.08342,-0.145358,0.541176,-0.786031,0.94893,-0.741296,-0.437637,-0.628151,-1.08335,-0.68662,-0.914952,1.06211
-8.23059,0.875065,0.665599,3,7,0,14.3208,2.29988,0.769408,-0.503166,-0.53694,-0.102378,-1.00404,-0.810861,-1.85966,-0.437761,1.20772,-1.13567,0.325411,0.647262,-0.127995,1.03433,-0.593997
-6.25516,1,0.665599,3,7,0,12.994,1.61916,0.218951,0.163598,-1.03874,1.53865,0.675305,0.0804911,-0.319495,1.33332,0.727963,-0.00574782,-1.20693,-0.388822,0.689543,1.01393,-0.619536
-7.31278,0.832594,0.665599,3,7,0,14.853,-1.70615,0.360026,0.36656,1.07669,-1.41525,-1.21003,0.625993,1.00059,-1.49043,-1.17454,-0.456607,0.995913,-0.245995,-0.420628,-0.13805,0.61108
-7.58329,0.81926,0.665599,3,7,0,16.8711,1.52675,-0.540264,-0.366367,-0.688861,1.04349,1.82806,-0.41319,-0.109463,1.57178,0.971319,1.27972,-0.88187,-0.985615,0.661548,-0.101718,-0.269889
-6.54953,1,0.665599,3,7,0,12.0492,0.722241,-0.688537,-0.826655,-0.337752,0.841378,0.964846,0.628311,-0.185267,2.04215,0.744527,0.682763,-0.756982,-0.977502,1.31411,0.57543,-0.67865
-4.73785,0.913551,0.665599,3,7,0,12.4744,0.0825807,1.02028,-0.704232,0.0183964,-0.404975,-1.11094,-0.426474,0.109161,-1.45113,-0.593864,-0.698296,0.852901,0.473723,-1.2109,-0.210718,0.964904
-6.47251,0.64417,0.665599,3,7,0,15.9443,-0.429506,-0.61913,0.159397,-0.225118,1.3194,1.05601,0.926194,0.210119,1.98062,0.922179,0.413073,-1.40806,0.639416,0.603183,0.123997,-0.910256
-5.1035,0.803033,0.665599,3,7,0,15.6895,0.486543,0.544958,-0.375085,-0.432558,-1.11801,-0.943917,-1.03624,-0.350696,-1.82162,-0.92104,-0.390977,1.01597,-0.496127,-0.291205,-0.298664,0.485795
-5.71784,0.917305,0.665599,3,7,0,11.1277,0.786083,-1.72619,0.105526,-0.309797,0.244758,-0.115903,1.62688,0.355736,0.488672,0.5841,-0.483091,0.682513,1.08733,-1.18538,-1.00805,0.0396634
-4.89943,0.790929,0.665599,3,7,0,15.5538,-0.726716,1.73604,-0.288185,0.434881,-0.311857,-0.0722442,-1.50793,-0.226554,-0.424034,0.074121,0.376717,-0.196572,-1.13252,0.917586,1.02006,0.16168
-6.49246,0.653789,0.665599,3,7,0,15.2447,1.30362,-1.66578,0.915519,-0.102466,0.106563,-0.154004,1.36266,0.171592,0.449174,-0.9873,-0.294297,0.438366,1.67913,-0.951057,0.715701,0.221591
-5.27177,0.953497,0.665599,3,7,0,11.9132,-0.427173,1.41137,-1.11957,0.139437,0.374785,0.835425,-1.59045,0.312973,-0.771217,0.741293,-0.50587,-0.55832,-1.17121,0.692635,-0.251161,-0.0620427
-10.6127,0.738416,0.665599,3,7,0,14.2188,-1.52635,-0.646984,2.48996,-1.03722,0.540945,-2.09975,0.957697,-0.128338,0.443186,0.845024,0.95265,0.634595,1.81343,0.11678,0.100052,0.182399
-5.03264,0.949941,0.665599,3,7,0,16.012,-0.0652062,1.30593,-0.481082,-0.103981,1.35874,0.062415,-0.5546,1.52345,-0.780308,-0.27131,0.412236,0.302062,-0.695818,-0.686783,1.26156,0.379148
-6.22403,0.817003,0.665599,3,7,0,12.3772,0.0911891,-0.955506,-0.138805,0.127132,-0.948563,0.112788,0.194461,-1.57761,1.36327,-0.0163888,-1.51753,-0.631637,1.59519,0.477271,-0.566598,-0.630925
-6.2521,0.958642,0.665599,3,7,0,10.7996,-0.197636,-0.649956,0.330236,1.48499,0.152936,0.412112,0.0472532,0.520866,1.31324,-0.0774348,-0.666149,-0.535422,2.03484,1.07785,-1.10248,0.531858
-5.46023,0.86446,0.665599,3,7,0,13.7662,-0.101886,0.588778,0.749109,-1.15045,0.561329,-0.498913,0.57224,-0.841202,-1.33497,-0.16495,0.169869,-0.231546,-1.68775,-1.33098,0.341366,-0.671763
-8.48005,0.767023,0.665599,3,7,0,13.8967,0.704538,-0.548053,0.580888,-1.68474,0.15849,-0.555702,-1.56885,1.95682,-1.30789,0.392222,0.496511,0.209079,0.433428,-1.19016,-0.559106,1.51382
-10.8696,0.821994,0.665599,3,7,0,19.6156,-0.605986,0.617683,-0.627278,2.22635,-0.457936,0.921989,2.09915,-2.27043,1.23455,0.0219894,-0.545623,-0.372922,-0.461239,1.23216,0.441849,-1.06386
-7.15605,1,0.665599,3,7,0,16.0685,0.535319,0.251653,-0.131424,-1.0405,-0.0842918,0.748033,-2.2176,1.16825,-1.03562,1.09859,-0.297566,0.627995,0.965542,-1.14982,-0.997971,0.0205253
-6.66507,0.996444,0.665599,3,7,0,12.2415,0.222478,0.814584,0.102508,0.117169,0.0163525,-2.52165,1.82892,-0.796058,0.899955,0.251304,-0.940308,-0.577292,-0.0785399,0.226199,-0.326769,-0.024256
-6.56747,0.934694,0.665599,3,7,0,13.3879,1.14646,1.10141,-1.57068,0.441476,0.146569,1.21807,-0.568254,0.649271,0.334539,-0.38241,-1.12314,-0.204952,-1.57117,-0.0921821,0.653482,-1.10913
-6.76641,0.976958,0.665599,3,7,0,12.4566,-1.088,0.0340644,1.71367,-1.80938,-1.37797,-1.02582,0.0946038,1.02301,-0.551329,-0.151103,0.767737,-0.161408,0.447781,-0.0929187,-0.532027,0.834442
-7.95375,0.906464,0.665599,3,7,0,14.7374,0.440228,-0.0104186,-1.71202,1.78849,1.82718,0.909394,-0.429117,-0.854094,1.73236,0.157911,-0.546216,-0.253177,0.533373,0.0189649,0.863605,-0.292497
-10.1709,0.64739,0.665599,3,7,0,20.7617,-0.422263,0.0123772,1.86912,-1.79877,-2.07141,-1.28181,0.451082,1.55125,-1.5225,-0.469294,0.608049,0.292401,-0.400402,-0.64869,-1.04806,0.466279
-9.94409,0.663669,0.665599,3,7,0,26.4471,0.127505,0.132174,-2.16615,1.66146,1.96443,1.49411,0.210015,-1.66159,1.00956,0.249129,-0.55748,-0.757978,0.392416,0.442687,0.954023,-0.527908
-12.3413,0.839672,0.665599,3,7,0,20.918,0.725164,-0.0733891,1.46169,-1.69883,-3.00896,-1.75339,-0.0638357,1.84579,-1.12425,-0.570377,-0.427757,0.515274,0.166987,-1.07719,-0.268557,0.539807
-6.18602,0.9975,0.665599,3,7,0,17.4514,1.46289,1.81428,-0.110909,-0.678811,0.446794,-0.48406,-1.78399,0.48916,0.209287,-0.233962,-0.488122,1.10093,-0.209278,0.350182,-0.45691,0.829114
-5.72552,0.914218,0.665599,3,7,0,12.5737,-1.64877,-0.925067,-0.375397,0.33891,-0.68619,-0.1406,2.23922,-0.406922,-0.552464,-0.282002,0.665326,-0.761184,0.549316,-0.311025,0.0561296,-0.377238
-6.49717,0.949492,0.665599,3,7,0,11.4265,2.1927,0.748495,0.772075,-0.407493,0.624333,0.39156,-1.50096,1.10667,0.0119359,0.590958,-1.06287,0.619553,-0.87923,0.218032,0.191229,0.351064
-8.78895,0.744682,0.665599,3,7,0,16.2856,-1.53282,1.56689,0.690875,0.181267,-0.991417,1.36796,1.07848,0.520548,0.000901854,-0.736312,-1.24106,1.24073,-1.04638,1.30382,-1.06974,-0.643222
-7.98527,0.980042,0.665599,3,7,0,16.0917,1.7545,-1.69642,-0.610317,-0.395799,-0.00867901,-0.908007,-0.146908,-0.11786,0.30374,0.951018,0.844158,-1.0157,1.47381,-1.44442,0.675439,1.08151
-9.01628,0.850232,0.665599,3,7,0,17.1629,-0.196154,-0.743465,-0.505074,0.263399,1.7545,1.73197,0.658748,-1.25375,-1.02979,-0.954815,0.620019,0.168032,-0.729119,2.08381,0.763542,1.09148
-7.17948,0.892933,0.665599,3,7,0,17.4139,-0.0204084,0.814393,0.590632,0.268308,-1.47287,-1.36716,-0.3173,0.90162,0.845639,0.674748,-0.652332,-0.679771,0.835577,-1.91033,-0.844635,-1.097
-14.256,0.729147,0.665599,3,7,0,19.939,-0.926613,2.02009,0.959309,0.685159,1.19168,0.123804,0.206561,2.80655,-0.104197,-0.334863,0.465019,-0.576951,-2.59458,-1.51842,1.64933,-0.631102
-8.29333,0.99871,0.665599,3,7,0,19.5835,0.447055,-1.08082,-0.824236,-0.433616,-1.32945,1.91552,-0.474391,-1.63791,0.308888,1.43623,-0.158338,-0.234755,1.53005,1.12347,-0.229834,0.335272
-7.94349,0.979085,0.665599,3,7,0,14.3834,-1.21505,1.51271,0.612035,0.664714,1.15596,-0.551948,0.121467,0.543746,0.201194,-2.01892,0.425421,-1.05125,-0.878914,-1.41356,-0.306498,-1.0428
-8.41567,0.865666,0.665599,3,7,0,18.2677,0.662594,-1.01514,-1.85997,-0.519781,-0.710419,-0.0694388,0.092134,-0.509679,-0.917215,2.09097,1.10061,0.584604,1.24163,1.1983,0.807626,0.676766
-10.1602,0.840289,0.665599,3,7,0,18.4004,-0.884752,1.12221,1.89306,1.24864,0.363115,-0.193759,-0.253631,0.00289763,0.904021,-2.57999,-1.12415,-0.80687,-1.31824,-0.906946,-0.770564,-0.599485
-10.3956,0.943027,0.665599,3,7,0,16.7901,1.85898,-1.49987,-1.3694,-1.13748,-0.645314,-0.493333,0.0147558,-1.61422,-0.191425,2.16283,-1.01989,0.366259,1.26058,-0.445883,0.815292,0.556468
-8.98705,1,0.665599,3,7,0,16.2219,-1.3326,1.40218,1.9485,1.12791,-0.119822,0.0361559,-0.29576,0.824231,0.0220388,-2.37981,0.805433,-0.0525566,-0.810662,0.37983,-0.406987,-1.04799
-9.45733,0.958291,0.665599,3,7,0,16.5441,0.754749,-0.104775,-1.72174,-2.03266,0.047224,0.138079,-0.0863077,1.07194,0.431516,2.64364,-0.573017,0.371879,0.870553,0.806244,0.885646,-0.475609
