# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tuple_model_model
# start_datetime = 2023-11-22 17:48:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4283406309 (Default)
# output
#   file = /Users/rob/Projects/Julia/notebooks/notebooks/tmp/tuple_model_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar2:3,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2,bar3:3
-9.48477,0.986346,0.631152,3,7,0,22.0342,-2.13479,0.485339,-2.18082,0.564317,-0.619923,-1.12667,-0.0876967,-0.764908,0.14169,0.0164698,-2.09079,-0.144594,-0.027869,0.168538,0.940442,-0.947946,0.611715,-0.506634
-4.81565,0.854171,0.631152,3,7,0,16.7501,-0.641696,-0.123137,-1.61696,0.568367,0.0979696,-0.56288,-0.526203,-1.41733,-0.57428,-0.056907,-1.48182,-0.78532,0.208618,0.590537,-0.132302,0.0991804,-0.0100383,0.298974
-9.03001,0.793139,0.631152,3,7,0,13.3514,0.892478,-0.250816,0.9208,0.919498,0.352876,-0.84805,0.941913,0.867276,-0.659645,-1.55938,-1.46914,0.91142,-0.0497807,-1.10586,-1.91728,-0.431492,-1.29978,-0.62556
-6.66423,0.82875,0.631152,3,7,0,18.386,-0.614409,-0.174171,0.894383,1.17099,0.813181,1.58038,0.0308936,0.0242226,-0.0340513,0.185756,-1.09552,-0.321679,-0.312981,-0.216099,-0.627497,0.894233,1.42063,-1.70103
-7.27954,0.623163,0.631152,3,7,0,20.8338,0.569475,0.663062,-0.0328303,-1.04013,-0.351599,-0.560119,0.286238,0.529059,-0.407485,-0.804705,1.78493,0.224136,1.41788,-0.256769,0.951458,-1.38892,1.15701,1.27037
-9.54775,0.84697,0.631152,3,7,0,17.2676,0.384383,-0.746906,-0.113921,1.04182,0.847132,0.225616,-0.0273159,-0.349724,0.0244816,1.03581,-1.28315,-1.12672,-1.3622,-1.09644,-1.38961,1.73822,-0.37072,-2.06466
-7.70509,0.952427,0.631152,3,7,0,17.3991,-0.652229,-0.615988,-0.294057,0.184586,0.632042,-0.809522,-0.129681,0.350394,-0.602923,0.675312,-0.481596,-1.09885,0.826025,-0.970794,0.394024,-1.90033,-1.79211,1.55836
-6.20205,0.875839,0.631152,3,7,0,16.5367,1.48544,0.923869,0.639602,-0.198313,0.250535,1.06956,0.434484,-0.743509,0.906459,-0.165336,0.715876,0.807904,-1.20402,-0.194801,0.4228,1.17158,1.20307,-0.668417
-6.03033,0.946594,0.631152,3,7,0,12.7783,-1.73486,-1.36504,-0.868019,0.254644,-0.145994,-1.51578,0.255736,0.624763,-0.626063,-0.183321,-1.01964,-0.888421,0.935348,0.300642,-0.558884,0.243973,-0.00920976,-0.0540253
-10.3896,0.790454,0.631152,3,7,0,17.2421,1.35904,1.01605,1.00541,-0.642588,0.103713,0.861684,-0.398114,-0.897069,1.11821,-0.883077,1.7608,1.70225,-2.10214,-0.300658,0.505816,0.275264,-1.13937,-0.769523
-10.9309,0.967509,0.631152,3,7,0,17.3993,-1.96665,-0.438611,0.227622,1.03798,0.990068,-0.335078,0.178777,1.05996,-1.451,1.24413,-1.87302,-1.91075,1.56398,0.271663,-0.132499,-0.045085,0.734869,0.729757
-8.98018,0.981415,0.631152,3,7,0,18.8675,-1.20112,0.0364403,0.624716,0.792526,1.04702,0.563205,0.418303,-0.69414,-0.627293,1.0066,-1.41955,-2.60183,0.726962,-0.17889,-1.1318,-0.223931,0.658646,0.954424
-7.92541,1,0.631152,3,7,0,15.0323,1.98778,0.755556,0.5709,-0.848279,-0.369275,-0.344598,-0.083032,0.511857,0.953293,-0.955194,1.53749,1.63069,-0.979977,0.680315,0.913406,-0.0411707,-0.573732,-0.571508
-7.5409,0.999771,0.631152,3,7,0,12.5615,-1.36349,-0.915714,-0.844625,-0.334499,-0.149391,0.366881,0.821806,-1.03868,-0.526378,0.118679,-2.0052,-1.479,1.23447,-0.398853,-0.940273,0.228044,0.69869,-0.20254
-10.7544,0.796954,0.631152,3,7,0,18.3357,-0.404034,1.05076,1.59071,-0.918567,0.735921,-0.773459,1.70831,-0.352512,-1.31615,-0.307022,1.89859,1.7867,0.518774,0.276634,1.19493,1.12008,-0.632849,-0.795598
-7.56225,0.976103,0.631152,3,7,0,17.4104,-0.186711,-1.29607,-1.35577,0.810536,0.0789379,-0.353705,-0.954644,0.796915,0.682962,-0.099642,-0.850689,-2.24496,-0.790007,-0.169447,-0.697272,-1.08772,0.406277,0.714052
-11.919,0.825144,0.631152,3,7,0,17.5786,-0.808354,1.7762,1.32384,-0.285251,0.418081,0.781385,1.21224,-1.97604,-1.58006,-0.811037,-0.0332983,2.6222,0.710289,-0.582163,0.705061,-0.196442,-0.277181,-0.74087
-16.2437,0.817926,0.631152,3,7,0,24.4609,0.198661,-2.05489,-0.466896,0.148309,-0.0330587,1.54858,-2.61218,2.36551,-0.836243,0.792991,-0.437065,-1.82788,1.70185,1.28114,0.164158,1.2643,1.44507,0.235889
-16.1405,1,0.631152,3,7,0,28.585,-0.255616,2.05484,0.447686,-0.776915,0.0415221,-1.56198,2.59574,-2.25457,0.753601,-0.815166,0.275464,1.83685,-1.63808,-1.34322,0.0940063,-1.29576,-1.4085,-0.292074
-15.4802,1,0.631152,3,7,0,29.4289,0.216826,-1.66759,-0.311406,0.145479,-0.143441,1.56054,-2.54119,2.4615,-1.02748,0.783692,-0.0434203,-1.75756,1.55,1.46457,-0.0445949,1.31171,1.39227,0.269566
-11.3978,0.961437,0.631152,3,7,0,25.4301,1.18229,-0.977804,-0.501408,0.00269151,-1.74836,0.270183,0.0797251,1.38185,-1.99245,0.576203,-1.71068,0.959799,-0.741596,-1.01798,2.17117,0.0729613,-0.813186,0.168294
-12.9388,0.898218,0.631152,3,7,0,23.9828,-0.486149,-0.373121,-0.457731,-0.373599,-0.39439,1.59941,1.33761,1.51205,0.570646,-1.32793,-2.83729,0.889076,0.92474,0.488916,-0.255618,-2.44683,0.376974,-0.381512
-15.5992,0.856253,0.631152,3,7,0,27.0177,0.960522,-0.978819,-0.787967,2.46296,-0.532813,0.61821,-0.153693,-1.58368,-0.409987,0.616016,-2.71178,2.35438,0.565512,1.66321,0.0254574,0.535442,0.584714,-1.50771
-10.7096,1,0.631152,3,7,0,23.5078,1.0695,1.11747,-1.44983,0.0733197,0.993533,-0.57905,-0.488194,0.000831883,0.626207,0.687987,-1.64028,0.509067,-0.0975898,1.34294,0.279766,-1.81392,0.856911,-2.37223
-9.23258,0.733113,0.631152,3,7,0,23.5864,0.808742,0.612083,-0.612311,1.59597,0.0973157,0.143311,-1.60921,-1.28069,0.197042,-0.178802,-0.88619,0.505861,-0.427201,0.589267,-0.74231,-1.48531,-0.606069,-2.34274
-7.30766,0.94117,0.631152,3,7,0,16.9403,0.136746,0.74227,-0.284913,0.012835,1.06345,-0.97339,-0.787931,-0.257859,0.0477535,-0.417885,-0.545535,-0.600522,-0.260018,0.392034,-1.35808,0.585494,2.80367,0.307196
-6.32449,0.999413,0.631152,3,7,0,12.3718,-1.27747,-0.494008,-0.15698,0.403079,0.00528769,-0.0610824,0.489598,-1.24249,0.615824,-0.764092,1.2202,-0.395312,-0.409234,-1.06242,-0.475577,0.142425,1.7917,1.19898
-7.93802,0.68969,0.631152,3,7,0,17.6091,-1.64932,-0.427838,-1.28886,0.217122,1.02176,-0.781392,-0.770007,-0.232063,1.02738,-0.80233,0.824216,-0.672267,-0.31188,0.210614,-0.961257,1.0942,1.08489,1.64093
-10.2763,0.853159,0.631152,3,7,0,18.0185,1.81072,-0.159908,0.966198,-0.607815,-0.821869,0.683233,0.623281,-0.0311353,-0.939155,0.443815,-0.934115,1.2173,0.726933,-1.88214,1.54572,-1.3766,-1.37684,-0.853986
-8.42205,0.876011,0.631152,3,7,0,20.6908,-1.29258,-0.0952028,1.12323,-2.12196,0.589619,1.10184,-2.17556,0.0432141,-0.43776,1.04618,0.10422,0.599415,-0.463522,-0.26674,0.0624532,-0.720631,0.672185,0.431227
-7.10418,0.803051,0.631152,3,7,0,18.1544,-0.956155,1.78616,0.467497,-1.48507,1.4009,0.52999,-1.36359,1.41246,-0.0147802,0.398321,0.578142,0.12751,-0.895367,0.235124,-0.0505562,-0.270478,0.0830372,0.364703
-9.23036,0.64885,0.631152,3,7,0,22.7561,0.820104,-0.480779,-0.441327,0.218731,-2.34635,-0.0464691,0.371068,-1.61681,-0.202457,-0.497231,1.60173,0.668764,1.37879,1.54242,0.596581,-0.965075,-0.420244,0.100377
-8.36549,0.981924,0.631152,3,7,0,15.658,-0.490254,1.10482,0.218041,-0.658193,1.17517,-0.558676,-1.34438,1.66573,0.365018,-0.245217,-0.010062,0.166746,0.0662462,0.883622,-1.55039,1.71309,1.47251,0.0314924
-6.88122,0.995049,0.631152,3,7,0,14.0799,-1.11351,0.932449,0.012445,-0.285425,0.906448,-1.02634,-0.991431,0.784486,-0.355607,1.16987,-0.39822,0.175877,0.304566,-0.140543,-1.53258,1.64208,1.09807,-0.223589
-9.05033,0.918314,0.631152,3,7,0,15.1099,-1.06823,-1.9565,-0.6331,-0.155692,-0.676956,0.692873,0.766803,0.301427,0.455624,-1.3691,0.0328892,0.664053,-1.26934,-0.770665,1.56176,0.0230287,1.49337,1.30014
-7.31328,0.858753,0.631152,3,7,0,18.6255,0.627795,-1.66438,-0.390009,1.03348,0.885798,0.901081,-0.470301,-1.58542,0.146732,0.405388,-0.0373536,-0.57439,0.307181,-1.26669,0.544882,1.50674,-0.576135,-0.891978
-13.7971,0.734534,0.631152,3,7,0,19.9943,1.32929,0.343127,1.16576,0.445129,0.126027,1.52039,-2.21511,-1.55731,1.5788,0.862106,0.249947,2.09116,-1.36445,-1.35049,0.211689,1.37352,-1.08467,-0.167654
-13.2348,0.998912,0.631152,3,7,0,23.2405,-1.40265,-0.288086,-1.10276,-0.258385,-0.0349935,-1.51888,2.25273,1.16306,-1.79233,-0.857635,-0.162107,-2.04627,1.01887,1.41131,0.189861,-1.40225,1.09539,0.0834217
-4.23381,1,0.631152,3,7,0,16.293,0.544336,1.34141,-0.224055,0.021727,-0.00761114,0.463318,1.0935,0.325477,-0.25891,0.302534,0.29797,-0.578567,0.366887,0.580096,0.744516,0.170734,0.84543,-1.56635
-4.78261,0.841446,0.631152,3,7,0,11.2748,-0.631093,-1.19961,0.256136,-0.536392,0.00874257,-0.458623,-1.09725,-0.5607,0.246577,-0.276965,-0.395929,0.627078,-0.324098,-0.708501,-1.06959,-0.168213,-0.896513,1.54118
-5.32029,0.835714,0.631152,3,7,0,11.7291,0.595345,0.915084,-0.252521,0.969093,-0.0247534,0.464635,1.02888,0.980876,-0.519154,0.269835,0.383014,-0.671002,0.368913,0.798986,1.12473,0.158712,0.868981,-1.56511
-6.16863,0.985252,0.631152,3,7,0,9.72247,-0.950267,-0.67829,0.33206,-1.0793,-0.516199,-0.235537,-0.704711,-0.74299,0.372637,-1.0919,-0.864141,1.01258,-0.279368,-0.911313,-1.0921,0.763844,-0.164602,1.58541
-6.25063,0.732694,0.631152,3,7,0,17.2335,-0.274959,-0.419074,1.49016,-0.715558,0.501764,-0.527118,-1.05852,0.1965,0.358679,-0.582631,-0.099036,1.15032,-1.11017,0.412887,-0.425098,1.20613,1.18451,1.25941
-6.29309,0.998361,0.631152,3,7,0,10.4169,0.125513,0.790782,-1.18046,0.793909,0.282172,-0.304264,0.905211,-0.284237,0.0132424,0.0548404,-0.190444,-0.928099,1.16694,-0.63315,0.00346752,-0.952395,-1.6884,-1.55811
-9.66069,0.84946,0.631152,3,7,0,15.5024,0.450586,0.671913,2.04549,0.788705,-0.199718,0.403266,0.160719,-0.33224,0.697485,-1.97613,-0.536838,0.721124,1.41842,0.21917,-0.90074,-0.563135,1.77951,1.40259
-9.1575,0.999596,0.631152,3,7,0,14.4903,-0.48404,-0.808783,-2.01731,-0.691889,0.215928,-0.399859,-0.104356,0.209801,-0.384937,1.96353,0.434707,-0.692918,-1.40546,-0.207356,0.4048,0.564164,-1.80986,-1.47245
-9.86244,0.92603,0.631152,3,7,0,17.351,1.01012,1.46524,1.64892,0.638773,1.00313,-0.304291,0.457988,0.171479,-0.656877,-2.01005,-0.445531,-0.144353,1.19824,0.0945725,-0.334754,-0.21565,1.73687,1.66778
-9.48565,0.921623,0.631152,3,7,0,18.3641,-1.03343,-1.63407,-1.41039,-0.489101,-0.957727,0.309015,-0.411596,-0.311876,0.254472,1.99953,0.491809,0.170432,-1.25545,-0.160863,-0.156851,0.210709,-1.74718,-1.63336
-12.6523,0.817174,0.631152,3,7,0,21.3676,0.744561,1.5331,0.669481,2.15814,-1.24462,0.393761,0.19378,1.24173,-0.280696,-0.664572,-0.44059,0.319183,2.05522,2.27447,0.11284,1.8876,0.070859,-0.464861
-11.281,1,0.631152,3,7,0,18.7689,-0.214279,-0.826879,-0.637265,-1.49626,1.39226,-0.0740905,0.413552,-1.68912,0.711196,0.919692,0.0690412,-0.685698,-2.02925,-2.56491,-0.0161198,-1.09762,0.319753,0.623736
-7.87177,0.984126,0.631152,3,7,0,17.5394,-0.186028,-0.953777,0.0855255,-2.00524,0.888001,0.765054,0.412151,-0.74545,0.487382,1.14386,-0.505926,-0.866947,-1.2715,-1.30684,0.812263,-0.386295,0.106442,1.40468
-5.31413,1,0.631152,3,7,0,12.1189,-0.0109166,1.18748,1.2477,1.09723,1.08304,-1.21934,-0.571199,0.317901,-0.543509,0.178556,1.583,-0.511229,-0.336468,0.18268,0.221521,0.0678369,0.194717,-0.193871
-6.47091,0.969687,0.631152,3,7,0,10.7467,-0.238289,-1.18609,-0.720132,-1.03813,-1.09557,1.43613,0.354754,0.262787,0.345945,0.878842,-1.2953,1.05033,1.38352,-0.00594841,-0.051423,0.228253,-0.496456,0.732021
-10.5786,0.759665,0.631152,3,7,0,17.3235,-1.34092,0.870324,-0.679078,0.525369,1.10938,0.842419,0.582603,0.664475,1.7033,0.450637,1.98139,-0.604293,-0.268599,-1.07282,-1.74772,0.567172,1.75163,-0.283216
-10.6233,0.998963,0.631152,3,7,0,18.0568,1.92266,-1.15389,-0.192843,-0.347935,-1.22049,-0.318821,-0.777365,-0.383563,-1.51718,-0.25839,-1.07483,0.872981,0.65122,0.455225,2.31639,0.473648,-1.74867,-0.39051
-10.2785,1,0.631152,3,7,0,15.4323,-1.69371,1.64852,0.591039,0.770906,1.13707,0.620972,0.510489,0.0174543,1.20288,-0.454849,0.610812,-0.90312,0.617435,-0.564118,-2.48478,-0.869612,1.23632,0.294878
-5.62143,0.914388,0.631152,3,7,0,16.7389,0.914019,-1.27887,-0.331001,-1.08264,-1.32836,-0.431593,-0.701072,-0.542508,-0.354304,1.25256,0.315817,0.483424,-0.564663,0.944202,-0.776399,-0.00620291,-0.954662,-0.0340698
-6.00889,0.94278,0.631152,3,7,0,11.0958,0.373144,0.691748,-1.1982,1.4604,-1.16578,-0.35814,-1.37385,-0.458659,0.740473,0.464813,-0.167478,1.2202,-0.0656727,-0.401414,0.0136984,-0.852141,-0.0243797,1.03574
-10.666,0.72992,0.631152,3,7,0,16.4164,0.769848,-0.204361,1.1443,-0.777154,-0.777092,0.114944,-0.594583,-2.13478,-0.117225,-1.31542,0.600388,1.52657,0.428687,-0.433543,-0.233316,-2.42642,-1.53332,-0.395612
-6.65542,0.982003,0.631152,3,7,0,16.97,0.1142,1.21593,0.0501424,-0.0317108,-1.22073,1.07042,0.33992,-0.169536,0.139912,0.233653,-0.835028,-1.76369,1.46627,0.710948,-0.0223904,0.532503,0.117415,1.48332
-8.57023,0.710895,0.631152,3,7,0,17.2653,1.02084,-0.0508907,0.353323,0.00139283,-1.673,0.771597,1.142,-0.214597,-0.798249,-0.559014,0.938085,-1.65598,1.65633,0.765126,0.813606,0.091696,-0.238347,1.61196
-8.02814,0.9777,0.631152,3,7,0,15.7881,-0.300241,0.943257,0.0703653,-0.606592,0.00516741,-0.453602,-0.502897,-1.45725,0.96379,1.98675,-0.268622,1.38227,-0.27254,-0.636249,0.165503,-2.11955,0.511536,0.0409054
-3.06127,0.67381,0.631152,2,3,0,18.0662,-0.312925,0.91401,0.380483,0.283074,0.569372,-0.232954,0.0465308,-0.889888,0.770821,1.16511,0.154596,0.180513,-0.779009,-0.13426,0.747508,0.414996,0.437223,0.486442
-3.27236,0.724393,0.631152,3,7,0,13.6288,0.930225,-0.316558,-0.114014,0.0333544,-0.811505,0.43045,0.874379,0.241173,0.444058,1.08867,-0.132774,0.217496,0.491308,-0.169836,-1.37249,0.277132,0.0655693,-0.464933
-8.26703,0.772654,0.631152,3,7,0,11.498,-1.38498,0.72191,1.47356,-1.38093,1.11279,0.680916,0.751148,-0.137887,-0.515385,-0.650639,-0.261862,1.28823,1.22148,0.841811,0.360328,0.821326,-1.3594,0.679034
-5.84674,0.891535,0.631152,3,7,0,16.2601,1.19851,0.129621,-1.25008,0.317631,-1.23091,-1.39097,0.356731,0.71864,-0.059874,-0.512448,-0.814913,-0.142939,-0.820487,-0.221434,0.448341,-0.893284,1.33325,-0.183165
-10.9156,0.653736,0.631152,3,7,0,18.2651,-0.987523,-1.36565,1.64462,0.584308,0.107169,1.66514,-0.867779,-1.69994,-0.917402,0.0855943,0.428954,-0.778707,0.599578,1.64767,-1.54558,0.200077,-1.49815,-0.361619
-5.79007,0.978972,0.631152,3,7,0,16.1166,0.535319,1.17089,0.366815,-0.661225,1.72458,0.71258,0.0674377,0.706882,-0.55807,0.273779,-0.780623,-0.00274675,-0.0821605,-0.175131,-0.226872,0.0343632,-1.6501,-1.24738
-8.98298,0.435991,0.631152,2,7,0,28.6443,1.6267,-0.329393,-2.10476,-0.587427,1.79213,0.140651,1.11796,1.10276,-0.405167,0.205635,0.227406,-0.251317,-0.392043,-1.12687,0.313822,0.427312,0.708052,-1.48712
-8.74996,0.922956,0.631152,3,7,0,18.8844,-1.70127,1.74367,-0.279239,-0.164875,0.350641,1.02629,-0.767333,0.570763,0.641692,1.03215,-2.02055,-0.0218002,-1.11664,-0.415202,0.917431,0.548452,-1.02569,-0.441883
-6.67332,0.868537,0.631152,3,7,0,16.942,1.43788,-1.06942,0.198008,1.06806,-0.385836,-0.609234,1.12435,-0.676117,0.0432658,0.193718,1.61994,-0.993546,0.676614,-0.0442078,-1.15821,-0.915407,0.549671,0.349508
-8.58124,0.743228,0.631152,3,7,0,17.7401,-1.56684,1.18812,-0.23116,-0.755655,0.432136,0.612613,-1.11892,1.57902,0.180308,-0.200504,-1.82768,1.04729,-0.858843,0.137801,1.30071,0.925168,-0.568455,-0.476075
-5.86596,0.825081,0.631152,3,7,0,17.5561,-1.08298,0.185781,-0.409287,-0.296093,-0.473881,0.24408,-1.19133,0.74895,-0.303739,0.773798,-0.491687,0.681043,-1.14629,0.884834,0.173419,0.85584,-1.90676,-0.33653
-10.5138,0.762957,0.631152,3,7,0,15.5824,-0.75625,-1.61359,0.422248,0.57792,1.25447,-1.51071,0.867524,0.881711,1.11274,0.730439,0.258766,1.22298,0.598387,0.0188991,2.38857,-0.176247,1.50584,-0.507082
-8.19601,0.987797,0.631152,3,7,0,18.1341,0.687547,-1.53979,0.515017,1.34678,1.27227,-0.732203,-0.904346,-0.11076,-0.999632,0.491723,0.425171,1.2535,-2.05711,-0.744322,0.537929,-0.490441,-0.408808,-0.0923614
-7.44934,0.926232,0.631152,3,7,0,14.9547,-0.627503,1.3439,-0.429497,-1.40236,-1.20598,0.730761,0.872943,-0.0565195,1.31592,-0.478051,-0.526641,-1.16057,1.69134,0.626292,-0.710298,0.493613,0.420126,0.179331
-3.164,0.92099,0.631152,3,7,0,12.5837,-0.93382,0.248446,-0.420601,0.11694,-0.783847,0.224841,0.692719,-0.180134,-0.757264,0.23947,-0.472288,-0.929432,0.507631,0.674844,-0.762631,0.518997,-0.775784,0.377889
-2.99943,0.654867,0.631152,3,7,0,14.5213,0.134073,-0.429615,-0.867181,0.991619,-0.3019,-0.0311748,-1.11586,0.45979,0.211546,0.65064,0.136584,0.36633,-0.00926673,-0.433877,1.16177,0.158107,0.548283,-0.166566
-7.48741,0.768832,0.631152,2,7,0,9.77742,0.253371,-0.198873,-1.56082,0.382762,0.939578,0.900479,-1.59432,0.306074,-0.0967954,-0.57942,0.0248872,0.0449132,1.32349,0.454751,1.49165,-1.06861,1.49217,-0.243989
-6.92324,0.981037,0.631152,3,7,0,12.5067,-0.193492,-0.0729792,1.49987,-0.164855,-0.9222,-0.907731,1.67027,-0.402434,0.15217,0.574613,-0.0230976,-0.0524725,-0.987543,-0.42168,-1.35236,1.07107,-1.51067,0.364476
-7.44781,0.604665,0.631152,3,7,0,21.4292,0.463412,-0.193945,-0.132331,0.0185638,1.13844,0.0402217,-2.43018,-0.236055,0.556015,0.534194,0.589093,-0.893319,-0.147344,0.724656,1.20182,1.0283,1.5948,-0.18621
-13.2292,0.789884,0.631152,3,7,0,18.3782,-1.78293,0.0905942,0.104197,-1.75689,-0.229189,1.47184,2.16009,1.73325,-1.58655,-1.23941,0.477669,0.0434562,-0.318453,-1.14915,-1.25156,0.500441,-1.65764,0.122109
-16.5823,0.84989,0.631152,3,7,0,28.7359,1.1647,-0.121123,-0.525184,-0.665826,1.88665,-1.62575,-0.493804,1.75795,-1.92572,2.02136,2.66925,-0.486395,1.83237,0.815225,0.325264,1.0318,-1.09022,0.0236374
-11.85,0.99453,0.631152,3,7,0,23.1034,-1.0445,0.470381,0.729563,-0.282506,-2.05544,2.40397,0.375171,-0.906977,1.06953,-1.01083,-1.76244,0.658005,-1.19067,-0.00354962,-0.872979,-0.939463,1.1899,0.790759
-10.735,1,0.631152,3,7,0,15.7971,-1.77239,0.515058,0.683964,-0.102222,-2.28257,1.46781,-0.183577,-0.434267,0.742088,-1.49188,-1.47578,1.11771,-1.19762,-0.0736738,-0.0345691,-0.742927,1.26745,0.44203
-8.45993,0.818398,0.631152,3,7,0,24.333,1.16536,-1.55619,-1.03649,0.121155,1.82451,-0.151843,-0.915664,1.14411,0.449393,-0.712874,0.530502,-1.0199,0.976452,-0.642429,-0.621249,0.0212449,-0.682596,-1.51707
-8.8894,0.917688,0.631152,3,7,0,17.3397,0.767929,0.358577,0.0644591,-0.273933,0.23324,0.650994,1.79438,-0.57681,1.16909,0.71558,-0.987363,1.35253,-0.395373,0.642371,1.16829,-0.552042,-2.45235,-0.122159
-5.63715,0.953345,0.631152,3,7,0,14.6142,-0.273784,0.418761,-1.12954,1.18593,0.218418,-0.881894,0.83599,0.242328,-0.480587,-0.32717,0.170572,0.205635,0.350142,-0.647429,1.39979,-0.1177,1.95397,-0.12743
-15.5538,0.549883,0.631152,3,7,0,22.8771,-1.07187,-1.50792,1.30341,-0.801269,0.985099,1.13455,-3.28581,-1.55843,-1.13131,0.0356785,0.460322,-1.0089,-0.796313,0.840998,1.62017,-0.553739,0.725321,-1.59724
-16.268,0.975153,0.631152,3,7,0,25.6454,1.0594,0.766695,-1.35616,0.830937,-1.03005,-1.13353,3.32203,1.57379,1.33168,-0.048219,-0.428177,1.03495,0.624759,-0.878501,-2.1246,0.55523,-0.708368,1.70921
