# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tuple_model_model
# start_datetime = 2023-11-22 17:48:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4283406309 (Default)
# output
#   file = /Users/rob/Projects/Julia/notebooks/notebooks/tmp/tuple_model_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar2:3,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2,bar3:3
-5.34816,0.545391,0.646386,2,7,0,17.0801,0.437931,0.935963,0.635698,0.0493625,-0.49289,-0.653556,-1.69725,1.7229,0.470672,0.0419426,-0.057693,-0.13119,0.905383,0.065955,-0.965465,-0.410911,-0.0386792,0.729701
-3.90522,0.945618,0.646386,3,7,0,9.35573,-0.753191,-0.280658,-0.13647,0.439879,-0.960187,-0.994518,0.161188,-1.33652,-0.610844,0.372047,0.435713,0.271185,-0.572435,1.13332,0.69296,-0.0770997,0.216047,-0.555993
-11.0362,0.468453,0.646386,2,7,0,23.5203,-0.964519,-0.310902,0.283034,0.784162,-0.153932,-1.01633,1.34846,-2.51279,-0.104267,-0.0699272,-1.40581,2.23412,0.489778,1.79703,0.29324,-0.406448,-0.592243,0.326851
-15.4779,0.752897,0.646386,3,7,0,25.7072,1.4512,-1.65453,1.00813,-0.414324,-1.05218,-0.757587,-1.52506,1.57073,0.0523411,-0.0625411,-0.577938,-1.91833,1.67118,0.345696,2.60981,1.51562,1.32458,0.809126
-8.12489,1,0.646386,3,7,0,20.9512,1.28219,-1.87749,0.0557116,1.19533,-1.11388,-0.7236,0.5744,0.126833,1.15514,0.499118,-0.223303,-1.33832,-1.24312,0.273379,-0.148193,0.827835,1.3195,-0.213736
-7.20082,0.998862,0.646386,3,7,0,13.9714,0.377906,-2.12633,-0.48369,1.04903,-0.491141,-0.32945,0.401912,0.540064,-0.115872,-0.586137,0.440337,0.826967,0.643699,1.04503,-0.389559,1.34617,0.662413,1.56725
-6.01357,0.987335,0.646386,3,7,0,11.1337,-0.423335,-1.73592,-0.583317,0.424652,-0.71208,-0.809541,-0.414412,0.75673,0.295812,-0.415716,0.537377,0.382212,0.450094,-0.310467,-1.79767,0.671719,1.29556,-0.227264
-11.4685,0.762367,0.646386,3,7,0,17.6258,-0.338443,2.02724,-1.03065,0.481828,-0.220728,0.930137,0.205207,0.631162,-0.269368,2.13965,-0.195506,-0.710232,1.81763,1.93444,0.130156,-0.985663,-0.314848,-1.65446
-12.8676,0.887216,0.646386,3,7,0,23.145,1.2932,0.392459,-1.66784,-0.928409,0.981741,0.955071,0.898299,-0.182358,1.41858,-0.176303,-1.32185,-0.057501,1.37506,-1.11558,-2.03562,-1.78652,-1.50496,-1.00959
-9.44377,1,0.646386,3,7,0,20.1471,-1.44858,-0.686212,0.82529,-0.576772,0.510963,0.0232547,-1.25383,0.95066,-0.297074,-1.86384,-0.467296,-1.71549,0.167065,-0.0641639,1.93922,-0.255883,0.787976,1.16817
-4.03179,0.980659,0.646386,3,7,0,13.41,-0.131025,0.505834,-0.207389,0.0512613,-0.0355362,1.7989,0.939642,-0.736665,-0.507291,0.873085,-0.313985,-0.0346512,-0.562062,-0.122151,0.715832,0.635064,0.379115,-0.756507
-5.0019,0.838622,0.646386,3,7,0,11.2348,0.0105185,-0.532855,0.284364,0.0532156,-0.417295,-1.25816,-1.25349,0.868142,0.37977,-0.134556,0.656617,-1.44642,0.37186,0.209128,-0.649967,1.18107,0.235412,0.902023
-9.60773,0.808872,0.646386,3,7,0,12.8278,1.54206,0.786576,-1.10819,-0.607429,-0.161097,-0.137142,-0.236539,1.39062,-0.427589,0.87063,-1.62464,1.52332,-0.517151,0.743833,-1.28378,-0.786858,-0.482179,-1.83465
-8.73526,0.997449,0.646386,3,7,0,17.612,0.427132,0.304013,-0.645813,1.60198,-0.794686,1.22247,0.239038,1.69093,-0.173463,1.47695,1.11077,-0.533896,0.0586572,-0.468093,0.807549,0.0589924,-0.336365,2.1091
-6.38467,0.897907,0.646386,3,7,0,16.4396,-0.590307,0.759814,-0.385625,0.96466,-0.777637,-0.00709631,0.59933,-0.637147,0.925107,0.614728,-1.15526,-1.44038,-1.5861,-0.240857,-1.1681,-0.57033,0.621274,0.319206
-6.56275,0.997393,0.646386,3,7,0,11.8133,1.24649,-0.429138,-0.0414874,-0.874609,0.850289,-0.877805,-0.881415,-0.744583,-0.466583,-0.73551,-0.0901814,1.91003,1.53122,0.193354,0.102766,0.804055,-0.497738,-0.307029
-8.4997,0.930241,0.646386,3,7,0,13.2773,0.13369,-1.10472,1.29941,-0.444415,-0.368472,0.419111,0.0686285,-0.763899,-0.162494,-1.01957,-0.981498,0.413928,2.73099,-0.716626,-0.493477,1.06874,-0.741928,-0.93102
-5.78084,0.79659,0.646386,3,7,0,17.9362,-0.0929553,-0.549402,1.34086,0.814051,0.043248,0.538411,0.720267,0.255945,-0.301216,-0.419027,0.233475,-0.0847834,2.1917,-0.939364,0.857068,-0.363554,-0.391068,-0.938567
-6.06194,0.771416,0.646386,3,7,0,16.3562,0.199382,0.589377,-1.36645,-0.966501,0.0215692,-0.523159,-0.256038,-0.0430836,0.595448,0.418137,-0.203607,-0.00103129,-2.17867,1.20421,-0.730527,0.34113,0.392913,1.01089
-5.04271,0.738758,0.646386,3,7,0,14.9658,1.21964,-0.386425,-1.01632,-0.954285,0.807606,0.236198,-0.544462,-0.613065,-0.873462,0.132518,-0.802144,0.470962,-0.905533,0.797101,0.0106741,0.291911,0.136679,1.3855
-6.75179,0.825892,0.646386,3,7,0,14.0434,-0.196162,0.392624,0.676631,0.947075,-0.850729,-0.549597,0.618112,0.715489,0.36754,0.853612,1.71072,-1.03643,1.08591,-0.413343,-0.0866605,1.56718,-0.275598,-1.1324
-6.39252,0.902047,0.646386,3,7,0,14.1961,0.288993,-0.363035,-0.659548,-0.680998,0.875876,0.497875,-0.167851,-0.840761,-0.211637,-0.853924,-1.74835,1.01605,-1.06351,0.284088,-0.219572,-1.63721,0.276885,1.02015
-8.60076,0.82467,0.646386,3,7,0,15.6047,0.179222,-0.179381,0.8256,1.15115,0.243666,-0.367614,0.289459,0.335237,0.648435,1.75531,1.57073,-1.9226,0.889892,0.422796,-0.401742,1.66314,0.141786,-1.07535
-3.78099,0.834011,0.646386,2,3,0,14.4895,-0.936179,-0.291981,0.817425,0.719426,-0.582669,-0.248732,-0.345103,-0.0455184,-0.448444,0.740613,0.780061,-0.817036,0.263823,0.464781,-0.0843487,1.33282,0.69684,-0.558215
-3.93825,0.671338,0.646386,3,7,0,13.692,0.619464,0.982706,0.147771,-0.830698,0.0530964,0.0086903,0.0898298,-0.491539,0.451998,-1.05761,0.312019,-0.088897,-0.727071,-0.738434,0.590066,-0.92213,0.932183,0.996536
-8.44134,0.757416,0.646386,3,7,0,13.7511,-0.441594,-0.674604,-0.173638,1.937,1.34519,-0.38009,-0.531789,0.626967,1.06381,1.5201,0.684202,0.66121,0.360477,0.493355,0.0532244,0.944633,-1.61109,-1.26835
-3.99643,0.995293,0.646386,3,7,0,10.9997,-1.15729,0.312066,-0.247275,-1.04374,-0.506588,-1.01598,0.131223,0.363835,-0.0282165,-1.39514,-0.383391,-0.045084,0.547755,0.0320899,-0.545747,-0.224933,0.527655,0.971079
-13.2796,0.526428,0.646386,3,7,0,18.0809,-0.627342,-0.262921,0.458214,-2.55289,0.0780431,2.08733,-1.27277,-0.753245,0.17087,0.542187,0.995213,-0.25522,-0.0278756,0.969995,0.764814,-2.64443,1.44142,0.918086
-13.1508,0.925051,0.646386,3,7,0,23.4738,0.517796,0.199535,-0.459147,2.44973,-0.0760066,-2.07517,0.762351,-0.0627934,0.109165,-0.542575,-0.973935,0.17707,0.0292804,-1.2115,-0.711702,2.92939,-1.44174,-0.98147
-8.1537,1,0.646386,3,7,0,19.9456,-0.295018,-1.6162,-1.56207,-0.939441,0.318147,1.11041,0.473816,-1.10396,-0.370206,0.534833,1.0718,0.104308,-1.60013,0.725767,0.00749231,1.10215,0.961764,0.835768
-8.8855,0.963825,0.646386,3,7,0,15.2438,0.579928,-0.71639,-2.21653,-1.70118,-0.702243,-0.0210218,0.202719,-0.75532,0.570197,-0.596018,0.669798,-1.50471,-1.55609,-0.159625,-0.655355,0.392065,-0.110003,-1.25457
-9.66343,0.724521,0.646386,3,7,0,22.3102,-0.623983,0.671831,2.25605,1.7925,0.64836,0.0470894,-0.349714,0.388989,-1.41869,0.600198,-0.577532,1.57873,1.6232,-0.0897677,0.100257,-0.231982,0.109031,1.25288
-11.2911,0.937927,0.646386,3,7,0,16.3737,0.649555,-1.82377,-2.53412,-1.43023,-0.411661,-0.776587,-0.357931,-1.01703,1.90245,-0.300374,0.433636,-1.23736,-1.5547,0.016884,0.560752,0.231326,0.341831,-0.317868
-6.71072,0.956135,0.646386,3,7,0,17.6417,0.414189,1.16966,1.28805,1.04789,-0.453841,0.462983,0.868649,-0.00805907,0.124333,-0.0738795,0.286005,1.46965,2.12074,0.537915,0.580017,-0.36952,-0.640053,-0.132813
-10.2733,0.781238,0.646386,3,7,0,16.7692,0.276651,0.548317,-0.85633,-0.0514482,1.19866,0.985556,-1.90126,0.202678,1.63076,1.90543,0.931077,-0.759503,-1.41817,0.334978,-0.594961,-0.386534,-1.27128,1.18011
-9.14304,0.948277,0.646386,3,7,0,17.2765,-0.439667,-0.174937,-0.625901,1.65153,1.67875,0.332888,-0.90591,-0.443951,1.88614,0.684188,0.306978,0.268879,0.594995,1.72401,0.139194,0.245936,-0.41808,1.79527
-9.12844,0.611677,0.646386,2,7,0,23.0293,0.511554,0.530745,-0.374621,-0.77134,1.39107,-1.90779,-0.484812,0.744391,1.69231,-1.44154,1.16863,0.534738,0.283538,1.6802,-0.113074,-0.740075,-0.316005,-0.675911
-10.9693,0.883576,0.646386,3,7,0,19.387,-1.0505,0.842522,0.438121,0.313481,2.75845,0.553244,-0.547481,0.662134,-0.459464,-0.323887,0.62075,1.02386,-1.63635,0.437664,2.13716,0.358575,0.72116,-1.16047
-9.85365,0.992457,0.646386,3,7,0,17.9287,1.49465,-0.199083,-0.126682,-0.674652,-2.22942,-0.455888,1.42901,-0.380108,-0.283499,-0.742235,-1.54519,-0.162646,1.39601,0.917195,-1.50547,-0.44924,-0.739813,0.864164
-8.81168,1,0.646386,3,7,0,15.5449,-0.868176,0.371435,-0.43442,0.581782,2.0298,1.20663,-1.34876,0.244918,0.0758915,1.14227,1.52402,0.144525,-0.638214,-0.10781,1.31467,-0.833036,0.183216,-1.49011
-10.5619,0.908804,0.646386,3,7,0,18.4519,-1.29496,1.57308,-0.117088,-1.27642,2.13423,0.439429,-1.05329,-0.639336,0.630212,-1.36968,0.203496,-0.193422,1.45284,-0.24156,-1.0292,0.461295,0.320314,-1.77973
-14.3929,0.887673,0.646386,3,7,0,18.9884,0.842605,-1.52588,-0.432973,1.31281,-3.15516,-0.638189,1.07145,0.750694,-0.921543,1.61715,-0.750806,0.653426,-0.589433,1.10837,1.0573,0.529496,-0.508634,2.0186
-14.6409,0.9369,0.646386,3,7,0,25.4556,-0.851324,1.40373,0.421297,-1.34492,3.15001,0.653485,-0.472532,-0.359861,1.52886,-1.60694,0.778031,-0.517968,0.601074,-1.13589,-1.298,-0.657711,0.507623,-2.01942
-6.13925,0.895081,0.646386,2,7,0,22.2167,-1.1582,0.536584,0.350703,-1.01823,1.60495,0.0998324,-0.243862,-0.927794,1.55256,-0.497197,0.204816,-0.421159,-0.386828,-0.23909,-0.860539,0.0571386,1.32208,-0.638605
-5.84624,0.991883,0.646386,3,7,0,11.2662,1.48293,-0.6825,-1.04278,0.0691977,-1.01171,-0.0673412,0.330004,-0.882264,-0.570621,0.524898,-0.347454,-0.612343,-1.38995,1.49509,0.548347,-0.0770952,-0.487566,-0.460013
-10.3821,0.702841,0.646386,3,7,0,18.0082,-0.430657,0.105724,0.865199,-0.608731,0.168974,0.0638752,0.326495,-2.44008,1.58675,0.697116,-0.876419,0.217976,-0.763374,-0.631361,0.856935,0.625581,2.65102,0.63322
-9.22252,0.980653,0.646386,3,7,0,15.4121,0.403111,-0.0113292,-0.871082,0.590517,-0.174994,-0.0899653,0.140204,2.26508,-1.29515,-0.694717,0.835041,-0.259231,0.865863,0.647265,-0.503507,-0.55197,-2.65081,-0.554731
-13.112,0.810134,0.646386,3,7,0,20.9912,-1.93085,1.69919,-0.539785,-1.90668,1.20717,0.258899,-1.01172,-1.12826,1.64276,0.596932,-1.04261,-0.442398,-1.97291,1.11518,1.33644,-0.572618,-0.496333,0.163893
-7.80244,0.941348,0.646386,3,7,0,21.4523,1.37309,0.448388,-0.0288721,-0.781973,-0.57357,1.29037,1.49551,0.272115,1.8964,0.53472,-0.273247,0.263106,1.13859,0.0807482,0.727328,-0.125126,-0.59123,-1.54216
-7.15783,1,0.646386,3,7,0,10.1381,-1.58009,-0.575273,0.368805,0.558072,-0.109227,-0.859301,-1.3694,-0.397911,-1.93881,-0.107234,0.869989,-0.23242,-1.16561,0.0770785,-0.946052,0.305203,0.237124,1.12531
-6.68889,0.805556,0.646386,3,7,0,17.6921,1.72347,0.571281,-0.354027,-0.607474,0.112287,0.904792,1.85405,0.677424,0.89532,0.109952,-0.873118,0.362797,1.19038,-0.085409,0.617338,-0.158693,-0.238064,-1.12434
-7.41417,0.987492,0.646386,3,7,0,11.8677,-1.58694,0.122184,1.15529,0.0848992,0.499401,-0.740182,-1.63095,-0.755672,-1.22512,-0.6204,1.37519,-0.436321,-1.19288,0.380547,-0.0289003,0.151417,0.383825,1.1039
-11.4522,0.863843,0.646386,3,7,0,17.2876,-0.444285,-1.09296,0.896896,-2.52862,0.844145,0.369131,-1.35717,-0.439927,-1.13642,-0.734883,0.527875,0.590677,-1.32017,2.08996,-0.272524,-0.328288,1.62634,-0.181569
-14.5696,0.917178,0.646386,3,7,0,22.0779,1.36002,1.97371,0.0991737,3.38329,0.203404,-0.736677,1.08905,0.261647,0.967685,0.812779,-1.37946,-0.53574,1.03511,-1.71919,0.198722,1.13124,-0.954272,0.234925
-20.7522,0.826681,0.646386,3,7,0,28.1114,-1.26444,-2.3513,-0.629313,-2.67098,0.271421,1.55993,-1.34305,-0.0139511,-0.823215,-0.394185,1.47669,0.759289,-2.37931,1.98599,-0.109207,-2.23523,1.19057,-1.70725
-8.19237,1,0.646386,3,7,0,27.7481,1.27897,-1.20043,-0.512098,1.19564,0.26866,-1.23591,-0.863686,-0.738147,1.16854,0.816517,-0.279342,0.18325,-0.773418,-0.626969,1.21681,-0.388006,-1.76489,0.919024
-9.7437,0.757477,0.646386,3,7,0,20.4823,-0.521829,1.00327,-0.535414,-0.62515,0.116298,2.21407,0.558739,0.260563,-1.42947,-1.2679,-0.0156776,-0.292952,1.11497,0.623108,-2.14894,1.2991,0.210257,-0.719058
-6.65762,1,0.646386,3,7,0,14.7065,1.59612,-0.298094,0.370446,0.0210505,0.884758,-1.181,-1.01068,-0.89293,0.56716,-0.315293,-0.367881,-0.539295,0.95391,-0.240656,1.48451,-0.722983,0.491493,-1.32725
-7.13833,0.957034,0.646386,3,7,0,13.9162,0.719477,0.796037,-0.487633,-0.183369,-0.267415,1.62033,0.208697,0.22752,-0.33948,1.52784,-1.36375,0.0819203,-1.36593,1.42414,0.256417,-0.620349,0.13153,-1.17633
-9.83194,0.868939,0.646386,3,7,0,14.956,2.49767,-0.410478,0.0987113,-0.687084,0.33305,1.03069,2.48238,-0.397744,-0.156207,0.452438,-0.0106462,0.106086,-1.23736,1.17846,-0.380184,-0.112831,-0.323861,-1.36348
-9.02439,0.989453,0.646386,3,7,0,17.5695,-2.02167,-0.163502,-0.694706,0.572229,-0.626344,-0.421225,-2.30516,0.458909,-0.331424,0.248336,-0.139912,0.950264,1.41427,-0.824331,0.754419,-0.439572,1.50356,0.483627
-8.20504,0.917349,0.646386,3,7,0,16.815,-1.21441,0.834785,0.517527,1.52924,0.114906,-0.647204,0.42884,-0.492153,2.71074,0.100268,0.846627,0.80214,-0.696205,-0.113079,-1.11125,0.100412,0.556948,0.0528595
-9.88077,0.788173,0.646386,3,7,0,21.8695,0.878863,0.356808,0.633486,-0.120183,0.710031,0.879574,-0.33413,1.86704,-1.93305,0.425906,-0.79972,-1.49291,1.52918,-0.627052,0.495882,-0.198584,-0.934008,-1.7015
-7.17009,0.996793,0.646386,3,7,0,14.7751,-0.300537,-0.223967,-0.571351,1.43528,0.13188,-0.0463162,-0.284368,-0.555545,1.90023,-0.322961,0.458162,1.43411,-1.01831,0.987571,0.113155,0.523465,1.22406,1.27477
-11.2207,0.608755,0.646386,3,7,0,20.9358,0.632794,-0.172395,1.09318,0.684527,-0.20864,1.34175,0.778067,-1.28249,1.95374,-0.364574,1.38682,1.633,-1.12758,0.884367,1.12236,0.969106,1.76726,0.581484
-5.19795,1,0.646386,3,7,0,14.7508,-0.597812,0.242769,-0.0166319,-0.498328,0.0368212,-0.623285,0.151716,1.65247,-1.16765,0.0964646,-1.23509,0.572198,-1.51833,-0.268988,-0.763722,-0.222154,0.241556,0.541509
-8.31578,0.838944,0.646386,3,7,0,13.845,0.367243,-0.574418,0.556096,0.27502,0.109429,1.32856,0.131166,-2.15972,0.963905,0.605439,0.901545,-1.27336,1.05328,0.340814,0.943292,-0.672054,-1.66777,-0.494828
-10.6812,0.897495,0.646386,3,7,0,17.7647,-0.202952,-0.0121952,-1.13994,0.108806,0.0293699,-0.628284,-0.218626,2.39741,-0.922357,-0.436929,-0.724058,-0.440552,-1.10597,-1.39115,-1.32355,1.66173,1.85155,0.979237
-10.9621,0.995334,0.646386,3,7,0,14.5321,0.235502,0.118773,1.17512,-0.236043,-0.0645687,0.65227,-0.279707,-2.52817,0.808032,0.436072,0.684416,0.424307,1.12098,1.35414,1.39855,-1.58787,-1.85171,-1.01516
-11.5847,0.87431,0.646386,3,7,0,22.6549,0.474342,-1.06517,-1.50458,0.326218,-0.454928,-0.129356,0.953622,2.81697,-0.358726,-0.901626,-1.53237,0.224595,-1.0452,-1.12534,-0.810472,1.80349,0.87041,-0.0709322
-6.88648,0.982938,0.646386,3,7,0,16.9907,-0.487653,1.37627,1.46482,-0.46018,0.206938,0.235489,0.0411037,-0.739629,0.959405,1.21359,0.146967,0.493971,0.613016,0.929329,1.49004,-1.21533,-0.826763,0.597855
-7.9441,0.78675,0.646386,3,7,0,17.891,0.550663,-1.48551,-1.50617,0.332773,-0.227867,-0.226339,0.632039,1.10832,-1.17348,-1.21084,-0.0592937,-0.483752,-0.551866,-0.945455,-1.61443,1.15716,0.829082,-0.596637
-7.60393,0.980289,0.646386,3,7,0,14.976,0.543152,1.34815,1.81722,-0.352805,0.234385,-1.16622,-0.40736,-0.366051,1.54228,0.661958,0.450493,-0.300419,0.451665,-1.05826,-1.26402,-0.642882,-0.202495,1.21147
-12.4894,0.749552,0.646386,3,7,0,19.8621,-0.498806,-0.742324,-0.871877,2.09616,0.721706,0.926573,0.427276,0.871195,-0.0836936,2.56037,2.06629,-0.903074,-0.434708,1.87973,-0.122549,0.435924,1.06076,-0.0607124
-9.59522,0.998036,0.646386,3,7,0,19.9755,1.79069,-0.4991,0.204089,-1.36508,-1.21536,1.42719,0.145755,-0.0944563,-1.17656,-0.281059,-1.88804,-0.626778,0.633991,-0.704595,-0.857087,-1.09463,-1.31452,-0.552754
-9.95211,0.845237,0.646386,3,7,0,21.1796,-1.78353,0.410789,-0.276778,1.55851,1.22426,-1.48982,0.00171061,-0.0344193,0.957999,0.284116,1.9728,0.621786,-0.570199,0.587338,0.236783,1.50615,1.31548,0.572018
-9.37865,0.872327,0.646386,3,7,0,20.1235,-1.38988,1.06167,1.08453,-0.149135,1.6568,-0.485994,0.876398,-0.622353,0.185534,0.271368,2.37982,0.651971,-0.48996,-0.507282,0.385025,1.05534,1.36691,0.734068
-9.40944,0.839012,0.646386,3,7,0,19.8459,0.452491,-1.46695,-1.24759,0.736688,-1.03752,1.10196,-0.875597,0.326041,-0.549896,-0.156882,-1.43944,0.395425,1.07522,0.235037,-1.58167,-1.02044,-1.89429,-0.548863
-7.89071,0.999948,0.646386,3,7,0,14.5028,-0.439596,0.925292,0.798959,0.112496,0.902224,-0.584313,-0.939996,0.927141,1.45132,-0.720827,1.10056,-0.815221,-0.825983,-0.408425,1.15956,1.28681,1.48997,0.781749
-9.98411,0.82624,0.646386,3,7,0,18.6368,0.520411,-0.904026,-0.781119,-0.210424,-0.910988,0.54951,1.56931,-1.2332,-1.0774,0.71648,-1.11491,0.765836,0.815756,0.610079,-1.59948,-1.78749,-1.48908,-0.773418
-9.96166,0.966294,0.646386,3,7,0,18.3797,-1.3058,0.48073,0.437263,-0.133495,0.594439,-0.807613,-1.11673,1.94082,1.50147,-0.879847,-0.273895,-0.45945,-1.20909,-0.66511,1.79405,1.2479,1.03634,0.830554
-6.94205,0.990198,0.646386,3,7,0,16.6497,1.08147,0.169733,-0.0578959,-0.341492,-0.295491,1.16945,-0.690728,-1.44023,0.118258,0.142382,0.814691,-0.103205,0.0954181,0.995169,-0.925568,-1.61435,-0.888369,-1.61225
-10.8287,0.7046,0.646386,3,7,0,19.4779,-0.680642,-1.89182,1.62108,-0.354019,-0.274864,1.96789,0.594173,-0.153773,-0.558849,1.00384,-0.861684,-0.339141,-0.687115,-2.08428,-0.451736,-1.74217,-0.331397,-0.440538
-11.0649,0.87075,0.646386,3,7,0,19.3692,0.606488,1.75346,-1.69573,0.323489,0.312191,-2.03698,-0.301916,0.362496,0.830496,-1.00379,0.825886,0.257972,0.674688,2.07558,0.63697,1.78984,0.330563,0.556865
-13.8103,0.899897,0.646386,3,7,0,22.3861,0.406746,1.13913,-0.40149,0.630277,-0.0335055,0.16073,-0.826017,-3.02059,1.43538,-0.376757,-0.130083,0.367412,-0.0369787,0.222197,1.96944,2.70972,-0.687644,1.29112
-12.1445,1,0.646386,3,7,0,21.075,-0.940422,-0.398098,-0.282122,0.374903,0.285679,-0.489575,1.80832,2.11277,-0.027452,-0.00771401,0.476906,-0.948537,-0.717233,-0.227978,-1.9458,-2.92426,-0.311697,-0.917527
-8.96439,0.912195,0.646386,3,7,0,19.5512,0.407721,0.419511,0.0343411,-0.301363,-0.587485,0.911164,-1.27475,-1.81216,0.0847691,0.535297,-1.00388,1.11603,0.587402,-0.607929,0.765545,2.20381,0.6923,1.49215
-14.5417,0.771522,0.646386,3,7,0,21.238,0.448041,0.223954,-1.28112,-0.748024,-1.50293,0.287821,-1.01201,-2.3104,0.368613,1.3526,-2.07018,0.665794,0.889708,-1.78191,1.26275,2.213,0.532979,0.700505
-13.2846,0.996632,0.646386,3,7,0,19.607,-0.863605,-0.25163,0.673204,0.58908,1.63089,0.711632,1.86771,1.73095,0.829134,-1.47706,1.82156,-0.817879,-0.298358,1.52118,-0.423264,-2.4158,0.122191,-0.140899
-12.3903,0.998041,0.646386,3,7,0,21.3117,0.90187,0.236136,-0.623342,-0.485478,-1.67539,-0.703998,-1.51818,-2.04346,-1.01209,1.48134,-1.73327,0.769986,0.316402,-1.41626,0.636684,2.03991,-0.121862,-0.028718
