# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tuple_model_model
# start_datetime = 2023-11-22 17:48:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4283406309 (Default)
# output
#   file = /Users/rob/Projects/Julia/notebooks/notebooks/tmp/tuple_model_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar2:3,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2,bar3:3
-9.85268,0.92304,0.607835,3,7,0,16.3524,-0.398281,-1.76314,-0.509935,-0.135771,0.98835,-0.253051,-0.226818,0.200864,0.651207,-1.57805,-0.426192,2.51108,0.643796,0.509758,0.29588,1.46372,-1.63776,0.197089
-11.7388,0.906595,0.607835,3,7,0,19.77,1.11528,2.47215,-0.00664154,0.273297,-1.1833,0.70172,0.490738,-0.0365339,-0.549393,-0.30739,-0.00630611,-2.68529,-0.266698,-0.461393,-0.0738161,-2.35818,0.499139,-0.453841
-16.7669,0.838489,0.607835,3,7,0,23.7563,-1.08702,-4.7208,-0.146156,-0.494144,0.630222,-0.215214,-0.691608,0.0837403,0.965772,0.561395,0.430504,2.35131,0.690845,0.206226,0.108245,1.11678,0.3609,0.0328535
-16.0535,0.988219,0.607835,3,7,0,28.2348,1.1032,4.66667,0.144901,0.167364,-0.586181,0.196998,0.468749,-0.167651,-1.00737,-0.529076,-0.467923,-2.29131,-0.644985,-0.0779664,-0.0435026,-1.03864,-0.38613,-0.131751
-11.3779,0.979518,0.607835,3,7,0,26.9337,-1.43027,1.2108,-1.85414,-1.41809,-0.341525,-1.09264,1.8107,-0.71188,0.241179,-1.34409,0.0901981,-0.308733,-0.566516,-0.537553,0.12461,-0.368267,2.42408,0.306381
-8.63014,0.979878,0.607835,3,7,0,18.9838,0.794438,-1.54921,1.59552,1.53417,0.592909,-0.204307,-2.04983,0.493236,-0.455389,0.222586,0.143692,0.829425,0.484963,1.36282,0.0464553,-0.291976,-0.955052,-0.658703
-8.68933,0.947982,0.607835,3,7,0,15.5917,-0.180143,1.70701,-0.167948,-0.938607,0.933842,0.835586,2.21552,-0.184524,1.24986,-0.776558,-0.349518,1.32651,-0.687226,-0.331494,-0.682805,0.72728,0.570972,-1.02955
-10.5344,0.943422,0.607835,3,7,0,15.1552,0.320863,-1.68724,0.064638,0.98515,-1.44326,-1.62286,-2.06062,0.620478,-0.595208,0.0568473,-0.00837271,-1.99593,0.301328,0.921063,-0.294731,-1.00696,-0.993019,0.655097
-11.2749,0.991531,0.607835,3,7,0,16.1748,-0.322174,1.64844,-0.0801373,-0.653371,1.40016,1.62621,2.41593,-0.597942,0.603562,-0.00890529,0.119605,2.16086,-0.179763,-0.954263,-0.0258026,1.08325,0.974079,-0.61826
-10.4667,0.854217,0.607835,3,7,0,24.105,0.347708,-1.46608,0.139829,0.814595,-1.35412,-1.63687,-2.24996,0.690651,-0.611832,-0.171935,0.0172121,-2.01116,-0.0357688,1.0314,-0.602634,-0.891929,-0.973853,0.553607
-5.62044,0.993456,0.607835,3,7,0,13.6172,-0.419872,-0.0702566,-0.168381,0.0406294,1.69083,1.3389,0.99476,-0.171913,0.427327,-0.545718,-0.0472924,0.853348,0.591713,-1.03136,0.996858,1.03275,-0.785519,0.23867
-7.93258,0.723329,0.607835,3,7,0,15.6336,0.117924,0.425346,0.804129,0.752546,-1.47694,-0.81257,0.279799,0.706399,-0.639556,1.97082,1.00047,0.0230299,-0.876761,1.26534,-1.59836,-0.626371,0.325938,-0.566266
-11.6765,0.838291,0.607835,3,7,0,17.102,0.643111,-0.067568,-0.531281,-0.0129854,3.18839,0.61443,-0.657258,-0.876061,1.85247,-0.759515,0.186689,0.821177,0.0809242,0.654716,2.12688,-0.00659111,-1.03249,-0.40857
-6.96012,0.926663,0.607835,3,7,0,19.4285,-1.24972,-0.656914,1.05947,-1.0326,-1.81386,0.154173,0.140546,0.0381391,-0.678207,0.359968,0.00746109,-1.25499,-1.02183,-1.11639,-1.16525,-0.174367,0.724524,0.186893
-5.82923,0.742234,0.607835,3,7,0,19.7864,1.11445,0.17801,0.733033,1.44791,0.0564922,0.500052,0.163327,1.01225,0.525635,-0.439528,-0.000466995,0.419254,1.57632,0.941271,0.975565,-1.16327,-0.342485,0.0903878
-7.47563,0.627169,0.607835,3,7,0,20.7787,-1.07323,-0.0889928,-0.692554,-1.63206,-0.120122,-0.502803,0.143335,-0.874633,-0.534348,0.13055,-0.0831722,-0.43756,-1.51337,-0.938529,-1.64998,1.75821,0.311295,-0.113155
-9.28423,0.918285,0.607835,3,7,0,15.6906,-0.330902,-0.644408,-0.108037,2.1513,-0.948128,-0.816183,-0.942394,1.9248,-0.000779967,-0.854146,-0.869448,-0.153971,1.12053,0.217344,0.445434,-0.556365,-1.02748,-1.69416
-8.87027,0.971686,0.607835,3,7,0,15.0074,-0.416719,0.582834,0.34697,0.607727,-1.53089,-0.320123,-0.558669,1.05369,-1.5652,-0.856197,-0.0913717,-1.1215,1.52329,-0.177267,1.08867,-0.149379,-1.1575,-1.87638
-9.1117,0.902033,0.607835,3,7,0,18.7052,0.516928,-1.578,-0.95241,-0.709137,0.579548,0.748626,0.619998,-0.0434315,2.1069,0.108291,0.0224363,1.67071,-1.00639,-1.02999,-0.875173,-0.771901,0.333302,1.4087
-11.7899,0.866782,0.607835,3,7,0,18.444,-1.13984,1.27596,1.60002,1.10237,0.0920071,-1.85313,0.933853,0.325883,-0.624211,-0.704055,0.26295,1.14951,1.56533,0.0460803,0.70902,0.938375,-2.16288,-1.29104
-12.5339,0.94092,0.607835,3,7,0,21.7675,1.12023,-1.2826,-1.60969,-1.16596,-0.0774153,1.85919,-1.24045,-0.329231,0.663703,0.719147,-0.297813,-1.09539,-1.32269,0.00487091,-0.710775,-1.3226,2.25621,1.32918
-7.05853,0.917427,0.607835,3,7,0,21.2463,-1.35923,1.19534,1.17899,-0.191246,-1.60106,-1.17103,0.168912,-0.568896,-0.292513,0.0600206,0.746532,0.367194,0.436507,0.237668,-0.125681,1.13753,-1.64531,-0.286497
-8.87171,0.786273,0.607835,3,7,0,18.0086,-1.19879,1.188,0.716175,-0.0805605,1.03905,-0.608529,1.22868,1.19018,0.540896,-0.686023,-0.507382,-0.261079,1.12674,0.753347,0.124874,0.378419,-0.577178,2.56548
-6.89262,0.912488,0.607835,3,7,0,17.5201,1.24514,-0.448124,-0.854006,-0.0557485,-1.74477,-0.162742,-1.40675,-1.1392,-0.864778,-0.0417607,-0.0266968,-0.869606,-0.323643,0.464675,0.100877,-0.533901,1.22661,-1.15204
-10.7664,0.717836,0.607835,3,7,0,19.127,-0.49823,-0.0244985,-0.435469,0.276922,-2.26785,-1.5641,-1.37237,-1.50924,-0.275798,-0.391859,0.0308271,-1.62885,-1.21846,0.427909,0.941832,-0.368996,1.26862,-1.4432
-10.5414,0.932404,0.607835,3,7,0,18.7538,0.123822,0.0555839,2.07377,-1.04304,2.15735,1.63044,0.987373,1.00876,0.0942551,-0.958437,0.781243,0.526985,-1.10639,-0.293214,-1.68971,-0.513613,-0.29314,-0.201215
-10.3119,0.814461,0.607835,3,7,0,22.4274,-0.158687,-0.0666459,-2.04829,1.29007,-2.13589,-1.64926,-1.10592,-0.93209,-0.0997098,0.52051,-1.02166,-0.562308,0.859329,0.28953,1.6239,0.382743,0.273488,0.197616
-13.5517,0.881728,0.607835,3,7,0,18.4956,-0.170915,0.41717,3.08899,-1.49479,2.25508,0.922461,0.393222,2.04451,0.145838,-0.156422,1.48012,1.20402,-0.248581,-0.439807,-0.836061,-0.415918,-0.00023361,0.198837
-9.05703,1,0.607835,3,7,0,20.1329,0.389618,0.861551,0.0382021,0.919778,-1.06331,-0.430515,1.22501,-2.74215,0.494515,-0.234045,0.137009,-0.994793,0.880755,1.09483,1.27582,0.759539,-0.136185,0.728886
-7.42018,0.99307,0.607835,3,7,0,15.8172,-0.87915,0.927216,-0.0389499,-0.414554,2.32819,0.860218,-0.431055,0.085621,-0.259609,-0.771854,-1.55319,-0.257813,-0.157495,0.0956423,-0.0450817,-0.718393,1.7266,0.0742405
-5.39445,0.992239,0.607835,3,7,0,12.5121,0.602254,0.0282903,0.0475475,0.617464,-1.44503,0.204336,-0.54582,-1.41623,-0.832755,-0.638843,-0.0664751,0.132059,1.30472,-0.453262,-1.33722,-0.0300067,0.690131,0.558391
-8.55891,0.587834,0.607835,3,7,0,22.0999,-1.47648,-0.436212,0.56109,-1.2429,0.0666713,0.738927,-0.268494,0.025002,2.04196,0.921171,0.504722,0.32951,-1.64784,0.577766,1.27199,0.984237,-0.464468,-1.01572
-9.33972,0.989466,0.607835,3,7,0,15.1853,-1.47193,-0.682508,0.101111,-2.01866,0.00357233,0.151658,-0.0858876,1.0813,1.38637,0.537939,0.19786,0.649032,-1.34129,1.00132,0.800551,1.38745,0.339127,-1.61487
-9.23823,1,0.607835,3,7,0,14.3753,0.82453,1.10828,0.0820568,1.59557,0.236211,0.530862,0.24471,-1.29098,-1.85136,-0.315892,-1.4036,-0.41682,1.76074,-0.741941,-0.261457,-1.10719,0.211529,1.13614
-9.18844,0.940054,0.607835,3,7,0,18.5977,-0.727299,-1.22708,-0.0785754,-1.51665,-0.227154,-0.504195,-0.0380247,1.2678,1.87038,0.104317,1.37444,0.406299,-1.8692,0.648185,-0.261311,1.1407,-0.264409,-1.09745
-11.7873,0.92035,0.607835,3,7,0,16.9577,1.49865,2.0379,-0.176899,1.47905,-0.220409,-0.211777,0.0179228,-1.18738,-1.26665,-0.387593,-0.544498,0.0125144,2.62473,-0.948035,0.171888,-1.22296,0.397856,1.3894
-10.8588,0.895817,0.607835,3,7,0,22.7448,1.14058,-0.987426,-1.85021,2.8137,-0.332324,0.144023,1.14872,0.569524,1.28158,0.294409,-0.026511,0.613963,0.41246,1.17746,-0.425981,-0.850454,-1.23191,0.490555
-7.29687,0.995725,0.607835,3,7,0,16.9266,-0.199569,0.0372164,0.402533,-1.51159,-1.33533,-0.779999,-1.44743,0.0996579,0.323214,0.717369,0.0246243,0.327057,-0.76849,0.189555,-0.800514,1.53886,0.838256,-1.5951
-5.70014,0.766336,0.607835,3,7,0,17.039,0.215031,0.307353,-0.745435,-0.974256,-0.99739,0.0901994,-1.47809,-0.0584461,-0.276087,0.294425,-0.391646,-1.34561,-0.236174,-0.177241,-0.717071,1.74916,0.876715,-0.0844358
-8.43531,0.730656,0.607835,3,7,0,16.1128,0.195193,0.204338,1.14051,-0.370635,0.636082,-1.23601,0.474434,-0.563157,1.4119,-0.190299,0.22215,0.684252,0.929425,-0.447168,2.06765,-1.738,-1.35823,-0.355622
-9.71694,0.910323,0.607835,3,7,0,17.9104,-0.312849,-0.155908,-1.16869,0.249052,-0.690957,1.23054,-0.508784,0.611395,-1.40352,0.308024,-0.182026,-0.586166,-1.03995,0.305806,-2.61497,1.69285,1.33388,0.399998
-9.87663,0.950197,0.607835,3,7,0,15.5977,0.373818,0.175201,1.12915,-0.220928,0.676318,-1.24732,0.468831,-0.62505,1.40537,-0.24824,0.301389,0.642457,1.06811,-0.298906,2.35619,-2.10452,-1.32801,-0.347335
-8.14557,0.98804,0.607835,3,7,0,18.0102,-0.318272,0.713797,-0.252831,-0.204299,-0.804853,1.19916,1.70963,0.546653,-0.558907,0.152204,-0.503296,-0.965787,0.197633,0.77121,-1.44811,2.1202,0.85352,0.889414
-8.39549,0.932214,0.607835,3,7,0,17.0379,-1.04621,0.190667,1.19813,2.28923,-0.746646,0.366897,-0.431851,-1.58994,0.948636,-1.23115,-0.276117,0.6907,0.692299,-0.796072,-0.788389,0.00766803,0.128267,0.926011
-10.8589,0.802044,0.607835,3,7,0,19.3113,-0.487874,-1.88999,0.394093,0.0115371,-1.0452,-0.8317,-2.17574,-0.751526,-0.308969,1.02953,-0.449865,-0.188232,1.94002,-1.21097,-1.0371,0.485742,0.837309,-1.42603
-7.93757,0.996254,0.607835,3,7,0,17.448,1.09014,-1.36607,2.36882,-0.523113,0.614754,-1.49338,-1.30194,-0.248163,0.0322575,0.526314,-0.419062,0.756952,-0.369934,-0.526412,0.099897,0.342167,-0.726262,-0.689762
-13.8218,0.656156,0.607835,3,7,0,23.6348,1.35733,-1.19636,-0.485572,2.54393,-1.10936,-2.48571,0.572999,-1.73276,-0.771626,-0.764759,1.12733,-1.6117,0.532454,-0.534152,0.229998,0.130669,1.01765,-0.446357
-13.9203,0.998254,0.607835,3,7,0,19.7338,-1.36153,1.2807,0.535746,-2.47417,1.11057,2.48146,-0.475941,1.77918,0.760426,0.831953,-1.041,1.68935,-0.312428,0.461955,-0.49256,-0.403243,-1.01912,0.438435
-12.9373,0.976207,0.607835,3,7,0,24.6308,-0.575006,-1.59479,-1.56449,-0.0791604,-2.83922,0.428627,-0.647172,-1.94351,0.0664664,-1.25238,-0.3075,-0.478914,0.803066,-1.24764,0.179677,-0.611929,0.60326,-1.79913
-14.2264,0.965717,0.607835,3,7,0,20.352,-0.815531,1.44684,1.28303,-0.260949,2.60226,-1.18297,0.605911,2.33971,0.669866,0.418602,0.0161635,0.482711,-1.01792,0.620458,-0.184425,1.82173,-0.641088,1.98128
-14.4581,0.994689,0.607835,3,7,0,26.846,0.397661,-1.70052,-1.25406,0.529799,0.257872,0.246518,-0.59322,-1.0414,0.678491,-1.00047,-2.76177,-1.6426,0.309306,1.19302,1.61055,-1.91547,-1.62569,0.487474
-8.69036,1,0.607835,3,7,0,21.0927,0.793134,-0.791771,-2.25222,0.715428,-1.20865,-0.675979,-1.36242,-0.861749,-0.162117,0.606565,-0.134105,0.399768,1.69461,0.96845,0.546153,-0.246442,-0.968052,0.588262
-10.618,0.931125,0.607835,3,7,0,17.0936,-0.656165,0.0844884,2.06643,-1.46477,1.98027,0.170557,2.00824,1.35965,0.237361,-0.240379,1.01873,-0.545145,-0.808969,-0.340395,-0.240926,-0.638036,1.17929,-0.689224
-15.153,0.720572,0.607835,3,7,0,25.2309,-0.606104,-0.0692096,3.12471,-1.28138,2.3371,-0.705196,1.05315,0.00181112,-0.444471,-0.134064,0.322106,-1.82887,-1.02264,-0.365679,0.120418,-2.16928,1.00072,-0.945718
-9.03292,1,0.607835,3,7,0,20.4659,0.923369,0.0053305,-0.884048,0.588833,-1.61517,-0.522623,0.195937,1.46339,0.0144797,1.11716,1.04759,1.83633,0.00942299,-0.780762,-0.823961,1.94165,-0.0259202,-0.496064
-11.6031,0.958566,0.607835,3,7,0,14.871,-1.02594,-0.0603361,0.30633,-1.0944,1.53033,1.11632,0.410709,-0.78834,0.683882,-1.21908,-1.06224,-2.56514,-0.247843,0.480459,1.61585,-1.73937,-0.478638,0.812606
-9.13614,0.942276,0.607835,3,7,0,21.4059,-0.834112,-0.412597,-1.45804,-0.1516,1.05299,-1.147,-2.46647,0.0668313,-1.57377,-0.162022,1.11067,-0.145341,0.5759,1.30126,0.907495,0.0362652,-0.275663,0.248189
-10.6529,0.843721,0.607835,3,7,0,19.9722,0.311733,-1.28276,1.07455,0.325924,-1.13731,0.614577,2.89083,0.190889,0.636815,0.561296,-0.788003,0.629064,-1.04068,-0.941676,-0.690386,1.49193,0.582635,-1.22013
-6.59275,1,0.607835,3,7,0,16.0843,0.214432,-0.568398,-0.821791,-0.353119,0.787009,0.250664,-1.22965,0.720111,0.114675,-0.341728,2.83272,0.162718,0.631291,0.0887664,0.391779,0.455144,0.37688,-0.462398
-9.92373,0.828803,0.607835,3,7,0,17.2453,0.487726,0.310214,0.601178,-1.4622,-0.759814,-0.596225,1.12777,-1.80311,0.723952,-0.0512166,-2.44431,0.381344,-1.94721,-0.375189,0.376031,-0.775824,0.403203,0.270088
-8.27165,0.928264,0.607835,3,7,0,18.1168,-0.334984,1.36895,-0.174898,1.47461,-0.169475,-0.180264,-0.718784,1.09058,0.0632945,-0.301716,2.00937,-0.255864,2.40001,-0.584955,-0.493394,-0.0965284,0.175286,0.031457
-11.7389,0.674407,0.607835,3,7,0,21.2892,-0.0481172,-0.152133,-1.22464,-1.42978,0.99021,1.11294,-0.598911,-0.34424,0.648952,-2.17824,1.96424,-0.79112,-0.505654,-0.0711368,0.525964,-2.16579,-1.38148,0.65235
-10.5622,0.954185,0.607835,3,7,0,19.4535,1.19265,0.415602,0.972896,1.62916,-0.0181889,0.183515,-0.85797,0.752648,-0.797896,0.341856,-2.23321,1.04185,0.299382,2.12006,-0.377146,1.61551,-0.0397398,0.654092
-9.14775,0.99849,0.607835,3,7,0,18.9695,-0.695397,-0.643072,-0.126497,-0.497296,0.457176,-0.329392,-0.864958,-0.27835,0.587521,0.130974,1.89385,-2.05391,0.168118,-1.33865,-0.750275,-2.31583,-0.227566,-0.162488
-9.99416,0.971221,0.607835,3,7,0,17.6802,-2.05356,0.866031,-1.42906,-0.813053,0.700004,-1.34791,-0.604091,0.111465,0.822651,-1.58086,1.03389,0.0939906,1.20223,-0.855002,-1.27201,-0.303007,0.983518,0.725659
-8.55307,1,0.607835,3,7,0,17.8036,-0.111578,1.15964,-0.706448,-0.0111514,-0.480987,-0.27309,-0.280667,1.51282,-0.817365,-1.94671,0.887722,0.384678,0.851702,-0.724777,0.333413,0.114013,-2.00316,1.33982
-12.8995,0.908544,0.607835,3,7,0,19.47,0.364412,0.384442,-0.77497,0.798047,0.302842,-1.46972,-2.47534,0.185371,0.522632,-0.524356,-0.54815,1.68786,0.540702,0.166027,0.951508,1.2186,-2.81009,1.25029
-15.0023,0.893423,0.607835,3,7,0,24.9518,0.0830077,-0.320462,0.64829,-1.02289,0.242452,0.295248,1.51127,0.020409,-1.78729,1.21275,1.45161,-2.26611,-0.385883,0.682849,0.504248,-2.04842,2.67798,-1.36139
-7.00733,1,0.607835,3,7,0,20.4303,1.73607,-0.517841,-0.675028,-0.256756,-0.737447,1.13835,0.237868,-0.429194,-1.19217,-0.885832,0.533741,1.6015,0.171588,0.402896,-0.559969,1.21371,-0.728318,0.752336
-7.47185,0.994552,0.607835,3,7,0,10.9802,-1.76156,0.535168,0.672511,0.105308,0.715322,-1.14633,-0.235438,0.386593,1.17612,0.891504,-0.659178,-1.58611,0.0662514,-0.388363,0.98761,-1.29275,0.745278,-0.758055
-7.33748,0.885254,0.607835,3,7,0,16.9855,1.96211,0.164344,0.0306104,-0.422137,0.514876,0.432001,0.211153,-0.825436,-1.11398,-0.00320116,0.580479,0.522517,0.12251,1.96586,-0.891117,1.31671,-0.48953,0.971229
-6.73417,0.85318,0.607835,3,7,0,17.9929,-1.05353,0.336281,0.64306,0.012042,-1.18023,0.534579,0.244419,1.17369,0.0842755,-0.355127,1.44122,-0.0940682,0.535835,-1.45978,1.44366,-1.35768,0.364664,0.134041
-6.29785,1,0.607835,3,7,0,9.66928,1.18895,-0.611509,-0.82706,-0.0801981,1.38917,-0.197818,-0.101479,-0.787011,0.337632,0.0802366,-1.91974,-0.344267,-0.313183,0.9322,-1.49584,0.375117,-0.285697,-0.409581
-8.05758,0.926234,0.607835,3,7,0,12.4583,0.875125,-1.39208,1.33736,0.993741,-1.39636,0.0910093,0.635857,0.429753,-1.54719,0.59037,1.11667,1.18619,-0.327175,-0.288469,1.38357,-0.678,0.339925,-0.110281
-7.84555,0.99569,0.607835,3,7,0,15.1098,-0.174055,-0.198848,0.349676,2.26547,-1.17652,0.451761,0.308896,-1.04935,-0.920037,0.258486,0.485848,1.61891,1.69444,0.155997,-0.901876,-0.285608,-0.144632,-0.0165164
-9.1639,0.889952,0.607835,3,7,0,16.6801,0.162729,0.0823344,0.09842,-2.11151,2.38181,-1.14229,0.879208,0.922303,0.578474,0.166236,-0.178302,-0.84852,-0.911461,-0.946701,1.03356,0.937385,-0.586396,-0.305018
-11.1524,0.907292,0.607835,3,7,0,19.2278,-0.439141,-0.909876,0.801998,1.7941,-2.3964,0.943792,-0.920497,-1.40254,-1.06955,0.388963,0.906602,0.14819,1.08086,0.0161003,-1.17736,-0.285116,0.716575,1.63878
-11.466,0.925993,0.607835,3,7,0,21.4293,0.4597,0.767871,-0.83111,-1.87175,2.46218,-0.936508,0.874122,1.51965,1.07196,-0.634363,-0.607705,0.0335376,-1.22008,-0.0455417,1.12131,0.347686,-0.723746,-1.61534
-17.3866,0.727048,0.607835,3,7,0,26.2677,-1.80985,-0.324783,1.65999,0.707657,0.159856,2.60245,-0.623132,-0.588315,-2.8816,0.079539,1.98054,-0.49631,1.29458,-1.11684,-0.304237,-2.23005,-0.25307,0.267064
-16.8498,0.998706,0.607835,3,7,0,28.3888,1.81679,0.222914,-1.70169,-1.10314,-0.188667,-2.60022,0.997445,0.594608,2.84398,0.0978571,-1.79496,0.260152,-1.24148,1.01112,-0.123415,1.99941,0.227702,-0.274865
-11.5082,0.984109,0.607835,3,7,0,26.6211,-0.619462,-0.630647,1.37933,-1.322,-0.171445,2.39829,-0.0655314,0.107073,-1.64546,0.531991,1.32195,-0.652647,0.641619,-1.53844,-0.266128,-2.00022,0.829073,-0.293628
-12.2734,0.86104,0.607835,3,7,0,24.2189,1.24301,-0.192591,-3.24544,1.15376,-0.0670565,1.5927,1.24212,0.0163563,0.295255,0.75483,-0.784608,1.47687,-0.271355,0.967798,-0.863039,-1.04085,-0.284768,0.801888
-9.73811,1,0.607835,3,7,0,17.7136,-1.19305,0.524613,3.04027,-0.772594,-1.0092,-1.64546,-0.0462907,0.484409,0.429078,-0.539556,1.32057,-0.677483,-0.149652,-0.275031,0.562537,0.895734,-0.281809,-0.0188088
-9.2761,1,0.607835,3,7,0,16.4601,0.661952,-0.112392,-3.17031,0.61525,0.29008,1.25437,0.171635,-0.935187,-0.526118,-1.1335,-1.22677,0.321359,0.330183,-0.599174,-0.470464,-0.246851,0.0865501,1.08751
-9.20734,1,0.607835,3,7,0,16.4298,-0.645047,-0.0593963,3.18177,-0.816559,-0.253698,-1.26808,-0.241017,0.910008,0.538796,1.0518,1.1337,-0.234748,-0.231138,0.603524,0.287836,0.107138,-0.0862425,-1.17884
-8.58508,1,0.607835,3,7,0,16.2114,-0.703895,-0.340732,2.43184,-1.08763,0.867385,-1.52059,0.837036,0.373943,0.590548,0.585491,0.358542,0.0761888,0.0244233,1.43317,-0.281705,-0.127385,0.095198,-1.60363
-10.2426,0.887554,0.607835,3,7,0,18.3192,1.09573,-0.945304,-1.40556,-0.923034,0.943221,1.28995,-0.847743,2.41052,-0.303926,0.401201,0.763926,-0.161684,1.48703,0.0795204,0.402386,-1.48287,0.442493,0.918322
-10.3321,1,0.607835,3,7,0,15.0462,-0.963605,0.839322,1.42744,0.883778,-0.961561,-1.28886,0.981534,-2.42571,0.298403,-0.475076,-0.834748,0.154131,-1.48857,-0.124649,-0.856026,1.34658,-0.408337,-0.894303
-4.75802,0.99172,0.607835,3,7,0,14.3799,0.629688,0.418145,0.317005,-0.519243,0.122579,0.776269,-1.37581,0.643667,-0.0942247,-1.08313,0.109241,-0.247951,-0.619854,0.534854,1.60889,-0.669315,-0.720266,-0.410816
