# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = brian_tuples_model
# start_datetime = 2023-11-21 14:19:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184457688 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_brian_tuple_data/../../data/brian_tuples/brian_tuples_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,base,base_i,pair:1,pair:2,nested:1,nested:2:1,nested:2:2.real,nested:2:2.imag,arr_pair.1:1,arr_pair.1:2,arr_pair.2:1,arr_pair.2:2,arr_very_nested.1:1:1,arr_very_nested.1:1:2:1,arr_very_nested.1:1:2:2.real,arr_very_nested.1:1:2:2.imag,arr_very_nested.1:2,arr_very_nested.2:1:1,arr_very_nested.2:1:2:1,arr_very_nested.2:1:2:2.real,arr_very_nested.2:1:2:2.imag,arr_very_nested.2:2,arr_very_nested.3:1:1,arr_very_nested.3:1:2:1,arr_very_nested.3:1:2:2.real,arr_very_nested.3:1:2:2.imag,arr_very_nested.3:2,arr_2d_pair.1.1:1,arr_2d_pair.1.1:2,arr_2d_pair.2.1:1,arr_2d_pair.2.1:2,arr_2d_pair.3.1:1,arr_2d_pair.3.1:2,arr_2d_pair.1.2:1,arr_2d_pair.1.2:2,arr_2d_pair.2.2:1,arr_2d_pair.2.2:2,arr_2d_pair.3.2:1,arr_2d_pair.3.2:2
0,0,1.38787,15,1.38787,2.77575,4.16362,15,0,5.55149,1.38787,2.77575,6.93936,8.32724,4.16362,15,0,5.55149,9.71511,11.103,30,0,12.4909,13.8787,4.16362,15,0,5.55149,15.2666,16.6545,18.0423,22.206,23.5938,27.7575,29.1453,19.4302,20.8181,24.9817,26.3696,30.5332,31.9211
0,0,-1.25013,6,-1.25013,-2.50027,-3.7504,6,-0,-5.00054,-1.25013,-2.50027,-6.25067,-7.5008,-3.7504,6,-0,-5.00054,-8.75094,-10.0011,12,-0,-11.2512,-12.5013,-3.7504,6,-0,-5.00054,-13.7515,-15.0016,-16.2517,-20.0021,-21.2523,-25.0027,-26.2528,-17.5019,-18.752,-22.5024,-23.7525,-27.5029,-28.7531
0,0,0.847478,-2,0.847478,1.69496,2.54244,-2,0,3.38991,0.847478,1.69496,4.23739,5.08487,2.54244,-2,0,3.38991,5.93235,6.77983,-4,0,7.62731,8.47478,2.54244,-2,0,3.38991,9.32226,10.1697,11.0172,13.5597,14.4071,16.9496,17.797,11.8647,12.7122,15.2546,16.1021,18.6445,19.492
0,0,0.195603,3,0.195603,0.391206,0.586809,3,0,0.782412,0.195603,0.391206,0.978015,1.17362,0.586809,3,0,0.782412,1.36922,1.56482,6,0,1.76043,1.95603,0.586809,3,0,0.782412,2.15163,2.34724,2.54284,3.12965,3.32525,3.91206,4.10767,2.73844,2.93405,3.52086,3.71646,4.30327,4.49887
0,0,0.428725,30,0.428725,0.857449,1.28617,30,0,1.7149,0.428725,0.857449,2.14362,2.57235,1.28617,30,0,1.7149,3.00107,3.4298,60,0,3.85852,4.28725,1.28617,30,0,1.7149,4.71597,5.14469,5.57342,6.85959,7.28832,8.57449,9.00322,6.00214,6.43087,7.71704,8.14577,9.43194,9.86066
0,0,2.08708,27,2.08708,4.17417,6.26125,27,0,8.34833,2.08708,4.17417,10.4354,12.5225,6.26125,27,0,8.34833,14.6096,16.6967,54,0,18.7837,20.8708,6.26125,27,0,8.34833,22.9579,25.045,27.1321,33.3933,35.4804,41.7417,43.8287,29.2192,31.3062,37.5675,39.6546,45.9158,48.0029
0,0,-0.762526,3,-0.762526,-1.52505,-2.28758,3,-0,-3.05011,-0.762526,-1.52505,-3.81263,-4.57516,-2.28758,3,-0,-3.05011,-5.33768,-6.10021,6,-0,-6.86274,-7.62526,-2.28758,3,-0,-3.05011,-8.38779,-9.15032,-9.91284,-12.2004,-12.9629,-15.2505,-16.0131,-10.6754,-11.4379,-13.7255,-14.488,-16.7756,-17.5381
0,0,0.281927,-3,0.281927,0.563853,0.84578,-3,0,1.12771,0.281927,0.563853,1.40963,1.69156,0.84578,-3,0,1.12771,1.97349,2.25541,-6,0,2.53734,2.81927,0.84578,-3,0,1.12771,3.10119,3.38312,3.66505,4.51083,4.79275,5.63853,5.92046,3.94697,4.2289,5.07468,5.35661,6.20239,6.48431
0,0,0.0214533,9,0.0214533,0.0429065,0.0643598,9,0,0.085813,0.0214533,0.0429065,0.107266,0.12872,0.0643598,9,0,0.085813,0.150173,0.171626,18,0,0.193079,0.214533,0.0643598,9,0,0.085813,0.235986,0.257439,0.278892,0.343252,0.364705,0.429065,0.450518,0.300346,0.321799,0.386159,0.407612,0.471972,0.493425
0,0,0.78859,1,0.78859,1.57718,2.36577,1,0,3.15436,0.78859,1.57718,3.94295,4.73154,2.36577,1,0,3.15436,5.52013,6.30872,2,0,7.09731,7.8859,2.36577,1,0,3.15436,8.67449,9.46308,10.2517,12.6174,13.406,15.7718,16.5604,11.0403,11.8288,14.1946,14.9832,17.349,18.1376
0,0,-1.8624,17,-1.8624,-3.7248,-5.58719,17,-0,-7.44959,-1.8624,-3.7248,-9.31199,-11.1744,-5.58719,17,-0,-7.44959,-13.0368,-14.8992,34,-0,-16.7616,-18.624,-5.58719,17,-0,-7.44959,-20.4864,-22.3488,-24.2112,-29.7984,-31.6608,-37.248,-39.1104,-26.0736,-27.936,-33.5232,-35.3856,-40.9728,-42.8352
0,0,0.512546,13,0.512546,1.02509,1.53764,13,0,2.05018,0.512546,1.02509,2.56273,3.07527,1.53764,13,0,2.05018,3.58782,4.10037,26,0,4.61291,5.12546,1.53764,13,0,2.05018,5.638,6.15055,6.66309,8.20073,8.71328,10.2509,10.7635,7.17564,7.68819,9.22582,9.73837,11.276,11.7886
0,0,1.52595,20,1.52595,3.0519,4.57785,20,0,6.10381,1.52595,3.0519,7.62976,9.15571,4.57785,20,0,6.10381,10.6817,12.2076,40,0,13.7336,15.2595,4.57785,20,0,6.10381,16.7855,18.3114,19.8374,24.4152,25.9412,30.519,32.045,21.3633,22.8893,27.4671,28.9931,33.5709,35.0969
0,0,-0.217899,4,-0.217899,-0.435799,-0.653698,4,-0,-0.871597,-0.217899,-0.435799,-1.0895,-1.3074,-0.653698,4,-0,-0.871597,-1.5253,-1.74319,8,-0,-1.96109,-2.17899,-0.653698,4,-0,-0.871597,-2.39689,-2.61479,-2.83269,-3.48639,-3.70429,-4.35799,-4.57589,-3.05059,-3.26849,-3.92219,-4.14009,-4.79379,-5.01168
0,0,-1.53971,8,-1.53971,-3.07943,-4.61914,8,-0,-6.15886,-1.53971,-3.07943,-7.69857,-9.23829,-4.61914,8,-0,-6.15886,-10.778,-12.3177,16,-0,-13.8574,-15.3971,-4.61914,8,-0,-6.15886,-16.9369,-18.4766,-20.0163,-24.6354,-26.1752,-30.7943,-32.334,-21.556,-23.0957,-27.7149,-29.2546,-33.8737,-35.4134
0,0,-0.922709,11,-0.922709,-1.84542,-2.76813,11,-0,-3.69084,-0.922709,-1.84542,-4.61355,-5.53625,-2.76813,11,-0,-3.69084,-6.45896,-7.38167,22,-0,-8.30438,-9.22709,-2.76813,11,-0,-3.69084,-10.1498,-11.0725,-11.9952,-14.7633,-15.6861,-18.4542,-19.3769,-12.9179,-13.8406,-16.6088,-17.5315,-20.2996,-21.2223
0,0,0.173796,15,0.173796,0.347592,0.521388,15,0,0.695183,0.173796,0.347592,0.868979,1.04278,0.521388,15,0,0.695183,1.21657,1.39037,30,0,1.56416,1.73796,0.521388,15,0,0.695183,1.91175,2.08555,2.25935,2.78073,2.95453,3.47592,3.64971,2.43314,2.60694,3.12833,3.30212,3.82351,3.9973
0,0,-0.708712,9,-0.708712,-1.41742,-2.12614,9,-0,-2.83485,-0.708712,-1.41742,-3.54356,-4.25227,-2.12614,9,-0,-2.83485,-4.96099,-5.6697,18,-0,-6.37841,-7.08712,-2.12614,9,-0,-2.83485,-7.79583,-8.50455,-9.21326,-11.3394,-12.0481,-14.1742,-14.883,-9.92197,-10.6307,-12.7568,-13.4655,-15.5917,-16.3004
0,0,0.248818,-3,0.248818,0.497636,0.746454,-3,0,0.995272,0.248818,0.497636,1.24409,1.49291,0.746454,-3,0,0.995272,1.74173,1.99054,-6,0,2.23936,2.48818,0.746454,-3,0,0.995272,2.737,2.98582,3.23464,3.98109,4.22991,4.97636,5.22518,3.48345,3.73227,4.47873,4.72754,5.474,5.72282
0,0,1.03386,6,1.03386,2.06772,3.10159,6,0,4.13545,1.03386,2.06772,5.16931,6.20317,3.10159,6,0,4.13545,7.23703,8.2709,12,0,9.30476,10.3386,3.10159,6,0,4.13545,11.3725,12.4063,13.4402,16.5418,17.5757,20.6772,21.7111,14.4741,15.5079,18.6095,19.6434,22.745,23.7788
0,0,-0.644826,23,-0.644826,-1.28965,-1.93448,23,-0,-2.57931,-0.644826,-1.28965,-3.22413,-3.86896,-1.93448,23,-0,-2.57931,-4.51379,-5.15861,46,-0,-5.80344,-6.44826,-1.93448,23,-0,-2.57931,-7.09309,-7.73792,-8.38274,-10.3172,-10.9621,-12.8965,-13.5414,-9.02757,-9.6724,-11.6069,-12.2517,-14.1862,-14.831
0,0,-0.372688,29,-0.372688,-0.745376,-1.11806,29,-0,-1.49075,-0.372688,-0.745376,-1.86344,-2.23613,-1.11806,29,-0,-1.49075,-2.60882,-2.9815,58,-0,-3.35419,-3.72688,-1.11806,29,-0,-1.49075,-4.09957,-4.47225,-4.84494,-5.96301,-6.33569,-7.45376,-7.82645,-5.21763,-5.59032,-6.70838,-7.08107,-8.19913,-8.57182
0,0,-0.675458,-3,-0.675458,-1.35092,-2.02637,-3,-0,-2.70183,-0.675458,-1.35092,-3.37729,-4.05275,-2.02637,-3,-0,-2.70183,-4.72821,-5.40366,-6,-0,-6.07912,-6.75458,-2.02637,-3,-0,-2.70183,-7.43004,-8.1055,-8.78095,-10.8073,-11.4828,-13.5092,-14.1846,-9.45641,-10.1319,-12.1582,-12.8337,-14.8601,-15.5355
0,0,-0.361866,-11,-0.361866,-0.723732,-1.0856,-11,-0,-1.44746,-0.361866,-0.723732,-1.80933,-2.1712,-1.0856,-11,-0,-1.44746,-2.53306,-2.89493,-22,-0,-3.2568,-3.61866,-1.0856,-11,-0,-1.44746,-3.98053,-4.34239,-4.70426,-5.78986,-6.15173,-7.23732,-7.59919,-5.06613,-5.42799,-6.51359,-6.87546,-7.96106,-8.32292
0,0,-0.355554,0,-0.355554,-0.711107,-1.06666,0,-0,-1.42221,-0.355554,-0.711107,-1.77777,-2.13332,-1.06666,0,-0,-1.42221,-2.48888,-2.84443,0,-0,-3.19998,-3.55554,-1.06666,0,-0,-1.42221,-3.91109,-4.26664,-4.6222,-5.68886,-6.04441,-7.11107,-7.46663,-4.97775,-5.33331,-6.39997,-6.75552,-7.82218,-8.17773
0,0,0.468145,6,0.468145,0.93629,1.40443,6,0,1.87258,0.468145,0.93629,2.34072,2.80887,1.40443,6,0,1.87258,3.27701,3.74516,12,0,4.2133,4.68145,1.40443,6,0,1.87258,5.14959,5.61774,6.08588,7.49032,7.95846,9.3629,9.83104,6.55403,7.02217,8.42661,8.89475,10.2992,10.7673
0,0,-0.389509,21,-0.389509,-0.779019,-1.16853,21,-0,-1.55804,-0.389509,-0.779019,-1.94755,-2.33706,-1.16853,21,-0,-1.55804,-2.72656,-3.11607,42,-0,-3.50558,-3.89509,-1.16853,21,-0,-1.55804,-4.2846,-4.67411,-5.06362,-6.23215,-6.62166,-7.79019,-8.17969,-5.45313,-5.84264,-7.01117,-7.40068,-8.5692,-8.95871
0,0,0.709906,23,0.709906,1.41981,2.12972,23,0,2.83962,0.709906,1.41981,3.54953,4.25943,2.12972,23,0,2.83962,4.96934,5.67925,46,0,6.38915,7.09906,2.12972,23,0,2.83962,7.80896,8.51887,9.22877,11.3585,12.0684,14.1981,14.908,9.93868,10.6486,12.7783,13.4882,15.6179,16.3278
0,0,0.905988,-3,0.905988,1.81198,2.71796,-3,0,3.62395,0.905988,1.81198,4.52994,5.43593,2.71796,-3,0,3.62395,6.34192,7.2479,-6,0,8.15389,9.05988,2.71796,-3,0,3.62395,9.96587,10.8719,11.7778,14.4958,15.4018,18.1198,19.0257,12.6838,13.5898,16.3078,17.2138,19.9317,20.8377
0,0,-0.12841,9,-0.12841,-0.25682,-0.385229,9,-0,-0.513639,-0.12841,-0.25682,-0.642049,-0.770459,-0.385229,9,-0,-0.513639,-0.898868,-1.02728,18,-0,-1.15569,-1.2841,-0.385229,9,-0,-0.513639,-1.41251,-1.54092,-1.66933,-2.05456,-2.18297,-2.5682,-2.69661,-1.79774,-1.92615,-2.31138,-2.43979,-2.82501,-2.95342
0,0,-1.38899,17,-1.38899,-2.77798,-4.16696,17,-0,-5.55595,-1.38899,-2.77798,-6.94494,-8.33393,-4.16696,17,-0,-5.55595,-9.72292,-11.1119,34,-0,-12.5009,-13.8899,-4.16696,17,-0,-5.55595,-15.2789,-16.6679,-18.0568,-22.2238,-23.6128,-27.7798,-29.1688,-19.4458,-20.8348,-25.0018,-26.3908,-30.5577,-31.9467
0,0,-0.903441,18,-0.903441,-1.80688,-2.71032,18,-0,-3.61377,-0.903441,-1.80688,-4.51721,-5.42065,-2.71032,18,-0,-3.61377,-6.32409,-7.22753,36,-0,-8.13097,-9.03441,-2.71032,18,-0,-3.61377,-9.93786,-10.8413,-11.7447,-14.4551,-15.3585,-18.0688,-18.9723,-12.6482,-13.5516,-16.2619,-17.1654,-19.8757,-20.7792
0,0,-1.0806,15,-1.0806,-2.16121,-3.24181,15,-0,-4.32241,-1.0806,-2.16121,-5.40302,-6.48362,-3.24181,15,-0,-4.32241,-7.56422,-8.64483,30,-0,-9.72543,-10.806,-3.24181,15,-0,-4.32241,-11.8866,-12.9672,-14.0478,-17.2897,-18.3703,-21.6121,-22.6927,-15.1284,-16.209,-19.4509,-20.5315,-23.7733,-24.8539
0,0,0.533478,11,0.533478,1.06696,1.60043,11,0,2.13391,0.533478,1.06696,2.66739,3.20087,1.60043,11,0,2.13391,3.73435,4.26782,22,0,4.8013,5.33478,1.60043,11,0,2.13391,5.86826,6.40173,6.93521,8.53565,9.06912,10.6696,11.203,7.46869,8.00217,9.6026,10.1361,11.7365,12.27
0,0,0.666262,26,0.666262,1.33252,1.99879,26,0,2.66505,0.666262,1.33252,3.33131,3.99757,1.99879,26,0,2.66505,4.66384,5.3301,52,0,5.99636,6.66262,1.99879,26,0,2.66505,7.32889,7.99515,8.66141,10.6602,11.3265,13.3252,13.9915,9.32767,9.99394,11.9927,12.659,14.6578,15.324
0,0,-0.681822,17,-0.681822,-1.36364,-2.04547,17,-0,-2.72729,-0.681822,-1.36364,-3.40911,-4.09093,-2.04547,17,-0,-2.72729,-4.77275,-5.45457,34,-0,-6.1364,-6.81822,-2.04547,17,-0,-2.72729,-7.50004,-8.18186,-8.86368,-10.9091,-11.591,-13.6364,-14.3183,-9.5455,-10.2273,-12.2728,-12.9546,-15.0001,-15.6819
0,0,-0.441921,12,-0.441921,-0.883842,-1.32576,12,-0,-1.76768,-0.441921,-0.883842,-2.2096,-2.65153,-1.32576,12,-0,-1.76768,-3.09345,-3.53537,24,-0,-3.97729,-4.41921,-1.32576,12,-0,-1.76768,-4.86113,-5.30305,-5.74497,-7.07073,-7.51265,-8.83842,-9.28034,-6.18689,-6.62881,-7.95458,-8.3965,-9.72226,-10.1642
0,0,-1.26718,5,-1.26718,-2.53436,-3.80155,5,-0,-5.06873,-1.26718,-2.53436,-6.33591,-7.60309,-3.80155,5,-0,-5.06873,-8.87028,-10.1375,10,-0,-11.4046,-12.6718,-3.80155,5,-0,-5.06873,-13.939,-15.2062,-16.4734,-20.2749,-21.5421,-25.3436,-26.6108,-17.7406,-19.0077,-22.8093,-24.0765,-27.878,-29.1452
0,0,-2.11743,18,-2.11743,-4.23485,-6.35228,18,-0,-8.4697,-2.11743,-4.23485,-10.5871,-12.7046,-6.35228,18,-0,-8.4697,-14.822,-16.9394,36,-0,-19.0568,-21.1743,-6.35228,18,-0,-8.4697,-23.2917,-25.4091,-27.5265,-33.8788,-35.9962,-42.3485,-44.4659,-29.644,-31.7614,-38.1137,-40.2311,-46.5834,-48.7008
0,0,-0.156008,-1,-0.156008,-0.312017,-0.468025,-1,-0,-0.624034,-0.156008,-0.312017,-0.780042,-0.936051,-0.468025,-1,-0,-0.624034,-1.09206,-1.24807,-2,-0,-1.40408,-1.56008,-0.468025,-1,-0,-0.624034,-1.71609,-1.8721,-2.02811,-2.49613,-2.65214,-3.12017,-3.27618,-2.18412,-2.34013,-2.80815,-2.96416,-3.43219,-3.58819
0,0,-0.906644,7,-0.906644,-1.81329,-2.71993,7,-0,-3.62658,-0.906644,-1.81329,-4.53322,-5.43986,-2.71993,7,-0,-3.62658,-6.34651,-7.25315,14,-0,-8.1598,-9.06644,-2.71993,7,-0,-3.62658,-9.97308,-10.8797,-11.7864,-14.5063,-15.4129,-18.1329,-19.0395,-12.693,-13.5997,-16.3196,-17.2262,-19.9462,-20.8528
0,0,0.248485,8,0.248485,0.49697,0.745456,8,0,0.993941,0.248485,0.49697,1.24243,1.49091,0.745456,8,0,0.993941,1.7394,1.98788,16,0,2.23637,2.48485,0.745456,8,0,0.993941,2.73334,2.98182,3.23031,3.97576,4.22425,4.9697,5.21819,3.47879,3.72728,4.47273,4.72122,5.46668,5.71516
0,0,0.0491802,0,0.0491802,0.0983604,0.147541,0,0,0.196721,0.0491802,0.0983604,0.245901,0.295081,0.147541,0,0,0.196721,0.344261,0.393442,0,0,0.442622,0.491802,0.147541,0,0,0.196721,0.540982,0.590162,0.639343,0.786883,0.836063,0.983604,1.03278,0.688523,0.737703,0.885244,0.934424,1.08196,1.13114
0,0,0.291286,24,0.291286,0.582573,0.873859,24,0,1.16515,0.291286,0.582573,1.45643,1.74772,0.873859,24,0,1.16515,2.039,2.33029,48,0,2.62158,2.91286,0.873859,24,0,1.16515,3.20415,3.49544,3.78672,4.66058,4.95187,5.82573,6.11701,4.07801,4.3693,5.24316,5.53444,6.4083,6.69959
0,0,-1.19186,19,-1.19186,-2.38371,-3.57557,19,-0,-4.76743,-1.19186,-2.38371,-5.95929,-7.15114,-3.57557,19,-0,-4.76743,-8.343,-9.53486,38,-0,-10.7267,-11.9186,-3.57557,19,-0,-4.76743,-13.1104,-14.3023,-15.4941,-19.0697,-20.2616,-23.8371,-25.029,-16.686,-17.8779,-21.4534,-22.6453,-26.2209,-27.4127
0,0,1.07137,28,1.07137,2.14274,3.21411,28,0,4.28548,1.07137,2.14274,5.35686,6.42823,3.21411,28,0,4.28548,7.4996,8.57097,56,0,9.64234,10.7137,3.21411,28,0,4.28548,11.7851,12.8565,13.9278,17.1419,18.2133,21.4274,22.4988,14.9992,16.0706,19.2847,20.3561,23.5702,24.6415
0,0,-0.273279,42,-0.273279,-0.546558,-0.819837,42,-0,-1.09312,-0.273279,-0.546558,-1.36639,-1.63967,-0.819837,42,-0,-1.09312,-1.91295,-2.18623,84,-0,-2.45951,-2.73279,-0.819837,42,-0,-1.09312,-3.00607,-3.27935,-3.55263,-4.37246,-4.64574,-5.46558,-5.73886,-3.82591,-4.09918,-4.91902,-5.1923,-6.01214,-6.28542
0,0,-0.35441,-9,-0.35441,-0.708821,-1.06323,-9,-0,-1.41764,-0.35441,-0.708821,-1.77205,-2.12646,-1.06323,-9,-0,-1.41764,-2.48087,-2.83528,-18,-0,-3.18969,-3.5441,-1.06323,-9,-0,-1.41764,-3.89852,-4.25293,-4.60734,-5.67057,-6.02498,-7.08821,-7.44262,-4.96175,-5.31616,-6.37939,-6.7338,-7.79703,-8.15144
0,0,-0.673237,4,-0.673237,-1.34647,-2.01971,4,-0,-2.69295,-0.673237,-1.34647,-3.36619,-4.03942,-2.01971,4,-0,-2.69295,-4.71266,-5.3859,8,-0,-6.05914,-6.73237,-2.01971,4,-0,-2.69295,-7.40561,-8.07885,-8.75208,-10.7718,-11.445,-13.4647,-14.138,-9.42532,-10.0986,-12.1183,-12.7915,-14.8112,-15.4845
0,0,2.24841,3,2.24841,4.49682,6.74523,3,0,8.99364,2.24841,4.49682,11.242,13.4905,6.74523,3,0,8.99364,15.7389,17.9873,6,0,20.2357,22.4841,6.74523,3,0,8.99364,24.7325,26.9809,29.2293,35.9746,38.223,44.9682,47.2166,31.4777,33.7261,40.4714,42.7198,49.465,51.7134
0,0,1.23937,7,1.23937,2.47874,3.71811,7,0,4.95749,1.23937,2.47874,6.19686,7.43623,3.71811,7,0,4.95749,8.6756,9.91497,14,0,11.1543,12.3937,3.71811,7,0,4.95749,13.6331,14.8725,16.1118,19.8299,21.0693,24.7874,26.0268,17.3512,18.5906,22.3087,23.5481,27.2662,28.5055
