# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = brian_tuples_model
# start_datetime = 2023-11-21 14:19:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184457688 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_brian_tuple_data/../../data/brian_tuples/brian_tuples_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,base,base_i,pair:1,pair:2,nested:1,nested:2:1,nested:2:2.real,nested:2:2.imag,arr_pair.1:1,arr_pair.1:2,arr_pair.2:1,arr_pair.2:2,arr_very_nested.1:1:1,arr_very_nested.1:1:2:1,arr_very_nested.1:1:2:2.real,arr_very_nested.1:1:2:2.imag,arr_very_nested.1:2,arr_very_nested.2:1:1,arr_very_nested.2:1:2:1,arr_very_nested.2:1:2:2.real,arr_very_nested.2:1:2:2.imag,arr_very_nested.2:2,arr_very_nested.3:1:1,arr_very_nested.3:1:2:1,arr_very_nested.3:1:2:2.real,arr_very_nested.3:1:2:2.imag,arr_very_nested.3:2,arr_2d_pair.1.1:1,arr_2d_pair.1.1:2,arr_2d_pair.2.1:1,arr_2d_pair.2.1:2,arr_2d_pair.3.1:1,arr_2d_pair.3.1:2,arr_2d_pair.1.2:1,arr_2d_pair.1.2:2,arr_2d_pair.2.2:1,arr_2d_pair.2.2:2,arr_2d_pair.3.2:1,arr_2d_pair.3.2:2
0,0,1.22507,1,1.22507,2.45014,3.67521,1,0,4.90028,1.22507,2.45014,6.12535,7.35042,3.67521,1,0,4.90028,8.5755,9.80057,2,0,11.0256,12.2507,3.67521,1,0,4.90028,13.4758,14.7008,15.9259,19.6011,20.8262,24.5014,25.7265,17.151,18.3761,22.0513,23.2763,26.9516,28.1766
0,0,0.554978,19,0.554978,1.10996,1.66493,19,0,2.21991,0.554978,1.10996,2.77489,3.32987,1.66493,19,0,2.21991,3.88485,4.43983,38,0,4.9948,5.54978,1.66493,19,0,2.21991,6.10476,6.65974,7.21472,8.87965,9.43463,11.0996,11.6545,7.76969,8.32467,9.98961,10.5446,12.2095,12.7645
0,0,0.991749,19,0.991749,1.9835,2.97525,19,0,3.96699,0.991749,1.9835,4.95874,5.95049,2.97525,19,0,3.96699,6.94224,7.93399,38,0,8.92574,9.91749,2.97525,19,0,3.96699,10.9092,11.901,12.8927,15.868,16.8597,19.835,20.8267,13.8845,14.8762,17.8515,18.8432,21.8185,22.8102
0,0,-0.89751,20,-0.89751,-1.79502,-2.69253,20,-0,-3.59004,-0.89751,-1.79502,-4.48755,-5.38506,-2.69253,20,-0,-3.59004,-6.28257,-7.18008,40,-0,-8.07759,-8.9751,-2.69253,20,-0,-3.59004,-9.87261,-10.7701,-11.6676,-14.3602,-15.2577,-17.9502,-18.8477,-12.5651,-13.4627,-16.1552,-17.0527,-19.7452,-20.6427
0,0,0.0694839,13,0.0694839,0.138968,0.208452,13,0,0.277936,0.0694839,0.138968,0.347419,0.416903,0.208452,13,0,0.277936,0.486387,0.555871,26,0,0.625355,0.694839,0.208452,13,0,0.277936,0.764323,0.833807,0.90329,1.11174,1.18123,1.38968,1.45916,0.972774,1.04226,1.25071,1.32019,1.52865,1.59813
0,0,3.53925,17,3.53925,7.07849,10.6177,17,0,14.157,3.53925,7.07849,17.6962,21.2355,10.6177,17,0,14.157,24.7747,28.314,34,0,31.8532,35.3925,10.6177,17,0,14.157,38.9317,42.4709,46.0102,56.6279,60.1672,70.7849,74.3242,49.5494,53.0887,63.7064,67.2457,77.8634,81.4027
0,0,-0.144878,-9,-0.144878,-0.289755,-0.434633,-9,-0,-0.57951,-0.144878,-0.289755,-0.724388,-0.869266,-0.434633,-9,-0,-0.57951,-1.01414,-1.15902,-18,-0,-1.3039,-1.44878,-0.434633,-9,-0,-0.57951,-1.59365,-1.73853,-1.88341,-2.31804,-2.46292,-2.89755,-3.04243,-2.02829,-2.17316,-2.6078,-2.75267,-3.18731,-3.33218
0,0,1.37325,8,1.37325,2.7465,4.11975,8,0,5.493,1.37325,2.7465,6.86625,8.2395,4.11975,8,0,5.493,9.61275,10.986,16,0,12.3592,13.7325,4.11975,8,0,5.493,15.1057,16.479,17.8522,21.972,23.3452,27.465,28.8382,19.2255,20.5987,24.7185,26.0917,30.2115,31.5847
0,0,-0.0144925,6,-0.0144925,-0.028985,-0.0434775,6,-0,-0.05797,-0.0144925,-0.028985,-0.0724625,-0.086955,-0.0434775,6,-0,-0.05797,-0.101448,-0.11594,12,-0,-0.130433,-0.144925,-0.0434775,6,-0,-0.05797,-0.159418,-0.17391,-0.188403,-0.23188,-0.246373,-0.28985,-0.304343,-0.202895,-0.217388,-0.260865,-0.275358,-0.318835,-0.333328
0,0,0.577951,11,0.577951,1.1559,1.73385,11,0,2.3118,0.577951,1.1559,2.88976,3.46771,1.73385,11,0,2.3118,4.04566,4.62361,22,0,5.20156,5.77951,1.73385,11,0,2.3118,6.35746,6.93541,7.51336,9.24722,9.82517,11.559,12.137,8.09131,8.66927,10.4031,10.9811,12.7149,13.2929
0,0,-0.566203,1,-0.566203,-1.13241,-1.69861,1,-0,-2.26481,-0.566203,-1.13241,-2.83101,-3.39722,-1.69861,1,-0,-2.26481,-3.96342,-4.52962,2,-0,-5.09583,-5.66203,-1.69861,1,-0,-2.26481,-6.22823,-6.79443,-7.36064,-9.05925,-9.62545,-11.3241,-11.8903,-7.92684,-8.49304,-10.1917,-10.7579,-12.4565,-13.0227
0,0,0.502338,8,0.502338,1.00468,1.50702,8,0,2.00935,0.502338,1.00468,2.51169,3.01403,1.50702,8,0,2.00935,3.51637,4.01871,16,0,4.52105,5.02338,1.50702,8,0,2.00935,5.52572,6.02806,6.5304,8.03741,8.53975,10.0468,10.5491,7.03274,7.53508,9.04209,9.54443,11.0514,11.5538
0,0,0.498644,1,0.498644,0.997289,1.49593,1,0,1.99458,0.498644,0.997289,2.49322,2.99187,1.49593,1,0,1.99458,3.49051,3.98916,2,0,4.4878,4.98644,1.49593,1,0,1.99458,5.48509,5.98373,6.48238,7.97831,8.47696,9.97289,10.4715,6.98102,7.47967,8.9756,9.47424,10.9702,11.4688
0,0,0.31315,10,0.31315,0.626301,0.939451,10,0,1.2526,0.31315,0.626301,1.56575,1.8789,0.939451,10,0,1.2526,2.19205,2.5052,20,0,2.81835,3.1315,0.939451,10,0,1.2526,3.44465,3.7578,4.07095,5.0104,5.32355,6.26301,6.57616,4.3841,4.69725,5.6367,5.94985,6.88931,7.20246
0,0,-1.12921,9,-1.12921,-2.25842,-3.38763,9,-0,-4.51684,-1.12921,-2.25842,-5.64605,-6.77525,-3.38763,9,-0,-4.51684,-7.90446,-9.03367,18,-0,-10.1629,-11.2921,-3.38763,9,-0,-4.51684,-12.4213,-13.5505,-14.6797,-18.0673,-19.1966,-22.5842,-23.7134,-15.8089,-16.9381,-20.3258,-21.455,-24.8426,-25.9718
0,0,0.879293,23,0.879293,1.75859,2.63788,23,0,3.51717,0.879293,1.75859,4.39647,5.27576,2.63788,23,0,3.51717,6.15505,7.03435,46,0,7.91364,8.79293,2.63788,23,0,3.51717,9.67222,10.5515,11.4308,14.0687,14.948,17.5859,18.4652,12.3101,13.1894,15.8273,16.7066,19.3444,20.2237
0,0,-0.383375,6,-0.383375,-0.766749,-1.15012,6,-0,-1.5335,-0.383375,-0.766749,-1.91687,-2.30025,-1.15012,6,-0,-1.5335,-2.68362,-3.067,12,-0,-3.45037,-3.83375,-1.15012,6,-0,-1.5335,-4.21712,-4.60049,-4.98387,-6.13399,-6.51737,-7.66749,-8.05086,-5.36724,-5.75062,-6.90074,-7.28412,-8.43424,-8.81761
0,0,0.0455037,-9,0.0455037,0.0910073,0.136511,-9,0,0.182015,0.0455037,0.0910073,0.227518,0.273022,0.136511,-9,0,0.182015,0.318526,0.364029,-18,0,0.409533,0.455037,0.136511,-9,0,0.182015,0.50054,0.546044,0.591548,0.728059,0.773562,0.910073,0.955577,0.637051,0.682555,0.819066,0.86457,1.00108,1.04658
0,0,-1.27657,9,-1.27657,-2.55314,-3.82971,9,-0,-5.10629,-1.27657,-2.55314,-6.38286,-7.65943,-3.82971,9,-0,-5.10629,-8.936,-10.2126,18,-0,-11.4891,-12.7657,-3.82971,9,-0,-5.10629,-14.0423,-15.3189,-16.5954,-20.4251,-21.7017,-25.5314,-26.808,-17.872,-19.1486,-22.9783,-24.2549,-28.0846,-29.3611
0,0,1.63167,7,1.63167,3.26334,4.89501,7,0,6.52668,1.63167,3.26334,8.15836,9.79003,4.89501,7,0,6.52668,11.4217,13.0534,14,0,14.685,16.3167,4.89501,7,0,6.52668,17.9484,19.5801,21.2117,26.1067,27.7384,32.6334,34.2651,22.8434,24.4751,29.3701,31.0018,35.8968,37.5284
0,0,-0.76622,5,-0.76622,-1.53244,-2.29866,5,-0,-3.06488,-0.76622,-1.53244,-3.8311,-4.59732,-2.29866,5,-0,-3.06488,-5.36354,-6.12976,10,-0,-6.89598,-7.6622,-2.29866,5,-0,-3.06488,-8.42842,-9.19464,-9.96086,-12.2595,-13.0257,-15.3244,-16.0906,-10.7271,-11.4933,-13.792,-14.5582,-16.8568,-17.6231
0,0,0.669818,5,0.669818,1.33964,2.00945,5,0,2.67927,0.669818,1.33964,3.34909,4.01891,2.00945,5,0,2.67927,4.68873,5.35855,10,0,6.02836,6.69818,2.00945,5,0,2.67927,7.368,8.03782,8.70764,10.7171,11.3869,13.3964,14.0662,9.37745,10.0473,12.0567,12.7265,14.736,15.4058
0,0,-1.58075,0,-1.58075,-3.1615,-4.74224,0,-0,-6.32299,-1.58075,-3.1615,-7.90374,-9.48449,-4.74224,0,-0,-6.32299,-11.0652,-12.646,0,-0,-14.2267,-15.8075,-4.74224,0,-0,-6.32299,-17.3882,-18.969,-20.5497,-25.292,-26.8727,-31.615,-33.1957,-22.1305,-23.7112,-28.4535,-30.0342,-34.7765,-36.3572
0,0,0.0722,12,0.0722,0.1444,0.2166,12,0,0.2888,0.0722,0.1444,0.361,0.4332,0.2166,12,0,0.2888,0.5054,0.5776,24,0,0.6498,0.722,0.2166,12,0,0.2888,0.7942,0.8664,0.9386,1.1552,1.2274,1.444,1.5162,1.0108,1.083,1.2996,1.3718,1.5884,1.6606
0,0,1.2074,13,1.2074,2.41479,3.62219,13,0,4.82959,1.2074,2.41479,6.03698,7.24438,3.62219,13,0,4.82959,8.45178,9.65917,26,0,10.8666,12.074,3.62219,13,0,4.82959,13.2814,14.4888,15.6962,19.3183,20.5257,24.1479,25.3553,16.9036,18.1109,21.7331,22.9405,26.5627,27.7701
0,0,-0.196372,0,-0.196372,-0.392745,-0.589117,0,-0,-0.785489,-0.196372,-0.392745,-0.981862,-1.17823,-0.589117,0,-0,-0.785489,-1.37461,-1.57098,0,-0,-1.76735,-1.96372,-0.589117,0,-0,-0.785489,-2.1601,-2.35647,-2.55284,-3.14196,-3.33833,-3.92745,-4.12382,-2.74921,-2.94559,-3.5347,-3.73107,-4.32019,-4.51656
0,0,-0.935248,13,-0.935248,-1.8705,-2.80574,13,-0,-3.74099,-0.935248,-1.8705,-4.67624,-5.61149,-2.80574,13,-0,-3.74099,-6.54673,-7.48198,26,-0,-8.41723,-9.35248,-2.80574,13,-0,-3.74099,-10.2877,-11.223,-12.1582,-14.964,-15.8992,-18.705,-19.6402,-13.0935,-14.0287,-16.8345,-17.7697,-20.5754,-21.5107
0,0,-0.274119,12,-0.274119,-0.548237,-0.822356,12,-0,-1.09647,-0.274119,-0.548237,-1.37059,-1.64471,-0.822356,12,-0,-1.09647,-1.91883,-2.19295,24,-0,-2.46707,-2.74119,-0.822356,12,-0,-1.09647,-3.0153,-3.28942,-3.56354,-4.3859,-4.66002,-5.48237,-5.75649,-3.83766,-4.11178,-4.93414,-5.20825,-6.03061,-6.30473
0,0,-1.45747,13,-1.45747,-2.91494,-4.37241,13,-0,-5.82989,-1.45747,-2.91494,-7.28736,-8.74483,-4.37241,13,-0,-5.82989,-10.2023,-11.6598,26,-0,-13.1172,-14.5747,-4.37241,13,-0,-5.82989,-16.0322,-17.4897,-18.9471,-23.3195,-24.777,-29.1494,-30.6069,-20.4046,-21.8621,-26.2345,-27.692,-32.0644,-33.5218
0,0,0.747665,27,0.747665,1.49533,2.24299,27,0,2.99066,0.747665,1.49533,3.73832,4.48599,2.24299,27,0,2.99066,5.23365,5.98132,54,0,6.72898,7.47665,2.24299,27,0,2.99066,8.22431,8.97198,9.71964,11.9626,12.7103,14.9533,15.701,10.4673,11.215,13.458,14.2056,16.4486,17.1963
0,0,-0.398502,3,-0.398502,-0.797005,-1.19551,3,-0,-1.59401,-0.398502,-0.797005,-1.99251,-2.39101,-1.19551,3,-0,-1.59401,-2.78952,-3.18802,6,-0,-3.58652,-3.98502,-1.19551,3,-0,-1.59401,-4.38353,-4.78203,-5.18053,-6.37604,-6.77454,-7.97005,-8.36855,-5.57903,-5.97753,-7.17304,-7.57154,-8.76705,-9.16555
0,0,-1.02911,0,-1.02911,-2.05822,-3.08732,0,-0,-4.11643,-1.02911,-2.05822,-5.14554,-6.17465,-3.08732,0,-0,-4.11643,-7.20376,-8.23286,0,-0,-9.26197,-10.2911,-3.08732,0,-0,-4.11643,-11.3202,-12.3493,-13.3784,-16.4657,-17.4948,-20.5822,-21.6113,-14.4075,-15.4366,-18.5239,-19.5531,-22.6404,-23.6695
0,0,2.09988,29,2.09988,4.19976,6.29965,29,0,8.39953,2.09988,4.19976,10.4994,12.5993,6.29965,29,0,8.39953,14.6992,16.7991,58,0,18.8989,20.9988,6.29965,29,0,8.39953,23.0987,25.1986,27.2985,33.5981,35.698,41.9976,44.0975,29.3983,31.4982,37.7979,39.8978,46.1974,48.2973
0,0,-0.706621,23,-0.706621,-1.41324,-2.11986,23,-0,-2.82649,-0.706621,-1.41324,-3.53311,-4.23973,-2.11986,23,-0,-2.82649,-4.94635,-5.65297,46,-0,-6.35959,-7.06621,-2.11986,23,-0,-2.82649,-7.77284,-8.47946,-9.18608,-11.3059,-12.0126,-14.1324,-14.8391,-9.8927,-10.5993,-12.7192,-13.4258,-15.5457,-16.2523
0,0,0.0344235,2,0.0344235,0.068847,0.10327,2,0,0.137694,0.0344235,0.068847,0.172117,0.206541,0.10327,2,0,0.137694,0.240964,0.275388,4,0,0.309811,0.344235,0.10327,2,0,0.137694,0.378658,0.413082,0.447505,0.550776,0.585199,0.68847,0.722893,0.481929,0.516352,0.619623,0.654046,0.757317,0.79174
0,0,0.668197,27,0.668197,1.33639,2.00459,27,0,2.67279,0.668197,1.33639,3.34099,4.00918,2.00459,27,0,2.67279,4.67738,5.34558,54,0,6.01378,6.68197,2.00459,27,0,2.67279,7.35017,8.01837,8.68656,10.6912,11.3594,13.3639,14.0321,9.35476,10.023,12.0276,12.6957,14.7003,15.3685
0,0,-0.0681673,9,-0.0681673,-0.136335,-0.204502,9,-0,-0.272669,-0.0681673,-0.136335,-0.340836,-0.409004,-0.204502,9,-0,-0.272669,-0.477171,-0.545338,18,-0,-0.613505,-0.681673,-0.204502,9,-0,-0.272669,-0.74984,-0.818007,-0.886174,-1.09068,-1.15884,-1.36335,-1.43151,-0.954342,-1.02251,-1.22701,-1.29518,-1.49968,-1.56785
0,0,-0.176235,7,-0.176235,-0.352469,-0.528704,7,-0,-0.704939,-0.176235,-0.352469,-0.881173,-1.05741,-0.528704,7,-0,-0.704939,-1.23364,-1.40988,14,-0,-1.58611,-1.76235,-0.528704,7,-0,-0.704939,-1.93858,-2.11482,-2.29105,-2.81975,-2.99599,-3.52469,-3.70093,-2.46728,-2.64352,-3.17222,-3.34846,-3.87716,-4.0534
0,0,-0.410618,-4,-0.410618,-0.821237,-1.23185,-4,-0,-1.64247,-0.410618,-0.821237,-2.05309,-2.46371,-1.23185,-4,-0,-1.64247,-2.87433,-3.28495,-8,-0,-3.69556,-4.10618,-1.23185,-4,-0,-1.64247,-4.5168,-4.92742,-5.33804,-6.56989,-6.98051,-8.21237,-8.62298,-5.74866,-6.15927,-7.39113,-7.80175,-9.0336,-9.44422
0,0,0.967296,18,0.967296,1.93459,2.90189,18,0,3.86918,0.967296,1.93459,4.83648,5.80378,2.90189,18,0,3.86918,6.77107,7.73837,36,0,8.70567,9.67296,2.90189,18,0,3.86918,10.6403,11.6076,12.5749,15.4767,16.444,19.3459,20.3132,13.5421,14.5094,17.4113,18.3786,21.2805,22.2478
0,0,2.22694,13,2.22694,4.45387,6.68081,13,0,8.90775,2.22694,4.45387,11.1347,13.3616,6.68081,13,0,8.90775,15.5886,17.8155,26,0,20.0424,22.2694,6.68081,13,0,8.90775,24.4963,26.7232,28.9502,35.631,37.8579,44.5387,46.7657,31.1771,33.4041,40.0849,42.3118,48.9926,51.2196
0,0,-0.64854,8,-0.64854,-1.29708,-1.94562,8,-0,-2.59416,-0.64854,-1.29708,-3.2427,-3.89124,-1.94562,8,-0,-2.59416,-4.53978,-5.18832,16,-0,-5.83686,-6.4854,-1.94562,8,-0,-2.59416,-7.13395,-7.78249,-8.43103,-10.3766,-11.0252,-12.9708,-13.6194,-9.07957,-9.72811,-11.6737,-12.3223,-14.2679,-14.9164
0,0,-0.973987,9,-0.973987,-1.94797,-2.92196,9,-0,-3.89595,-0.973987,-1.94797,-4.86993,-5.84392,-2.92196,9,-0,-3.89595,-6.81791,-7.79189,18,-0,-8.76588,-9.73987,-2.92196,9,-0,-3.89595,-10.7139,-11.6878,-12.6618,-15.5838,-16.5578,-19.4797,-20.4537,-13.6358,-14.6098,-17.5318,-18.5057,-21.4277,-22.4017
0,0,-0.120112,25,-0.120112,-0.240224,-0.360336,25,-0,-0.480447,-0.120112,-0.240224,-0.600559,-0.720671,-0.360336,25,-0,-0.480447,-0.840783,-0.960895,50,-0,-1.08101,-1.20112,-0.360336,25,-0,-0.480447,-1.32123,-1.44134,-1.56145,-1.92179,-2.0419,-2.40224,-2.52235,-1.68157,-1.80168,-2.16201,-2.28213,-2.64246,-2.76257
0,0,0.468611,18,0.468611,0.937223,1.40583,18,0,1.87445,0.468611,0.937223,2.34306,2.81167,1.40583,18,0,1.87445,3.28028,3.74889,36,0,4.2175,4.68611,1.40583,18,0,1.87445,5.15472,5.62334,6.09195,7.49778,7.96639,9.37223,9.84084,6.56056,7.02917,8.435,8.90362,10.3094,10.7781
0,0,-0.879307,8,-0.879307,-1.75861,-2.63792,8,-0,-3.51723,-0.879307,-1.75861,-4.39653,-5.27584,-2.63792,8,-0,-3.51723,-6.15515,-7.03445,16,-0,-7.91376,-8.79307,-2.63792,8,-0,-3.51723,-9.67237,-10.5517,-11.431,-14.0689,-14.9482,-17.5861,-18.4654,-12.3103,-13.1896,-15.8275,-16.7068,-19.3447,-20.2241
0,0,1.75217,-5,1.75217,3.50434,5.25651,-5,0,7.00868,1.75217,3.50434,8.76085,10.513,5.25651,-5,0,7.00868,12.2652,14.0174,-10,0,15.7695,17.5217,5.25651,-5,0,7.00868,19.2739,21.026,22.7782,28.0347,29.7869,35.0434,36.7956,24.5304,26.2825,31.5391,33.2912,38.5477,40.2999
0,0,0.826663,-1,0.826663,1.65333,2.47999,-1,0,3.30665,0.826663,1.65333,4.13332,4.95998,2.47999,-1,0,3.30665,5.78664,6.61331,-2,0,7.43997,8.26663,2.47999,-1,0,3.30665,9.0933,9.91996,10.7466,13.2266,14.0533,16.5333,17.3599,11.5733,12.4,14.8799,15.7066,18.1866,19.0133
0,0,-0.139829,15,-0.139829,-0.279659,-0.419488,15,-0,-0.559318,-0.139829,-0.279659,-0.699147,-0.838976,-0.419488,15,-0,-0.559318,-0.978806,-1.11864,30,-0,-1.25846,-1.39829,-0.419488,15,-0,-0.559318,-1.53812,-1.67795,-1.81778,-2.23727,-2.3771,-2.79659,-2.93642,-1.95761,-2.09744,-2.51693,-2.65676,-3.07625,-3.21608
0,0,-0.819361,8,-0.819361,-1.63872,-2.45808,8,-0,-3.27744,-0.819361,-1.63872,-4.0968,-4.91616,-2.45808,8,-0,-3.27744,-5.73552,-6.55488,16,-0,-7.37424,-8.19361,-2.45808,8,-0,-3.27744,-9.01297,-9.83233,-10.6517,-13.1098,-13.9291,-16.3872,-17.2066,-11.471,-12.2904,-14.7485,-15.5679,-18.0259,-18.8453
0,0,1.16351,5,1.16351,2.32703,3.49054,5,0,4.65406,1.16351,2.32703,5.81757,6.98109,3.49054,5,0,4.65406,8.1446,9.30812,10,0,10.4716,11.6351,3.49054,5,0,4.65406,12.7987,13.9622,15.1257,18.6162,19.7797,23.2703,24.4338,16.2892,17.4527,20.9433,22.1068,25.5973,26.7608
